科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"44,507,449.28","59,390,149.97","88,932,112.56","124,218,995.59","117,784,280.84","307,832,143.41","105,546,188.14","123,021,217.71","107,292,362.79","159,081,919.11"
短期借款,,,,,,,,,,"100,000,000.00"
交易性金融资产,,,,,,,,,,
交易性金融负债,,,,,,,,,,
应收票据,"220,000.00","1,888,168.36","1,738,169.78","1,710,755.00","2,217,134.00","2,196,809.95","2,328,538.42","5,363,475.08","4,074,833.01","7,669,553.62"
应付票据,"44,108,219.00","41,350,875.00","21,791,144.60","65,998,458.22","79,997,427.42","76,517,318.84","60,501,342.86","35,535,235.34","45,276,573.58","93,798,878.09"
应收账款,"44,966,902.41","44,026,731.14","47,667,010.44","50,153,397.04","56,904,860.57","57,408,515.80","58,868,819.71","61,336,538.10","72,163,024.97","82,948,994.70"
应付账款,"16,535,698.86","13,624,351.18","30,333,276.01","24,810,231.10","22,266,272.95","13,985,762.47","28,409,028.76","20,534,721.15","34,726,509.91","33,158,447.77"
预付款项,"2,655,570.07","984,698.63","5,945,435.79","3,932,456.39","3,236,325.92","15,887,307.95","4,303,101.41","949,758.57","4,783,260.88","10,469,584.09"
预收款项,"855,456.90","2,026,679.00","1,004,866.50","917,457.40","497,354.84","1,470,356.42","1,941,886.94","1,738,530.98","3,251,630.35","2,244,257.12"
其他应收款,"353,893.13","183,508.44","348,155.15","84,696.84","513,870.22","238,303.26","959,178.24","37,620.00","55,125.77","21,925.58"
应付职工薪酬,"1,093,533.25","1,498,611.25","1,573,247.94","1,037,267.65","1,111,338.65","2,115,215.41","941,801.73","1,035,673.15","1,078,017.32","2,817,097.00"
应收关联公司款,,,,,,,,,,
应交税费,"1,515,552.67","1,323,197.19","3,968,262.66","5,730,339.97","7,100,415.69","7,044,139.39","2,687,037.34","6,414,846.75","8,547,255.90","6,755,244.07"
应收利息,,,,,,,,,,"222,191.78"
应付利息,"81,618.85","69,799.03","39,631.97","17,911.95",,,,,,"144,909.72"
应收股利,,,,,,,,,,
应付股利,,,,,,,"19,200,000.00",,,
存货,"70,283,725.13","72,191,245.60","68,711,777.30","86,839,990.14","99,991,952.96","99,512,658.26","148,207,294.51","137,149,442.52","129,791,619.52","138,828,720.44"
其他应付款,"483,571.66","3,240,682.35","5,499,108.53","5,678,450.78","5,263,599.64","5,561,675.66","3,964,315.83","3,640,582.07","4,057,445.60","895,418.41"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,,"11,485,000.00","11,485,000.00","5,485,000.00",,,,,,
其他流动资产,"6,029,494.78","7,662,175.64","1,969,142.02","2,352,752.31","3,374,103.70","1,651,769.11","160,634,873.87","124,957,823.58","177,385,679.20","236,268,391.74"
其他流动负债,,,,,,,,,,
流动资产合计,"169,017,034.80","186,326,677.78","215,311,803.04","269,293,043.31","284,022,528.21","484,727,507.74","480,847,994.30","452,815,875.56","495,545,906.14","635,511,281.06"
流动负债合计,"64,673,651.19","74,619,195.00","75,694,538.21","109,675,117.07","116,236,409.19","106,694,468.19","117,645,413.46","68,899,589.44","96,937,432.66","239,814,252.18"
可供出售金融资产,,,,,,,,,,"1,000,000.00"
长期借款,"21,000,000.00","25,455,000.00","13,970,000.00","8,227,500.00",,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,"811,499.59","679,695.69","667,073.25","667,073.25","655,652.68","637,512.99","1,644,769.14","1,644,769.14","633,634.03"
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"60,435,919.85","62,905,262.84","112,675,523.88","127,834,856.23","125,140,616.00","122,493,665.66","120,034,312.58","117,648,822.24","115,123,557.97","115,759,240.57"
递延所得税负债,,,,,,,,,,
在建工程,"20,620,867.83","66,112,008.86","26,905,551.62","7,950,657.80","8,271,925.24","8,750,999.24","12,544,308.65","13,798,328.05","15,719,464.91","25,065,428.15"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"26,670,000.00","33,807,166.67","23,033,666.67","17,406,023.81","8,883,273.00","8,838,098.60","8,506,723.60","8,175,348.60","7,843,973.60","7,601,778.09"
固定资产清理,,,,,,,,,,
负债合计,"91,343,651.19","108,426,361.67","98,728,204.88","127,081,140.88","125,119,682.19","115,532,566.79","126,152,137.06","77,074,938.04","104,781,406.26","247,416,030.27"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00"
油气资产,,,,,,,,,,
资本公积,"111,975,669.36","111,975,669.36","111,975,669.36","111,975,669.36","111,975,669.36","288,682,503.82","288,682,503.82","289,531,442.52","289,531,442.52","289,531,442.52"
无形资产,"48,638,850.00","47,478,201.00","46,317,552.00","48,608,604.84","48,303,223.29","48,003,305.62","47,697,894.79","47,392,483.96","47,087,073.13","46,781,662.30"
盈余公积,"4,162,775.44","7,971,365.08","12,088,194.68","12,088,194.68","12,088,194.68","16,819,859.93","16,819,859.93","16,819,859.93","16,819,859.93","22,277,338.64"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"37,464,978.98","71,742,285.69","108,793,752.10","133,048,553.23","147,304,232.42","151,378,739.36","141,517,828.07","158,196,633.87","173,997,119.97","181,290,421.82"
长期待摊费用,,,,,,,,,,
少数股东权益,,,,,,,,,,
递延所得税资产,"425,173.71","370,930.92","418,800.34","425,297.17","479,380.67","688,133.64","701,012.57","775,039.78","762,971.24","732,606.14"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"17,809,228.78","8,111,100.81","1,276,894.45","1,414,025.55","1,603,031.99","3,094,405.32","6,709,293.00","3,547,555.63","5,246,086.15","11,031,381.00"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"147,930,040.17","185,789,004.02","188,274,017.98","186,900,514.84","184,465,250.44","183,686,162.16","188,324,334.58","184,806,998.80","185,583,922.54","201,003,952.19"
所有者权益(或股东权益)合计,"225,603,423.78","263,689,320.13","304,857,616.14","329,112,417.27","343,368,096.46","552,881,103.11","543,020,191.82","560,547,936.32","576,348,422.42","589,099,202.98"
资产总计,"316,947,074.97","372,115,681.80","403,585,821.02","456,193,558.15","468,487,778.65","668,413,669.90","669,172,328.88","637,622,874.36","681,129,828.68","836,515,233.25"
负债和所有者(或股东权益)合计,"316,947,074.97","372,115,681.80","403,585,821.02","456,193,558.15","468,487,778.65","668,413,669.90","669,172,328.88","637,622,874.36","681,129,828.68","836,515,233.25"
