科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"1,169,168,776.88","2,368,690,040.24","3,670,379,200.38","5,098,817,845.62","1,383,411,311.36","2,926,672,568.92","4,419,048,947.45","5,668,233,467.99","1,158,439,608.88","2,298,356,964.90","3,572,442,441.11","4,910,150,495.33","1,447,331,652.29","2,807,801,279.39","4,129,357,666.91","5,736,501,433.87","1,522,634,062.99","2,939,469,631.19","4,399,103,044.92","5,762,526,037.15","1,245,737,198.71","2,675,185,541.96","4,031,569,645.79","6,340,883,649.76","1,362,463,896.23","3,154,708,285.63","5,061,861,881.10","6,974,211,654.53","1,372,125,276.47","2,999,608,615.72","4,967,483,052.74","7,015,409,267.56","1,540,819,806.42","3,170,909,037.46","4,882,474,121.94","6,170,874,223.67","1,121,594,645.40","3,118,542,285.36","5,020,668,661.72","6,754,397,061.69","1,532,899,728.52","3,643,265,840.47","5,413,527,994.50","7,226,746,075.03","1,607,517,485.02","3,360,317,892.76"
二、营业利润,"2,278,760.00","9,603,722.95","12,527,706.53","23,825,147.72","30,461,626.85","58,859,958.92","63,556,267.41","-21,061,780.70","4,046,037.71","-1,541,678.58","-151,699,275.75","-386,920,330.90","8,944,395.11","54,678,323.93","21,595,185.25","10,760,934.02","100,821,364.96","163,829,637.50","225,236,262.38","82,643,750.84","41,515,537.69","79,203,194.73","91,220,620.20","94,619,406.41","3,670,943.03","9,807,263.57","-65,174,908.12","-88,579,797.32","8,973,560.03","-47,506,499.79","-85,608,078.47","-596,384,778.31","5,518,298.14","-44,248,428.66","-47,368,072.35","-109,714,620.23","9,526,900.12","10,509,051.30","-48,793,469.14","-359,822,799.48","58,916,990.64","252,212,338.55","602,467,315.98","1,003,842,026.21","208,604,318.04","458,647,273.01"
减:营业成本,"1,043,152,573.21","2,091,172,004.74","3,261,680,778.71","4,519,225,464.33","1,235,104,014.20","2,610,222,758.14","3,943,590,408.80","5,148,648,518.22","1,001,962,427.70","2,071,298,289.49","3,321,474,148.61","4,633,165,090.87","1,315,981,960.99","2,519,920,380.52","3,655,000,432.91","4,922,982,228.95","1,279,410,486.01","2,490,594,362.71","3,726,054,141.07","4,923,157,869.57","1,081,955,568.40","2,343,526,772.77","3,581,644,657.44","5,700,714,055.07","1,211,570,407.91","2,869,885,871.18","4,689,724,475.31","6,344,195,298.75","1,214,242,585.18","2,735,822,866.52","4,596,299,018.29","6,375,944,582.66","1,345,625,391.23","2,864,461,164.44","4,404,280,457.44","5,559,439,778.97","987,247,834.38","2,877,181,343.41","4,664,216,285.25","6,128,517,218.57","1,390,012,587.75","3,283,065,016.15","4,718,455,104.00","6,067,825,995.34","1,375,168,750.86","2,841,359,391.49"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,262,079.52","7,667,072.47","14,557,495.01","23,904,205.22","5,003,086.19","12,941,195.60","17,726,737.38","24,052,086.40","6,170,980.15","8,435,922.43","12,270,146.23","17,282,652.27","6,491,432.95","12,441,126.62","18,949,408.06","31,853,560.63","7,110,231.20","13,616,872.52","21,727,097.02","34,464,638.69","2,441,312.04","7,385,648.14","15,954,654.36","23,582,922.84","4,391,815.34","10,602,483.47","17,112,806.38","24,845,304.83","2,750,941.15","9,717,528.42","12,018,518.55","17,827,448.28","4,653,432.77","9,909,252.23","14,075,272.58","19,193,727.90","5,374,655.04","10,761,365.72","19,009,626.59","28,916,705.72","9,471,176.40","17,279,829.28","26,164,911.21","35,609,963.18","6,249,628.32","10,597,980.90"
营业外收入,"4,958,325.23","20,687,632.09","23,598,151.28","42,617,684.88",500.00,"122,861.50","5,419,308.50","44,349,489.43","3,255.00","5,338,534.95","24,467,332.68","25,324,083.91","2,036,019.65","2,051,952.00","53,669,101.39","100,240,621.96","388,494.40","914,958.00","919,499.88","157,473,062.33","500,933.00","6,859,987.54","8,624,629.34","22,748,607.99","100,850.01","364,320.06","36,884,106.81","122,523,307.47","2,247,650.00","2,271,433.18","2,606,058.08","13,543,603.10","133,625.28","683,311.23","10,843,883.02","220,140,784.81",,"2,379,880.13","2,720,423.13","26,386,162.15","3,659.50","64,557.56","2,065,784.54","1,260,981.65",1.00,"1,068,450.96"
销售费用,"30,008,625.07","56,256,584.81","92,658,148.79","119,192,508.81","42,247,190.68","77,542,696.48","110,304,515.89","136,310,084.17","29,968,431.12","62,049,776.71","89,645,040.76","125,190,298.50","23,562,152.44","55,434,547.66","82,789,484.63","115,558,884.50","29,851,430.69","58,034,311.07","87,275,653.36","119,134,006.71","23,840,931.44","66,515,979.12","101,655,888.70","151,977,833.76","48,435,888.69","87,607,814.61","124,961,710.49","193,012,461.43","48,158,430.00","102,273,725.99","156,803,618.65","205,248,898.35","51,480,221.24","98,792,138.23","148,196,350.41","199,911,085.12","41,518,493.82","87,128,646.40","133,943,737.36","184,329,793.95","33,760,996.05","65,934,016.46","99,234,574.20","156,501,033.00","37,470,866.37","78,325,593.09"
减:营业外支出,"2,888.15","3,548.15","57,731.93","6,940,034.20","23,240.00","313,283.74","353,825.16","5,175,772.78","25,329.06","25,791.35","3,064,703.70","23,237,670.40",502.38,"14,621.51","4,036,206.61","6,348,823.15",,,"2,000.00","12,981,471.33",,"-1,278.95","14,183.44","2,418,258.02",2.75,"114,115.06","120,460.60","2,629,788.44","80,000.00","93,897.00","99,339.65","126,817.45","1,362.44","53,117.69","163,387.70","864,280.61","5,126.91","838,283.44","840,465.11","1,377,001.45",,"576,987.00","584,658.40","608,445.07","310,000.00","310,000.00"
管理费用,"62,892,064.58","135,275,363.31","205,280,180.86","291,086,127.53","65,503,425.34","135,517,563.20","208,242,921.08","301,412,316.95","66,429,211.43","134,645,248.57","250,969,072.67","367,248,017.51","58,484,217.11","123,050,354.84","199,748,111.48","317,574,051.02","87,565,714.95","169,591,460.31","281,172,871.86","460,884,227.14","73,963,096.97","143,883,048.20","209,251,850.61","334,096,291.86","83,673,481.23","159,383,395.85","273,388,165.89","416,638,560.56","84,160,856.97","173,299,334.53","255,947,662.40","633,388,738.66","120,344,105.35","219,204,961.14","314,016,143.92","402,196,032.57","66,024,627.85","138,016,705.19","242,363,375.30","480,214,277.58","33,239,998.06","62,912,870.57","103,601,898.84","148,254,272.29","32,213,448.85","64,621,301.90"
其中:非流动资产处置净损失,,,,,,,,"4,926,906.78",,,,"23,215,175.38",,,,"6,148,423.95",,,,"8,329,480.62",,"-1,278.95",,"1,649,789.84",,,,"239,846.23",,"13,897.00",,"40,812.45",,"7,737.90","7,737.90","520,754.37",,"10,858.74","10,858.74","525,479.38",,,,,,
