科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"147,978,961.77","240,000,963.42","185,256,738.55","142,399,055.93","237,691,739.85","303,643,796.57","45,780,788.77","118,379,294.85","190,977,361.68","288,783,886.04","38,030,289.85","122,359,903.80","212,668,104.65","466,322,408.42","32,773,175.18","134,703,819.47","289,963,888.64","520,327,065.96","87,156,302.77","228,106,062.17","398,025,059.29","675,005,310.55","111,503,092.80","255,035,024.56","436,056,013.40","610,386,712.84","139,750,290.62","250,914,344.08","360,010,833.29","644,788,913.71","132,899,451.33","277,982,646.56","410,687,290.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"53,945,133.71","117,945,133.71",,"21,372,389.74","69,898,128.85","128,889,364.85","46,000,000.00","45,000,000.00","85,000,000.00","98,317,011.57","189,200,000.00","189,200,000.00","189,200,000.00",,"13,534,618.08","18,372,466.08","21,372,466.08"
收到的税费返还,"64,838.50","4,767.05",,,,,,,"10,131.14",,,,,,,,,,,"248,883.30","248,883.30",,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"11,173,386.23","49,056,877.09","18,195,473.72","4,839,848.51","24,757,193.17","13,454,364.31","23,165,637.84","30,153,833.49","36,137,685.99","8,609,610.58","2,737,767.50","16,706,490.31","21,773,519.61","23,671,243.69","17,825,623.79","11,162,902.49","61,732,651.82","16,199,597.08","19,627,393.23","15,996,042.16","34,635,402.99","27,649,489.78","2,391,241.53","14,930,552.50","49,854,701.09","11,125,903.37","67,884,303.04","13,563,076.32","58,222,616.74","9,650,093.53","5,188,545.54","11,934,015.87","30,247,134.42"
投资活动现金流出小计,"4,360,611.24","59,300,195.30","46,405,590.75","9,063,498.80","15,085,668.24","25,487,109.03","34,210,668.30","95,983,146.85","111,717,775.54","114,438,150.27","13,756,149.87","111,944,449.63","147,126,941.98","181,459,678.73","93,964,325.24","216,213,849.47","276,865,078.76","297,079,215.26","239,104,782.13","78,572,648.22","145,763,191.27","288,913,089.27","63,819,485.30","79,659,177.05","140,640,329.45","196,372,163.41","192,717,372.97","204,885,173.53","223,018,041.04","274,831,623.10","21,564,553.59","40,184,391.81","65,158,703.68"
经营活动现金流入小计,"159,217,186.50","289,062,607.56","203,452,212.27","147,238,904.44","262,448,933.02","317,098,160.88","68,946,426.61","148,533,128.34","227,125,178.81","297,393,496.62","40,768,057.35","139,066,394.11","234,441,624.26","489,993,652.11","50,598,798.97","145,866,721.96","351,696,540.46","536,526,663.04","106,783,696.00","244,350,987.63","432,909,345.58","702,654,800.33","113,894,334.33","269,965,577.06","485,910,714.49","621,512,616.21","207,634,593.66","264,477,420.40","418,233,450.03","654,439,007.24","138,087,996.87","289,916,662.43","440,934,424.42"
投资活动产生的现金流量净额,"-4,277,111.24","-27,857,916.38","-35,673,642.85","-9,060,906.84","-15,085,668.24","-23,663,588.16","-34,210,668.30","-95,983,146.85","-111,717,775.54","-103,993,342.58","-13,756,149.87","-111,944,449.63","-147,126,941.98","-181,339,632.58","-93,964,325.24","-216,213,849.47","-276,865,078.76","-290,296,821.85","-237,591,795.83","-53,204,675.62","-94,000,096.19","-259,310,323.91","-21,259,485.30","-21,784,177.05","-81,603,138.99","-106,974,722.25","-192,717,372.97","-199,160,173.53","-213,921,756.34","-114,481,160.65","-21,564,553.59","-40,184,391.81","-65,158,703.68"
购买商品、接受劳务支付的现金,"133,461,587.94","214,437,813.10","154,313,983.56","110,978,057.77","183,321,156.04","280,443,560.32","104,197,392.84","113,698,043.20","168,109,114.37","264,547,248.61","53,704,079.00","110,198,811.75","178,062,140.27","411,568,527.74","61,800,806.91","112,555,962.91","252,727,941.53","424,992,175.72","74,720,129.82","172,325,694.42","304,631,592.10","433,157,827.74","116,634,620.80","183,276,072.96","297,853,405.53","284,783,068.52","103,922,276.02","179,987,529.13","226,192,630.59","423,755,374.16","78,159,923.51","161,902,009.38","258,550,603.76"
吸收投资收到的现金,,"51,496,000.00",,,,"325,068,000.00",,,,,,,,,,"340,000,000.00","340,000,000.00","337,725,750.00",,,,,,,,"7,978,703.41",,"2,269,210.42","14,628,304.33","16,311,292.76","9,544,152.41","17,601,388.65","17,601,388.65"
支付给职工以及为职工支付的现金,"2,360,926.22","3,475,641.24","7,610,625.69","4,973,906.11","8,837,136.20","11,217,261.21","905,339.56","2,575,655.30","5,534,154.32","15,248,513.30","3,540,865.60","7,730,971.30","12,439,641.53","22,486,538.96","3,680,938.53","12,478,168.53","25,130,870.70","41,070,947.26","11,091,590.23","18,704,772.10","38,458,962.71","76,860,169.20","16,862,705.26","34,143,267.87","55,742,031.90","79,012,023.97","20,839,255.90","37,233,350.03","57,299,905.57","77,495,716.86","16,041,450.55","32,202,514.64","49,450,618.83"
取得借款收到的现金,"8,000,000.00","9,720,000.00","89,300,000.00","38,034,948.67","38,034,948.67","88,034,948.67",,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","70,000,000.00","90,000,000.00","150,000,000.00","70,000,000.00","120,000,000.00","290,000,000.00","285,000,000.00","70,000,000.00","145,000,000.00","152,000,000.00","181,000,000.00","70,000,000.00","80,000,000.00","145,000,000.00","269,100,000.00","290,000,000.00","340,000,000.00","588,000,000.00","407,585,600.00","22,700,000.00","79,000,000.00","263,150,000.00"
支付的各项税费,"3,699,116.24","7,062,308.50","10,239,134.74","5,129,433.46","5,850,588.39","12,606,572.24","2,520,149.30","4,364,993.34","7,422,800.86","10,713,553.40","4,897,685.08","7,555,427.23","11,111,773.77","15,971,576.80","3,023,099.25","6,920,532.43","13,289,539.99","17,810,401.81","4,767,386.58","15,820,404.22","19,941,275.58","31,602,991.06","14,445,744.23","26,412,095.39","35,800,093.94","42,745,333.69","11,226,067.44","20,409,239.47","28,724,856.98","40,687,439.00","12,774,055.76","24,621,863.74","32,665,597.63"
收到其他与筹资活动有关的现金,,,"1,012,841.66","13,970,111.94","13,970,111.94","13,970,111.94",,"2,453,066.70","2,455,598.40","2,453,066.70",,,,"10,484,608.61",,,,"6,673,853.16",,,,,,,,"31,225,547.79",,,,"24,860,719.27",,,"118,630.56"
支付其他与经营活动有关的现金,"14,265,009.23","58,873,788.25","20,753,340.29","25,013,893.73","35,881,277.37","31,371,194.62","5,652,972.65","23,421,099.30","36,876,134.13","19,508,105.41","6,655,881.04","20,644,199.75","24,227,788.80","14,935,376.27","14,082,652.76","15,837,666.08","47,127,860.80","40,723,149.70","33,281,421.61","33,716,781.36","38,216,877.44","65,753,400.64","21,673,027.11","13,898,517.51","35,147,974.67","81,850,745.00","50,802,885.01","22,652,578.84","35,215,025.40","45,071,582.86","20,235,602.06","20,514,132.20","45,542,928.08"
