科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"492,951,782.20","543,973,853.88","614,798,085.98","368,879,303.71","576,873,758.67","812,480,715.36","215,404,624.14","497,518,325.05","792,322,982.20","1,036,725,639.18","210,872,054.09","485,354,563.46","717,422,666.69","965,516,573.75","220,877,375.77","511,025,301.11","788,164,338.54","1,108,876,477.51","255,571,893.18","567,328,214.84","869,072,726.35","1,155,208,825.72","237,317,000.84","526,271,167.13","810,958,810.83","1,091,288,285.12","248,091,584.01","558,570,010.59","881,149,803.39","1,223,618,895.01","335,088,073.13","738,979,107.86","1,152,953,363.63","1,666,811,782.97","408,986,536.11","903,469,299.51","1,379,786,494.01","1,960,699,029.18","444,970,988.76"
二、营业利润,"33,946,128.64","49,654,900.98","75,687,430.32","41,600,752.73","68,401,255.51","87,217,041.53","23,031,632.43","66,742,978.59","105,578,850.33","128,396,023.33","15,850,059.31","48,639,470.94","76,609,497.31","106,225,211.58","24,472,318.90","72,170,873.90","115,752,686.02","156,020,961.48","34,530,187.04","93,144,914.98","146,426,021.43","183,051,444.08","24,634,120.08","60,410,752.87","96,563,545.50","138,016,784.65","22,595,898.75","60,112,871.72","108,049,817.04","162,274,609.50","37,644,725.06","98,433,113.84","169,817,224.14","238,130,861.23","42,272,910.96","134,585,539.05","217,250,456.53","295,729,258.62","50,052,468.06"
减:营业成本,"418,999,462.97","456,645,275.57","493,151,026.78","296,237,199.62","453,222,967.08","645,113,922.45","171,035,554.63","390,974,939.08","624,857,042.29","824,813,783.25","171,526,611.60","388,881,990.60","574,348,500.29","768,648,978.70","170,416,723.45","390,262,241.05","600,279,300.81","845,313,486.89","195,217,242.35","433,231,267.12","659,611,811.25","865,139,789.27","177,989,605.46","391,918,887.57","610,059,332.35","813,460,505.26","183,319,501.60","413,654,065.76","650,019,241.41","907,712,971.32","256,914,015.35","553,042,871.09","856,254,580.24","1,256,764,758.21","310,985,021.46","680,417,466.05","1,030,535,966.87","1,442,551,515.54","314,731,961.31"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"319,172.68","200,380.41","264,048.04","119,488.58","573,567.93","1,102,034.94","425,240.50","1,035,384.06","1,913,521.78","3,286,130.85","266,017.68","1,742,402.17","2,717,664.84","3,884,361.26","692,954.81","1,900,897.10","3,093,609.29","4,346,912.36","1,030,903.62","2,893,415.87","4,720,347.72","7,013,604.02","791,230.82","2,537,857.18","3,600,610.80","5,574,569.47","1,087,475.81","3,269,234.59","4,816,794.21","8,720,960.56","3,174,301.56","6,293,301.20","9,631,742.95","15,256,463.30","3,935,236.94","8,364,382.22","12,398,392.08","17,540,248.85","4,268,560.43"
营业外收入,"1,689,977.44","9,301,461.65","1,659,504.42","4,343,398.05","4,546,512.42","11,081,442.76","1,077,172.74","1,092,477.42","1,965,573.40","2,281,255.62","2,202,458.09","4,115,827.24","4,664,104.85","11,599,607.30","1,782,489.09","5,040,162.69","5,683,027.60","7,797,142.03","1,028,800.90","1,210,800.90","2,309,650.90","4,941,079.83","226,087.78","19,280,405.90","19,621,005.90","20,495,747.77","2,780,854.64","13,425,741.56","13,817,255.05","20,467,657.33","586,941.76","12,654,688.30","15,012,719.49","164,809.34","9,902.19","56,814.19","94,867.71","231,854.36","7,454.00"
销售费用,"12,494,586.00","13,626,433.19","19,262,797.02","9,414,174.34","15,841,200.97","24,821,926.02","9,016,176.04","16,968,356.72","27,562,855.43","37,082,571.70","8,384,821.24","17,665,294.31","25,630,321.34","33,906,818.52","8,914,234.86","18,403,287.84","27,704,345.47","40,746,881.77","9,123,713.22","21,424,885.49","30,362,990.48","41,664,474.80","10,392,536.11","21,331,512.71","31,533,659.76","42,438,213.99","10,845,625.75","23,275,898.42","34,664,868.89","48,712,157.36","13,522,409.78","27,721,229.98","41,336,813.61","61,883,517.53","17,237,436.94","31,418,172.58","47,596,023.64","73,088,663.83","20,929,893.72"
减:营业外支出,"860,454.94","1,076,443.49","1,151,436.41","97,503.79","165,786.53","179,148.60","598,029.60","1,302,118.83","1,492,310.63","2,332,990.28","679,861.14","1,337,089.60","1,542,950.01","2,558,579.28","296,159.96","711,692.17","1,097,225.49","2,549,829.08","298,817.03","884,290.03","1,230,671.48","2,682,739.03","336,551.84","549,301.22","1,043,077.78","2,023,780.15","119,269.28","522,171.39","911,516.83","2,081,576.38","563,677.57","997,761.63","1,294,925.82","1,725,683.08","17,967.00","556,419.99","751,603.98","11,826,568.06","209,372.14"
管理费用,"24,332,464.94","27,916,750.20","35,369,660.47","23,162,364.74","43,651,796.60","62,306,281.50","16,987,968.39","32,973,175.58","49,995,035.94","66,964,400.18","16,770,040.97","34,948,591.30","51,029,001.25","70,642,326.65","18,409,986.43","36,668,864.07","54,323,076.76","80,620,824.47","21,218,912.03","43,952,804.20","63,427,746.00","101,979,162.84","29,849,406.47","58,683,745.18","92,755,839.33","126,783,938.42","33,496,234.05","66,998,278.44","100,539,776.26","130,887,476.36","34,034,562.78","70,970,076.63","107,685,260.58","154,406,218.15","43,373,090.74","90,033,968.48","64,891,145.77","107,571,735.95","28,310,285.68"
其中:非流动资产处置净损失,,,,,"27,701.37","27,701.37","61,164.49","383,151.20","522,058.12","823,955.24","499,996.91","834,776.54","834,776.54","1,027,113.50","4,365.00","136,289.05","152,143.26","179,962.37",,"171,988.47",,"737,555.29","126,969.17","149,957.74","227,283.94","524,636.47","32,456.68","301,954.53","301,954.53","440,147.82","5,193.25","151,067.08","245,546.28",,,,,,
