科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"360,850,947.60","462,835,182.56","496,917,121.04","299,613,858.08","490,742,629.92","630,602,766.72","151,881,643.34","298,136,699.87","467,613,757.19","777,972,666.01","170,539,093.02","387,345,578.46","534,463,588.88","648,343,958.52","219,064,716.02","615,510,963.23","781,488,424.47","1,139,910,651.89","333,363,143.36","499,207,446.92","779,448,477.96","986,817,815.26","346,309,319.71","421,118,454.20","759,790,245.04","765,598,854.88","301,593,340.11","456,046,379.34","715,900,224.77","1,079,618,451.47","299,067,102.45","617,900,464.46","997,677,575.40","1,439,432,221.48","408,160,018.69"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,539.15","98,539.15",,"19,000.00","22,441.04","22,441.04",,"3,088.57"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"1,298,338.48","1,654,279.26",,,"6,140,130.08",,,,,"3,388.02",,,,,,,,"15,849.37"
收到其他与经营活动有关的现金,"17,578,468.34","27,586,065.89","5,328,170.72","10,312,161.50","13,352,971.06","2,011,779.73","2,049,298.87","17,545,520.50","13,978,579.03","7,923,297.63","2,116,184.45","10,068,512.96","12,074,577.78","206,066,111.69","38,628,398.81","25,292,853.17","248,120,349.21","192,600,607.11","16,382,221.18","5,031,692.31","12,383,086.14","600,301,888.75","15,351,483.41","31,353,654.66","57,132,990.93","224,281,884.75","37,861,511.13","41,964,903.39","104,963,577.13","167,904,959.85","174,361,563.77","249,604,858.68","361,715,527.92","319,649,802.19","163,273,031.63"
投资活动现金流出小计,"74,893,993.53","37,526,473.71","88,446,771.06","28,066,238.83","48,941,106.17","212,541,404.17","107,770,379.85","214,442,127.01","499,487,103.71","676,839,072.47","120,833,029.72","128,296,078.39","414,165,264.01","719,763,919.77","227,815,163.67","383,420,519.56","441,122,434.18","494,146,375.73","20,647,455.42","123,983,177.68","224,771,883.74","344,012,549.60","17,620,262.44","21,838,927.27","153,289,426.65","235,587,169.37","415,943,080.00","25,390,112.45","42,485,757.68","138,795,629.86","212,529,685.95","278,532,693.92","284,909,624.37","388,245,271.28","75,786,983.23"
经营活动现金流入小计,"378,429,415.94","490,421,248.45","502,245,291.76","309,926,019.58","504,095,600.98","632,614,546.45","153,930,942.21","315,682,220.37","481,592,336.22","785,895,963.64","172,655,277.47","397,414,091.42","546,538,166.66","854,410,070.21","257,693,114.83","640,803,816.40","1,029,608,773.68","1,332,511,259.00","349,745,364.54","504,239,139.23","791,831,564.10","1,587,119,704.01","361,660,803.12","452,472,108.86","816,923,235.97","989,880,739.63","339,454,851.24","498,109,821.88","820,962,341.05","1,247,523,411.32","473,447,666.22","867,527,764.18","1,359,415,544.36","1,759,082,023.67","571,436,138.89"
投资活动产生的现金流量净额,"-71,920,140.90","-35,843,512.51","-85,587,930.51","-27,981,432.58","-48,856,299.92","-212,456,597.92","-95,090,379.85","-201,762,127.01","-486,807,103.71","-664,150,973.08","-120,770,358.67","-123,069,244.99","-408,938,430.61","-685,915,401.27","-221,131,974.36","-376,740,840.25","-355,471,000.43","-391,264,617.16","-17,792,953.64","-109,928,675.90","-196,467,381.96","-325,794,992.17","-17,620,262.44","5,161,072.73","-116,289,426.65","-198,587,169.37","-392,162,697.14","-1,949,045.25","130,068,730.18","117,850,424.40","-57,773,628.99","-125,144,659.42","-129,695,842.34","-203,838,252.00","-75,786,983.23"
购买商品、接受劳务支付的现金,"273,590,018.42","341,104,027.03","503,116,759.55","108,722,900.79","330,882,438.45","386,381,300.54","198,633,266.54","350,790,486.64","427,262,120.53","667,480,704.38","88,060,720.89","249,191,867.23","336,785,448.56","446,675,032.60","141,437,052.04","415,665,915.01","509,880,856.73","694,219,267.06","187,512,102.31","339,000,000.72","592,849,307.78","818,599,606.94","189,637,769.76","336,895,407.40","767,303,776.75","757,892,927.62","115,028,235.75","613,273,555.10","770,263,140.70","965,490,547.20","199,680,357.86","441,743,678.85","737,658,101.06","742,555,298.09","281,355,295.77"
吸收投资收到的现金,"64,670,000.00","23,160,000.00","51,000,000.00","400,000.00","400,000.00","400,000.00","1,205,198,702.71","1,214,000,000.00","1,214,000,000.00","1,237,713,862.71",,,,"3,663,000.00",,"8,547,000.00","8,547,000.00","4,884,000.00",,,,"31,213,438.57",,"1,089,739,995.00","1,089,739,995.00","1,089,457,834.00",,,,,,,,,
支付给职工以及为职工支付的现金,"26,540,367.81","26,508,109.34","49,548,651.44","30,757,530.08","42,782,712.99","51,333,975.32","16,848,020.15","35,193,154.74","42,498,470.67","66,455,083.56","25,211,882.07","35,583,106.72","55,131,146.51","86,611,737.14","35,268,229.05","52,922,096.50","94,059,394.49","133,333,783.88","34,192,032.94","78,482,567.40","104,115,952.89","133,718,148.20","33,809,339.20","40,649,272.69","71,546,180.09","99,161,305.10","18,353,863.47","30,061,665.75","43,470,352.00","71,624,846.11","21,563,602.21","39,336,745.39","61,059,275.57","110,069,781.88","24,863,642.22"
取得借款收到的现金,"68,560,000.00","121,893,872.22","389,800,000.00","175,000,000.00","355,163,800.00","565,000,000.00",,"50,000,000.00","170,000,000.00","300,000,000.00","100,000,000.00","250,000,000.00","773,435,912.20","904,800,000.00","260,000,000.00","639,000,000.00","906,000,000.00","1,807,010,000.00","280,000,000.00","956,200,000.00","1,257,000,000.00","1,017,000,000.00","401,000,000.00","1,001,000,000.00","1,336,000,000.00","1,956,000,000.00","397,000,000.00","737,000,000.00","1,527,000,000.00","2,420,100,000.00","505,450,000.00","798,550,000.00","1,415,550,000.00","2,034,800,000.00","509,000,000.00"
支付的各项税费,"19,316,645.57","44,355,451.58","53,225,387.80","32,633,317.46","48,113,573.06","68,206,567.79","18,892,614.27","51,728,520.37","72,328,029.49","84,492,227.77","13,569,697.49","52,825,652.87","67,437,655.24","95,547,400.68","13,528,428.84","73,733,915.65","85,523,094.49","89,454,410.57","12,611,324.16","63,297,582.66","69,458,374.83","74,777,342.59","10,395,277.72","29,823,409.80","52,247,311.98","61,608,292.90","13,426,812.92","36,335,288.60","54,557,282.40","68,749,366.20","38,459,179.82","59,651,725.95","73,992,595.66","90,446,670.82","19,415,019.10"
收到其他与筹资活动有关的现金,,,"87,712,089.91",,,,,,,,,,,"104,149,000.00","350,000,000.00","350,000,000.00","350,000,000.00",,"300,000,000.00","450,000,000.00","450,000,000.00","1,724,137,303.40","49,360,000.00","90,000,000.00","280,550,000.00","213,050,000.00","6,000,000.00","112,908,920.10","155,925,530.10","76,925,530.10","32,535,380.53","271,935,690.00","252,135,690.00","293,024,469.90","237,639,954.82"
支付其他与经营活动有关的现金,"12,738,494.28","43,913,278.69","54,736,714.79","32,447,587.38","32,825,309.80","37,761,577.26","6,114,247.49","27,155,033.34","29,314,896.25","30,471,986.19","6,600,741.55","29,028,675.42","33,300,119.49","146,561,794.99","7,005,974.49","42,143,404.62","67,713,555.73","326,041,693.54","7,063,157.33","37,762,738.61","98,820,530.66","639,820,315.13","48,155,294.55","109,702,993.74","149,762,857.12","303,353,533.79","34,840,693.15","146,311,899.99","341,280,090.64","663,266,275.54","39,598,269.71","200,203,500.48","394,880,005.39","602,460,658.93","141,427,195.92"
