科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动产生的现金流量净额,"15,999,759.73","-12,849,986.96","-10,052,545.76","-10,950,516.55","-28,230,779.79","243,448,074.65","-19,700,446.57","-53,219,150.20","-30,125,692.43","-29,983,512.57","47,993,486.03","7,990,845.02","43,445,819.33","42,155,375.64","-17,703,198.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,195,964.66","-11,872.63","432,006.73","1,233,623.85","2,678,517.80","1,008,143.16","75,384.07","-1,404,673.39","191,178.32","-2,342,464.02","-132,087.96","1,611,819.72","1,871,439.01","3,905,032.63","-2,201,776.46"
收到其他与投资活动有关的现金,"144,313.71","759,320.59","369,720.11","226,656.12","382,670.40","594,965.01","704,621.67","1,302,027.70","1,546,154.43","1,825,512.33","25,869.25","409,155.97","1,505,682.03",,"29,376,143.05"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"144,313.71","759,320.59","369,720.11","439,773.88","603,412.21","811,405.81","919,618.12","1,846,966.53","5,096,618.35","8,143,520.41","1,460,472.37","4,027,833.94","6,946,421.31","8,179,124.77","173,354,494.56"
五、现金及现金等价物净增加额,"3,559,719.93","5,142,322.14","31,495,052.19","10,272,580.73","11,057,391.90","315,723,606.46","-161,643,578.61","-138,490,138.51","-323,132,658.87","-194,350,104.38","-70,747,969.81","39,164,573.12","54,220,733.96","15,673,377.96","-2,916,835.41"
购建固定资产、无形资产和其他长期资产支付的现金,"25,376,991.54","13,862,029.69","19,518,716.80","2,476,032.40","3,467,441.62","5,540,660.50","7,823,215.10","7,959,515.98","12,090,177.40","25,687,004.76","11,982,016.67","15,489,090.24","17,309,254.32","93,606,958.04","19,732,695.95"
期初现金及现金等价物余额,"20,816,186.70","24,375,906.63","29,518,228.77","61,013,280.96","61,013,280.96","61,013,280.96","376,736,887.42","376,736,887.42","376,736,887.42","376,736,887.42","182,386,783.04","182,386,783.04","182,386,783.04","182,386,783.04","205,465,504.22"
投资支付的现金,,,,"300,000.00","8,981,692.19","11,999,156.04","160,000,000.00","139,075,000.00","343,694,960.00","140,895,002.00","26,240,563.04","23,178,000.00","94,487,000.00","61,400,000.00","4,506,854.21"
期末现金及现金等价物余额,"24,375,906.63","29,518,228.77","61,013,280.96","71,285,861.69","72,070,672.86","376,736,887.42","215,093,308.81","238,246,748.91","53,604,228.55","182,386,783.04","111,638,813.23","221,551,356.16","236,607,517.00","198,060,161.00","202,548,668.81"
