科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"296,945,139.04","442,376,690.90","524,867,392.95","351,209,984.62","555,181,384.71","803,167,876.32","214,247,517.70","539,548,604.63","855,204,358.14","1,252,069,854.31","417,943,781.91","1,027,358,113.48","1,558,933,699.31","2,237,772,767.89","576,433,323.12"
取得子公司及其他营业单位支付的现金净额,,"1,432,939.97",,,,,,,,,,,,,"115,413,696.78"
收到的税费返还,"12,828,029.72","21,668,662.35","22,885,075.52","9,490,244.76","20,377,833.29","29,152,741.25","9,477,287.44","22,404,077.54","34,415,237.20","43,141,034.37","21,343,650.01","31,177,460.55","48,395,860.77","58,964,397.52","15,783,320.21"
支付其他与投资活动有关的现金,,,,,,,,,,"157,600,200.00",,,,"29,510,000.00",
收到其他与经营活动有关的现金,"16,918,464.78","9,302,011.41","13,780,720.50","6,829,770.04","12,675,169.26","14,829,622.38","6,069,100.00","7,964,302.03","11,245,223.65","22,567,196.18","208,053.19","7,851,390.76","12,768,005.06","23,464,281.87","1,975,457.66"
投资活动现金流出小计,"25,376,991.54","15,294,969.66","19,518,716.80","2,776,032.40","12,449,133.81","17,539,816.54","167,823,215.10","147,034,515.98","355,785,137.40","324,182,206.76","38,222,579.71","38,667,090.24","111,796,254.32","184,516,958.04","139,653,246.94"
经营活动现金流入小计,"326,691,633.54","473,347,364.66","561,533,188.97","367,529,999.42","588,234,387.26","847,150,239.95","229,793,905.14","569,916,984.20","900,864,818.99","1,317,778,084.86","439,495,485.11","1,066,386,964.79","1,620,097,565.14","2,320,201,447.28","594,192,100.99"
投资活动产生的现金流量净额,"-25,232,677.83","-14,535,649.07","-19,148,996.69","-2,336,258.52","-11,845,721.60","-16,728,410.73","-166,903,596.98","-145,187,549.45","-350,688,519.05","-316,038,686.35","-36,762,107.34","-34,639,256.30","-104,849,833.01","-176,337,833.27","33,701,247.62"
购买商品、接受劳务支付的现金,"210,874,935.66","325,446,472.12","368,147,995.50","251,716,940.64","404,935,387.46","553,157,768.33","148,274,523.79","368,080,220.41","636,566,926.04","868,818,609.33","408,933,112.18","795,656,899.13","1,170,214,787.66","1,721,367,038.41","476,002,644.78"
吸收投资收到的现金,"800,000.00",,"7,000,000.00","900,000.00","6,070,790.19","312,993,484.13",,,"23,157,891.20","23,157,891.20","5,485,660.37","5,961,448.80","25,714,845.13","25,080,846.34",
支付给职工以及为职工支付的现金,"54,017,508.69","51,826,965.69","64,816,196.46","46,790,769.33","67,209,401.62","95,634,927.54","23,756,823.46","61,771,170.31","90,306,664.43","127,894,439.27","47,161,561.23","93,446,789.03","116,075,261.45","184,971,760.92","63,320,252.62"
取得借款收到的现金,"49,500,000.00","31,000,000.00","46,000,000.00","29,000,000.00","44,000,000.00","44,000,000.00",,,,,"42,646,400.00","42,646,400.00","30,000,000.00","60,000,000.00",
支付的各项税费,"25,191,455.22","34,451,322.12","36,082,237.51","22,820,606.58","28,872,118.29","44,909,896.97","13,251,030.74","33,474,254.04","36,256,813.06","56,972,854.59","33,862,568.28","43,165,615.95","76,542,164.15","83,684,580.37","38,414,497.85"
收到其他与筹资活动有关的现金,"500,000.00",,,,,,,,,,,,"29,800,000.00",,
支付其他与经营活动有关的现金,"22,619,131.28","29,082,773.93","32,222,171.59","23,875,950.92","38,762,104.40","65,451,847.73","19,626,446.28","45,270,104.91","80,244,041.17","110,077,623.11","31,385,503.96","69,916,496.00","143,512,043.25","184,227,264.62","33,167,814.31"
筹资活动现金流入小计,"50,800,000.00","31,000,000.00","53,000,000.00","29,900,000.00","50,070,790.19","356,993,484.13",,,"23,157,891.20","23,157,891.20","48,132,060.37","48,607,848.80","85,514,845.13","85,080,846.34",
经营活动现金流出小计,"312,703,030.85","440,807,533.86","501,268,601.06","345,204,267.47","539,779,011.77","759,154,440.57","204,908,824.27","508,595,749.67","843,374,444.70","1,163,763,526.30","521,342,745.65","1,002,185,800.11","1,506,344,256.51","2,174,250,644.32","610,905,209.56"
偿还债务支付的现金,"32,465,000.00","41,000,000.00","46,000,000.00","20,000,000.00","31,000,000.00","53,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00",,,,,"15,000,000.00"
经营活动产生的现金流量净额,"13,988,602.69","32,539,830.80","60,264,587.91","22,325,731.95","48,455,375.49","87,995,799.38","24,885,080.87","61,321,234.53","57,490,374.29","154,014,558.56","-81,847,260.54","64,201,164.68","113,753,308.63","145,950,802.96","-16,713,108.57"
分配股利、利润或偿还利息支付的现金,"2,335,240.27","1,844,986.96","14,015,677.84","20,850,516.55","47,301,569.98","51,798,477.40","148,869.10","33,719,150.20","33,783,583.63","33,641,403.77","138,574.34","40,617,003.78","42,069,025.80","42,925,470.70","1,050,324.34"
收回投资收到的现金,,,,,,,"214,996.45","214,996.45","214,952.03","214,998.45",,"408,000.00","408,000.00","1,065,000.00","143,500,000.00"
支付其他与筹资活动有关的现金,,"1,005,000.00","3,036,867.92",,,"8,246,932.08","51,577.47",,,,,,,,"1,652,873.66"
取得投资收益收到的现金,,,,,,,,"329,128.77","3,325,598.28","5,188,097.00","1,434,603.12","3,161,085.44","4,982,606.75","7,007,450.20","478,351.51"
筹资活动现金流出小计,"34,800,240.27","43,849,986.96","63,052,545.76","40,850,516.55","78,301,569.98","113,545,409.48","19,700,446.57","53,219,150.20","53,283,583.63","53,141,403.77","138,574.34","40,617,003.78","42,069,025.80","42,925,470.70","17,703,198.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"213,117.76","220,741.81","216,440.80",,813.61,"9,913.61","914,912.63",,"49,592.53","50,132.53","106,674.57",
