科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"257,222,341.53","529,839,675.15","828,215,370.15","1,109,948,010.58","221,964,229.97","473,485,036.71","713,394,731.61","946,922,111.78","206,906,070.81","456,566,626.51","671,805,564.83","936,868,734.52","232,214,613.93","481,910,013.25","720,277,916.89","990,235,949.22","237,195,811.55","502,947,560.33","760,844,443.16","1,072,252,401.41","241,545,905.78","517,434,755.24","790,555,585.24","1,094,779,791.52","264,898,291.00","585,549,326.84","940,248,482.10","1,308,807,172.70","247,532,769.33","620,179,322.98","1,044,010,246.63","1,449,260,204.91","317,519,096.15","672,259,773.36","1,069,506,486.08",,"371,262,765.70","1,332,381,201.70","2,090,706,476.39","2,899,343,557.24","654,396,443.21","1,437,384,420.88","2,269,246,330.63","3,136,065,844.60","734,954,247.26","1,567,523,150.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,"124,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,683.93,,,,"2,528.44","2,528.44","2,528.44",,,,,,,,,,,,,,,,,,,,,,,,,,"987,903,684.98","987,903,684.98","987,903,684.98",,,,,,
收到其他与经营活动有关的现金,"7,647,584.26","14,535,501.77","45,973,141.34","79,564,934.65","5,340,515.84","13,711,162.10","57,304,283.62","233,274,432.06","19,240,300.68","19,592,585.12","77,021,302.17","596,186,847.32","250,570,709.33","477,063,376.90","844,138,341.41","609,873,672.49","205,574,585.28","20,242,091.83","131,850,929.00","120,978,269.75","19,725,884.39","22,799,498.85","43,821,050.66","45,285,972.88","28,395,583.75","38,895,080.25","36,788,855.13","53,792,509.39","75,435,792.90","89,206,337.64","46,813,759.63","57,203,521.78","20,833,676.79","43,075,421.25","68,997,399.39","66,881,214.31","16,099,565.32","42,007,100.90","64,414,941.26","60,544,365.40","34,657,581.68","60,818,976.35","67,752,504.28","100,599,558.66","8,628,131.32","39,446,329.98"
投资活动现金流出小计,"46,766,777.41","92,378,751.65","101,513,684.05","231,618,074.27","224,839,924.32","536,957,549.50","777,802,305.03","1,556,987,931.84","290,338,894.44","481,113,500.25","1,289,855,365.59","1,739,541,122.27","358,154,584.26","751,501,207.51","1,102,895,644.40","1,347,123,752.13","242,470,994.79","654,026,349.12","844,904,577.96","1,218,124,764.13","215,249,849.41","514,521,507.91","805,851,971.46","1,185,208,372.08","175,927,848.39","228,090,670.35","388,338,859.02","655,308,714.78","124,333,007.04","227,393,236.32","231,860,833.03","290,509,801.92","78,329,515.14","79,464,279.11","81,599,367.28","97,152,722.60","46,501,667.37","1,860,846,975.99","1,886,319,991.79","2,278,731,726.67","113,731,853.71","200,612,133.89","256,756,858.37","1,229,007,515.09","181,076,036.11","323,881,627.90"
经营活动现金流入小计,"264,869,925.79","544,375,176.92","874,188,511.49","1,189,512,945.23","227,304,745.81","487,196,198.81","770,699,015.23","1,180,196,543.84","226,146,371.49","476,159,211.63","748,826,867.00","1,533,055,581.84","482,785,323.26","958,973,390.15","1,564,416,258.30","1,600,109,621.71","442,770,396.83","523,189,652.16","892,819,372.16","1,193,230,671.16","261,271,790.17","540,234,254.09","834,376,635.90","1,140,065,764.40","293,293,874.75","624,444,407.09","977,037,337.23","1,362,599,682.09","322,968,562.23","709,385,660.62","1,090,824,006.26","1,506,463,726.69","338,352,772.94","715,335,194.61","1,138,503,885.47","1,579,916,975.49","387,362,331.02","1,374,388,302.60","2,155,121,417.65","2,959,887,922.64","689,054,024.89","1,498,203,397.23","2,336,998,834.91","3,236,665,403.26","743,582,378.58","1,606,969,480.19"
投资活动产生的现金流量净额,"31,941,166.85","-3,670,807.39","-12,779,331.79","-124,607,312.07","-71,881,889.61","-334,801,473.99","-505,112,949.32","-1,236,480,797.13","-275,368,269.30","-317,198,048.82","-1,046,080,243.97","-1,462,964,309.33","-315,671,813.05","-548,846,155.92","-806,911,137.44","-998,010,969.84","-125,574,305.57","-468,362,852.90","-528,104,303.65","-840,738,140.73","-147,249,849.41","-360,075,148.34","-551,636,665.47","-849,531,210.71","-144,978,513.94","-147,848,205.69","-218,517,300.51","-129,741,192.21","-106,829,191.25","-172,731,374.19","-49,114,645.89","-83,708,180.71","12,124,670.31","159,087,553.76","270,633,228.54","539,691,607.51","84,624,261.93","-1,656,094,323.59","-1,531,720,545.54","-1,746,246,664.81","-57,556,102.81","-3,331,892.02","-15,356,107.56","-744,085,344.47","148,520.57","-138,624,695.43"
购买商品、接受劳务支付的现金,"15,802,378.45","43,957,690.08","78,517,361.01","133,016,125.72","41,167,662.53","67,269,839.44","123,584,006.24","166,095,010.05","15,260,597.22","32,476,288.73","68,019,463.00","242,161,036.54","21,526,230.36","33,777,904.47","86,898,899.48","174,334,538.71","36,320,260.23","67,332,165.99","97,974,268.87","175,943,980.75","23,979,687.23","56,034,700.62","76,451,149.68","149,679,559.25","39,431,044.77","60,806,358.20","90,396,673.81","162,956,204.25","22,447,424.62","45,413,383.90","70,898,491.83","176,249,231.57","16,967,355.13","37,367,318.01","63,673,763.99","178,149,928.54","12,403,004.65","47,639,137.85","77,747,481.21","194,379,423.95","36,673,740.77","65,216,674.54","101,493,279.85","200,278,429.82","65,925,589.00","96,705,259.73"
吸收投资收到的现金,,,,,,,,,,,,"17,510,000.00",,,"35,020,000.00","62,520,000.00","30,000,000.00","48,897,500.00","56,397,500.00","140,962,500.00","67,935,000.00","77,935,000.00","102,935,000.00","185,698,900.00","3,119,600.00","3,119,600.00","23,462,100.00","23,462,100.00",,,,,,,,,,"1,633,499,989.30","1,633,499,989.30","1,633,499,989.30",,,,,,
