科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"80,299,122.74","39,317,044.04","85,278,492.60","54,031,732.58","56,294,482.87","830,037,773.88","747,346,840.74","712,020,150.10","618,570,231.14","635,488,063.01","597,155,940.48","642,897,482.71","627,040,200.58","567,728,546.58","552,815,000.90","572,806,417.97","534,051,416.25","581,794,971.78","490,233,030.60","471,229,794.55","327,762,061.35","380,756,286.44","344,031,931.70","345,935,821.37","345,146,806.63","652,657,722.75","1,071,361,162.40","573,495,182.50","488,224,154.17","613,867,873.34","582,029,977.08","694,743,229.42","653,285,377.40","1,574,827,098.29","1,932,993,339.23","1,058,400,220.56"
短期借款,"58,000,000.00","50,000,000.00","11,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,"140,000,000.00","150,000,000.00","360,000,000.00","810,000,000.00","880,000,000.00","880,000,000.00","880,000,000.00","960,000,000.00","980,000,000.00","1,090,000,000.00","987,460,000.00","1,215,840,000.00","1,214,220,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"685,094.00","8,176,561.05","23,084,641.37","31,642,735.43","39,748,645.14","39,050,991.42","57,395,717.11","54,965,382.76","57,885,026.02","34,847,727.17","57,117,064.62","38,692,557.37","25,002,376.18","48,533,939.69","35,284,493.76","40,723,047.91","31,959,235.90","70,394,755.23","61,375,264.50","53,692,534.80","45,920,801.22","102,961,575.58","79,235,856.57","69,123,657.61","85,622,721.83","161,150,328.27","96,660,984.54","187,034,376.26","160,238,328.69","186,324,310.60","285,314,306.89","290,065,679.42","374,748,052.46","311,798,877.63","278,153,228.98","293,139,672.04"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,000,000.00","112,087,625.57","101,309,866.68","18,959,323.74","52,449,325.12","63,945,491.82","242,897,456.67","60,679,198.33","51,612,044.34"
应收账款,"97,182,234.26","76,045,165.89","94,147,722.29","110,731,433.58","139,755,445.04","136,940,760.87","124,314,925.60","183,470,457.34","210,026,384.56","207,370,858.71","188,520,298.06","268,320,040.03","311,707,060.32","325,861,642.72","306,988,899.23","357,835,889.85","416,473,867.22","368,420,872.93","345,693,155.75","427,854,871.68","513,579,716.85","531,814,698.81","499,182,998.07","639,696,726.26","648,169,944.77","631,814,953.75","590,061,647.91","875,996,905.72","955,184,378.19","830,597,679.31","808,158,010.13","992,973,939.15","941,677,603.09","816,442,910.40","874,253,133.86","1,096,560,973.43"
应付账款,"58,318,337.50","65,287,901.20","68,987,801.76","74,037,559.62","94,603,223.75","70,062,275.85","79,682,343.08","138,859,764.50","111,985,154.50","64,159,253.54","96,461,633.65","124,881,925.54","130,752,211.67","136,071,463.53","95,056,878.06","158,562,226.88","143,853,662.10","166,299,339.20","129,916,495.34","223,336,409.56","218,691,209.08","317,015,082.72","239,732,026.06","396,318,309.24","389,338,105.98","371,513,362.76","311,865,126.07","502,809,818.71","401,546,544.23","316,294,644.17","415,895,263.58","632,071,080.24","690,613,405.75","429,281,005.58","500,373,636.62","821,725,989.44"
预付款项,"10,109,684.11","1,626,161.96","1,306,670.73","2,700,785.78","7,390,616.23","8,484,985.44","19,938,626.52","38,159,076.20","36,347,568.51","19,155,939.75","14,610,974.59","15,176,841.32","22,714,108.67","18,509,170.12","19,660,212.01","23,379,147.44","25,078,546.54","15,439,104.77","19,207,369.60","15,193,656.79","32,056,961.33","39,250,332.93","42,136,480.77","68,195,481.23","68,890,780.41","76,335,999.97","110,531,138.55","150,532,161.67","147,785,529.70","73,876,442.66","94,968,336.97","258,965,020.51","290,283,784.11","107,278,520.85","147,199,711.01","122,895,433.90"
预收款项,"4,955,525.52","5,479,704.53","8,216,456.20","7,926,408.62","13,010,873.02","9,014,564.99","10,603,734.94","10,077,744.75","11,500,248.36","11,956,517.31","15,195,553.45","16,382,775.70","29,451,266.97","28,082,029.85","35,342,998.02","29,737,807.62","32,516,601.80","13,861,739.21","23,020,236.08","21,703,254.80","27,175,124.29","19,257,305.69","30,522,335.16","271,046,433.53","288,385,447.53","338,899,059.40","420,722,648.51","394,034,705.54","423,523,070.63","249,350,635.30","333,410,841.36","267,210,856.51","274,775,171.55","218,148,341.22","251,235,623.84","238,339,206.10"
