科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"234,011,775.29","835,172,710.26","1,256,800,219.31","1,503,190,027.80","360,286,492.30","755,144,691.53","985,862,009.79","1,124,139,494.87","195,702,603.57","459,698,477.19","856,530,390.52","1,220,406,673.32","318,675,089.15","706,677,238.32","1,087,982,636.13","1,470,307,290.86","429,733,626.71","840,357,099.94","1,193,505,785.45","1,444,182,489.86","113,734,601.34","256,632,325.87","385,891,018.69","436,779,399.00","86,065,406.18","214,456,870.01","366,078,984.62","1,245,902,451.87","98,540,614.09","277,137,748.77","396,895,875.89","823,862,150.96","105,450,681.09","233,783,488.56","353,822,309.51","690,349,197.40","22,754,485.31","213,040,026.26","302,523,829.02","482,309,900.05","84,110,474.02","225,217,793.66","272,071,842.59"
二、营业利润,"1,972,534.87","-1,765,317.89","5,650,563.40","-85,987,715.71","1,035,895.59","-39,774,211.27","-100,964,276.85","-337,630,994.13","-3,118,306.69","-16,346,305.92","-10,468,054.29","-19,918,056.40","-31,583,176.05","-64,532,323.75","-126,296,348.07","-184,836,482.25","-27,823,851.88","-44,202,577.03","-116,952,439.88","-312,256,134.20","-29,840,959.97","-77,331,799.62","-299,640,195.55","-354,059,022.39","-29,596,182.91","-65,001,711.95","-97,780,354.35","-66,594,787.44","-2,444,689.60","-3,156,512.45","6,758,770.93","60,181,714.05","-14,358,081.53","-21,014,791.60","-15,486,737.45","30,239,353.37","-17,167,803.38","-8,912,403.24","-14,666,153.30","-22,662,922.25","-2,404,756.44","-13,789,285.97","-37,654,590.72"
减:营业成本,"204,214,243.76","774,046,843.73","1,151,109,290.43","1,416,431,248.16","334,131,918.69","726,653,470.89","980,375,077.58","1,230,413,513.14","170,469,949.13","415,743,845.84","770,607,366.05","1,097,226,139.52","316,140,788.58","688,262,949.57","1,093,794,403.98","1,491,956,112.89","423,471,895.22","814,353,742.98","1,193,552,710.70","1,521,369,443.18","103,495,653.06","252,776,743.20","429,660,502.25","462,934,068.93","94,580,599.11","216,734,361.03","358,591,613.21","1,041,727,001.36","75,420,062.99","212,218,722.11","291,858,699.83","616,469,394.40","78,614,333.38","169,008,921.25","258,224,881.64","501,113,478.35","13,086,321.78","151,817,511.47","217,741,279.62","357,863,229.78","57,382,787.41","165,230,623.39","217,894,566.29"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,123,079.65","1,698,454.72","1,743,986.59","3,373,009.00","1,235,077.68","1,988,936.36","2,122,880.15","2,168,544.13","180,627.86","750,626.63","1,191,737.91","1,464,829.45","31,101.47","802,681.75","349,673.25","575,630.95","130,755.97","297,725.61","377,934.89","440,956.91","46,504.04","120,971.15","178,582.15","275,979.26","26,847.78","741,451.78","1,031,862.48","8,616,282.64","-1,041,401.14","79,477.90","1,120,426.26","6,285,572.69","-2,279,553.17","-548,988.53","815,289.19","7,672,028.06","-3,423,041.61","-2,747,480.56","-1,303,823.73","5,886,839.20","586,846.16","3,240,431.43","698,608.93"
营业外收入,"123,020.00","6,108,750.61","7,865,048.69","110,075,427.39","630,083.07","2,235,472.32","2,440,265.17","1,993,257.63","48,130.00","15,275,794.44","21,851,940.91","37,527,923.10","37,787,199.28","39,036,295.87","63,918,526.92","90,944,202.74","19,993,098.37","20,301,718.94","21,209,935.25","21,146,354.35","265,653.00","365,666.00","573,624.33","371,241,070.69","381,257.62","455,869.92","1,149,526.54","42,730,529.77","3,026,394.95","13,400,785.18","11,556,016.02","16,480,245.86","15,616,476.15","31,755,112.28","35,576,358.51","15,160,874.97","11,527,658.93","9,048,881.97","15,973,952.43","31,515,159.93","3,254,930.66","16,090,756.04","24,438,718.11"
销售费用,"7,543,791.92","16,607,403.46","28,262,495.76","54,854,501.40","4,189,277.26","16,740,935.46","26,903,522.36","51,276,572.41","4,473,070.47","12,139,175.98","20,855,015.97","30,629,876.78","8,707,921.09","20,088,180.26","29,413,294.98","36,273,053.43","8,166,563.39","14,685,257.49","25,954,904.55","36,643,218.30","4,280,970.11","8,624,209.21","14,182,998.54","18,071,976.38","3,433,599.62","9,555,238.08","17,531,956.61","51,773,960.42","6,566,813.49","13,812,615.34","23,269,843.31","26,613,485.72","11,586,256.82","17,533,309.61","23,263,466.97","26,639,972.22","10,726,079.35","16,685,785.69","23,598,198.06","25,019,587.04","7,123,096.44","15,488,196.40","22,598,220.07"
减:营业外支出,"198,494.71","492,066.66","1,568,418.42","1,813,021.90","112,082.80","289,274.83","370,393.29","1,688,065.33","10,831.14","349,608.66","574,727.41","418,910.62",,"2,872,863.98","5,100,986.24","5,104,832.67",,,"3,447,189.88","28,213,585.59","349,435.27","2,638,955.19","2,735,173.15","7,292,536.39","313,023.30","387,103.44","1,441,234.65","3,999,557.50","1,633.20","38,809.77","85,292.81","88,318.90","57,070.76","75,822.99","343,032.08","354,816.82",,"5,972.35","11,717.59","872,126.11",2.02,"231,468.56","1,295,072.38"
管理费用,"7,322,918.55","16,336,523.65","29,892,021.50","41,135,641.75","9,515,808.00","21,846,060.47","34,704,908.71","66,523,785.19","10,801,699.82","24,599,075.68","43,916,373.83","55,882,731.71","12,726,141.29","31,275,621.29","44,269,391.09","65,269,782.19","14,852,421.68","27,276,167.04","46,026,655.01","67,969,141.31","19,028,659.23","37,704,189.60","183,968,883.18","224,715,349.17","10,218,391.58","21,160,753.21","46,821,398.95","134,351,534.43","20,098,464.71","38,447,329.12","52,858,702.38","87,864,364.34","27,773,554.95","49,686,114.47","63,512,122.66","83,138,495.04","15,634,310.45","35,690,969.37","52,214,274.68","76,914,699.83","20,999,272.63","38,413,299.27","49,995,291.86"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,"27,789,538.25",,,,"2,102,163.28",,,,"224,570.05",,695.20,,721.29,"30,558.15","35,455.25","38,292.50","50,429.31",,"3,478.81","3,548.04","22,866.81",,"70,898.55",
