科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"944,879,907.68","962,526,252.25","426,154,016.89","685,435,913.13","932,384,567.00","233,395,075.87","567,561,865.44","925,982,500.63","1,303,320,226.26","332,492,131.01","749,863,607.13","1,279,124,633.09","1,685,878,719.46","409,868,016.02","873,226,728.97","1,339,997,648.50","1,809,417,147.54","377,688,133.02","802,187,974.57","1,249,292,473.67","1,756,369,219.80","331,430,303.09","800,213,946.32","1,314,091,367.02","1,843,102,830.81","470,954,075.56","928,043,591.48","1,425,119,718.57","1,857,499,503.11","390,211,194.73","1,054,098,590.22","1,782,064,140.45","2,514,708,469.80","692,117,974.07","1,649,075,442.64","2,889,373,702.62"
二、营业利润,"63,172,337.03","35,622,542.74","13,183,777.42","30,240,984.72","25,831,168.77","6,994,256.75","17,415,151.03","25,379,516.13","42,846,735.19","15,959,821.91","30,026,322.05","63,504,985.34","61,910,819.67","14,704,676.07","14,938,554.05","-36,440,107.21","-48,085,177.30","-2,242,908.20","-71,096,693.87","-124,065,782.80","-163,603,199.42","-57,107,818.51","-89,207,392.09","-36,626,179.81","-31,587,765.35","13,037,162.93","15,323,268.71","22,028,230.45","-23,573,678.15","7,955,298.00","28,575,302.76","44,261,221.69","58,632,334.87","15,047,989.58","29,893,800.20","78,216,607.08"
减:营业成本,"781,714,119.79","833,093,952.01","363,547,516.99","580,984,610.11","812,806,450.50","202,023,983.13","502,913,519.06","819,880,579.35","1,148,626,009.01","287,306,034.44","666,218,662.11","1,115,364,495.94","1,490,266,470.49","361,431,866.79","792,405,164.86","1,262,869,475.47","1,711,916,255.81","341,509,118.85","772,273,509.83","1,226,348,515.10","1,724,437,837.19","330,288,389.78","789,067,379.36","1,205,372,023.90","1,679,677,670.90","402,956,018.98","795,339,768.21","1,219,719,679.59","1,640,822,150.49","333,095,509.11","949,579,105.08","1,574,262,672.07","2,216,554,604.51","616,865,324.63","1,498,344,276.32","2,599,135,146.36"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"572,605.46","399,115.18","179,790.00","240,890.00","316,590.02","36,499.37","134,452.62","184,208.55","465,335.16","68,586.38","173,338.45","210,882.83","362,052.61","67,269.07","148,402.98","215,861.68","344,423.45","60,641.29","150,740.03","295,839.33","603,498.74","71,262.47","180,741.03","259,876.00","401,223.75","31,018.41","65,482.69","107,461.33","6,531,584.81","407,118.61","566,694.70","2,431,057.26","18,090,132.36","5,227,514.25","9,336,450.59","14,969,121.75"
营业外收入,"29,409,367.32","15,748,287.64","6,655,413.55","7,220,873.55","15,636,471.55","2,085,528.00","3,389,406.00","8,761,414.00","11,944,352.00","867,028.00","4,102,356.00","7,828,407.71","27,407,607.52","2,397,694.39","7,101,388.78","9,014,953.17","56,435,981.66","4,186,944.39","6,051,138.78","29,329,993.96","37,006,238.55","4,508,694.39","39,085,083.15","40,505,577.54","48,116,779.31","1,838,969.39","8,719,641.76","13,116,469.09","42,119,962.59","3,543,179.60","41,649,632.40","49,021,474.55","56,568,765.85","2,236,048.39","8,444,955.45","4,127,738.95"
销售费用,"17,629,840.21","15,926,735.12","8,052,460.68","13,602,944.86","18,495,775.19","4,761,744.41","9,522,578.95","14,346,497.67","19,743,837.96","5,339,277.22","14,888,426.48","20,986,177.75","30,595,704.58","9,675,745.06","18,279,339.22","26,987,841.64","32,589,883.50","8,170,747.78","20,999,823.52","30,672,982.42","39,255,905.18","8,902,309.64","20,888,187.17","26,352,302.61","33,073,904.95","8,907,969.92","22,942,518.61","29,194,276.34","40,869,123.50","6,856,999.90","12,288,087.28","26,059,030.66","42,467,261.44","13,217,707.73","24,210,328.09","42,936,655.97"
减:营业外支出,"5,651,645.48","277,064.53","355,282.31","586,282.31","653,137.75","2,569.97","7,269.07","145,269.07","192,905.14","15,000.00","36,500.00","71,500.00","1,493,747.80",,"53,936.07","355,936.07","1,152,612.86","183,093.00","197,173.82","30,845.82","618,573.41",,"512,000.00","650,300.00","1,016,169.69","550,995.34","565,995.34","607,000.00","718,918.56","603,565.00","724,037.02","773,077.02","3,511,406.00","750,000.00","799,953.20","1,099,919.12"
管理费用,"37,256,130.37","32,254,014.14","17,908,297.73","28,599,263.64","34,742,755.92","12,206,335.06","22,234,659.56","41,352,184.99","53,870,452.70","13,324,572.40","20,404,355.37","46,623,316.83","61,664,615.50","15,519,585.42","24,221,909.79","50,457,040.03","60,556,506.11","15,257,418.45","29,294,013.31","60,743,129.46","91,546,249.75","21,691,606.08","31,731,767.11","56,649,109.55","82,325,698.38","16,879,623.81","37,151,257.18","70,173,584.33","89,842,095.23","18,687,439.08","30,128,258.51","64,780,700.89","92,069,592.58","22,055,098.86","45,154,317.16","85,298,906.71"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,,,"197,472.68",,,,,,"22,037.02",,"2,737,406.00",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"39,873,786.16","43,059,240.52","20,557,908.49","29,084,053.99","37,498,436.31","7,008,000.85","14,150,540.31","22,667,921.11","30,941,911.34","8,744,434.92","17,254,029.05","30,987,029.96","37,591,815.49","7,887,781.74","20,314,416.59","36,203,815.99","50,270,734.67","16,318,381.33","35,882,892.81","55,496,241.65","64,852,598.56","26,842,727.20","46,523,933.62","63,152,005.38","82,309,075.35","26,817,241.30","53,915,034.10","80,207,354.12","100,581,281.11","21,107,034.45","30,562,304.86","58,648,150.63","74,898,206.43","17,101,090.63","36,588,046.67","65,615,020.44"
三、利润总额,"86,930,058.87","51,093,765.85","19,483,908.66","36,875,575.96","40,814,502.57","9,077,214.78","20,797,287.96","33,995,661.06","54,598,182.05","16,811,849.91","34,092,178.05","71,261,893.05","87,824,679.39","17,102,370.46","21,986,006.76","-27,781,090.11","7,198,191.50","1,760,943.19","-65,242,728.91","-94,766,634.66","-127,215,534.28","-52,599,124.12","-50,634,308.94","3,229,097.73","15,512,844.27","14,325,136.98","23,476,915.13","34,537,699.54","17,827,365.88","10,894,912.60","69,500,898.14","92,509,619.22","111,689,694.72","16,534,037.97","37,538,802.45","81,244,426.91"
资产减值损失,"4,661,088.66","2,169,281.85","2,724,265.58","2,683,165.81","2,703,455.08","364,256.30","1,190,963.91","2,171,592.83","6,692,638.65","1,520,639.89","451,921.22","567,892.82","2,420,812.35","240,892.58","2,344,164.06","1,485,912.77","4,569,619.40","957,386.74","16,916,668.39","2,155,467.65","2,255,203.85","1,108,836.92","1,519,224.93","1,679,118.30","-1,380,562.21","2,414,057.43","3,499,538.29","3,990,907.76","2,635,819.15","2,147,018.44","2,487,540.69","12,720,194.38","12,113,315.68","3,542,501.42","8,377,301.06","16,907,962.44"
减:所得税,"1,972,190.18","1,023,632.30","271,088.50","569,381.01","483,201.64","281,037.34","306,240.78","405,100.22","-575,390.14","263,570.23","880,139.57","727,515.60","995,399.24","49,353.63","77,984.64","253,979.50","1,516,819.94","500,642.26","966,354.01","1,979,550.45","2,538,790.08","27,104.86","777,595.66","963,609.16","1,649,248.18","392,354.10","1,126,525.99","1,152,599.52","502,192.43","291,533.56","494,184.87","712,094.44","8,449,787.33","3,108,859.83","7,299,381.44","12,480,366.39"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-506,050.00","727,870.00","727,870.00","727,870.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"-1,370.69",,,"10,064.79",,,,"-133,306.25","-228,763.85","-446,552.40","-879,851.62","-1,066,428.77","-340,199.29","-574,777.42","1,782,191.87","2,745,098.10","2,342,653.22","2,232,979.45","2,353,919.14","2,978,874.05","367,010.49","489,894.81","2,746,888.91","1,716,414.96","89,017.22","193,276.31","301,775.35","208,873.03","45,222.86","88,703.66","1,098,887.13","623,028.07","211,383.03","2,101,207.45","2,043,964.96"
四、净利润,"84,957,868.69","50,070,133.55","19,212,820.16","36,306,194.95","40,331,300.93","8,796,177.44","20,491,047.18","33,590,560.84","55,173,572.19","16,548,279.68","33,212,038.48","70,534,377.45","86,829,280.15","17,053,016.83","21,908,022.12","-28,035,069.61","5,681,371.56","1,260,300.93","-66,209,082.92","-96,746,185.11","-129,754,324.36","-52,626,228.98","-51,411,904.60","2,265,488.57","13,863,596.09","13,932,782.88","22,350,389.14","33,385,100.02","17,325,173.45","10,603,379.04","69,006,713.27","91,797,524.78","103,239,907.39","13,425,178.14","30,239,421.01","68,764,060.52"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,"1,071,875.13","89,017.22",,,"208,873.03",,,,"114,974.55",,,
归属于母公司所有者的净利润,"85,466,060.43","46,798,344.68","19,496,165.94","36,263,306.68","40,268,984.92","8,707,081.50","20,802,958.24","34,284,583.17","56,567,324.95","16,294,533.96","32,434,871.14","69,637,098.56","85,206,591.44","17,242,524.62","21,578,680.27","-29,682,537.56","4,303,987.80","474,432.87","-67,357,653.44","-96,627,679.51","-127,369,437.25","-52,942,397.37","-52,545,911.42","1,163,265.52","12,579,130.24","13,475,939.29","21,023,424.17","32,049,506.22","17,482,667.40","9,866,697.35","68,050,626.65","92,056,006.66","91,470,482.45","8,660,695.26","16,867,053.86","48,931,951.26"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-508,191.74","3,271,788.87","-283,345.78","42,888.27","62,316.01","89,095.94","-311,911.06","-694,022.33","-1,393,752.76","253,745.72","777,167.34","897,278.89","1,622,688.71","-189,507.79","329,341.85","1,647,467.95","1,377,383.76","785,868.06","1,148,570.52","-118,505.60","-2,384,887.11","316,168.39","1,134,006.82","1,102,223.05","1,284,465.85","456,843.59","1,326,964.97","1,335,593.80","-157,493.95","736,681.69","956,086.62","-258,481.88","11,769,424.94","4,764,482.88","13,372,367.15","19,832,109.26"
