科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"286,308,341.27","352,350,192.01","309,389,153.62","137,961,485.70","213,660,931.81","210,928,975.53","38,339,305.84","112,262,340.91","205,272,229.42","268,860,247.70","106,029,914.29","263,068,195.59","281,248,954.46","307,035,038.61","45,688,365.92","113,061,669.27","164,257,703.32","215,145,901.38","92,992,907.08","171,893,019.11","274,272,123.96","378,253,903.42","156,224,110.88","255,241,783.16","398,232,304.08","598,757,206.47","170,324,597.82","347,049,418.72","593,721,469.50","804,248,679.13","238,396,042.66","578,866,132.41","743,334,617.58"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"3,726,423.79",,,,,,,,,,,,,,,"81,504,380.39","55,406,793.95",,,,,,,
收到的税费返还,,"1,950,089.41","49,196.32",,,,,,,,,,,,,,,"768,618.00",,,,,,,,,"4,436,290.52","4,436,290.52","8,107,060.77","16,756,640.87","4,702,007.54","7,412,141.76","8,885,695.11"
支付其他与投资活动有关的现金,,"493,191.24",,,,,,,"36,460,500.00","420,536,149.57",,"1,854,869.75","1,854,869.75",,"227,594,699.59","223,586,401.77","200,289,165.70",,,"5,000,000.00","-14,945,390.78",,"11,880,000.00","5,884,000.00","63,408,963.17","20,922,719.51","4,153,320.00",,"14,175,020.00","776,922.19","38,750,557.85",,
收到其他与经营活动有关的现金,"17,747,188.44","13,422,277.36","2,914,243.82","2,711,363.83","6,076,819.20","7,904,349.21","21,142,618.89","25,192,921.85","29,785,725.93","21,718,397.78","6,161,173.08","9,750,867.69","14,955,084.94","49,512,329.08","1,939,715.24","2,323,824.70","3,290,624.05","15,345,372.41","5,786,736.71","975,388.97","1,319,066.19","9,227,777.74","1,055,018.50","-1,383,132.78","-6,267,984.92","22,031,261.54","32,117,297.51","34,278,232.07","28,035,802.21","43,824,708.35","25,092,425.26","33,333,692.86","75,157,565.30"
投资活动现金流出小计,"49,249,977.52","39,935,769.38","24,723,848.31","20,733,442.30","23,688,488.82","27,387,525.52","8,295,656.50","21,429,781.72","74,485,478.63","477,470,875.56","11,615,434.25","30,271,523.11","42,758,981.57","47,868,809.83","280,423,764.64","235,198,797.80","271,058,425.79","508,355,635.99","4,452,974.13","12,091,950.59","-5,442,152.91","396,523,652.87","14,564,011.51","31,390,249.51","172,945,546.42","463,741,338.79","10,079,639.17","6,237,727.17","31,205,048.37","453,126,251.54","211,002,445.34","444,791,999.39","562,754,457.81"
经营活动现金流入小计,"304,055,529.71","367,722,558.78","312,352,593.76","140,672,849.53","219,737,751.01","218,833,324.74","59,481,924.73","137,455,262.76","235,057,955.35","290,578,645.48","112,191,087.37","272,819,063.28","296,204,039.40","356,547,367.69","47,628,081.16","115,385,493.97","167,548,327.37","231,259,891.79","98,779,643.79","172,868,408.08","275,591,190.15","387,481,681.16","157,279,129.38","253,858,650.38","391,964,319.16","620,788,468.01","206,878,185.85","385,763,941.31","629,864,332.48","864,830,028.35","268,190,475.46","619,611,967.03","827,377,877.99"
投资活动产生的现金流量净额,"-49,192,977.52","-39,935,769.38","-20,920,348.31","-20,733,442.30","-23,688,488.82","-27,380,125.52","-8,292,856.50","-20,877,716.72","-73,773,517.63","-463,535,598.86","-8,309,465.60","-26,954,914.52","-25,015,249.42","275,390,966.72","-252,059,709.89","-230,814,079.43","-239,431,136.98","-215,775,857.63","34,269,065.60","3,064,158.30","23,345,625.05","25,619,852.25","-9,134,330.69","-7,923,210.48","-123,491,018.60","-130,176,651.30","-2,293,582.52","7,676,837.36","-2,473,629.55","-82,238,338.94","24,464,536.90","-71,744,017.42","-100,875,850.50"
购买商品、接受劳务支付的现金,"181,619,623.57","236,702,803.63","186,039,616.28","70,881,413.32","129,049,166.49","108,394,076.31","51,791,803.36","101,129,033.79","144,532,826.08","206,963,788.95","75,165,729.78","180,651,869.36","167,811,075.95","174,835,163.19","30,147,995.94","66,435,989.42","88,937,121.21","115,050,527.71","85,126,200.76","126,037,490.79","203,030,986.77","261,382,199.76","80,260,543.59","171,221,621.34","251,865,373.89","348,749,981.47","98,329,427.14","216,494,548.15","345,641,471.32","474,270,984.31","184,955,030.11","357,842,973.26","429,050,903.36"
吸收投资收到的现金,"51,528,400.00","4,750,000.00",,,,"740,500,000.00",,,,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00","5,200,000.00",,,"5,200,000.00","5,200,000.00",,,"147,500,000.00","192,443,381.00","1,050,000.00","6,550,000.00","20,750,000.00","23,200,000.00","9,175,000.00","9,175,000.00","9,175,000.00"
