科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"116,561,940.27","107,177,935.07","106,390,585.73","103,075,059.73","142,998,677.47","623,660,026.38","601,298,281.92","558,748,077.42","624,766,484.02","508,364,849.85","432,599,970.76","427,645,698.28","503,367,804.93","407,442,871.71","376,337,794.71","395,388,681.01","557,029,497.33","274,646,719.20","157,629,163.27","148,201,173.08","284,599,144.80","223,968,590.73","259,529,770.49","162,989,337.55","352,847,693.15","347,378,142.44","426,767,921.56","376,729,962.30","450,104,299.65","282,696,495.38","1,108,130,576.26","782,349,042.66","1,369,094,435.10","965,332,841.01","927,342,626.79","1,074,718,815.80","991,710,355.11","959,588,861.66","912,532,843.72"
短期借款,"67,000,000.00",,"15,000,000.00","15,000,000.00",,,,,,,"14,317,818.16","3,308,144.32","3,225,072.19","3,221,694.02",,,,,,,,,"100,000,000.00","129,000,000.00","167,000,000.00","197,000,000.00","225,000,000.00","380,800,000.00","280,800,000.00","376,300,000.00","171,300,000.00","150,000,000.00","191,750,000.00","334,000,000.00","528,000,000.00","608,000,000.00","428,220,280.00","538,000,000.00","523,000,000.00"
交易性金融资产,,,,,,,,,,,,,"7,158.60","18,792.76",,,,"180,000,000.00","190,000,000.00","176,995,000.00","58,011,000.00","63,235,000.00",,"73,232,000.00",,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,040,330.40"
应收票据,"3,261,873.60","1,761,018.60","512,083.00","278,800.00","1,557,339.00","869,539.00","3,453,724.37","4,616,939.39","5,906,020.40","15,049,713.00","13,956,350.13","18,202,751.01","15,333,789.26","16,522,400.33","14,703,194.64","31,527,196.39","20,141,560.60","22,522,350.64","16,633,052.97","22,928,434.51","29,683,891.03","19,773,355.87","32,687,943.69","55,742,696.13","23,471,528.34","34,642,135.24","47,131,438.92","173,289,614.18","52,565,668.12","42,978,830.53","59,264,542.31","32,275,581.98","50,112,359.87","35,025,916.00","78,132,783.14","112,629,183.36","108,694,554.80","144,777,320.42","189,485,452.21"
应付票据,"14,269,654.12","67,749,017.05","24,598,019.34","28,405,433.36","38,859,149.51","53,316,348.20","27,276,844.60","29,525,622.03","66,045,953.20","87,510,208.98","23,606,891.43","85,345,951.87","57,926,160.88","41,865,825.76","66,602,627.69","88,591,715.39","157,424,618.75","123,701,555.74","93,060,188.69","96,667,742.93","160,874,420.03","130,566,840.44","122,110,215.60","128,017,193.80","156,667,538.77","195,879,017.73","232,681,911.88","386,633,676.82","456,855,637.21","360,054,861.87","273,510,854.36","232,687,394.20","193,383,546.73","204,310,735.26","193,413,833.09","263,708,180.76","324,825,425.72","383,788,029.61","272,331,665.50"
应收账款,"62,059,438.13","56,026,517.88","75,286,883.83","101,104,715.36","95,269,194.02","93,386,436.11","92,936,182.91","106,379,726.34","174,458,099.51","173,657,585.61","208,924,208.18","226,814,462.54","252,054,269.47","264,819,888.49","278,802,384.18","301,136,587.52","288,560,015.33","292,787,730.11","328,523,122.42","364,299,677.61","394,890,603.34","399,921,849.78","469,166,198.44","482,579,290.28","736,534,858.28","721,371,671.40","642,732,491.41","627,738,621.83","775,796,423.56","722,734,379.99","723,211,277.45","743,414,231.61","832,185,060.84","825,640,167.58","973,093,704.56","1,049,083,728.39","1,118,529,809.04","1,092,630,486.43","1,256,417,205.87"
应付账款,"61,599,106.31","43,045,838.86","59,406,674.13","63,837,887.25","76,996,146.63","62,158,330.35","71,416,101.73","93,672,503.75","152,892,937.52","108,215,673.46","170,309,687.34","137,241,125.72","196,899,158.68","157,485,704.25","141,980,125.17","154,494,689.39","159,173,095.08","127,770,344.87","158,105,978.08","176,181,488.78","209,043,721.29","145,826,281.27","187,338,727.77","189,869,489.81","354,395,475.29","280,251,411.34","261,460,416.84","365,517,482.33","367,087,451.67","373,735,874.36","462,812,318.86","345,437,728.56","533,302,530.76","438,402,683.25","485,262,463.46","584,136,737.16","597,405,674.98","512,423,073.07","747,671,420.25"
预付款项,"3,998,529.58","13,546,570.65","13,607,769.55","13,344,608.06","14,784,396.40","14,907,170.90","23,832,924.02","15,754,942.65","12,154,350.54","10,326,682.80","16,944,274.40","18,062,469.04","7,373,413.52","12,769,749.00","16,897,311.90","18,323,302.31","11,735,160.92","15,244,702.75","26,967,457.10","21,312,300.64","17,328,034.74","21,742,736.04","45,692,735.29","28,556,969.34","13,942,694.32","25,229,354.40","43,865,332.91","96,439,272.80","17,075,786.96","44,279,124.01","41,998,955.53","54,794,045.25","22,430,265.69","43,600,219.07","73,059,251.92","81,978,843.02","49,459,009.65","113,473,414.94","138,845,981.35"
预收款项,"7,269,269.24","19,496,177.33","13,296,234.87","12,434,162.55","24,760,007.49","28,553,176.45","21,488,044.85","25,470,992.69","35,691,625.99","39,156,896.67","67,330,868.44","43,796,621.57","27,120,053.90","34,119,552.25","17,438,059.87","19,552,949.20","27,901,452.11","24,172,815.66","21,939,552.41","27,953,711.96","36,515,080.05","51,701,602.75","83,521,111.45","73,720,550.88","57,109,347.11","64,471,825.56","46,566,344.62","64,125,954.44","70,097,275.09","60,813,212.68","86,518,485.07","101,589,900.93","74,789,806.06","76,413,204.78","91,578,647.14","82,655,540.17","90,483,289.71","109,181,838.98","114,770,453.16"
