科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
流动资产合计,"168,907,066.20","227,051,679.87","542,703,320.40","579,325,215.27","640,203,935.11","1,557,624,203.73","1,645,433,137.06","1,515,889,730.07","1,625,728,995.96","1,716,274,547.88","1,778,941,621.85","1,662,576,710.96","1,744,549,031.00","1,611,072,454.53","1,631,684,802.11","1,852,576,498.27","1,735,761,333.15","1,531,110,317.00","1,782,725,960.62","1,944,015,875.96","1,553,652,086.64","1,386,699,889.17","1,516,536,100.22","1,557,907,678.33","1,503,702,036.78","1,651,855,480.04","1,464,680,082.94","1,203,822,617.08","1,220,556,952.27","1,270,247,142.83","1,417,442,929.01"
流动负债合计,"106,583,351.44","86,119,569.02","220,249,279.18","150,619,591.64","188,125,734.23","193,924,371.51","186,858,505.84","160,072,451.36","275,038,618.52","355,663,754.12","260,668,692.50","206,529,572.41","213,725,992.77","324,308,507.84","230,879,590.61","609,471,454.71","460,009,868.02","255,968,281.53","393,155,910.09","665,873,349.65","457,114,714.96","363,243,892.21","384,228,330.19","537,669,310.68","475,036,762.77","678,278,961.40","404,192,736.93","255,656,144.52","275,200,488.11","346,128,947.34","391,434,847.71"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"50,000,000.00","30,000,000.00","30,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"6,181,848.15","5,563,925.91","5,109,302.32","4,727,009.21","9,456,814.70","9,422,462.93","9,004,690.71"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"49,987,046.78","49,449,057.48","119,737,845.30","117,990,233.81","123,023,688.47","146,452,796.05","163,658,838.55","174,208,950.56","178,738,478.72","267,160,445.64","268,080,682.88","268,712,983.68","267,528,493.37","444,768,218.10","444,291,282.15","489,232,774.13","484,142,499.60","508,015,146.66","503,081,190.83","499,559,656.50","500,861,380.54","542,980,860.73","538,996,913.25","535,312,404.05","536,475,993.53","1,002,076,683.85","1,003,248,119.05","1,007,747,629.46","997,856,016.11","1,011,295,576.29","996,229,369.31"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,"4,258,575.00","988,990.00","11,281,630.30","24,867,463.20","39,957,402.24","48,351,187.75","58,140,513.01","99,258,268.18","55,915,709.25","70,532,276.82","76,157,929.31","96,361,832.92","85,509,501.68","114,924,092.30","102,998,688.87","146,042,533.90","166,054,025.30","187,210,424.91","208,475,045.95","274,888,039.40","304,308,533.54","352,813,197.49","387,303,315.86","396,478,564.73","26,721,710.82","37,600,243.50","40,102,766.39","43,040,557.61","43,945,079.32","43,555,517.44"
其他非流动负债,,,"3,420,000.00","6,200,000.00","6,920,000.00","6,785,118.12","7,805,118.12","6,447,642.30","6,278,904.39","15,610,166.48","15,418,928.57","15,227,690.66","15,036,452.75","17,845,214.84","17,653,976.93","17,462,739.02","17,621,501.08",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"50,000,000.00","33,420,000.00","36,200,000.00","33,920,000.00","33,785,118.12","34,805,118.12","6,447,642.30","6,278,904.39","15,610,166.48","15,418,928.57","15,227,690.66","15,036,452.75","17,845,214.84","17,653,976.93","17,462,739.02","17,621,501.08","22,247,043.98","21,981,148.52","21,715,253.06","21,449,357.60","22,308,462.14","21,730,066.67","21,151,671.20","20,573,275.73","19,994,880.26","19,416,484.79","18,670,589.10","18,008,443.62","19,680,298.14","18,961,045.04"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,103.42","77,103.42",,
负债合计,"106,583,351.44","136,119,569.02","253,669,279.18","186,819,591.64","222,045,734.23","227,709,489.63","221,663,623.96","166,520,093.66","281,317,522.91","371,273,920.60","276,087,621.07","221,757,263.07","228,762,445.52","342,153,722.68","248,533,567.54","626,934,193.73","477,631,369.10","278,215,325.51","415,137,058.61","687,588,602.71","478,564,072.56","385,552,354.35","405,958,396.86","558,820,981.88","495,610,038.50","698,273,841.66","423,609,221.72","274,326,733.62","293,208,931.73","365,809,245.48","410,395,892.75"
生产性生物资产,,,,,,,,,,,,,,"10,538,906.36","10,501,394.21","10,369,644.86","10,236,201.51","10,401,286.39","10,374,811.33","10,824,659.77","12,491,371.77","12,281,095.03","12,617,468.12","13,280,817.83","14,986,482.77","16,051,912.98","16,011,728.82","16,060,131.25","16,067,824.79","16,248,688.38","15,511,852.49"
实收资本(或股本),"100,000,000.00","100,000,000.00","120,000,000.00","390,000,000.00","390,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,"144,163,466.99","10,808,154.11","10,808,154.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","854,755,954.11","856,727,243.41","856,727,243.41"
无形资产,"18,741,276.92","33,001,875.30","32,019,902.17","31,616,341.39","31,311,765.87","31,008,396.15","30,705,026.43","31,067,894.83","58,042,326.21","57,833,231.28","57,348,646.09","57,108,593.59","56,594,959.37","72,305,556.24","71,720,345.34","71,625,347.70","69,595,189.54","171,283,436.05","173,356,385.39","172,428,978.20","171,836,900.23","171,491,723.60","170,592,657.06","169,771,541.67","170,421,269.50","171,141,958.32","171,119,331.83","170,582,935.47","169,411,901.82","168,617,938.01","168,158,034.97"
盈余公积,,"10,738,979.17","23,264,468.72",,,"17,990,811.39","17,990,811.39","17,990,811.39","17,990,811.39","34,881,341.53","34,881,341.53","34,881,341.53","34,881,341.53","55,953,374.92","55,953,374.92","55,953,374.92","55,953,374.92","82,452,192.68","82,452,192.68","82,452,192.68","82,452,192.68","110,539,826.98","110,539,826.98","110,539,826.98","110,539,826.98","137,353,458.57","137,353,458.57","137,353,458.57","137,353,458.57","137,353,458.57","137,353,458.57"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,"1,013,639.35","4,053,973.60",,127.05,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,"171,370,299.18","179,355,375.26","179,355,375.26","179,355,375.26","179,355,375.26","179,355,375.26","179,355,375.26","179,355,375.26","179,355,375.26",,
未分配利润,"36,620,472.01","67,461,399.34","166,472,853.57","165,048,518.86","216,854,405.00","246,733,954.50","367,655,124.11","317,212,652.20","394,922,776.37","441,289,131.42","604,038,382.53","543,363,265.48","633,534,071.68","681,103,884.91","834,521,905.49","719,594,283.43","816,518,122.77","836,865,055.14","997,156,920.34","908,799,200.44","960,048,791.84","927,288,393.40","1,072,260,239.60","995,695,671.57","1,040,509,212.04","1,035,598,680.07","1,137,637,809.18","1,064,879,951.22","1,069,267,342.31","864,934,405.43","951,744,039.38"
长期待摊费用,,,,,"421,402.72",,,,"267,317.91","386,668.00","338,335.00","290,002.00","241,669.00","193,336.00","145,003.00","278,230.00","1,470,833.56","2,983,579.37","2,746,435.24","2,676,214.68","4,363,220.94","7,174,748.25","6,547,127.91","5,898,580.70","5,147,289.38","4,173,754.90","3,787,850.70","3,194,811.94","5,424,714.32","6,132,806.66","6,297,466.91"
少数股东权益,"251,832.62","3,741,675.37",,,,,,,,,,,,,,,,,,-911.19,"-4,333,099.43","-7,703,915.09","-8,551,161.35","-9,647,328.47","-10,708,378.59","-12,668,251.28","-13,221,714.60","-14,178,708.97","-15,257,108.30","-11,108,066.78","-12,554,062.04"
递延所得税资产,"4,820,266.17","3,300,435.25","12,120,010.59","12,462,843.84","19,880,037.97","22,147,411.46","23,917,323.78","27,172,422.89","36,951,677.80","54,629,745.61","44,521,736.60","39,911,604.65","36,657,827.18","41,896,748.18","35,196,881.43","39,767,771.75","30,117,321.38","35,856,124.50","35,486,006.15","39,436,576.04","26,298,472.65","27,220,654.81","24,458,776.40","24,301,034.96","24,716,084.28","17,668,220.21","17,497,321.06","16,807,279.55","16,552,328.79","16,583,619.70","15,865,887.83"
外币报表折算价差,,,,,,,,,,,,,,"78,583.72","504,567.73","511,737.31",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"117,760,799.25","135,805,569.25","140,900,587.92","178,002,588.67","76,854,153.67","104,956,415.67","106,417,908.67","107,559,161.58","91,447,318.45","85,102,825.75","89,455,517.97","102,789,623.13","88,073,708.81","91,156,016.04","124,177,879.87","131,248,814.16","121,009,953.44","121,993,278.78"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"74,548,589.87","91,009,943.03","164,866,748.06","173,351,049.34","199,504,358.23","239,566,005.90","266,632,376.51","290,589,781.29","373,258,068.82","435,925,799.78","440,821,677.39","442,181,113.23","457,384,781.84","772,973,065.81","812,584,567.68","855,173,045.23","919,607,168.16","971,447,751.94","1,017,211,669.52","1,039,819,039.81","1,269,668,846.29","1,336,260,309.67","1,370,484,341.24","1,405,692,227.65","1,440,606,504.33","1,510,827,251.06","1,524,885,415.63","1,562,832,921.82","1,568,491,450.98","1,393,256,124.73","1,376,616,098.44"
所有者权益(或股东权益)合计,"136,872,304.63","181,942,053.88","453,900,789.28","565,856,672.97","617,662,559.11","1,569,480,720.00","1,690,401,889.61","1,639,959,417.70","1,717,669,541.87","1,780,926,427.06","1,943,675,678.17","1,883,000,561.12","1,973,171,367.32","2,041,891,797.66","2,195,735,802.25","2,080,815,349.77","2,177,737,132.21","2,224,342,743.43","2,384,800,571.53","2,296,246,313.06","2,344,756,860.37","2,337,407,844.49","2,481,062,044.60","2,404,778,924.10","2,448,698,502.61","2,464,408,889.44","2,565,956,276.85","2,492,328,805.28","2,495,839,471.52","2,297,694,022.08","2,383,663,134.70"
资产总计,"243,455,656.07","318,061,622.90","707,570,068.46","752,676,264.61","839,708,293.34","1,797,190,209.63","1,912,065,513.57","1,806,479,511.36","1,998,987,064.78","2,152,200,347.66","2,219,763,299.24","2,104,757,824.19","2,201,933,812.84","2,384,045,520.34","2,444,269,369.79","2,707,749,543.50","2,655,368,501.31","2,502,558,068.94","2,799,937,630.14","2,983,834,915.77","2,823,320,932.93","2,722,960,198.84","2,887,020,441.46","2,963,599,905.98","2,944,308,541.11","3,162,682,731.10","2,989,565,498.57","2,766,655,538.90","2,789,048,403.25","2,663,503,267.56","2,794,059,027.45"
负债和所有者(或股东权益)合计,"243,455,656.07","318,061,622.90","707,570,068.46","752,676,264.61","839,708,293.34","1,797,190,209.63","1,912,065,513.57","1,806,479,511.36","1,998,987,064.78","2,152,200,347.66","2,219,763,299.24","2,104,757,824.19","2,201,933,812.84","2,384,045,520.34","2,444,269,369.79","2,707,749,543.50","2,655,368,501.31","2,502,558,068.94","2,799,937,630.14","2,983,834,915.77","2,823,320,932.93","2,722,960,198.84","2,887,020,441.46","2,963,599,905.98","2,944,308,541.11","3,162,682,731.10","2,989,565,498.57","2,766,655,538.90","2,789,048,403.25","2,663,503,267.56","2,794,059,027.45"
