科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"71,301,948.28","188,233,561.75","174,265,935.61","191,782,565.26","133,487,273.13","114,427,044.96","100,497,534.14","106,229,295.65","457,945,450.36","321,522,907.35","268,092,418.35","255,194,834.09","225,982,751.91","169,656,822.87","189,440,724.88","376,027,437.49","202,133,493.70","135,519,304.80","239,577,172.98","158,758,564.80","172,766,825.61","211,468,695.86","158,549,022.06","131,643,151.46","173,551,493.97","128,186,984.90","210,380,275.52","140,819,897.12","232,745,982.14","220,306,606.63","206,492,238.66","201,843,748.15","229,436,742.26","216,323,055.97","245,230,218.01","149,943,937.36","155,747,372.78","662,892,433.14","420,136,684.25","403,432,062.54","437,388,026.62","395,052,422.57","212,852,113.84","791,219,238.10"
短期借款,"162,000,000.00","124,000,000.00","104,000,000.00","209,025,461.11","204,000,000.00","225,957,685.66","265,000,000.00","265,000,000.00","172,000,000.00","306,525,899.10","385,000,000.00","406,000,000.00","471,000,000.00","532,123,339.93","672,999,400.03","960,000,000.00","699,091,701.72","669,272,921.49","722,121,644.71","999,403,465.34","771,000,000.00","792,000,000.00","699,000,000.00","723,000,000.00","1,055,500,000.00","1,046,500,000.00","542,200,000.00","543,200,000.00","551,200,000.00","535,000,000.00","582,000,000.00","631,300,000.00","584,800,000.00","562,300,000.00","696,240,000.00","639,000,000.00","704,500,000.00","358,000,000.00","672,000,000.00","702,000,000.00","857,000,000.00","867,000,000.00","567,000,000.00","984,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,"300,000,000.00","300,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"20,344,064.05","9,003,677.89","9,578,763.22","17,230,476.00","27,722,556.75","14,618,200.00","5,238,390.00","16,478,539.52","6,159,407.28","10,194,431.78","21,016,649.69","15,466,397.36","22,073,399.07","18,737,342.36","45,746,693.37","27,351,483.87","47,959,007.06","40,204,880.06","90,131,965.80","29,455,963.50","43,223,385.20","46,843,470.60","110,205,119.36","52,316,555.94","99,704,032.99","46,352,711.46","167,975,568.58","89,719,113.06","81,203,443.76","78,151,550.16","103,929,657.73","56,154,607.96","58,771,933.87","59,327,422.84","87,845,865.56","43,660,879.44","131,955,306.41","67,185,054.54","106,979,759.81","113,293,926.02","159,099,187.01","223,597,433.77","256,344,803.90","205,757,280.35"
应付票据,,,,"8,000,000.00","5,000,000.00","6,500,000.00","3,900,000.00","69,900,000.00","192,550,000.00","114,887,110.00","122,377,110.00","94,090,000.00","128,785,600.00","77,185,600.00","51,500,000.00","34,000,000.00","31,971,819.80","33,491,819.80","28,500,000.00","58,300,000.00","44,078,655.00","65,778,655.00","78,336,662.50","69,596,662.50","116,395,000.00","122,035,000.00","115,880,000.00","110,360,000.00","205,200,000.00","223,200,000.00","78,736,853.94","128,936,853.94","176,500,000.00","235,999,996.11","62,000,000.00","48,500,000.00","85,671,857.80","117,931,857.80","73,260,000.00","176,436,214.76","348,806,214.33","322,528,974.48","162,609,846.49","142,017,382.82"
应收账款,"62,098,202.87","56,883,618.59","34,746,596.76","74,340,491.31","50,160,257.45","61,485,550.67","78,362,594.79","113,410,791.43","108,997,227.83","112,611,427.29","116,260,996.41","152,137,042.30","176,953,010.44","200,460,138.45","210,515,151.82","262,153,876.86","301,934,775.92","302,788,666.34","277,179,300.26","318,447,498.54","338,014,261.26","343,959,787.39","241,755,088.93","295,623,975.72","309,256,506.37","346,921,059.33","244,804,497.54","331,841,728.40","307,478,759.44","313,358,362.10","321,120,324.04","338,280,043.24","316,395,563.64","385,766,094.26","275,864,246.50","314,577,176.53","389,177,628.10","417,165,769.27","339,257,345.80","412,830,704.65","427,075,324.34","471,903,184.24","501,220,713.78","577,482,881.54"
应付账款,"31,989,639.56","47,294,553.17","55,188,399.95","45,280,237.32","50,736,850.83","46,342,548.67","58,092,091.09","69,001,967.38","186,994,727.83","168,059,178.11","191,959,735.96","212,581,310.20","217,677,820.25","223,531,131.46","230,807,759.81","228,318,855.90","278,911,888.30","254,761,257.06","255,779,419.59","260,935,941.01","289,731,767.27","295,059,232.31","246,806,413.89","358,150,138.91","352,128,375.49","324,855,018.14","289,624,150.88","295,100,582.21","264,190,161.89","337,492,045.49","346,010,050.71","379,478,236.54","303,066,885.27","303,648,597.91","241,728,018.63","215,905,308.27","302,741,862.69","293,920,225.91","280,561,478.43","264,987,245.02","276,184,092.38","238,273,278.40","214,052,584.18","266,731,388.60"
预付款项,"34,616,450.31","26,221,554.50","26,201,332.91","23,354,108.53","13,840,509.58","10,315,003.01","10,676,067.33","9,805,171.44","17,535,838.67","23,584,567.22","9,115,966.94","36,155,257.64","93,592,711.94","46,590,995.65","44,226,232.10","77,892,269.38","104,777,733.94","79,625,463.14","31,735,653.93","42,071,652.49","61,279,974.74","57,954,009.41","32,928,318.78","46,654,858.67","39,470,456.92","71,541,784.49","14,688,235.65","46,843,041.01","17,753,278.06","52,928,820.39","22,279,744.77","27,536,456.47","24,313,598.89","9,641,265.23","14,137,097.95","43,325,866.95","21,792,022.48","61,734,661.92","25,453,084.50","79,753,937.28","65,983,793.09","56,258,880.18","39,822,738.86","42,527,672.97"
预收款项,"19,626,297.38","30,901,258.45","21,711,732.56","25,183,579.52","18,240,899.90","18,408,913.89","6,016,493.65","12,180,347.47","14,155,857.74","21,946,760.36","23,370,494.62","35,394,645.01","54,374,286.49","64,291,487.16","46,143,244.32","68,932,776.31","40,524,475.16","72,738,436.03","74,732,159.62","92,026,248.09","54,923,994.55","69,381,203.12","32,987,993.09","44,149,870.21","48,776,387.24","81,239,586.26","46,414,543.51","64,349,720.65","36,108,540.35","46,108,418.46","27,879,776.25","39,026,524.89","20,427,864.38","30,147,529.68","28,408,920.51","47,249,880.60","61,874,001.26","35,095,828.58","47,768,768.25","64,745,535.06","119,220,002.92","111,026,048.09","64,581,496.19","79,053,310.34"
其他应收款,"151,282.81","11,258,331.75","5,454,060.21","13,196,439.63","9,091,032.72","13,460,433.06","9,936,215.63","12,073,155.37","12,866,790.66","19,964,767.97","10,199,475.64","14,912,059.86","25,405,215.54","19,971,076.55","12,665,958.54","20,979,543.80","12,675,392.09","16,983,091.62","7,815,099.17","19,946,328.10","18,406,088.06","19,038,407.90","15,957,520.65","18,145,508.82","16,545,531.53","14,761,336.90","14,878,875.72","14,510,719.03","17,667,159.63","10,865,769.87","9,515,317.29","11,139,305.16","10,925,750.93","11,004,328.62","10,764,272.50","21,638,416.62","14,798,302.10","8,848,406.86","18,994,794.30","18,946,375.72","10,023,223.15","17,337,087.68","7,482,786.12","9,112,648.43"
