科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动产生的现金流量净额,"77,269,689.58","79,503,709.38","57,922,818.33","94,681,529.64","115,054,667.04","38,285,654.53","21,502,417.99","51,823,446.09","95,019,979.26","46,283,967.15","26,877,034.11","45,198,536.69","187,362,650.15","-15,244,169.86","3,318,774.98","270,224,552.86","280,058,359.46","245,453,773.40","272,535,751.84","566,523,764.22","583,995,950.87","-6,246,738.59","17,356,248.30","47,051,883.10","59,545,866.66","1,800,517.32","23,783,979.92","22,984,852.29","42,133,479.16","-39,575,228.92","-23,306,790.47","-39,085,030.76","-62,830,738.34","23,192,252.34","14,331,842.49","19,183,696.49","-31,873,685.83","-34,570,404.88"
分配股利、利润或偿还利息支付的现金,"9,090,535.31","4,489,206.25","1,760,987.31","2,229,464.82","2,718,883.82","543,630.29","544,184.81","74,044,728.22","74,043,083.33",556.45,"58,801,117.02","58,801,664.36","58,800,000.00",,"58,808,931.41","58,817,412.16","58,824,683.79","5,114.62","58,809,969.45","58,815,048.56","58,818,339.41","2,579.49","52,925,042.90","52,927,338.49","52,929,342.70","1,014,876.63","57,008,758.52","59,859,849.15","59,895,524.45","37,789.32","58,877,385.10","58,906,103.68","58,958,351.70","35,850.69","58,871,657.85","88,305,744.47","88,337,820.70","30,306.73"
收回投资收到的现金,,,,,,,,,,,,"422,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"2,974,058.08",
支付其他与筹资活动有关的现金,,,,"13,980.40",,"6,405,743.56","6,409,700.00","6,409,700.00","4,662,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,"3,492,821.92","7,756,109.59","2,655,205.47","8,157,661.26","11,598,209.21","20,236,973.14","2,395,150.68","11,138,971.53","22,881,579.74","25,634,018.10","24,870,761.65","31,931,770.78","49,851,740.64","61,929,768.04","15,427,915.62","32,387,164.96","46,057,723.99","59,696,448.20","9,760,850.79","24,539,429.84","33,569,633.72","43,228,545.45","4,650,155.95","16,084,641.70","29,907,450.93","41,177,736.83","11,918,386.02"
筹资活动现金流出小计,"29,090,535.31","44,489,206.25","41,760,987.31","63,243,445.22","103,736,276.76","46,954,107.17","46,963,416.88","120,468,662.84","118,705,083.33","5,371.96","58,810,783.59","58,816,067.52","58,909,974.14",,"59,012,053.95","59,285,872.40","59,794,995.99","456,844.12","59,610,850.65","60,670,581.76","60,920,588.41","103,801.39","53,071,701.30","53,203,759.09","53,329,135.90","1,067,525.93","57,560,375.92","60,038,511.55","60,208,802.25","455,875.82","59,746,209.60","60,252,671.18","60,760,321.70","486,097.69","59,774,852.35","89,505,257.47","90,112,697.70","462,877.73"
处置固定资产、无形资产和其他长期资产收回的现金净额,"199,452.57","204,210.70",,,"9,807.69",,"300,000.00","1,162,038.43","1,324,821.17","48,000.00","58,598.29","98,528.71","3,543.08","15,000.00","15,000.00","104,367.99","181,418.87","89,743.59","89,743.59","89,743.59","89,743.59","96,000.00","96,000.00","606,000.00","686,216.70",,"70,000.00","70,000.00","155,310.68",,,"105,246.72","190,670.34","88,687.80","170,226.26","170,226.26","170,226.26",
筹资活动产生的现金流量净额,"30,909,464.69","16,636,728.67","-1,760,987.31","-23,243,445.22","-23,736,276.76","1,129,175,852.51","1,129,358,035.84","1,056,192,882.46","1,056,477,416.67","-5,371.96","-58,810,783.59","-58,816,067.52","-58,909,974.14",,"-59,012,053.95","-59,285,872.40","-59,794,995.99","-456,844.12","-58,358,850.65","-59,418,581.76","-59,668,588.41","-103,801.39","-53,071,701.30","-52,547,759.09","-52,673,135.90","7,140,474.07","-45,308,375.92","-47,550,445.98","-47,181,736.68","-455,875.82","-59,615,062.06","-60,121,523.64","-60,629,174.16","-486,097.69","-59,774,852.35","-89,505,257.47","-90,112,697.70","35,576,422.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,646.52",
四、汇率变动对现金的影响,"-2,882,418.88","-3,753,610.52","167,164.93","-115,932.78","609,116.59","-26,693.16","-243,757.19","-506,148.84","299,458.69","-7,177.53","-54,120.36","-551,560.26","-2,464,984.59","4,424.87","251,170.80","315,318.28","-384,008.94","-352,759.64","-1,155,442.67","-1,310,009.69","-2,820,455.31","-101,224.78","200,953.34","97,982.23","-1,021,948.05","244,487.22","169,253.26","287,976.86","142,610.31","78,562.40","1,577,295.19","2,044,015.75","2,051,504.90","-33,164.79","-121,443.28","-271,895.43","-1,379,659.84","-248,624.26"
收到其他与投资活动有关的现金,,"46,696,926.67",,,,,,,"531,850.00","13,805,689.85","116,450,134.29","238,514,891.66",,"150,000,000.00","510,000,000.00","640,000,000.00","935,165,305.31","70,000,000.00","426,800,000.00","1,054,800,000.00","1,174,800,000.00","948,000,000.00","1,348,000,000.00","2,051,000,000.00","2,660,000,000.00","713,500,000.00","1,664,500,000.00","2,346,000,000.00","3,153,098,200.00","494,401,800.00","1,285,401,800.00","1,830,201,800.00","2,512,201,800.00","449,000,000.00","1,259,000,000.00","2,173,500,000.00","2,715,000,000.00","508,500,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"199,452.57","46,901,137.37",,,"9,807.69",,"300,000.00","1,162,038.43","1,856,671.17","13,853,689.85","116,508,732.58","664,106,242.29","7,759,652.67","152,670,205.47","518,172,661.26","651,702,577.20","955,583,697.32","72,484,894.27","438,028,715.12","1,077,771,323.33","1,200,523,761.69","972,966,761.65","1,380,027,770.78","2,101,457,740.64","2,722,615,984.74","728,927,915.62","1,696,957,164.96","2,392,127,723.99","3,212,949,958.88","504,162,650.79","1,309,941,229.84","1,863,876,680.44","2,555,621,015.79","453,738,843.75","1,275,254,867.96","2,203,577,677.19","2,759,315,374.65","520,418,386.02"
五、现金及现金等价物净增加额,"13,872,774.31","12,327,043.54","21,529,502.95","28,134,514.56","37,637,134.69","1,153,757,684.00","1,119,524,236.63","1,061,412,317.25","322,478,717.52","-27,157,085.77","-140,753,866.42","-145,753,779.73","-54,941,987.70","-246,279,914.37","-147,702,895.27","-14,046,611.10","197,127,049.41","-293,676,460.80","-314,020,977.64","-357,261,354.69","-400,070,750.02","61,495,501.65","14,020,760.36","-2,482,202.91","-93,289,020.76","86,420,210.25","27,798,661.86","24,517,243.81","69,329,706.16","132,440,247.28","58,508,485.84","149,438,045.57","67,878,597.27","-148,034,144.49","-152,486,097.34","-145,774,039.54","-156,927,874.85","19,668,244.49"
购建固定资产、无形资产和其他长期资产支付的现金,"68,638,059.27","126,960,916.52","34,799,493.00","43,187,637.08","54,300,179.87","13,677,129.88","31,392,460.01","46,733,044.19","57,475,852.89","15,732,206.08","23,724,741.96","29,065,196.54","38,689,331.79","14,449,614.85","16,909,006.87","18,478,745.55","19,811,560.95","5,005,524.71","10,271,151.28","13,027,850.79","29,301,418.86","2,019,495.24","8,492,510.76","13,042,049.79","30,255,788.21","20,793,183.98","32,803,360.36","56,332,863.35","74,814,605.51","9,769,861.17","23,088,186.66","37,782,763.57","59,740,678.27","14,445,978.10","27,676,512.16","44,258,260.32","51,377,206.13","11,507,534.66"
期初现金及现金等价物余额,"42,501,758.81","56,374,533.12","68,701,576.66","68,701,576.66","68,701,576.66","106,338,711.35","106,338,711.35","108,364,582.67","106,338,711.35","430,804,238.87","430,804,238.87","430,804,238.87","428,817,428.87","373,875,441.17","373,875,441.17","373,875,441.17","373,875,441.17","571,002,490.58","571,002,490.58","571,002,490.58","571,002,490.58","170,931,740.56","170,931,740.56","170,931,740.56","170,931,740.56","77,642,719.80","77,642,719.80","77,642,719.80","77,642,719.80","146,972,425.96","146,972,425.96","146,972,425.96","146,972,425.96","214,851,023.23","214,851,023.23","214,851,023.23","214,851,023.23","57,923,148.38"
投资支付的现金,"9,173,021.38",4.84,,,,,,"526,856.70",,,"50,000,000.00","572,000,000.00",,,,,,,,,,,,,,,,,"10,000,000.00",,,"26,693,332.65","26,693,332.65",,,,,
期末现金及现金等价物余额,"56,374,533.12","68,701,576.66","90,231,079.61","96,836,091.22","106,338,711.35","1,260,096,395.35","1,225,862,947.98","1,169,776,899.92","428,817,428.87","403,647,153.10","290,050,372.45","285,050,459.14","373,875,441.17","127,595,526.80","226,172,545.90","359,828,830.07","571,002,490.58","277,326,029.78","256,981,512.94","213,741,135.89","170,931,740.56","232,427,242.21","184,952,500.92","168,449,537.65","77,642,719.80","164,062,930.05","105,441,381.66","102,159,963.61","146,972,425.96","279,412,673.24","205,480,911.80","296,410,471.53","214,851,023.23","66,816,878.74","62,364,925.89","69,076,983.69","57,923,148.38","77,591,392.87"
