科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"378,384,899.50","907,683,436.00","1,277,423,242.61","1,415,139,504.69","352,721,962.18","981,812,077.53","1,607,342,513.65","2,240,159,741.08","468,565,214.05","1,089,146,302.44","1,522,048,050.72","1,795,329,644.33","425,132,284.29","767,104,431.93","1,227,427,431.70","1,880,235,626.62","510,239,927.74","904,450,046.92","1,322,445,439.59","2,041,459,800.74","494,992,667.88","832,657,455.88","1,406,362,536.28","2,112,203,276.91","534,550,254.54","1,014,911,028.62","1,817,728,034.57","2,442,927,591.08","643,900,243.31","1,340,703,054.07","2,021,483,175.60","2,964,661,541.79","679,884,134.28","1,491,660,091.57","2,237,592,966.88","3,081,460,741.14","838,325,276.32","1,781,648,521.04","2,617,302,175.83","3,887,458,004.59","859,839,626.39","1,703,269,914.16","2,563,052,962.73","3,401,600,076.57"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"94,263,866.67","94,393,981.95",,,,,,,,"126,965,900.65",,,,,,,,,,,,"28,710,465.09"
收到的税费返还,,,,"1,889.30",,,,,"43,274.00",,,,,,,"243,069.80",,,,"3,339,730.96",,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"266,072.40",,,,,,,"13,692.91",,,,,,,,,,,,,,,,,,,,"100,000,000.00"
收到其他与经营活动有关的现金,"7,372,886.90","4,935,697.83","17,103,869.14","8,824,051.95","7,015,843.94","6,696,314.73","14,327,539.77","9,829,483.78","12,024,362.85","7,269,977.22","19,152,881.96","18,536,558.79","5,359,698.99","14,449,802.46","19,539,723.78","36,741,353.12","4,972,972.42","8,799,812.21","15,272,321.25","29,619,635.91","10,764,773.83","18,620,942.70","32,748,342.09","24,487,872.20","5,399,518.85","14,251,140.41","19,466,749.27","22,538,699.92","7,507,680.60","18,074,177.32","23,682,322.34","27,989,303.44","5,127,241.02","13,648,502.50","21,173,567.86","21,637,733.25","5,881,907.30","9,090,216.30","13,159,597.93","13,838,492.34","4,113,570.25","9,913,940.28","14,590,915.20","19,462,532.67"
投资活动现金流出小计,"591,315,684.93","1,531,929,355.11","2,044,449,691.01","2,553,313,876.48","300,257,889.00","681,460,680.04","880,946,978.10","1,221,649,431.93","393,418,125.96","798,268,855.01","1,418,831,652.86","1,942,683,580.90","390,928,842.95","768,668,086.08","1,210,206,917.20","1,788,891,138.91","290,633,587.61","472,220,328.43","695,847,815.76","800,341,107.22","263,347,616.44","914,282,773.59","1,371,466,060.34","1,404,821,661.21","319,740,589.92","581,905,592.88","819,909,400.18","916,192,522.77","358,518,655.22","768,823,750.51","1,083,542,200.99","806,770,645.86","480,526,063.47","676,887,600.14","903,920,554.53","807,759,028.62","277,228,993.94","778,703,489.59","1,134,705,172.70","498,829,596.06","212,396,754.73","333,597,296.57","1,011,081,290.97","947,445,385.52"
经营活动现金流入小计,"385,757,786.40","912,619,133.83","1,294,527,111.75","1,423,965,445.94","359,737,806.12","988,508,392.26","1,621,670,053.42","2,249,989,224.86","480,632,850.90","1,096,416,279.66","1,541,200,932.68","1,813,866,203.12","430,491,983.28","781,554,234.39","1,246,967,155.48","1,917,220,049.54","515,212,900.16","913,249,859.13","1,337,717,760.84","2,074,419,167.61","505,757,441.71","851,278,398.58","1,439,110,878.37","2,136,691,149.11","539,949,773.39","1,029,162,169.03","1,837,194,783.84","2,465,466,291.00","651,407,923.91","1,358,777,231.39","2,045,165,497.94","2,992,650,845.23","685,011,375.30","1,505,308,594.07","2,258,766,534.74","3,103,098,474.39","844,207,183.62","1,790,738,737.34","2,630,461,773.76","3,901,296,496.93","863,953,196.64","1,713,183,854.44","2,577,643,877.93","3,421,062,609.24"
投资活动产生的现金流量净额,"26,506,168.35","29,923,180.58","165,157,245.85","165,602,843.47","-86,260,585.31","-63,259,298.66","-37,978,453.88","-14,308,197.58","-24,107,455.63","-13,314,475.21","-26,918,197.89","-134,932,324.41","-61,060,840.07","-56,489,296.14","-98,684,619.52","-25,135,280.46","-40,687,538.83","-22,814,449.91","-61,024,947.00","-46,480,056.02","-25,244,608.29","28,230,633.31","-191,731,631.48","-99,244,073.99","-152,363,157.34","-130,306,505.03","-212,916,203.41","-177,297,548.48","-70,322,356.64","-227,201,519.95","-314,581,285.78","-412,391,010.09","7,318,539.52","-54,255,379.36","-14,357,189.20","-107,670,027.66","55,316,284.71","20,551,261.82","40,280,837.06","21,120,006.73","-74,975,844.05","-108,505,268.79","-105,983,589.58","-133,484,982.73"
购买商品、接受劳务支付的现金,"275,449,543.78","579,833,529.68","859,355,221.46","875,452,272.06","195,026,715.42","511,596,750.48","1,002,885,091.44","1,428,749,688.38","260,073,896.65","703,584,011.08","1,032,936,664.39","1,173,522,337.85","302,116,485.82","383,842,895.96","731,151,943.70","1,213,232,134.44","385,520,952.25","563,130,761.93","844,059,241.14","1,336,762,022.39","306,744,804.73","369,201,927.81","768,909,403.54","1,182,290,435.81","335,318,452.50","530,205,506.61","1,156,752,312.05","1,466,092,998.33","462,961,846.45","854,749,654.28","1,287,059,466.89","1,839,366,459.92","412,233,724.67","868,234,813.16","1,331,670,093.66","1,909,510,311.46","665,015,550.58","1,296,404,785.05","1,806,991,579.44","2,810,886,821.81","567,575,859.55","979,054,326.48","1,510,110,761.35","1,983,209,848.56"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00",,,,,,,,
