科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"876,533,346.45","1,248,100,960.67","1,918,187,669.89","1,839,893,939.63","2,982,205,128.77","4,198,203,111.29","1,063,825,102.06","2,413,958,532.75","3,722,331,105.64","5,410,479,639.92","958,388,809.44","2,502,704,153.68","4,404,259,950.38","6,777,827,064.23","1,335,064,299.75","3,619,824,125.03","5,956,260,800.20","8,691,326,910.46","1,696,881,026.58","4,203,392,525.72","6,511,211,182.23","9,787,970,298.50","1,739,026,758.86","3,657,647,643.93","5,631,420,970.42","8,010,010,888.27","1,579,638,774.29","3,912,779,869.84","6,276,095,696.32","10,112,537,436.36","1,863,075,183.44","5,181,135,601.47","8,674,213,924.96","12,535,229,691.98","2,328,780,581.39","6,088,978,542.88"
二、营业利润,"49,425,017.40","65,579,073.27","121,761,352.33","123,652,377.29","194,773,472.79","269,590,132.07","72,162,700.94","179,215,903.04","259,246,545.52","369,849,106.81","57,169,591.29","181,810,115.13","299,812,380.02","467,762,338.72","76,024,517.57","235,601,850.27","374,213,839.50","619,478,093.76","95,005,744.46","251,449,098.14","390,819,605.23","640,009,143.28","97,708,811.98","180,244,458.26","289,389,473.68","327,173,458.39","52,351,794.19","192,740,564.96","351,076,505.46","450,611,995.77","49,270,234.95","259,176,882.41","456,765,249.75","790,606,297.96","66,715,839.27","311,562,793.13"
减:营业成本,"778,515,143.14","1,101,486,503.46","1,683,963,008.58","1,608,977,686.53","2,609,375,581.05","3,681,134,498.27","927,153,938.01","2,078,394,599.32","3,209,725,821.89","4,629,474,412.41","822,563,036.17","2,116,595,522.88","3,756,010,295.91","5,796,038,769.87","1,126,558,287.84","3,053,701,035.80","5,052,174,250.55","7,314,445,752.20","1,435,920,142.91","3,541,076,756.11","5,463,588,735.80","8,127,547,137.58","1,438,794,682.61","3,038,061,730.39","4,680,558,820.20","6,657,408,655.55","1,317,680,775.01","3,332,869,852.31","5,352,998,657.25","9,020,239,496.22","1,628,300,519.51","4,555,681,621.75","7,679,456,348.37","11,085,681,951.77","2,069,733,180.60","5,387,311,025.19"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"27,977,114.63","42,311,689.00","65,297,674.92","62,104,005.56","100,681,075.37","141,638,385.13","35,791,474.57","81,727,354.82","126,605,952.76","184,821,613.41","33,341,412.54","86,768,742.76","152,438,210.36","233,508,127.25","44,597,649.60","122,237,753.63","199,363,670.23","285,422,008.21","56,099,125.88","139,736,857.99","215,807,811.52","323,471,376.55","55,573,384.90","120,427,186.33","189,190,274.95","261,250,059.26","55,123,959.47","12,466,086.85","17,107,290.95","55,622,391.00","7,668,908.75","19,634,086.66","23,404,103.40","54,888,901.97","7,222,596.89","20,346,029.09"
营业外收入,"6,797,265.54","1,324,404.92","5,462,174.32",,,"4,000,500.00",,,"10,000.00","310,000.00",,"2,000,000.00","2,000,000.00","2,810,310.91",,"147,203.75","3,064,715.35","3,632,690.85","1,292,158.72","2,175,335.38","2,268,113.04","7,593,834.47","1,280,000.00","39,049,192.66","46,034,717.66","44,727,518.30","1,079,664.20","4,131,775.80","6,096,480.86","30,948,082.48","4,904,618.39","11,774,129.52","12,976,817.05","63,980,566.51","14,924,197.44","24,587,235.41"
销售费用,"10,374,567.61","11,997,880.42","12,577,216.20","8,272,948.74","13,456,332.51","19,922,382.67","6,755,948.96","16,728,256.33","30,907,852.59","62,856,966.98","17,124,247.12","40,787,819.34","67,079,644.08","105,975,141.92","30,393,007.30","63,916,964.92","97,417,567.84","137,252,353.41","39,745,350.64","91,598,030.74","132,194,506.68","156,035,521.12","27,744,509.40","59,937,210.50","86,374,551.55","140,682,412.33","29,975,036.86","71,857,246.62","122,493,140.16","186,362,976.51","49,841,372.91","103,707,730.46","161,481,258.66","239,443,711.24","58,025,555.75","120,724,465.17"
减:营业外支出,"730,256.83","607,355.77",,"24,787.37","24,787.37","44,721.89","500,000.00","500,000.00","500,000.00","527,676.05","22,911.48","25,915.48","25,915.48","322,709.98","104,466.70","104,466.70","104,466.70","304,466.70","6,348.40","10,145.07","32,383.25","229,271.60","1,149,278.02","1,206,347.86","1,206,436.71","2,091,297.21","855,584.17","824,882.36","838,715.85","1,247,373.03","1,057.42","2,349,694.63","2,500,619.78","75,296,409.98",0.50,"154,988.94"
管理费用,"16,906,802.25","22,790,146.14","29,884,247.25","19,983,417.67","33,626,581.46","47,610,276.51","18,262,502.88","37,146,778.21","58,326,215.85","86,772,018.66","23,260,341.57","51,915,918.98","81,931,330.51","102,993,879.45","32,186,979.86","69,903,299.49","111,968,695.65","145,882,940.93","35,579,952.29","78,759,230.11","132,749,930.04","169,739,749.76","56,811,268.31","112,136,577.03","164,886,656.56","235,172,235.84","58,706,430.57","133,451,164.18","196,885,119.47","279,177,257.16","72,581,900.59","145,618,844.83","212,739,936.98","326,442,520.35","69,979,036.75","147,673,991.38"
其中:非流动资产处置净损失,,"46,412.68",,,,"24,787.37",,,,"27,676.05","22,911.48","25,915.48","25,915.48","122,688.18","104,466.70","104,466.70","104,466.70","104,466.70","6,348.40","10,145.07","10,383.25","145,271.60","34,278.02","79,202.51","79,291.36","247,400.95","5,874.71","6,558.16","7,366.16","427,237.20",,"38,533.65",,,,
