科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2015-12-31
货币资金,"8,346.89","12,137.89","19,893.64","6,063.29","6,473.04","5,461.22","3,937.69","2,287.39",773.14,"4,973.14",773.14,"2,501.44","15,401.94","8,159.94",,,,,,,,,,,,,,,,,"64,048,288.85"
短期借款,"396,847,175.60","396,847,175.60","396,847,175.60","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23","388,003,205.23",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"957,000.00"
应收账款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,452,392.51"
应付账款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,940,189.92"
预付款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108,823,448.25"
预收款项,"524,875,076.93","524,875,076.93","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","14,900,826.91","2,853,419.36"
其他应收款,"5,079,756.86","4,793,416.08","4,714,550.60","191,171.47","208,977.12","316,455.03","610,211.83","286,487.92","301,477.91","310,543.66","628,285.86","802,866.84","936,400.90","1,090,021.10","1,132,639.21","1,136,211.87","1,136,211.87","1,139,067.15","1,140,454.64","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","32,679,858.99"
应付职工薪酬,"4,757,245.58","4,077,519.58","101,868.00","445,136.64","440,433.64","480,990.64","389,702.64","390,662.64","426,778.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","388,651.64","542,110.64","542,110.64","536,749.64","900,130.60"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,550,530.86","1,553,872.86","1,513,540.56","1,542,173.36","1,541,947.11","1,542,939.11","1,544,592.86","1,541,657.61","1,539,633.36","1,539,633.36","1,539,633.36","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","1,539,033.11","19,308,909.52"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,"531,547,827.00","531,547,827.00","546,612,579.49","546,612,579.49","562,119,465.98","562,119,465.98","577,184,218.47","577,184,218.47","592,248,970.96","592,248,970.96","607,313,723.45","607,313,723.45","622,378,475.94","622,378,475.94","637,443,228.43","637,443,228.43","652,507,980.92","652,507,980.92","667,572,733.41","667,572,733.41","682,637,485.90","682,637,485.90","697,702,238.39","697,702,238.39","712,766,990.88","712,766,990.88","727,831,743.37",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43","3,218,211.43",
存货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"394,975,621.23"
其他应付款,"205,146,812.53","206,418,162.94","207,595,219.37","199,822,023.58","200,425,904.52","200,964,429.55","201,757,213.74","201,393,425.78","201,650,709.38","201,857,818.18","202,436,725.58","202,737,352.25","203,082,138.17","203,416,176.91","203,507,806.81","203,793,479.55","203,942,917.69","204,140,086.10","204,396,133.30","204,613,719.90","204,746,107.14","205,063,253.18","205,260,593.61","205,472,479.60","205,628,007.81","205,868,890.61","206,099,350.01","206,254,582.67","206,464,245.24","206,712,412.15","60,432,260.27"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,391.79"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,477,580.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,499,857.90"
其他流动负债,"501,521,315.48","501,521,315.48","513,939,518.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"5,088,103.75","4,805,553.97","4,734,444.24","197,234.76","215,450.16","321,916.25","614,149.52","288,775.31","302,251.05","315,516.80","629,059.00","805,368.28","951,802.84","1,098,181.04","1,132,639.21","1,136,211.87","1,136,211.87","1,139,067.15","1,140,454.64","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","1,139,238.21","781,612,859.52"
流动负债合计,"1,637,916,368.41","1,638,511,334.82","1,138,116,360.77","1,139,479,404.15","1,140,078,355.84","1,155,723,182.36","1,156,426,332.30","1,171,567,455.58","1,171,858,830.93","1,187,092,565.22","1,187,671,472.62","1,203,036,251.53","1,203,381,037.45","1,218,779,828.68","1,218,871,458.58","1,234,221,883.81","1,234,371,321.95","1,249,633,242.85","1,249,889,290.05","1,265,171,629.14","1,265,304,016.38","1,280,685,914.91","1,280,883,255.34","1,296,159,893.82","1,296,315,422.03","1,311,621,057.32","1,311,851,516.72","1,327,224,960.87","1,327,434,623.44","1,342,742,181.84","111,869,489.67"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,"54,224,816.64",,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"58,467,727.28","58,467,727.28","58,467,727.28","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64",,"54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64","54,224,816.64",
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"29,395,189.46",,,,,,,,,,,,,,,,,,,,,,"220,253,170.00"
预计负债,,,"501,521,315.48","524,649,903.20","524,649,903.20","536,214,197.06","536,214,197.06","547,778,490.92","547,778,490.92","559,342,784.78","559,342,784.78","570,907,078.64","570,907,078.64","582,471,372.50","582,471,372.50","594,035,666.36","594,035,666.36","605,599,960.22","605,599,960.22","617,164,254.08","617,164,254.08","628,728,547.94","628,728,547.94","640,292,841.80","640,292,841.80","651,857,135.66","651,857,135.66","663,421,429.52","663,421,429.52","674,985,723.38",
固定资产,"32,002,319.50","32,002,319.50","31,314,379.47","30,970,921.44","30,633,163.41","30,407,991.39","30,070,234.04","29,732,711.75",,"29,057,683.25","28,720,207.44","28,382,694.65","28,045,543.76","27,708,392.87","27,371,241.98","27,034,091.09","26,696,940.20","26,359,789.31","26,022,638.42","25,685,487.53","25,348,336.64","25,011,185.75","24,674,034.86","24,336,883.97","23,999,733.08","23,662,582.19","23,325,431.30","22,988,280.41","22,651,129.52","22,313,978.63","427,651,550.38"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"491,893,462.63"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"501,521,315.48","524,649,903.20","524,649,903.20","536,214,197.06","536,214,197.06","547,778,490.92","547,778,490.92","559,342,784.78","559,342,784.78","570,907,078.64","570,907,078.64","582,471,372.50","582,471,372.50","594,035,666.36","594,035,666.36","605,599,960.22","605,599,960.22","617,164,254.08","617,164,254.08","628,728,547.94","628,728,547.94","640,292,841.80","640,292,841.80","651,857,135.66","651,857,135.66","663,421,429.52","663,421,429.52","674,985,723.38",
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,637,916,368.41","1,638,511,334.82","1,639,637,676.25","1,664,129,307.35","1,664,728,259.04","1,691,937,379.42","1,692,640,529.36","1,719,345,946.50","1,719,637,321.85","1,746,435,350.00","1,747,014,257.40","1,773,943,330.17","1,774,288,116.09","1,801,251,201.18","1,801,342,831.08","1,828,257,550.17","1,828,406,988.31","1,855,233,203.07","1,855,489,250.27","1,882,335,883.22","1,882,468,270.46","1,909,414,462.85","1,909,611,803.28","1,936,452,735.62","1,936,608,263.83","1,963,478,192.98","1,963,708,652.38","1,990,646,390.39","1,990,856,052.96","2,017,727,905.22","111,869,489.67"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00","157,213,420.00"
油气资产,,,,,,,,,"45,398,192.50",,,,,,,,,,,,,,,,,,,,,,
资本公积,"169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","169,695,179.97","2,500,047,204.97"
