科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"12,416,450.31","26,126,779.27","59,278,122.09","565,648,555.11","485,687,135.63","472,440,052.18","480,316,632.39","454,414,149.33","423,986,447.92","442,252,260.81","397,223,793.66","370,878,089.16","310,048,469.55","308,518,509.73","294,754,624.62","283,237,669.28","251,219,491.70","281,337,958.50","260,847,303.32","252,529,938.02","222,915,229.72","224,243,260.08","237,532,775.53","262,067,444.96","78,627,676.97","138,084,037.48","108,572,226.56","135,738,818.67","583,542,882.50","151,848,996.10","146,157,608.85"
短期借款,"35,000,000.00","35,000,000.00","50,000,000.00","50,000,000.00",,,,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"17,857,302.27","10,976,491.29","25,207,893.54","16,869,483.86","24,207,238.78","23,604,457.51","43,161,441.90","45,096,989.90","46,756,254.30","39,149,568.29","69,892,693.16","46,328,149.16","56,071,093.79","52,218,539.44","68,958,105.47","74,826,913.91","65,092,404.40","49,603,245.25","61,651,123.71","59,942,310.84","57,068,376.61","54,167,141.99","86,118,106.07","79,697,083.70","60,555,477.12","38,980,247.82","37,384,093.14","40,887,347.01","39,291,442.54","44,264,065.31","44,079,602.71"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,013,873.00","14,336,199.50","8,892,326.50",,
应收账款,"49,148,651.20","60,996,075.91","58,786,674.14","80,493,337.69","93,515,635.56","102,104,637.34","93,744,457.84","109,629,347.36","118,944,389.80","128,147,086.92","123,363,319.49","154,309,113.54","158,974,043.53","174,402,958.59","182,479,109.17","173,784,495.83","171,639,123.95","181,308,290.26","165,651,682.85","173,342,976.91","174,484,511.04","169,274,755.26","152,920,974.06","150,870,685.25","149,640,973.33","167,778,176.39","182,793,427.54","191,934,744.29","232,454,916.13","242,165,665.97","235,966,163.23"
应付账款,"8,936,015.75","12,447,743.30","18,632,500.81","17,854,502.43","21,150,503.58","16,586,328.45","28,914,206.82","24,674,195.89","26,262,344.59","26,615,803.06","50,681,659.93","41,363,732.57","29,716,153.67","49,220,618.93","62,439,624.52","36,438,111.32","26,253,675.25","44,525,974.25","50,511,259.52","39,353,904.25","42,426,657.96","36,099,988.88","45,684,524.22","26,161,365.47","31,903,062.86","42,253,430.02","58,760,303.91","47,222,740.89","75,585,109.88","94,926,494.04","81,284,036.41"
预付款项,"409,968.58","1,732,462.16","3,655,890.80","4,417,494.96","15,106,155.27","24,643,241.80","9,119,321.89","9,964,089.73","10,486,442.55","18,239,511.80","16,954,945.18","20,086,059.65","11,894,645.26","24,112,547.62","4,859,951.87","5,017,684.92","6,894,669.32","11,176,167.73","35,651,297.85","35,248,321.45","37,473,499.08","33,947,692.66","33,161,734.75","35,875,769.37","32,019,196.55","35,748,743.40","33,569,797.71","36,697,487.44","32,918,299.16","41,420,173.34","31,726,000.86"
预收款项,"3,362,462.33","937,850.23","2,016,911.57","1,240,253.08","1,971,607.25","5,236,495.17","2,546,924.25","4,532,845.94","1,954,039.93","6,306,021.01","1,718,620.61","2,495,859.90","2,308,248.26","3,554,933.92","1,607,144.48","2,260,729.74","2,324,514.28","3,057,619.31","2,150,600.53","3,707,748.69","1,516,763.23","3,024,409.11","1,384,598.67","2,795,902.77","2,123,766.82","3,785,296.46","2,690,144.94","4,425,681.60","2,202,252.63","5,118,569.88","1,762,952.98"
其他应收款,"2,449,014.76","2,576,005.21","1,410,318.31","2,244,613.48","4,320,207.76","5,217,392.68","1,520,005.10","1,694,455.54","2,110,090.80","2,856,102.30","2,241,664.60","2,917,510.53","3,088,834.81","3,341,754.00","3,078,615.49","3,721,744.85","4,996,728.44","4,510,813.91","2,524,780.51","3,556,563.55","3,745,736.11","6,153,368.99","6,498,385.21","7,352,891.42","3,626,938.03","3,177,058.81","1,777,868.60","4,137,296.34","5,077,432.75","6,285,491.61","3,711,364.09"
应付职工薪酬,"529,247.30","718,177.97","2,019,982.16","989,772.64","1,324,768.59","1,440,335.71","3,189,500.52","1,698,869.43","2,018,406.42","2,178,527.00","3,144,539.04","2,319,512.43","2,514,890.11","2,333,254.59","3,974,983.09","2,869,006.66","3,122,599.53","3,428,050.40","5,621,658.82","4,050,474.86","4,088,363.41","4,366,121.17","6,998,835.99","5,388,567.01","5,518,651.96","5,943,770.59","10,306,968.10","6,893,007.56","12,850,663.44","12,715,008.66","36,666,302.56"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,190,909.10","1,985,773.31","3,758,308.22","2,760,389.58","4,448,302.19","3,733,815.02","1,908,190.86","1,940,785.35","4,213,100.94","977,759.20","-1,125,150.12","-631,477.18","-2,213,532.63","602,778.96","-4,216,667.52","-7,163,119.77","-3,398,248.76","4,732,886.29","64,928.66","2,603,228.09","2,993,748.34","4,934,268.60","2,109,104.37","5,026,704.67","2,275,927.35","2,195,321.31","2,151,674.29","4,413,247.19","9,163,150.72","16,953,948.15","18,912,378.24"
应收利息,,,,,,,"3,053,083.77","6,229,395.10","3,161,918.14","3,719,980.23","3,108,624.20","4,616,056.46","1,037,605.47","2,670,246.20","3,300,672.26","4,779,939.61","575,767.37","620,109.61","1,608,449.71","2,392,563.68","2,625,632.64","220,329.11","226,114.11","1,010,641.62","295,741.67","509,790.29","1,189,033.89","997,504.57",,"1,101,473.97","2,179,512.32"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,783.29","33,783.29","37,536.99"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"8,214,467.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"26,957,668.73","35,738,231.53","34,102,818.32","47,468,763.26","52,534,677.89","49,304,631.92","51,759,476.77","62,372,003.81","57,823,632.79","69,048,858.92","71,188,373.48","73,001,366.54","68,865,359.58","72,689,427.56","90,796,562.61","78,925,596.47","82,279,290.60","69,863,403.48","80,874,530.38","74,639,584.22","77,964,772.66","70,979,498.90","62,514,221.73","60,409,104.32","62,283,908.02","62,682,474.79","76,465,959.42","81,321,365.92","106,609,678.48","95,076,383.61","109,746,999.28"
其他应付款,"4,904,419.66","4,981,593.24","506,162.04","211,341.73","35,569.87","410,245.71","1,347,021.75","376,911.05","119,100.29","202,714.33","689,442.19","827,279.05","288,332.28","746,692.60","2,280,781.58","1,125,486.28","761,427.69","1,041,502.90","1,126,309.67","1,136,776.56","903,182.21","465,329.49","1,792,230.07","1,705,987.57","1,062,251.83","904,426.53","1,702,715.32","577,043.41","547,583,982.10","93,889,443.82","96,186,930.11"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,"27,000,000.00","25,770,414.37","10,560,675.73","199,050,000.00","161,348,034.79","191,243,779.23","145,798,543.36","111,862,489.12","126,000,000.00","147,161,859.70"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"109,239,055.85","138,146,045.37","182,441,717.20","717,142,248.36","675,371,050.89","677,314,413.43","682,674,419.66","689,400,430.77","663,269,176.30","703,413,369.27","683,973,413.77","672,136,345.04","609,980,051.99","637,953,983.14","648,227,641.49","624,294,044.87","582,697,475.78","598,419,988.74","608,809,168.33","601,652,258.67","576,277,757.86","585,986,046.99","604,742,725.83","607,844,296.37","586,099,911.69","608,308,563.77","632,996,186.09","637,513,107.60","1,111,757,140.68","708,162,249.91","720,729,111.04"
流动负债合计,"62,137,521.74","56,071,138.05","76,933,864.80","73,056,259.46","28,930,751.48","27,407,220.06","37,905,844.20","33,223,607.66","34,566,992.17","66,280,824.60","55,109,111.65","46,374,906.77","32,614,091.69","56,458,279.00","66,085,866.15","35,530,214.23","29,063,967.99","56,786,033.15","59,474,757.20","50,852,132.45","51,928,715.15","48,890,117.25","57,969,293.32","41,078,527.49","42,883,660.82","55,082,244.91","81,625,679.56","77,867,920.15","686,311,268.56","253,637,247.84","264,850,137.29"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"18,966,723.61","18,500,322.84","18,286,073.21","17,959,337.09","18,786,713.55","19,129,052.47","69,711,226.21","72,961,618.81","83,322,611.56","79,778,188.32","85,433,800.90","88,522,334.23","96,305,509.55","121,430,400.88","147,448,979.86","146,154,884.19","150,416,522.52","156,814,128.11","159,875,224.87","157,723,541.88","157,865,853.29","196,562,775.85","201,310,032.08","198,269,781.00","197,305,399.13","206,215,261.49","214,506,607.49","209,994,687.93","281,685,500.39","283,416,062.37","280,688,484.44"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,077,349.33","2,059,429.28","2,041,509.22"
在建工程,,"311,294.00","14,015,993.84","19,216,714.64","28,279,431.59","33,879,805.04",,"243,200.00",,"10,763,418.01","23,715,854.31","33,690,614.16","43,739,647.39","29,761,059.70","13,141,749.88","14,550,307.63","14,220,250.30","32,685,389.87","33,733,703.54","41,626,085.08","42,779,819.91","5,431,690.09","5,868,841.62","6,195,814.41","7,561,067.92","657,885.70","1,501,617.74","2,790,392.13","3,178,439.28","3,421,601.56","59,459.46"
其他非流动负债,"800,000.00","5,929,000.00","16,829,000.00","16,829,000.00","16,829,000.00","16,829,000.00","16,787,333.33","16,787,333.33","13,017,333.33","12,635,333.30","12,478,333.33","12,313,333.33","12,148,333.33","11,983,333.33","11,818,333.33","11,653,333.33","11,488,333.33","11,323,333.33",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
