科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"20,604,440.31","34,911,015.03","43,419,282.30","12,111,413.99","20,529,105.15","30,301,806.24","31,447,594.05","9,099,412.63","24,058,029.75","33,058,473.66","35,550,777.48","9,472,397.09","22,056,428.19","27,926,796.23","31,952,722.36","5,323,355.75","18,038,974.87","30,013,504.04","34,347,126.16","5,430,221.99","19,892,755.17","26,634,425.68","30,922,993.32","4,869,163.78","15,165,090.79","33,467,723.22","69,469,335.95","36,848,489.70","44,111,264.92","52,175,192.24","78,802,326.71","59,526,608.84","123,742,331.48","219,960,335.60"
收到其他与筹资活动有关的现金,,,,,"120,162,759.50","138,931,975.70","110,170,083.24","741,527.78","26,503,431.33","14,737,877.76","14,137,641.35","13,967,180.00","14,677,789.47","11,371,301.08","31,539,625.85",,"3,189,240.00","5,804,300.07",,,,,,,"3,251,784.58","915,939,400.00",,"72,900,000.00",,"355,051,748.15","202,000,000.00","38,000,000.00","74,068,452.85","74,068,452.85"
支付其他与经营活动有关的现金,"14,943,869.46","16,816,594.70","20,871,290.31","1,969,700.52","12,559,570.18","21,663,147.81","23,041,608.22","2,935,464.34","5,615,533.53","10,073,603.16","16,510,713.49","8,838,024.34","8,040,423.42","11,529,742.82","18,759,568.48","4,775,218.24","8,584,038.35","13,139,595.51","24,634,369.88","3,878,077.55","8,579,415.51","11,846,089.94","22,461,524.55","2,980,485.66","8,117,285.66","53,828,608.05","38,762,421.11","55,846,720.64","42,568,548.28","142,905,149.26","108,766,548.06","59,434,019.53","72,275,605.34","96,065,396.16"
筹资活动现金流入小计,"18,440,000.00","11,000,000.00","810,000.00","502,500,000.00","591,662,759.50","610,431,975.70","581,670,083.24","741,527.78","26,503,431.33","63,737,877.76","63,137,641.35","53,137,836.11","53,848,445.58","93,640,835.19","43,539,625.85",,"3,189,240.00","5,804,300.07",,,,,,,"3,251,784.58","2,254,639,740.00","2,762,181,793.85","308,700,000.00","958,700,000.00","1,095,401,627.33","2,431,090,985.55","737,001,726.00","1,615,568,452.85","2,609,568,452.85"
经营活动现金流出小计,"582,354,920.72","459,367,635.88","390,887,423.83","188,984,663.99","482,706,260.74","602,810,392.52","831,421,927.32","165,842,932.47","360,188,206.92","560,944,964.09","609,657,284.71","166,290,566.25","331,942,509.11","506,954,829.28","367,928,911.45","133,733,612.83","301,080,261.73","461,797,567.69","350,744,319.08","136,967,120.87","324,479,876.13","503,682,848.03","405,299,004.44","98,061,285.00","239,164,431.44","368,555,707.55","404,575,968.62","163,219,645.85","251,536,077.49","545,019,489.28","692,511,515.93","224,803,033.73","397,596,391.72","722,320,595.78"
偿还债务支付的现金,"2,000,000.00",,"20,810,000.00",,,,,,,,,,"2,000,000.00","43,392,000.00","9,000,000.00","14,800,000.00",,"85,360.10","85,360.10",,,,,,,"563,076,922.98","2,262,846,247.29","235,692,307.66","1,138,928,472.79","995,526,922.98","2,152,483,569.74","740,736,004.88","1,622,514,797.73","2,156,701,401.24"
经营活动产生的现金流量净额,"65,796,226.20","76,259,770.99","130,423,758.37","3,328,259.46","-122,789,914.61","-133,984,640.65","-116,223,351.88","24,145,287.75","16,078,520.68","65,718,908.34","39,297,512.86","-3,647,312.59","-4,872,296.26","43,163,226.81","50,113,557.22","19,548,855.11","30,849,066.70","86,045,669.16","115,037,679.04","9,396,793.77","11,678,556.96","10,774,980.54","19,804,820.37","14,157,818.44","41,877,098.48","-84,647,153.98","242,056,013.65","31,218,888.08","93,099,890.25","-81,073,130.20","103,778,675.68","-12,161,599.33","48,509,054.37","-165,513,226.18"
分配股利、利润或偿还利息支付的现金,"13,096,362.41","10,075,316.26","27,167,561.94","2,012,352.32","5,369,167.88","5,369,167.88","52,094,168.23","1,159,863.00","1,159,863.00","55,243,877.18","55,241,174.68","118,165.51","446,591.54","37,000,924.82","37,426,535.48","93,528.11","19,269,678.81","20,342,383.17","20,664,297.55","1,314,460.76","33,040,228.16","34,689,460.76","34,689,460.76",,,"80,467,123.51","123,037,219.19","26,768,335.43","48,038,452.86","95,566,182.55","119,683,556.65","22,877,408.99","60,093,122.06","115,850,604.87"
收回投资收到的现金,"62,436.89",,,,,,,,,,,,,,,,,,,,"58,920,000.00","58,920,000.00","58,920,000.00",,,,,,,,,,,
支付其他与筹资活动有关的现金,,"58,000,000.00","89,817,104.59","35,104,951.08","6,308,040.35","6,383,911.46","8,064,500.00",,,,,"6,944.18","7,324.02","23,139.34","46,094,240.18","6,775,380.00",,,"9,044,160.82","10,873,125.60","7,633,551.34","12,629,448.30","27,573,650.96","12,747,057.70",,"1,219,405,252.55","32,492,040.55","97,525,407.37","15,050,814.74",,"62,562,587.39","35,876,130.99","71,001,503.61","136,982,722.45"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"4,407,000.00","4,407,000.00","4,407,000.00",,,,,,,,,,,
筹资活动现金流出小计,"15,096,362.41","68,075,316.26","137,794,666.53","37,117,303.40","11,677,208.23","11,753,079.34","60,158,668.23","1,159,863.00","1,159,863.00","55,243,877.18","55,241,174.68","125,109.69","2,453,915.56","80,416,064.16","92,520,775.66","21,668,908.11","19,269,678.81","20,427,743.27","29,793,818.47","12,187,586.36","40,673,779.50","47,318,909.06","62,263,111.72","12,747,057.70",,"1,862,949,299.04","2,418,375,507.03","359,986,050.46","1,202,017,740.39","1,091,093,105.53","2,334,729,713.78","799,489,544.86","1,753,609,423.40","2,409,534,728.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,"54,900.00","9,232.00","253,281.00",,,"185,800.00","210,125.38",,"219,744.00","371,326.00","861,824.25",,,,,,,,"124,366.94","108,000.00","137,968.70","137,968.70","137,968.70",,"4,800.00",,"932,393.68",,,,,,,"17,000.00"
筹资活动产生的现金流量净额,"3,343,637.59","-57,075,316.26","-136,984,666.53","465,382,696.60","579,985,551.27","598,678,896.36","521,511,415.01","-418,335.22","25,343,568.33","8,494,000.58","7,896,466.67","53,012,726.42","51,394,530.02","13,224,771.03","-48,981,149.81","-21,668,908.11","-16,080,438.81","-14,623,443.20","-29,793,818.47","-12,187,586.36","-40,673,779.50","-47,318,909.06","-62,263,111.72","-12,747,057.70","3,251,784.58","391,690,440.96","343,806,286.82","-51,286,050.46","-243,317,740.39","4,308,521.80","96,361,271.77","-62,487,818.86","-138,040,970.55","200,033,724.29"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,234.66","2,564.26","2,886.46","10,969.65","906,258.28",,,
收到其他与投资活动有关的现金,,,"1,437,214.86",,,,,,,,"1,927,296.67","12,030,000.00","12,030,000.00","15,230,000.00","20,670,000.00",,,,,,"1,550,000.00","1,550,000.00","1,550,000.00",,,,"261,413,004.23",,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"117,336.89","9,232.00","1,690,495.86",,,"185,800.00","210,125.38",,"219,744.00","371,326.00","2,789,120.92","12,030,000.00","12,030,000.00","15,230,000.00","20,670,000.00",,,,"124,366.94","108,000.00","65,014,968.70","65,014,968.70","65,014,968.70",,"4,800.00",,"262,345,397.91",,,,,,,"17,000.00"
五、现金及现金等价物净增加额,"21,080,644.66","-230,193.30","-16,825,570.85","465,152,418.62","446,132,786.62","430,607,146.69","360,682,460.99","-12,535,479.98","-85,592,082.50","-92,601,758.07","-112,629,524.74","27,197,181.51","15,791,773.84","19,514,073.42","-11,422,737.79","-10,156,311.00","-8,217,976.23","-6,530,357.78","13,184,343.98","-8,057,018.25","25,633,007.04","13,222,958.43","16,349,241.55","-867,086.41","41,140,247.61","210,616,844.47","509,724,197.32","-80,878,208.52","-238,953,159.74","-277,980,959.16","-134,894,946.57","-254,262,457.64","-328,769,796.53","-187,718,816.08"
购建固定资产、无形资产和其他长期资产支付的现金,"30,290,433.52","19,423,880.03","11,955,158.55","3,558,537.44","11,062,850.04","34,272,909.02","44,815,727.52","26,262,432.51","76,233,915.51","167,185,992.99","162,612,625.19","34,196,232.32","42,758,459.92","52,103,924.42","20,195,458.82","8,036,258.00","13,986,604.12","19,032,583.74","13,107,517.04","5,374,225.66","10,386,739.12","15,248,081.75","6,207,435.80","2,277,847.15","3,993,435.45","96,426,442.51","338,383,266.40","60,813,610.40","88,738,196.06","201,217,980.41","336,618,201.77","179,613,039.45","239,237,880.35","222,256,314.19"
期初现金及现金等价物余额,"6,223,486.56","27,304,131.22","27,073,937.92","10,248,367.07","10,248,367.07","10,248,367.07","10,248,367.07","370,930,828.06","370,930,828.06","370,930,828.06","370,930,828.06","258,301,303.32","258,301,303.32","258,301,303.32","258,301,303.32","261,678,565.53","246,878,565.53","246,878,565.53","246,878,565.53","260,062,909.51","260,062,909.51","260,062,909.51","260,062,909.51","276,412,151.06","276,412,151.06","342,686,386.49","49,167,161.57","549,919,542.02","558,891,358.89","558,891,358.89","558,891,358.89","525,187,138.54","423,996,412.32","423,996,412.32"
投资支付的现金,,,,,,,,,"51,000,000.00",,,,,,,,"9,000,000.00","58,920,000.00","58,920,000.00",,,,,,,,,,,,,,,
期末现金及现金等价物余额,"27,304,131.22","27,073,937.92","10,248,367.07","475,400,785.69","456,381,153.69","440,855,513.76","370,930,828.06","358,395,348.08","285,338,745.56","278,329,069.99","258,301,303.32","285,498,484.83","274,093,077.16","277,815,376.74","246,878,565.53","251,522,254.53","238,660,589.30","240,348,207.75","260,062,909.51","252,005,891.26","285,695,916.55","273,285,867.94","276,412,151.06","275,545,064.65","317,552,398.67","553,303,230.96","558,891,358.89","469,041,333.50","319,938,199.15","280,910,399.73","423,996,412.32","270,924,680.90","95,226,615.79","236,277,596.24"
