科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"699,958,467.54","1,118,980,129.83","1,002,654,309.31","261,134,952.80","474,227,576.90","842,848,817.08","1,265,334,557.14","220,010,041.79","493,692,650.20","880,075,760.56","1,239,809,038.00","336,554,351.51","619,472,894.78","925,418,585.20","1,404,548,115.61","439,399,336.94","932,774,146.40","1,613,189,218.67","2,014,616,915.80","632,297,788.85","1,180,728,511.05","2,073,107,270.66","2,139,260,619.71","452,213,911.65","980,088,253.17","1,444,557,349.56","2,107,782,965.43","661,706,028.04","1,085,962,846.46","1,711,846,174.89","2,510,020,603.36","879,710,998.76","1,842,756,132.84","3,232,101,301.35"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"40,488,286.79",,,,,,,,,,,,,,,,,,,
收到的税费返还,"51,489,321.93","92,941,863.89","77,486,467.18","31,119,591.25","46,240,185.54","56,161,466.24","85,296,083.19","47,474,151.93","60,742,516.96","73,791,889.63","90,418,709.03","39,288,447.40","53,291,013.80","79,136,179.98","100,472,556.65","33,053,708.88","47,822,864.24","65,513,153.40","91,112,956.07","42,149,507.63","56,547,120.09","89,580,386.80","125,010,430.97","30,221,885.82","38,023,952.25","50,338,581.61","71,885,703.30","17,930,576.24","56,062,819.09","68,988,449.21","91,476,134.94","49,255,744.27","89,494,224.26","160,222,385.33"
支付其他与投资活动有关的现金,,,,,,,"4,109,336.74",,,,,"5,979,585.00",,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"13,025,598.70","16,019,008.21","11,041,545.88","10,727,399.62","2,045,881.76","20,886,619.07","11,665,214.35","14,427,960.05","7,531,449.78","11,263,507.95","25,287,662.74","8,821,639.07","10,508,842.29","34,984,326.46","24,547,832.48","8,583,212.22","11,941,012.81","21,081,766.95","22,751,938.21","7,423,067.39","7,596,911.20","13,974,705.27","22,123,351.66","3,204,332.56","13,892,793.05","22,186,858.08","10,085,693.51","964,275.18","8,532,901.31","27,265,745.80","8,240,325.47","256,748.50","3,434,851.91","3,084,225.89"
投资活动现金流出小计,"113,396,886.18","43,750,328.53","34,824,753.56","4,081,113.38","8,776,826.67","15,930,277.45","27,865,318.32","6,460,958.72","32,859,591.43","55,966,248.02","116,289,014.41","116,825,006.32","168,295,756.58","220,595,092.56","244,720,172.46","19,577,900.55","31,455,566.57","46,024,731.68","67,230,440.65","7,763,373.71","44,965,773.46","64,550,725.72","54,907,511.47","5,867,655.25","6,387,834.62","7,051,321.84","18,714,882.40","2,091,392.02","8,976,566.75","23,682,418.03","45,175,329.77","12,564,430.58","36,398,174.38","80,492,760.60"
经营活动现金流入小计,"764,473,388.17","1,227,941,001.93","1,091,182,322.37","302,981,943.67","522,513,644.20","919,896,902.39","1,362,295,854.68","281,912,153.77","561,966,616.94","965,131,158.14","1,355,515,409.77","384,664,437.98","683,272,750.87","1,039,539,091.64","1,529,568,504.74","481,036,258.04","992,538,023.45","1,699,784,139.02","2,128,481,810.08","681,870,363.87","1,244,872,542.34","2,176,662,362.73","2,286,394,402.34","485,640,130.03","1,032,004,998.47","1,517,082,789.25","2,189,754,362.24","680,600,879.46","1,150,558,566.86","1,808,100,369.90","2,609,737,063.77","929,223,491.53","1,935,685,209.01","3,395,407,912.57"
投资活动产生的现金流量净额,"-113,396,886.18","-43,750,328.53","-34,558,508.06","-4,081,113.38","-8,776,826.67","-15,930,277.45","-27,865,318.32","-6,460,958.72","-32,859,591.43","-55,966,248.02","-116,289,014.41","-116,825,006.32","-168,295,756.58","-220,595,092.56","-244,720,172.46","-19,577,900.55","-31,455,566.57","-46,024,731.68","-57,230,440.65","82,236,626.29","45,034,226.54","25,491,274.28","85,126,431.69","-5,867,655.25","-6,387,834.62","-6,947,521.84","32,649,208.11","-2,091,392.02","-8,976,416.75","-23,682,268.03","-45,175,179.77","-12,564,430.58","-36,398,174.38","-80,487,420.76"
购买商品、接受劳务支付的现金,"695,187,346.60","1,013,866,668.24","989,428,458.88","202,669,484.55","364,562,964.06","924,996,170.69","1,350,802,114.73","181,075,238.41","307,723,755.27","931,119,328.95","1,422,919,297.68","263,275,236.97","378,992,349.00","890,325,175.34","1,364,527,156.27","391,305,739.44","640,876,259.49","1,563,461,346.84","2,022,381,327.78","527,314,842.92","955,959,390.74","1,926,399,116.01","1,920,744,269.75","414,040,095.21","815,110,703.48","1,244,361,160.48","1,880,996,640.11","507,848,905.35","950,837,433.93","1,621,059,311.02","2,482,866,735.36","799,996,917.94","1,794,458,501.54","3,430,395,693.49"
吸收投资收到的现金,"103,080,665.22",,,,,"1,083,078,460.00","1,091,770,500.00",,,,,,,,,,,,,,,,"6,178,862.58","243,600.00",,"1,997,400.00","1,997,400.00",,,,,"22,755,200.00","22,755,200.00","22,755,200.00"
支付给职工以及为职工支付的现金,"49,151,438.81","68,570,376.25","49,215,067.78","8,551,094.32","23,222,654.55","48,971,481.25","76,211,473.15","16,096,455.04","34,910,196.67","78,993,457.20","114,900,910.82","23,384,910.68","61,852,582.99","106,831,833.74","153,213,755.03","26,497,615.15","62,714,674.60","106,813,831.80","153,760,646.50","35,935,865.50","77,667,376.57","132,147,954.98","182,924,926.62","32,841,334.56","64,216,810.57","107,597,356.56","145,560,297.09","32,863,994.84","77,403,348.86","125,779,407.88","175,933,234.30","48,403,521.96","115,127,473.75","191,133,496.98"
