科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"52,931,403.98","52,059,238.34","114,019,078.06","571,099,632.28","323,721,798.28","192,827,717.43","328,084,024.68","184,774,038.23","174,602,408.43","140,007,194.49","267,194,499.49","177,771,312.35","152,821,617.65","143,976,568.66","119,773,603.88","433,835,883.92","416,160,260.06","300,949,982.90","163,414,537.92","420,647,208.25","345,614,085.17","399,555,274.31","435,864,634.13","497,973,093.04","409,281,355.09","255,066,675.87","285,848,817.19","136,153,459.91","93,633,857.34","135,305,868.61","188,247,176.33","75,114,870.87"
短期借款,"30,000,000.00","55,000,000.00","90,000,000.00","165,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","40,000,000.00","303,785,500.00","263,000,000.00","360,000,000.00","353,460,537.93","233,460,537.93","200,000,000.00","206,000,000.00","336,000,000.00","231,349,580.88","287,349,580.88","290,999,997.60","265,625,890.28","311,200,443.48","407,059,736.58","401,080,095.64","332,080,095.64","260,000,000.00","320,000,000.00","320,000,000.00","416,458,300.00","365,739,400.00","298,925,260.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,550,000.00","4,143,961.00","7,619,041.00","2,953,281.00","34,348,984.70","1,729,945.00","12,826,454.00","11,900,000.00","2,350,000.00","700,000.00","2,177,011.94","6,258,216.34","500,000.00","6,449,816.64","2,735,000.00","8,685,854.00","2,739,957.04","3,860,909.00","200,000.00","1,600,000.00","7,540,000.00","5,372,604.46","26,452,032.64","14,483,454.56","18,288,906.59","27,372,685.59","44,033,466.55","18,449,115.25","48,379,848.26","15,263,726.46","79,905,822.82","20,168,736.75"
应付票据,"50,000,000.00","42,500,000.00","92,000,000.00","25,000,000.00","30,400,000.00","38,600,000.00","47,700,000.00","49,100,000.00","100,850,000.00","154,180,000.00","221,530,000.00","184,200,000.00","60,100,000.00","57,800,000.00","60,679,802.21","41,079,802.21","29,700,000.00","64,700,000.00","100,700,000.00","16,000,000.00","106,700,000.00","256,700,000.00","272,990,000.00","276,230,000.00","173,740,000.00","219,022,500.00","235,930,000.00","75,430,000.00","42,000,000.00","133,000,000.00","136,910,000.00","6,910,000.00"
应收账款,"129,669,544.74","137,939,131.37","180,163,444.65","183,688,636.87","268,657,063.23","317,004,158.99","260,070,675.20","264,042,600.65","274,943,426.18","232,823,481.34","337,068,841.26","296,431,588.29","375,942,683.12","394,456,622.05","303,854,354.16","317,454,016.77","303,743,117.95","299,156,920.45","332,766,784.16","278,596,487.06","332,674,342.61","358,925,624.24","427,719,250.78","424,522,879.34","518,230,324.98","751,647,264.20","663,975,138.24","641,384,674.34","725,914,223.14","760,264,431.44","662,447,785.75","724,951,688.58"
应付账款,"47,690,355.80","80,195,659.19","47,376,972.02","14,901,537.10","30,960,767.02","20,583,001.11","26,453,498.69","14,096,222.26","16,862,140.98","16,609,304.99","21,335,204.16","18,672,206.82","23,450,048.44","11,015,189.68","8,278,166.49","10,876,536.50","6,098,963.30","7,370,679.65","11,805,691.42","11,980,434.07","22,901,381.35","28,759,445.47","18,669,599.05","41,851,793.76","22,892,253.17","20,984,852.77","25,834,320.64","25,609,708.25","24,062,722.09","47,610,484.08","38,444,571.32","13,517,839.40"
预付款项,"21,705,951.42","15,031,064.71","40,182,096.27","71,346,242.79","92,234,622.88","265,166,636.86","72,933,868.99","156,447,690.12","170,402,676.07","203,970,323.28","336,182,472.21","226,942,443.30","132,555,305.35","95,036,262.37","73,959,112.05","120,605,567.90","127,219,312.08","278,402,877.81","105,327,214.11","123,056,754.21","189,782,293.48","158,967,118.19","113,892,564.89","131,116,372.79","128,748,835.96","141,356,070.52","107,497,001.86","99,982,434.87","72,168,048.60","213,602,664.29","102,822,243.63","89,294,225.74"
预收款项,"86,205,717.26","22,616,520.32","52,594,614.62","32,831,560.88","22,030,661.65","67,100,253.64","78,294,409.78","85,153,712.00","25,977,333.11","23,567,646.59","25,820,928.73","27,855,561.62","13,949,089.59","16,900,068.21","4,096,397.70","12,780,021.86","29,016,043.49","27,219,827.38","3,764,789.92","10,688,665.58","56,416,594.82","44,816,231.24","34,094,170.76","34,417,680.22","14,517,856.54","74,424,082.23","19,857,014.92","10,619,653.30","15,788,003.98","61,355,467.41","21,586,892.35","32,039,382.39"
