科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"2,772,809,281.86","6,876,116,641.28","10,455,131,255.60","15,377,089,268.44","4,205,856,409.82","8,932,530,232.82","13,334,294,422.19","11,935,609,888.71","3,729,300,843.25","7,771,609,747.91","11,721,598,745.66","13,450,014,008.43","4,663,160,303.63","10,443,011,060.73","15,452,437,434.40","19,411,807,322.29","5,716,707,626.49","9,531,728,148.31","13,064,010,175.87","18,619,908,348.49","4,431,572,297.01","9,042,535,135.59","13,504,726,153.38","18,092,506,070.85","3,484,846,936.47","7,776,686,984.69","12,249,911,284.04","16,800,152,784.59","4,324,417,172.06","10,178,862,153.36","14,170,011,380.45","18,805,331,234.40","4,006,213,837.04","8,546,782,234.59","12,513,318,492.68","17,353,193,335.67","3,432,655,722.54","8,583,768,807.89","12,228,278,739.96","17,817,147,774.91","4,176,476,183.96","8,759,965,098.55","12,777,547,183.55"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"5,326,902.00",,,,"1,429,209.14",,,,,,,,,,,,,,,,,,,
收到的税费返还,"10,632,167.75","13,912,688.89","35,010,922.62","64,255,097.52","8,473,647.90","27,341,758.51","97,200,390.50","124,674,167.24","82,957,359.77","93,588,189.92","121,966,543.20","146,521,884.26","39,838,377.10","75,384,827.00","101,404,407.62","135,958,615.03","29,188,969.43","68,334,272.81","94,821,249.64","148,560,511.05","43,734,268.03","91,146,039.89","173,037,732.64","121,419,994.73","7,752,340.54","37,891,537.69","60,653,525.37","95,883,602.18","14,833,792.71","40,798,173.99","63,226,104.07","77,722,865.03","49,903,656.59","62,942,385.57","86,749,304.73","108,787,313.07","14,060,440.43","20,312,734.59","34,215,730.40","50,366,652.81","35,414,896.95","57,341,772.32","66,005,843.21"
支付其他与投资活动有关的现金,,,"391,732.85","679,732.85",,,"274,800.00","301,367.27","73,056.70","203,079.46","414,846.24",,"378,737.63","1,289,901.61",,"1,611,189.88","745,464.79","965,464.79","3,700,684.58","83,670,555.98","207,746.05",,,"44,883,293.96",,,,,,,,,,,"66,445.00",,"188,440.92","188,440.92","388,668,243.00",,"747,161.96","778,161.96","875,082.11"
收到其他与经营活动有关的现金,"39,499,984.93","88,996,547.81","75,560,729.04","147,031,529.18","46,869,748.26","104,536,496.53","128,664,846.75","150,859,316.35","49,714,772.44","140,479,344.49","172,564,953.79","233,535,006.62","101,759,695.14","136,131,100.13","258,508,500.40","395,554,568.34","297,681,665.29","540,206,483.34","951,111,211.97","499,393,969.24","106,289,999.49","207,153,568.59","330,643,006.43","534,255,448.95","122,420,063.79","283,926,084.40","371,463,911.48","404,735,883.14","155,939,597.67","383,857,731.74","610,437,353.86","333,703,589.31","142,724,428.18","380,314,028.66","658,462,800.38","346,886,646.94","144,905,130.17","450,084,554.07","829,265,753.33","312,531,706.65","152,528,178.71","203,601,351.69","389,380,132.33"
投资活动现金流出小计,"70,299,529.17","439,551,960.55","1,086,627,270.96","1,170,770,028.93","275,035,667.05","574,809,036.03","871,702,674.83","722,433,763.24","131,035,953.72","311,871,952.20","565,926,767.20","858,323,815.93","345,626,341.67","662,409,333.75","877,904,680.26","1,304,635,891.19","337,790,155.53","493,387,537.91","883,145,417.57","1,317,890,293.22","296,731,186.01","583,767,785.86","661,892,838.43","788,741,383.24","197,512,304.45","264,173,395.72","370,701,410.24","701,529,860.13","275,716,610.92","750,300,261.55","1,830,855,405.94","2,806,318,896.58","675,335,812.60","1,093,191,743.43","1,365,287,021.63","3,135,748,306.45","237,521,528.07","810,296,662.26","1,453,975,511.16","2,591,395,875.74","297,148,545.85","2,398,826,437.49","3,594,381,043.81"
经营活动现金流入小计,"2,822,941,434.54","6,979,025,877.98","10,565,702,907.26","15,588,375,895.14","4,261,199,805.98","9,064,408,487.86","13,560,159,659.44","12,211,143,372.30","3,861,972,975.46","8,005,677,282.32","12,016,130,242.65","13,830,070,899.31","4,804,758,375.87","10,654,526,987.86","15,812,350,342.42","19,943,320,505.66","6,043,578,261.21","10,140,268,904.46","14,109,942,637.48","19,267,862,828.78","4,581,596,564.53","9,340,834,744.07","14,008,406,892.45","18,748,181,514.53","3,615,019,340.80","8,098,504,606.78","12,682,028,720.89","17,300,772,269.91","4,495,190,562.44","10,603,518,059.09","14,843,674,838.38","19,216,757,688.74","4,198,841,921.81","8,990,038,648.82","13,258,530,597.79","17,808,867,295.68","3,591,621,293.14","9,054,166,096.55","13,091,760,223.69","18,180,046,134.37","4,364,419,259.62","9,020,908,222.56","13,232,933,159.09"
投资活动产生的现金流量净额,"26,525,631.15","-107,893,747.81","-108,488,400.89","-163,186,266.81","-58,457,790.36","-234,982,965.66","-309,265,117.09","225,973,016.25","254,630,605.40","103,385,028.05","11,971,515.29","-129,973,132.35","-267,340,186.90","-272,178,835.86","-385,862,356.66","-627,103,412.81","-167,947,314.94","235,237,409.93","171,230,207.65","381,798,346.29","-171,648,277.72","-205,809,020.83","-256,107,449.91","-70,734,000.44","-156,098,010.98","-50,069,465.10","-73,054,401.89","784,336,537.59","-83,985,723.23","126,081,256.13","57,581,410.79","189,362,031.33","-71,163,300.17","31,283,570.29","-219,616,101.05","119,357,698.46","-221,495,130.33","-399,708,503.39","-499,222,989.21","-1,162,635,344.60","787,995,402.73","-210,783,990.71","-394,399,596.52"
购买商品、接受劳务支付的现金,"2,460,502,091.88","5,549,910,053.38","8,461,296,860.67","13,239,590,496.72","3,738,569,096.99","7,965,103,973.40","11,993,469,182.14","10,980,480,355.75","2,581,650,956.05","4,919,257,458.21","8,154,771,345.35","9,700,329,412.58","3,570,548,158.51","8,010,568,123.20","12,712,079,361.88","16,792,456,011.61","4,759,577,428.10","7,403,220,455.71","10,952,398,304.70","16,368,624,531.45","4,290,891,873.13","8,210,501,712.41","11,716,716,821.54","15,405,581,432.06","3,633,630,129.49","7,015,817,766.98","10,551,647,327.67","13,896,822,603.92","4,217,171,095.22","8,227,218,635.08","11,932,385,392.39","16,034,037,954.00","3,346,083,375.73","7,050,847,367.72","10,431,751,460.45","14,252,762,753.22","3,648,273,028.02","7,193,024,227.71","10,998,323,487.37","14,491,525,351.56","3,754,918,786.00","7,673,406,296.74","11,052,514,993.02"
吸收投资收到的现金,,,,"6,000,000.00","4,800,000.00","4,800,000.00","4,800,000.00","157,680,000.00","152,880,000.00","356,720,000.00","356,720,000.00","356,720,000.00",,,,,"800,000.00","800,000.00","800,000.00","800,000.00",,,,,,,,,,"100,000.00","100,000.00",,,,,,,,,,,,
