科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"311,151,807.66","473,059,747.62","585,946,144.73","299,050,343.20","529,671,391.87","862,827,528.57","235,691,860.88","501,435,339.49","780,686,940.72","989,501,862.46","252,118,119.74","602,517,671.65","1,096,062,026.47","1,503,955,271.04","382,953,998.59","755,479,352.57","1,261,028,684.67","1,895,273,111.89","592,725,066.18","1,323,940,756.85","1,919,291,612.59","2,450,864,003.65","535,624,131.39","981,351,575.51","1,519,487,043.36","2,060,760,425.03","571,142,421.25","1,178,238,184.97","1,713,936,071.95","2,407,395,163.62","471,962,872.55","904,750,889.24","1,305,660,708.07","1,779,295,195.65","453,013,235.89","902,624,995.91","1,331,741,104.63","1,821,491,861.86","589,748,069.31"
二、营业利润,"40,696,970.45","83,195,144.08","158,709,437.46","82,600,520.20","165,788,574.60","268,595,607.58","71,230,493.94","132,732,500.16","192,141,673.71","165,451,450.01","5,168,105.54","54,891,694.06","-29,489,082.31","-269,092,695.40","4,601,887.94","-50,626,195.54","-5,875,046.77","36,228,610.83","331,390,894.10","443,357,612.10","528,246,025.69","563,131,124.75","67,302,387.77","38,481,042.10","65,252,399.92","86,421,943.64","20,524,099.88","42,974,479.31","36,763,778.00","28,488,756.91","-37,787,851.99","-113,961,293.69","-440,468,958.26","-593,681,001.35","38,642,627.96","-29,776,222.25","-87,726,874.01","3,361,387.47","29,313,763.95"
减:营业成本,"209,905,346.43","309,079,981.56","345,194,320.97","173,622,415.89","292,936,305.74","477,078,119.83","139,315,330.90","304,090,217.78","481,252,097.52","648,769,479.46","174,678,028.68","408,379,700.07","864,862,170.49","1,240,495,127.49","304,666,223.77","611,519,569.57","984,017,408.87","1,462,587,419.21","424,338,943.23","952,054,963.15","1,372,091,206.46","1,738,865,210.84","385,468,721.70","755,236,583.27","1,186,706,934.37","1,619,449,534.55","441,686,102.83","916,311,680.86","1,346,535,903.54","1,876,019,825.98","384,670,122.52","767,271,592.88","1,149,251,522.76","1,559,601,130.45","362,236,294.52","763,820,359.63","1,149,781,073.05","1,567,906,705.34","473,942,884.40"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"176,789.53","404,672.75","621,239.66","1,119,820.55","2,028,915.08","3,673,950.33","955,348.38","3,587,078.41","4,207,501.35","4,565,805.54","108,471.35","1,039,837.21","2,633,819.32","4,596,280.58","1,908,509.30","4,614,129.38","5,421,838.80","10,160,336.16","5,926,345.62","10,147,617.47","16,238,352.94","21,325,947.98","3,711,074.64","6,515,880.58","10,097,944.51","15,213,069.56","3,699,408.58","6,512,217.82","10,271,519.16","30,919,330.39","5,527,100.18","13,337,129.59","25,233,289.29","36,766,669.70","7,980,899.73","14,393,778.27","21,152,884.58","27,580,844.94","6,483,971.36"
营业外收入,,"307,795.53","7,754,013.29","4,996,209.36","26,582,309.53","28,100,382.25","15,108,649.15","19,549,738.68","54,407,311.36","56,701,144.19","742,739.75","5,402,100.52","10,408,441.01","65,521,439.09","3,450,858.83","6,963,157.43","11,601,477.72","30,313,645.67","10,169,235.99","4,227,196.95","50,712,120.33","85,631,790.06","3,382,070.15","19,550,310.28","20,633,710.46","35,709,329.14","2,951,944.28","9,802,716.31","19,057,526.55","136,071,735.23","14,258,397.27","24,055,879.80","24,172,494.98","6,498,946.86","756,630.83","2,118,246.72","4,506,605.51","2,843,228.33","230,878.08"
销售费用,"5,908,099.67","7,339,689.16","9,677,197.50","5,815,615.62","9,267,236.76","13,113,478.78","2,810,716.22","5,999,458.94","8,873,776.62","13,089,719.51","5,659,440.50","11,765,204.07","24,329,324.87","34,117,714.22","6,914,143.93","15,896,149.00","23,058,647.36","33,687,687.58","7,223,761.84","14,994,456.86","23,873,123.70","34,357,020.53","8,235,277.90","18,007,116.94","28,447,030.47","35,949,208.15","9,505,974.04","18,695,620.75","28,560,649.51","38,565,180.17","11,810,727.20","21,402,020.60","29,711,043.72","39,770,883.15","7,240,190.54","17,261,565.43","29,603,229.53","39,864,535.80","13,302,673.79"
减:营业外支出,"383,000.00","6,244.29","1,149,333.61","188,844.36","1,306,822.05","1,320,385.38",,"572,635.67","445,143.01","835,478.30","14,000.00","866,424.58","1,343,937.36","3,357,260.68","360,885.85","1,219,950.01","1,865,382.16","2,004,887.07","136,873.47","1,176,724.74","3,229,311.49","9,888,882.48","103,550.65","2,964,602.38","17,843,454.26","18,507,082.69","17,426.94","579,194.99","4,296,789.20","11,358,382.96","1,331,797.57","6,035,616.59","8,715,449.35","8,514,879.41","120,072.27","1,605,326.21","3,252,724.18","3,121,661.76","54,413.71"
管理费用,"43,378,354.05","64,961,400.64","62,410,679.45","31,201,607.07","49,603,835.23","82,969,339.79","27,496,956.35","75,356,090.19","119,903,983.28","188,737,649.62","74,653,515.71","137,992,454.29","226,990,125.89","380,670,984.63","75,576,889.91","154,142,217.45","228,839,471.19","301,070,555.73","55,987,818.74","119,715,886.60","189,934,288.38","280,632,657.95","64,317,848.37","141,683,212.51","223,666,600.69","310,931,084.79","70,484,456.67","142,551,163.03","219,515,249.20","294,949,926.63","81,398,601.12","166,780,377.56","255,636,687.41","348,488,129.32","76,549,723.34","166,378,743.63","125,063,421.07","180,688,968.79","33,076,925.69"
其中:非流动资产处置净损失,"35,000.00",,"1,024,426.13",,"1,218,895.87","1,210,947.52",,"382,615.47","419,434.81","809,570.10",,"778,861.01","1,038,465.36","1,780,008.94","240,481.85","490,746.01","631,011.16","719,936.99","130,220.47","1,106,119.06","3,494,693.38","9,671,062.90","94,352.94","2,786,587.51","17,301,163.98","17,847,458.23","14,625.93","522,076.35","4,202,416.91","4,906,200.47","726,659.92","4,486,639.62","6,265,438.78",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"7,275,841.11","9,945,046.89","4,503,530.75","1,946,382.92","2,990,170.41","4,061,029.37","-2,018,815.08","-22,302,627.61","-31,381,904.54","-44,607,940.51","-7,706,552.78","-14,373,388.66","-16,259,785.17","-8,185,940.60","957,325.95","6,462,736.71","8,046,582.44","10,690,870.86","-5,007,493.39","-7,734,945.50","-7,256,136.08","-2,090,701.19","-3,771,359.52","2,191,970.33","3,656,524.35","17,504,047.69","16,138,565.00","32,045,824.27","48,086,164.07","52,106,099.02","5,250,891.15","9,572,417.66","11,745,188.47","18,773,471.61","12,972,505.55","18,696,689.99","16,963,178.86","30,342,790.06","13,424,796.69"
