科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"45,365,861.74","87,530,337.65","116,077,525.68","163,336,775.68","31,788,895.14","41,363,913.26","66,682,176.91","104,924,812.58","17,550,034.02","50,616,535.34","96,867,679.80","141,319,426.78","21,161,210.20","125,323,129.02","291,094,059.22","538,163,890.48","123,485,756.41","291,542,242.90","409,064,920.59","626,086,304.15","133,359,686.87","312,411,507.12","408,698,213.96","723,612,627.07","98,884,095.20","258,336,742.43","353,281,809.60","2,115,416,453.92","335,714,968.44","857,133,194.04","1,283,837,345.53","2,264,804,441.38","357,615,349.13","932,979,891.51","1,408,739,528.59","2,667,166,425.77","454,541,836.79","974,495,476.33","1,513,228,897.52","2,848,194,879.42","621,763,120.13","1,444,413,083.19","2,378,621,137.31","4,311,956,371.39","673,577,992.67"
二、营业利润,"-3,232,181.40","-12,694,261.52","-23,254,242.72","-58,790,560.20","-6,522,320.06","-25,047,882.42","-34,396,663.38","-41,696,788.16","-7,239,688.61","-8,007,398.72","1,562,588.59","1,471,122.78","-5,601,164.05","3,534,372.44","12,189,990.00","29,033,352.08","4,846,077.58","17,654,680.90","22,085,286.86","35,088,475.93","1,262,117.98","19,539,929.81","19,009,677.52","33,629,205.07","-13,631,345.36","-13,085,364.76","-35,013,145.72","61,902,847.89","-21,955,213.09","2,789,408.71","-6,697,826.03","105,760,754.56","-19,987,532.36","-7,485,927.52","-42,272,267.65","130,734,123.32","-13,892,512.59","-3,594,124.20","-7,843,367.26","112,836,991.25","16,953,472.45","38,191,282.34","45,540,753.04","218,536,875.88","25,334,098.14"
减:营业成本,"24,445,625.77","46,215,260.01","64,091,104.06","96,358,863.72","12,777,387.93","16,383,208.13","26,049,183.88","44,400,817.31","6,526,175.55","23,495,370.41","42,419,681.00","62,126,675.52","11,678,650.15","83,983,187.63","218,827,050.78","416,415,625.24","96,318,515.22","225,320,530.25","313,841,991.92","472,299,732.86","113,453,752.55","248,953,691.81","321,702,659.17","583,140,891.54","90,583,680.98","218,457,561.55","303,073,242.78","1,783,577,531.99","286,195,161.23","709,161,367.17","1,072,590,363.56","1,849,979,838.16","307,865,070.88","783,374,256.99","1,203,806,216.23","2,164,698,411.82","401,128,553.43","829,897,844.80","1,293,997,987.17","2,382,958,968.90","531,814,046.12","1,257,832,068.21","2,083,374,858.31","3,724,406,734.68","573,707,496.91"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"645,066.32","1,149,358.71","1,495,655.84","2,045,882.80","705,619.43","1,082,807.19","1,414,162.61","1,943,178.65","435,175.38","950,359.72","1,788,294.85","3,062,519.82","660,720.80","1,418,811.95","2,366,279.70","4,788,262.72","1,094,287.79","2,637,566.47","3,829,451.32","6,544,813.66","849,608.32","2,764,936.55","3,587,481.52","5,016,100.07","245,051.65","605,521.10","923,338.77","5,004,186.14","396,309.06","1,772,160.95","2,911,927.92","5,573,354.85","1,195,100.91","3,052,457.72","4,780,095.11","8,193,390.58","1,641,572.91","3,232,551.00","5,676,645.35","9,637,628.50","2,649,100.26","6,272,305.47","10,292,526.51","14,955,347.24","2,862,637.35"
营业外收入,"1,590,257.58","7,210,602.37","8,725,314.60","11,204,083.20","1,296,887.25","2,019,650.77","3,340,529.59","65,764,873.70","551,119.01","1,108,394.86","5,467,237.85","7,364,254.91","706,413.98","3,386,860.81","302,620,428.87","222,964,572.43","2,551,084.91","5,102,480.17","6,816,501.22","15,954,352.23","3,067,132.92","5,416,655.42","13,406,233.60","19,357,227.78","2,507,140.38","6,282,362.44","7,251,188.32","40,718,524.32","6,389,719.75","20,967,699.64","22,532,512.69","30,750,034.20","2,281,759.11","14,825,720.11","17,294,935.54","58,487,949.21","3,476,725.39","10,562,515.51","19,569,799.23","38,770,759.83","2,878,526.16","8,442,299.80","19,062,348.40","17,609,567.31","7,555,303.65"
销售费用,"13,400,055.31","25,557,764.63","36,905,285.55","50,621,150.30","12,783,876.53","24,635,718.25","34,675,728.27","48,574,816.68","10,984,583.77","21,430,266.36","32,365,936.87","51,471,777.62","11,546,482.84","27,532,305.17","43,851,746.25","66,213,063.01","14,519,097.23","31,885,949.42","48,966,142.38","73,322,508.63","6,581,884.14","17,842,850.11","26,706,816.95","40,898,726.67","8,692,940.43","21,716,401.06","32,999,259.55","150,977,653.53","35,354,541.87","73,613,295.93","116,654,589.80","160,186,446.47","35,026,635.23","77,269,906.30","125,257,340.50","173,653,692.31","35,062,864.35","75,660,421.42","116,587,856.84","170,784,920.58","41,944,085.16","88,614,571.62","134,398,664.65","182,072,793.26","39,054,593.90"
减:营业外支出,"1,399,152.88","3,295,185.50","4,916,760.21","5,170,239.83","1,280,533.87","2,672,668.92","4,048,618.52","7,907,192.99","585,525.21","586,646.66","587,197.61","1,611,430.23","69,852.82","73,956.16","10,468,356.61","1,293,901.12","4,550.19","4,550.19","54,550.19","953,166.37","1,161.81","1,330.81","28,702.19","52,105.31","24,107.12","284,601.76","357,955.45","459,746.18","29,452.70","32,484.29","145,541.23","3,763,892.15","3,572.77","16,831.39","279,714.70","465,982.83","35,726.23","165,741.25","175,157.51","1,478,982.18","8,453.32","76,376.24","110,527.46","597,028.38","5,817.45"
管理费用,"4,368,680.20","10,879,429.10","16,326,850.21","22,074,918.53","5,666,419.60","11,216,182.12","21,446,652.77","30,259,092.96","5,202,313.56","10,129,947.73","15,986,434.14","19,823,359.21","5,015,714.72","11,054,007.58","19,790,647.48","34,741,327.10","7,529,896.07","14,677,264.13","20,917,227.02","37,498,812.37","11,211,214.29","22,113,965.30","36,440,051.26","62,281,677.25","13,270,315.07","31,620,499.63","50,994,284.55","98,957,421.66","28,562,856.78","59,154,003.17","88,880,679.56","125,289,791.76","25,431,037.20","56,970,257.87","92,170,594.25","160,417,454.18","27,650,219.73","63,875,964.48","101,597,096.50","161,030,062.90","33,762,687.71","75,220,071.68","121,939,869.12","210,123,188.34","48,180,035.59"
其中:非流动资产处置净损失,,,,,"19,340.23","22,391.23","23,287.92","25,987.07","4,220.74","5,342.19","5,893.14","274,954.28",,"4,103.34","15,974.31","19,138.48","4,550.19","4,550.19","4,550.19","10,254.90",,69.00,"2,440.36","22,499.40","24,107.12","108,063.76","129,378.83","182,032.63","29,095.43","10,766.28","54,900.35","94,050.78","1,795.39","14,935.02","40,901.03","124,439.15","33,611.50","38,350.27","46,246.92","99,300.71","8,346.53","12,302.51","17,032.19",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"5,760,529.17","11,337,954.86","16,925,050.48","24,164,542.57","5,831,278.48","11,703,948.82","17,889,285.11","21,897,125.34","2,579,479.78","2,568,865.66","2,552,592.98","3,678,067.93","-35,888.52","-2,146,281.97","-5,588,628.54","-8,245,212.73","-951,043.37","-1,344,526.47","-1,512,725.96","-1,850,464.67","-290,848.53","-475,227.15","-1,253,389.04","-2,567,112.39","-970,810.97","-2,702,551.08","-3,614,767.13","13,937,437.18","2,212,115.55","4,967,695.26","7,729,711.26","13,766,957.14","1,963,292.51","6,994,043.95","11,509,249.91","19,357,784.60","-151,235.86","3,283,457.39","4,859,836.14","8,607,820.65","2,839,470.43","176,469.03","4,762,832.86","-2,121,128.06","-6,898,314.80"
三、利润总额,"-3,041,076.70","-8,778,844.65","-19,445,688.33","-52,756,716.83","-6,505,966.68","-25,700,900.57","-35,104,752.31","16,160,892.55","-7,274,094.81","-7,485,650.52","6,442,628.83","7,223,947.46","-4,964,602.89","6,847,277.09","304,342,062.26","250,704,023.39","7,392,612.30","22,752,610.88","28,847,237.89","50,089,661.79","4,328,089.09","24,955,254.42","32,387,208.93","52,934,327.54","-11,148,312.10","-7,087,604.08","-28,119,912.85","102,161,626.03","-15,594,946.04","23,724,624.06","15,689,145.43","132,746,896.61","-17,709,346.02","7,322,961.20","-25,257,046.81","188,756,089.70","-10,451,513.43","6,802,650.06","11,551,274.46","150,128,768.90","19,823,545.29","46,557,205.90","64,492,573.98","235,549,414.81","32,883,584.34"
资产减值损失,,"5,219,305.65","4,989,045.30","28,159,385.61","-17,646.97","935,410.52","-850,693.00","-907,950.85","-938,005.41","49,124.18","192,151.37","-314,096.10","-2,089,149.95","-1,964,311.69","-1,619,063.35","-943,324.58","-136,820.66","266,214.85","314,140.80","2,347,608.95","43,590.14","1,131,035.71","1,746,963.38","1,222,683.55","694,263.40","2,533,675.14","4,728,597.01","5,074,033.12","4,949,197.04","5,675,262.85","6,147,764.16","6,797,361.88","5,292,404.39","12,559,601.33","13,573,039.03","12,613,985.55","5,004,264.26","10,817,909.13","12,687,766.38","23,055,343.08","1,327,787.92","3,323,652.14","10,990,858.45","25,205,618.73","889,699.35"
减:所得税,"63,853.35","120,354.53","216,131.48","513,458.68","-84,642.03","-231,676.90","-231,676.90","-95,468.45",825.19,825.19,825.19,"9,394.65","2,123.37","969,674.32","3,228,815.43","3,607,855.99","717,346.56","2,495,278.48","2,832,790.19","3,349,253.50","14,227.46","314,643.32","329,334.60","834,899.09","4,887.43","-253,113.20","-261,124.20","4,482,487.17","1,117,697.04","4,900,937.50","6,056,486.06","10,681,744.82","310,401.88","575,941.45","794,700.76","12,761,063.73","699,672.47","5,676,171.85","8,217,621.34","25,422,279.19","3,869,148.85","8,274,796.09","6,620,775.57","19,984,024.31","5,086,384.50"
