科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"69,790,090.82","61,186,663.21","66,176,378.69","38,200,389.50","648,724,871.06","328,237,948.33","358,295,711.93","322,177,652.25","281,279,494.42","291,884,655.60","219,309,418.92","165,934,563.35","125,782,081.41","155,074,615.90","99,216,014.31","104,385,932.25","55,771,780.63","221,969,839.44","103,417,301.52","133,681,088.11","123,306,332.31","142,246,068.68","705,559,348.22","527,871,621.04","515,590,615.82","508,572,339.03","550,712,740.75","320,602,856.46"
短期借款,,"30,000,000.00","60,000,000.00","80,000,000.00","94,600,000.00","44,600,000.00","109,400,000.00","109,400,000.00","80,450,000.00","85,450,000.00","84,650,000.00","85,650,000.00","111,000,000.00","121,000,000.00","130,000,000.00","140,000,000.00","147,000,000.00","118,437,912.00","199,985,928.00","339,386,237.00","369,813,750.00","365,002,320.00","468,753,852.00","502,753,852.00","488,904,744.00","527,754,744.00","568,757,847.00","620,313,442.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,300,000.00",,"3,300,000.00","33,323,249.21","20,922,342.34","40,884,866.89","62,764,474.87","49,270,261.40","30,690,252.73","7,709,369.68","15,602,261.00","51,509,178.85","65,811,607.94","72,414,691.91","49,483,867.50","49,397,562.39","15,109,368.10","35,897,099.83","58,013,113.22","23,918,953.45","47,916,097.41","201,446,383.00","71,052,607.13","42,842,204.84","74,243,564.57","36,327,142.85","81,793,971.46","85,880,033.44"
应付票据,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,"108,950,000.00","157,616,750.87","124,084,931.03"
应收账款,"7,476,076.21","12,284,419.86","25,978,535.98","29,091,790.39","34,825,531.30","38,422,003.42","32,147,880.21","32,966,507.05","35,756,237.37","40,225,905.54","47,753,226.79","45,635,800.67","62,787,073.17","72,413,846.91","153,956,286.80","177,837,497.07","221,045,961.49","214,379,659.83","236,585,041.83","243,013,979.29","270,054,979.91","267,807,845.07","521,763,236.82","481,992,680.99","495,655,800.77","550,451,939.36","466,776,438.99","464,117,919.24"
应付账款,"42,956,045.55","85,016,528.00","112,458,439.29","103,704,521.60","100,073,060.43","81,863,267.14","78,981,372.65","73,592,260.22","105,057,716.06","92,513,444.86","106,966,596.08","95,744,991.61","133,794,513.02","123,936,385.35","189,764,086.18","178,060,147.81","172,794,859.85","254,852,821.72","322,147,481.12","288,485,973.27","516,580,691.51","540,470,291.63","1,147,330,456.04","1,148,844,578.03","1,531,955,705.16","1,289,004,935.45","1,235,519,625.42","1,091,665,467.14"
预付款项,"13,283,185.25","57,470,349.25","36,966,061.81","49,138,292.11","83,991,226.98","78,863,050.58","58,116,921.85","76,645,282.26","68,738,015.44","144,717,665.34","136,293,437.20","130,608,921.25","40,753,056.17","49,545,653.67","81,555,364.97","53,564,086.84","53,868,844.86","213,838,143.86","134,186,185.11","198,769,673.14","196,941,468.33","241,983,633.86","197,521,288.85","408,815,526.62","257,542,840.72","321,545,519.82","270,661,497.15","327,691,339.17"
预收款项,"200,000.00","1,608,000.00","13,517,622.53","14,916,459.00","17,738,391.00","24,074,800.58","33,936,325.31","34,846,325.31","33,656,202.42","38,179,979.42","26,812,169.95","28,790,580.95","21,997,830.95","30,562,711.20","69,638,144.89","33,495,644.89","29,151,758.89","173,384,860.26","75,311,006.20","69,281,494.77","72,803,701.32","98,814,400.19","80,064,562.92","125,937,071.94","134,579,064.75","163,389,303.05","108,336,832.73","117,819,968.93"
