科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"311,633,272.69","345,775,628.19","471,501,215.93","205,866,573.57","361,898,818.87","1,067,994,500.53","1,175,214,824.20","788,612,462.90","1,058,799,006.26","986,675,164.70","1,010,756,117.75"
短期借款,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,
应收票据,,,,,,,,,,,
应付票据,,,,,,,,,,,
应收账款,"823,693.94","364,645.61","140,109.20","850,287.75","899,242.50","326,133.98","1,169,477.09","576,372.48","801,315.02","1,346,885.52","1,137,772.80"
应付账款,"67,302,144.44","11,250,302.15","366,937,369.28","176,900,421.06","157,446,018.26","179,790,836.04","110,180,295.77","139,704,763.16","91,529,304.37","87,314,837.09","112,666,952.19"
预付款项,"13,170,294.98","13,216,626.65","7,143,419.31","11,739,077.44","10,276,488.97","9,365,557.03","5,949,711.75","8,106,487.35","74,242,804.92","10,446,570.93","8,177,019.57"
预收款项,"219,672,448.11","231,357,849.93","312,785,329.21","286,348,118.07","273,329,974.61","276,780,806.43","267,310,839.40","289,681,603.33","308,579,148.21","341,936,986.40","372,509,028.56"
其他应收款,"2,210,711.98","1,294,433.05","3,889,189.39","4,089,367.56","4,303,703.72","3,562,064.26","3,604,750.59","2,663,213.75","2,824,466.34","2,670,738.33","41,623,076.24"
应付职工薪酬,"12,772,389.27","17,503,360.11","23,693,103.25","9,489,537.93","10,012,100.20","29,300,524.22","15,854,653.22","20,633,724.22","25,277,724.22","31,107,024.22","16,265,386.22"
应收关联公司款,,,,,,,,,,,
应交税费,"32,513,244.55","35,366,544.88","51,845,959.39","44,844,323.93","74,462,369.51","64,591,820.94","72,804,940.78","59,163,760.50","82,001,061.27","70,028,564.41","75,353,150.83"
应收利息,,,,,,,,,,,
应付利息,,,,,,,,,,,
应收股利,,,,,,,,,,,
应付股利,,,,,,,,,,,
存货,,,,,,,,,,,
其他应付款,"367,365,741.35","526,939,615.09","428,822,574.90","462,090,558.60","470,837,477.78","463,929,144.68","469,830,049.05","469,439,184.13","481,472,364.58","514,911,214.76","476,863,070.77"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,"74,880,000.00","97,380,000.00","69,880,000.00","18,880,000.00","14,380,000.00",,,,,,
其他流动资产,"4,074,127.37","4,305,770.92","6,694,680.08","7,834,805.91","1,075,556.27","4,452,401.56","988,392.32","401,988,327.88","304,661,586.34","603,708,732.05","232,198,406.88"
其他流动负债,"420,987.32","420,987.32","492,487.28","492,487.28","492,487.28","492,487.28","492,487.28","522,333.72","522,333.72","522,333.72","522,333.72"
流动资产合计,"331,912,100.96","364,957,104.42","489,368,613.91","230,380,112.23","378,453,810.33","1,085,700,657.36","1,186,927,155.95","1,201,946,864.36","1,441,329,178.88","1,604,848,091.53","1,293,892,393.24"
流动负债合计,"774,926,955.04","920,218,659.48","1,254,456,823.31","999,045,446.87","1,000,960,427.64","1,014,885,619.59","936,473,265.50","979,145,369.06","989,381,936.37","1,045,820,960.60","1,054,179,922.29"
可供出售金融资产,,,,,,,,,,,
长期借款,"458,700,000.00","720,820,000.00","673,440,000.00","402,000,000.00","400,280,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00"
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,"817,598,480.66","737,202,627.10","2,280,132,118.52","2,224,089,804.88","2,184,145,475.72","2,199,629,114.51","2,173,366,551.37","2,298,347,788.00","2,254,490,590.56","2,215,234,781.66","2,267,498,856.28"
预计负债,,,"2,784,299.00","2,734,772.00","2,348,956.00","1,347,601.00","304,629.00","304,629.00","304,629.00","304,629.00","304,629.00"
固定资产,"170,818,037.48","139,309,086.01","358,600,163.29","334,330,517.72","322,930,721.45","334,472,645.54","325,609,273.71","354,324,541.03","341,525,870.97","332,223,461.68","343,427,921.05"
递延所得税负债,,,,,,,,,,,
在建工程,"342,440,509.52","1,191,389,545.39","34,424,193.94","151,819,045.46","205,601,144.18","207,542,099.70","229,160,723.42","69,870,328.43","74,827,362.02","78,893,984.54","160,530.00"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"466,116,633.08","729,245,645.76","684,115,749.17","412,379,978.53","410,151,040.71","28,746,563.89","27,580,470.07","27,412,578.59","27,281,995.16","27,151,411.73","27,020,828.30"
固定资产清理,,,,,,,,,,,
负债合计,"1,241,043,588.12","1,649,464,305.24","1,938,572,572.48","1,411,425,425.40","1,411,111,468.35","1,043,632,183.48","964,053,735.57","1,006,557,947.65","1,016,663,931.53","1,072,972,372.33","1,081,200,750.59"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"198,000,000.00","198,000,000.00","396,000,000.00","396,000,000.00","396,000,000.00","440,000,000.00","440,000,000.00","440,000,000.00","440,000,000.00","440,000,000.00","440,000,000.00"
油气资产,,,,,,,,,,,
资本公积,"308,143,276.84","308,143,276.84","110,143,276.84","110,143,276.84","110,143,276.84","1,038,165,161.93","1,038,165,161.93","1,038,165,161.93","1,038,165,161.93","1,038,165,161.93","1,038,165,161.93"
无形资产,"1,106,485,982.28","1,077,410,778.76","1,047,622,691.08","1,032,868,570.45","1,025,420,001.13","1,017,958,809.58","1,010,719,823.03","1,003,267,901.06","995,824,863.65","1,077,690,042.05","1,589,303,013.60"
盈余公积,"43,744,930.23","55,464,028.76","78,714,101.42","94,845,138.95","102,209,081.90","108,291,650.13","116,620,015.17","127,267,525.86","136,676,475.94","143,564,579.86","153,507,726.15"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"989,575,810.87","1,308,445,646.11","1,698,267,038.76","1,971,166,754.62","2,106,798,617.32","2,224,660,746.74","2,375,145,472.02","2,323,034,030.60","2,482,542,294.64","2,620,587,596.73","2,788,518,185.18"
长期待摊费用,,,,,,,"233,034.19","346,623.93","595,923.04","563,162.32","530,401.60"
少数股东权益,,,,,,,,,,,
递延所得税资产,"11,252,495.16","9,248,115.27","11,549,208.76","10,092,545.07","9,711,291.60","9,446,415.59","7,967,823.02","6,920,619.23","5,454,074.92","5,836,187.07","6,578,708.08"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"2,448,595,505.10","3,154,560,152.53","3,732,328,375.59","3,753,200,483.58","3,747,808,634.08","3,769,049,084.92","3,747,057,228.74","3,733,077,801.68","3,672,718,685.16","3,710,441,619.32","4,207,499,430.61"
所有者权益(或股东权益)合计,"1,539,464,017.94","1,870,052,951.71","2,283,124,417.02","2,572,155,170.41","2,715,150,976.06","3,811,117,558.80","3,969,930,649.12","3,928,466,718.39","4,097,383,932.51","4,242,317,338.52","4,420,191,073.26"
资产总计,"2,780,507,606.06","3,519,517,256.95","4,221,696,989.50","3,983,580,595.81","4,126,262,444.41","4,854,749,742.28","4,933,984,384.69","4,935,024,666.04","5,114,047,864.04","5,315,289,710.85","5,501,391,823.85"
负债和所有者(或股东权益)合计,"2,780,507,606.06","3,519,517,256.95","4,221,696,989.50","3,983,580,595.81","4,126,262,444.41","4,854,749,742.28","4,933,984,384.69","4,935,024,666.04","5,114,047,864.04","5,315,289,710.85","5,501,391,823.85"
