科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"114,867,985.09","154,847,113.24","184,103,747.50","134,986,491.83","206,131,653.30","312,100,547.14","87,489,910.83","319,488,145.04","419,586,372.89","592,440,126.65","105,936,615.80","214,902,526.67","351,092,930.67","677,059,044.88","130,439,034.81","231,068,608.14","335,804,536.85","559,308,813.64","101,527,773.20","184,940,272.26","268,655,569.26","457,438,399.22","44,278,583.18","220,635,521.94","477,563,861.53","575,119,983.36","37,675,590.48","153,573,970.90","345,754,124.10",,"104,617,714.27","179,257,712.52","377,471,845.88","778,516,814.11","245,145,285.86"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"17,834,418.90",,"20,000,000.00","52,000,000.00","44,012,183.78",,,,,,,,"10,000,000.00",,,,"8,385,681.83",,,,"45,667,002.10",,,,,
收到的税费返还,,,,"1,064,584.46","1,851,243.43","2,409,865.97",,,"984,317.13","984,317.13",,"2,296,660.89","2,296,660.89","2,393,440.28",,"114,011.36","3,584,137.02","4,325,044.39",,"502,618.66","502,618.66",,,"1,356,272.64","2,231,292.89","2,043,844.69",,"16,209.81","1,150,725.41","1,939,939.55",,,,"6,007,866.34",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"40,000,000.00",,,,"20,000,000.00",,,,,,,,"64,200,000.00",,,,,"1,490,566.01",,,,
收到其他与经营活动有关的现金,"269,422.19","2,529,853.58","5,419,331.23","695,339.81","5,717,674.92","1,725,599.25","18,574,664.92","6,634,617.13","7,686,976.50","18,777,679.95","6,584,525.91","11,600,148.99","19,776,607.53","13,714,613.57","9,626,862.27","5,914,811.47","14,050,900.95","13,193,222.58","16,777,346.59","5,953,525.75","18,991,518.61","30,621,928.55","24,384,908.99","20,316,777.05","26,907,136.10","37,051,786.45","419,352.30","19,805,422.71","21,259,952.25","104,639,385.35","396,424.70","16,624,002.49","2,068,126.16","63,716,026.81","773,311.85"
投资活动现金流出小计,"17,900,729.65","17,409,550.98","45,303,496.02","26,021,264.13","37,744,783.03","67,840,675.54","17,690,093.66","53,175,952.81","82,033,815.94","324,460,319.90","24,972,075.21","109,722,843.98","140,900,044.26","196,017,863.19","29,837,869.50","85,399,536.32","181,099,717.36","211,114,208.26","22,128,681.16","38,528,159.59","72,235,004.92","155,128,597.97","48,133,376.06","31,596,346.38","46,772,941.73","206,563,968.00","33,888,886.23","87,988,188.54","101,733,238.74","140,451,212.86","39,470,619.26","36,009,698.31","32,155,662.68","87,500,574.47","20,449,474.25"
经营活动现金流入小计,"115,137,407.28","157,376,966.82","189,523,078.73","136,746,416.10","213,700,571.65","316,236,012.36","106,064,575.75","326,122,762.17","428,257,666.52","612,202,123.73","112,521,141.71","228,799,336.55","373,166,199.09","693,167,098.73","140,065,897.08","237,097,430.97","353,439,574.82","576,827,080.61","118,305,119.79","191,396,416.67","288,149,706.53","488,060,327.77","68,663,492.17","242,308,571.63","506,702,290.52","614,215,614.50","38,094,942.78","173,395,603.42","368,164,801.76","689,592,799.82","105,014,138.97","195,881,715.01","379,539,972.04","848,240,707.26","245,918,597.71"
投资活动产生的现金流量净额,"-17,870,729.65","-17,409,550.98","-45,303,496.02","-26,021,264.13","-37,719,783.03","-67,802,195.54","-17,690,093.66","-53,175,952.81","-82,033,375.94","-320,740,620.14","-24,972,075.21","-79,709,893.98","-90,885,194.26","-16,420,178.35","-9,837,869.50","-65,399,536.32","-141,099,717.36","-150,029,067.94","-22,128,681.16","-38,528,159.59","-72,235,004.92","-154,328,597.97","-48,133,376.06","-31,596,346.38","-46,772,941.73","-176,427,469.39","-33,888,886.23","-87,988,188.54","-101,733,238.74","-123,624,829.12","-39,470,619.26","-36,009,698.31","-32,155,662.68","3,653,625.30","-2,774,061.43"
购买商品、接受劳务支付的现金,"84,091,042.61","105,351,341.50","109,346,747.28","66,244,314.72","130,431,580.74","164,793,566.91","68,414,130.11","236,768,201.98","345,681,386.30","409,936,767.92","73,105,850.59","171,685,850.81","329,713,843.66","461,415,955.89","91,662,862.00","207,120,140.73","307,471,860.28","430,584,592.74","85,126,645.27","167,303,451.61","217,986,516.38","287,030,199.59","64,315,773.71","182,185,264.25","360,544,411.92","337,185,362.11","58,311,603.63","156,629,380.86","283,005,809.86","389,499,126.68","118,286,944.63","165,604,608.75","337,533,238.00","613,410,491.45","219,665,407.15"
吸收投资收到的现金,"8,230,000.00","10,000,000.00","61,000,000.00",,"594,238,400.00","594,238,400.00",,,,,,,,,,,"13,267,800.00","13,267,800.00",,,,"30,000,000.00",,,,,,,"31,600,000.00","30,200,000.00",,,,,
支付给职工以及为职工支付的现金,"16,279,048.16","20,463,870.53","30,571,482.89","16,171,629.39","26,568,204.58","45,936,630.06","12,827,914.08","26,057,969.86","48,178,017.75","72,608,920.57","17,906,319.07","43,787,301.67","60,574,685.44","95,825,476.90","19,573,397.77","47,649,882.02","66,110,929.26","99,165,112.46","16,768,047.74","36,956,175.13","56,402,074.46","77,906,215.91","19,316,444.48","39,014,691.30","60,053,390.61","82,285,992.35","14,606,455.01","45,312,283.93","74,014,127.23","106,599,315.33","14,933,305.10","42,127,067.35","65,681,065.06","122,262,895.17","66,498,587.39"
取得借款收到的现金,"17,200,000.00","30,620,000.00","30,500,000.00","36,500,000.00","68,500,000.00","89,500,000.00",,,"9,900,000.00","38,900,000.00",,"39,700,000.00","79,700,000.00","160,800,000.00","28,000,000.00","70,200,000.00","71,467,000.00","246,010,000.00","33,396,824.00","184,172,818.76","323,123,377.18","425,300,000.00","101,500,000.00","171,900,000.00","249,300,000.00","558,407,868.36","117,600,000.00","260,699,518.72","367,999,518.72","662,485,310.72","102,900,000.00","402,969,465.99","572,469,465.99","737,211,233.94","288,000,000.00"
支付的各项税费,"5,414,518.40","14,161,584.74","18,164,151.60","14,587,718.43","23,658,712.92","33,097,222.52","15,215,004.60","17,262,300.12","32,899,848.52","51,353,534.80","8,133,722.65","21,620,078.13","39,368,934.45","65,359,534.80","39,193,695.43","39,011,236.97","49,481,919.49","68,748,923.90","25,696,491.22","37,181,176.56","50,509,669.35","56,241,814.22","15,109,509.56","15,050,393.39","21,972,341.02","31,778,698.95","7,905,713.52","16,046,073.61","21,438,138.42","29,376,448.23","33,478,166.63","29,305,122.91","34,588,557.77","46,794,182.94","46,159,022.62"
收到其他与筹资活动有关的现金,,,,,,,,"1,428,890.66",,,,,,,,,,,,,,,"7,832,928.96","10,853,289.37","36,792,934.64",,,,,,,,,,
支付其他与经营活动有关的现金,"8,161,828.46","11,740,547.36","15,757,343.96","12,090,181.52","22,058,677.49","37,946,421.92","3,632,531.75","17,486,126.41","38,055,501.22","46,308,833.32","5,774,934.51","26,819,787.93","43,230,975.31","43,616,776.67","12,897,507.38","25,171,185.57","58,158,308.30","47,285,164.71","27,065,152.68","36,283,148.70","59,322,405.24","60,489,716.46","16,649,976.46","44,280,820.17","97,870,144.42","40,160,704.80","39,724,705.42","58,232,592.70","76,439,794.93","164,429,485.59","30,580,192.53","73,803,032.30","77,615,289.77","77,099,363.78","59,548,356.29"
筹资活动现金流入小计,"25,430,000.00","40,620,000.00","91,500,000.00","36,500,000.00","662,738,400.00","683,738,400.00",,"1,428,890.66","9,900,000.00","38,900,000.00",,"39,700,000.00","79,700,000.00","160,800,000.00","28,000,000.00","70,200,000.00","84,734,800.00","259,277,800.00","33,396,824.00","184,172,818.76","323,123,377.18","455,300,000.00","109,332,928.96","182,753,289.37","286,092,934.64","558,407,868.36","117,600,000.00","260,699,518.72","399,599,518.72","692,685,310.72","102,900,000.00","402,969,465.99","572,469,465.99","737,211,233.94","288,000,000.00"
