科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"695,065,707.48","632,833,015.55","1,062,343,440.09","259,611,589.29","537,887,497.73","816,388,410.76","1,206,562,832.02","375,558,840.78","798,750,053.63","1,364,053,357.78","2,010,671,923.82","452,002,647.00","1,056,871,954.50","1,630,348,677.34","2,539,709,743.14","705,244,346.46","1,549,385,163.17","2,318,552,295.54","3,001,902,714.56","579,211,053.28","1,124,533,230.72","1,691,895,236.41","2,375,885,334.09","629,569,383.61","1,170,625,973.98","1,771,323,298.24","2,557,446,589.17","692,884,161.73","1,385,368,814.79","2,174,591,583.46","3,206,718,488.78","896,287,383.77","1,603,037,545.43"
取得子公司及其他营业单位支付的现金净额,,,,,,,"3,943,304.26",,,,,,,,,"4,315,800.00","4,315,800.00","4,315,800.00",,,,,,,,,,,,,,,
收到的税费返还,,,"145,129.93","1,405,803.36","2,130,762.15","4,130,934.61","5,467,175.31","3,034,428.91","5,029,293.69","7,158,525.03","42,353,838.50","529,519.77","17,065,861.56","18,000,550.34","42,420,094.82","1,055,800.11","52,768,381.65","72,988,108.34","85,708,908.46","19,859,770.56","23,129,982.81","25,453,219.22","38,100,436.62","2,228,703.43","14,887,698.10","24,589,464.78","38,178,337.19","7,625,366.05","12,273,501.93","16,299,995.29","22,392,567.75","4,881,068.34","9,095,972.09"
支付其他与投资活动有关的现金,,,"2,121,427.08",,,"12,383,892.05","800,000.00",,,,,"3,080,800.06","1,000,800.06","1,510,800.06","956,976.55",,"2,100,000.00","2,100,000.00",,,,,"20,993,753.28","35,408,520.00","81,629,318.91","98,909,391.63","242,273,777.65","84,766,648.91","131,730,000.00","203,052,214.81","350,137,208.70","76,970,000.00","167,640,000.00"
收到其他与经营活动有关的现金,"2,924,984.45","29,098,684.42","13,023,418.65","1,874,671.46","178,945,052.29","196,373,203.95","24,238,209.08","1,707,085.57","8,281,556.30","16,100,973.14","33,103,654.48","8,901,037.60","8,643,669.29","12,377,249.01","21,101,879.32","8,854,305.13","8,941,642.61","12,669,484.52","21,752,849.41","23,247,784.90","16,586,647.43","29,816,119.83","69,298,755.71","15,839,924.83","64,511,115.62","80,351,040.45","46,676,158.80","17,921,099.17","33,223,621.25","54,461,516.49","61,592,233.98","10,569,081.12","27,924,513.20"
投资活动现金流出小计,"37,746,826.73","39,439,910.24","117,789,926.40","4,357,020.07","14,135,843.75","53,629,066.08","76,289,196.02","20,698,534.61","37,809,779.57","61,169,304.01","136,985,186.64","25,729,912.60","69,045,945.09","145,699,653.87","188,611,689.44","25,291,430.07","71,327,173.87","109,078,385.48","112,773,262.11","33,040,282.39","49,868,057.24","68,974,267.23","93,568,687.79","67,103,370.35","161,741,605.23","218,133,815.83","388,227,804.93","106,799,491.60","170,855,555.81","277,113,774.37","521,331,830.52","92,975,491.58","194,621,137.62"
经营活动现金流入小计,"697,990,691.93","661,931,699.97","1,075,511,988.67","262,892,064.11","718,963,312.17","1,016,892,549.32","1,236,268,216.41","380,300,355.26","812,060,903.62","1,387,312,855.95","2,086,129,416.80","461,433,204.37","1,082,581,485.35","1,660,726,476.69","2,603,231,717.28","715,154,451.70","1,611,095,187.43","2,404,209,888.40","3,109,364,472.43","622,318,608.74","1,164,249,860.96","1,747,164,575.46","2,483,284,526.42","647,638,011.87","1,250,024,787.70","1,876,263,803.47","2,642,301,085.16","718,430,626.95","1,430,865,937.97","2,245,353,095.24","3,290,703,290.51","911,737,533.23","1,640,058,030.72"
投资活动产生的现金流量净额,"-35,972,550.03","-27,599,589.23","-111,405,524.83","-4,310,020.07","-14,088,843.75","-52,582,066.08","-71,203,894.65","-20,695,534.61","-36,863,840.46","-60,223,364.90","-132,999,351.37","-25,729,252.60","-69,043,785.09","-132,752,048.84","-177,998,660.67","-25,287,179.98","-71,225,629.56","-108,651,606.30","-107,147,273.54","-32,910,199.96","-48,720,974.81","-58,844,748.79","-79,588,581.79","-67,044,370.35","-141,056,605.23","-218,063,815.83","-150,336,498.39","-64,852,165.82","-58,151,897.92","-139,237,347.58","-153,015,763.38","-17,161,593.38","-58,598,824.28"
购买商品、接受劳务支付的现金,"503,940,184.22","413,020,304.69","702,628,158.67","157,218,606.64","423,981,103.45","571,067,604.52","1,044,591,361.18","249,939,607.24","545,776,888.89","951,173,133.17","1,456,835,899.57","310,073,474.30","740,749,739.30","1,180,721,811.58","2,017,619,863.22","566,812,070.36","1,300,937,047.06","1,901,181,054.28","2,544,547,067.06","417,773,423.59","829,476,868.05","1,263,171,796.46","1,806,718,688.97","487,125,979.42","879,410,151.22","1,342,361,989.94","1,975,612,532.40","605,879,242.07","1,223,803,306.57","1,826,564,024.99","2,775,953,742.29","732,886,336.89","1,304,396,540.61"
吸收投资收到的现金,"12,720,000.00","813,063.68","1,556,936.32","4,800,000.00","31,800,000.00","38,688,013.08","494,000,000.00","56,680,000.00","14,880,562.60","20,832,837.60","63,521,621.75","58,600,000.00","64,456,500.00","64,856,500.00","65,346,500.00",,"490,000.00","2,100,000.00","2,300,000.00",,"4,385,300.00","4,385,300.00","4,385,300.00","225,000.00","2,675,000.00","2,675,000.00","2,855,000.00",,,"800,000.00","2,050,000.00","1,200,000.00","1,200,000.00"
