科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"53,418,731.11","71,638,607.53","117,153,424.87","43,939,104.22","82,501,245.48","96,452,874.02","167,215,973.23","53,268,052.27","100,287,956.47","166,448,479.58","227,897,186.02","67,302,692.01","129,157,975.73","195,914,925.32","254,782,193.55","82,827,645.97","149,513,113.61","216,031,089.11","277,870,897.65","89,148,932.97","159,206,258.55","227,082,700.03","312,408,400.73","95,761,934.79","172,105,025.48","270,866,960.27","351,650,294.31","99,893,758.37","169,773,112.30","292,818,486.96","403,475,643.60","109,905,598.87","199,753,161.09"
取得借款收到的现金,"97,000,000.00","70,000,000.00","205,000,000.00",,"80,000,000.00","100,000,000.00","319,200,000.00",,"40,000,000.00","62,668,373.55","237,643,439.49","20,757,338.99","85,478,241.92","143,970,919.74","259,384,558.56","87,539,881.48","181,854,038.92","301,231,804.27","381,959,420.37","37,523,213.45","59,800,806.86","85,924,324.27","161,574,123.18","19,563,085.37","103,263,146.19","169,168,859.57","287,458,544.34","162,628,726.28","387,467,195.16","584,872,985.22","843,889,085.61","157,587,893.30","377,474,381.53"
支付的各项税费,"30,513,935.71","21,593,095.20","55,396,725.16","17,730,835.85","30,739,909.76","37,928,872.48","56,203,422.25","15,380,778.19","35,383,519.54","59,002,683.57","71,190,654.92","16,634,362.66","39,800,966.24","56,457,594.64","66,442,939.73","18,837,673.97","35,387,827.60","59,492,221.62","70,682,570.34","16,994,568.65","34,156,615.31","51,057,015.23","60,562,281.38","12,303,533.41","25,212,707.79","38,850,086.14","61,206,132.83","17,821,983.10","38,937,620.96","60,964,538.45","73,858,977.00","19,502,549.19","48,547,844.53"
收到其他与筹资活动有关的现金,,,,,"460,600,000.00","460,600,000.00",,,"42,680,000.00","42,680,000.00",,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"77,255,392.70","61,581,608.07","101,648,865.57","46,376,776.80","180,640,567.87","291,701,254.57","131,861,971.93","46,628,142.34","81,599,332.19","129,794,637.90","117,926,468.54","88,863,980.91","90,599,552.80","117,677,648.40","133,763,199.47","56,666,753.94","119,352,346.81","187,641,712.69","187,425,809.76","26,372,624.46","81,035,722.69","117,128,606.93","111,365,855.76","28,466,433.16","59,868,950.64","89,062,895.52","129,459,331.20","26,648,331.12","47,383,313.55","84,998,456.46","100,651,045.91","28,402,010.67","32,919,667.71"
筹资活动现金流入小计,"109,720,000.00","70,813,063.68","206,556,936.32","4,800,000.00","572,400,000.00","599,288,013.08","813,200,000.00","56,680,000.00","97,560,562.60","126,181,211.15","301,165,061.24","79,357,338.99","149,934,741.92","208,827,419.74","324,731,058.56","87,539,881.48","182,344,038.92","303,331,804.27","384,259,420.37","37,523,213.45","64,186,106.86","90,309,624.27","165,959,423.18","19,788,085.37","105,938,146.19","171,843,859.57","290,313,544.34","162,628,726.28","387,467,195.16","585,672,985.22","845,939,085.61","158,787,893.30","378,674,381.53"
经营活动现金流出小计,"665,128,243.74","567,833,615.49","976,827,174.27","265,265,323.51","717,862,826.56","997,150,605.59","1,399,872,728.59","365,216,580.04","763,047,697.09","1,306,418,934.22","1,873,850,209.05","482,874,509.88","1,000,308,234.07","1,550,771,979.94","2,472,608,195.97","725,144,144.24","1,605,190,335.08","2,364,346,077.70","3,080,526,344.81","550,289,549.67","1,103,875,464.60","1,658,440,118.65","2,291,055,226.84","623,657,880.78","1,136,596,835.13","1,741,141,931.87","2,517,928,290.74","750,243,314.66","1,479,897,353.38","2,265,345,506.86","3,353,939,408.80","890,696,495.62","1,585,617,213.94"
偿还债务支付的现金,"87,000,000.00","92,000,000.00","80,000,000.00","20,000,000.00","150,000,000.00","220,000,000.00","240,000,000.00",,"60,000,000.00","100,000,000.00","280,004,983.71","16,802,409.61","109,496,663.94","173,237,263.22","329,069,308.23","95,360,379.15","173,198,685.86","253,117,665.63","335,872,026.47","12,179,930.98","41,275,235.19","69,693,914.83","149,805,090.61","20,812,223.66","64,971,705.80","123,017,707.90","211,620,387.90","34,540,640.00","170,761,780.78","329,415,087.01","490,600,075.69","152,736,422.12","336,679,880.27"
经营活动产生的现金流量净额,"32,862,448.19","94,098,084.48","98,684,814.40","-2,373,259.40","1,100,485.61","19,741,943.73","-163,604,512.18","15,083,775.22","49,013,206.53","80,893,921.73","212,279,207.75","-21,441,305.51","82,273,251.28","109,954,496.75","130,623,521.31","-9,989,692.54","5,904,852.35","39,863,810.70","28,838,127.62","72,029,059.07","60,374,396.36","88,724,456.81","192,229,299.58","23,980,131.09","113,427,952.57","135,121,871.60","124,372,794.42","-31,812,687.71","-49,031,415.41","-19,992,411.62","-63,236,118.29","21,041,037.61","54,440,816.78"
分配股利、利润或偿还利息支付的现金,"10,963,884.71","12,042,332.50","32,560,775.97","2,335,787.30","4,398,614.17","6,717,734.17","10,750,000.79","4,050,005.78","35,518,086.81","37,788,643.89","42,489,158.47","2,788,099.74","27,748,743.22","42,101,882.39","44,521,269.82","4,179,924.57","22,184,309.28","24,411,498.93","28,839,150.55","1,595,781.57","23,255,719.47","38,468,681.13","41,579,362.50","4,785,207.77","14,264,652.69","19,430,585.34","24,138,707.58","5,726,146.11","21,151,073.90","48,647,308.25","57,202,870.54","9,958,696.67","20,186,509.16"
收回投资收到的现金,,,"6,304,106.58",,,,"4,000,000.00",,"50,000.00","50,000.00","50,000.00",,,,,,,,"2,100,000.00",,"1,000,000.00","9,900,000.00","9,900,000.00",,,,,,,"250,000.00","1,750,000.00",,"1,760,000.00"
支付其他与筹资活动有关的现金,,,,,"456,000.00","7,793,700.00","8,493,700.00",,,,,,"214,000.00","214,000.00","214,000.00",,"35,762,700.00","35,762,700.00","35,762,700.00",,,,,"358,543.53","358,543.53",,,"56,220,000.00","66,860,000.00","66,860,000.00","68,220,000.00","1,800,000.00","1,800,000.00"
取得投资收益收到的现金,"360,000.00","4,000,000.00","80,294.99",,,"1,000,000.00","1,014,301.37",,,,"2,250,000.00",,,,,,,,"1,235,000.00",,,,"2,200,000.00",,,,"3,007,282.96","306,223.46","655,270.24","985,223.14","21,350,302.04","462,521.65","1,267,420.13"
筹资活动现金流出小计,"97,963,884.71","104,042,332.50","112,560,775.97","22,335,787.30","154,854,614.17","234,511,434.17","259,243,700.79","4,050,005.78","95,518,086.81","137,788,643.89","322,494,142.18","19,590,509.35","137,459,407.16","215,553,145.61","373,804,578.05","99,540,303.72","231,145,695.14","313,291,864.56","400,473,877.02","13,775,712.55","64,530,954.66","108,162,595.96","191,384,453.11","25,955,974.96","79,594,902.02","142,448,293.24","235,759,095.48","96,486,786.11","258,772,854.68","444,922,395.26","616,022,946.23","164,495,118.79","358,666,389.43"
处置固定资产、无形资产和其他长期资产收回的现金净额,"449,102.51","496,676.74",,"47,000.00","47,000.00","47,000.00","71,000.00","3,000.00","3,722.00","3,722.00","793,618.16",660.00,"2,160.00","5,275.30","747,351.67","4,250.09","26,134.56","271,874.57","2,190,911.92","130,082.43","147,082.43","229,518.44","1,880,106.00","59,000.00","5,000.00","70,000.00","1,403,870.84","6,102.32","738,387.65","807,387.65","1,333,040.45","175,344.07","195,456.71"
筹资活动产生的现金流量净额,"11,756,115.29","-33,229,268.82","93,996,160.35","-17,535,787.30","417,545,385.83","364,776,578.91","553,956,299.21","52,629,994.22","2,042,475.79","-11,607,432.74","-21,329,080.94","59,766,829.64","12,475,334.76","-6,725,725.87","-49,073,519.49","-12,000,422.24","-48,801,656.22","-9,960,060.29","-16,214,456.65","23,747,500.90","-344,847.80","-17,852,971.69","-25,425,029.93","-6,167,889.59","26,343,244.17","29,395,566.33","54,554,448.86","66,141,940.17","128,694,340.48","140,750,589.96","229,916,139.38","-5,707,225.49","20,007,992.10"
处置子公司及其他营业单位收到的现金净额,,"3,916,727.90",,,,,,,,,,,,,,,"75,409.75","75,409.75","20,581.79",,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,941,306.65","-150,145.23","-3,050,216.18","-623,274.92","-308,650.46","-2,007,562.24","-4,411,398.94","-35,624.21","255,470.60","446,005.67","-666,926.66","-661,724.32","-2,222,186.27","-2,287,739.30","-6,239,598.89","494,846.56","474,413.19","163,420.26","-2,195,803.41","-766,407.17","-229,023.39","736,267.67","9,214,305.89","-862,153.92","2,933,074.24","4,052,496.12","18,096,430.11","-3,398,425.07","-6,086,789.63","-10,918,291.93","-20,248,234.05","-10,781,346.03","-1,943,128.89"
收到其他与投资活动有关的现金,"965,174.19","3,426,916.37",,,,,,,"892,217.11","892,217.11","892,217.11",,,"12,942,329.73","9,865,677.10",,,"79,494.86","79,494.86",,,,,,"20,680,000.00",,"233,480,152.74","41,635,000.00","111,310,000.00","135,833,816.00","343,882,724.65","75,176,032.48","132,799,436.50"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,774,276.70","11,840,321.01","6,384,401.57","47,000.00","47,000.00","1,047,000.00","5,085,301.37","3,000.00","945,939.11","945,939.11","3,985,835.27",660.00,"2,160.00","12,947,605.03","10,613,028.77","4,250.09","101,544.31","426,779.18","5,625,988.57","130,082.43","1,147,082.43","10,129,518.44","13,980,106.00","59,000.00","20,685,000.00","70,000.00","237,891,306.54","41,947,325.78","112,703,657.89","137,876,426.79","368,316,067.14","75,813,898.20","136,022,313.34"
五、现金及现金等价物净增加额,"6,704,706.80","33,119,081.20","78,225,233.74","-24,842,341.69","404,248,377.23","329,928,894.32","314,736,493.44","46,982,610.62","14,447,312.46","9,509,129.76","57,283,848.78","11,934,547.21","23,482,614.68","-31,811,017.26","-102,688,257.74","-46,782,448.20","-113,648,020.24","-78,584,435.63","-96,719,405.98","62,099,952.84","11,079,550.36","12,763,004.00","96,429,993.75","-50,094,282.77","1,647,665.75","-49,493,881.78","46,687,175.00","-33,921,338.43","15,424,237.52","-29,397,461.17","-6,583,976.34","-12,609,127.29","13,906,855.71"
购建固定资产、无形资产和其他长期资产支付的现金,"26,796,826.73","31,839,910.24","87,059,604.61","4,357,020.07","14,135,843.75","31,245,174.03","55,750,805.40","20,698,534.61","37,809,779.57","61,169,304.01","136,985,186.64","22,649,112.54","58,145,145.03","134,288,853.81","177,754,712.89","18,875,630.07","39,910,772.70","77,661,984.31","82,142,860.94","27,040,282.39","37,868,057.24","43,574,267.23","44,124,934.51","26,844,850.35","31,815,186.32","44,086,424.20","68,707,769.84","2,296,942.69","8,864,655.81","24,300,659.56","105,971,421.82","11,061,091.58","22,036,737.62"
期初现金及现金等价物余额,"75,112,563.13","81,817,269.93","114,936,351.13","194,718,521.19","194,718,521.19","194,764,102.17","193,161,584.87","511,204,763.23","507,898,078.32","507,898,078.32","507,898,078.32","565,181,927.10","565,181,927.10","565,181,927.10","565,181,927.10","465,093,669.36","462,493,669.36","462,493,669.36","462,493,669.36","365,774,263.38","365,774,263.38","365,774,263.38","365,774,263.38","462,204,257.13","462,204,257.13","462,204,257.13","462,204,257.13","508,891,432.13","508,891,432.13","508,891,432.13","508,891,432.13","502,307,455.79","502,307,455.79"
投资支付的现金,"10,950,000.00","7,600,000.00","28,608,894.71",,,"10,000,000.00","15,795,086.36",,,,,,"9,900,000.00","9,900,000.00","9,900,000.00","2,100,000.00","25,000,601.17","25,000,601.17","30,630,401.17","6,000,000.00","12,000,000.00","25,400,000.00","28,450,000.00","4,850,000.00","48,297,100.00","75,138,000.00","77,246,257.44","19,735,900.00","30,260,900.00","49,760,900.00","65,223,200.00","4,944,400.00","4,944,400.00"
期末现金及现金等价物余额,"81,817,269.93","114,936,351.13","194,718,521.19","169,876,179.50","598,966,898.42","524,692,996.49","507,898,078.31","558,187,373.85","522,345,390.78","517,407,208.08","565,181,927.10","577,116,474.31","588,664,541.78","533,370,909.84","462,493,669.36","418,311,221.16","348,845,649.12","383,909,233.73","365,774,263.38","427,874,216.22","376,853,813.74","378,537,267.38","462,204,257.13","412,109,974.36","463,851,922.88","412,710,375.35","508,891,432.13","474,970,093.70","524,315,669.65","479,493,970.96","502,307,455.79","489,698,328.50","516,214,311.50"
