科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"160,094,186.39","156,982,234.30","162,382,613.21","131,875,242.58","137,919,519.05","112,126,142.27","117,810,413.85","145,703,057.55","138,602,642.33","93,830,982.34","111,528,345.62","154,051,165.31","113,968,431.93","117,962,704.83","104,992,145.65","150,647,725.24","115,997,719.67","149,928,016.47","123,854,132.51","137,113,167.70","129,170,898.20","126,984,147.66","73,832,686.94","97,996,571.47","107,521,924.62","89,662,050.88","147,478,773.64","185,390,699.50","176,930,313.04","146,900,801.11","154,126,361.45","166,964,999.22","139,760,830.77","1,259,845,775.73","1,071,547,201.08","2,010,655,366.23","1,521,664,343.56","1,434,530,985.03","1,251,717,694.26","2,306,304,130.19","1,473,620,662.36","2,442,283,400.89","1,585,495,443.48","4,798,774,058.15","3,652,224,560.56","3,849,894,325.84","3,363,732,301.29","3,092,379,741.17","2,580,391,422.66"
短期借款,"65,100,000.00","68,600,000.00","90,100,000.00","123,100,000.00","160,000,000.00","161,000,000.00","170,000,000.00","173,000,000.00","173,000,000.00","171,000,000.00","175,000,000.00","179,000,000.00","182,000,000.00","177,000,000.00","193,600,000.00","199,000,000.00","191,800,000.00","218,800,000.00","218,800,000.00","223,800,000.00","223,800,000.00","228,800,000.00","223,800,000.00","253,100,000.00","248,100,000.00","254,100,000.00","230,000,000.00","232,000,000.00","253,000,000.00","287,000,000.00","276,000,000.00","260,000,000.00","255,000,000.00","390,000,000.00","358,000,000.00","344,000,000.00","448,000,000.00","568,000,000.00","577,000,000.00","627,000,000.00","592,000,000.00","799,000,000.00","699,000,000.00","849,000,000.00","1,449,995,000.00","2,100,884,153.52","2,094,298,473.52","2,229,528,273.52","2,232,349,800.00"
交易性金融资产,,,"2,231,676.08","2,766,607.75","412,488.11","384,019.77","312,546.06","266,512.14","777,956.44","876,545.47","892,658.35","420,968.04","433,146.34","384,625.48","414,305.45","410,065.28","405,219.60","399,767.94","310,728.72","461,334.43","490,414.14","323,448.83","339,197.04","2,375,624.64","2,360,397.10","2,323,448.61","2,376,751.00","11,896,739.67","12,894,316.83","8,885,836.90","8,898,556.79","8,894,922.54","3,914,910.95",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"825,000.00","8,989,520.00","3,244,880.00","2,570,000.00","2,975,110.40","856,335.00","4,596,226.56","8,454,950.00","7,480,000.00","10,994,500.00","3,626,500.00","8,398,380.00","8,292,494.80","3,841,250.00","8,401,840.14","8,890,014.91","9,156,900.00","9,236,860.00","6,267,700.00","6,225,000.00","7,260,200.00","9,994,711.00","10,033,121.00","7,922,586.10","6,355,873.60","22,551,803.81","5,546,315.93","4,556,993.90","4,512,349.90","13,654,539.08","1,230,000.00","14,822,000.00","51,453,520.40","331,527,093.80","376,063,414.70","433,695,315.00","275,038,774.30","394,410,301.90","252,054,539.00","305,075,676.00","273,416,248.00","329,780,354.10","250,823,868.58","845,722,185.82","563,662,668.44","429,113,795.03","446,407,066.35","1,330,340,226.29","970,139,420.95"
应付票据,"9,403,350.00","4,571,480.21","13,175,235.00","16,725,926.00","16,216,500.00","19,542,000.00","19,192,000.00","44,506,662.00","53,430,800.00","47,069,000.00","60,961,876.00","74,937,976.00","58,347,300.00","79,378,200.00","56,953,240.00","46,675,530.00","61,344,190.00","76,899,034.08","68,779,034.08","51,290,000.00","83,133,707.00","86,888,301.31","36,827,414.01","93,162,819.70","114,288,555.00","99,338,555.00","111,313,500.00","149,713,500.00","149,650,000.00","131,250,000.00","120,106,800.00","142,056,800.00","139,400,000.00","437,747,087.50","510,130,687.50","539,897,000.00","514,492,200.00","680,119,950.00","640,377,419.00","754,465,894.00","644,257,355.00","980,724,542.23","1,386,402,651.00","820,712,667.80","826,600,935.15","1,561,624,842.50",,"2,449,437,770.70",
应收账款,"125,249,288.40","142,151,780.48","132,124,916.19","202,639,982.63","247,941,857.47","255,928,042.06","256,987,387.22","224,780,654.64","234,451,724.28","269,500,556.47","306,959,522.11","254,481,591.67","267,177,788.93","299,821,595.10","308,954,110.04","255,207,222.62","260,678,565.71","352,281,757.36","341,040,411.44","304,987,117.75","317,917,044.10","392,569,197.34","344,095,851.74","382,388,277.55","381,288,819.43","417,515,233.81","406,812,935.94","400,700,054.01","399,071,654.32","431,115,216.64","424,480,641.72","441,239,460.20","423,359,266.14","1,349,124,082.22","1,320,751,715.43","1,402,289,819.06","1,867,881,196.63","2,037,422,877.89","2,644,834,543.10","2,410,717,343.92","3,340,676,946.33","2,997,235,900.94","3,835,211,798.29","3,551,543,001.58","3,952,659,784.08","5,262,640,734.21","6,288,775,394.32","5,000,743,665.53","6,289,752,537.40"
应付账款,"42,821,240.70","47,445,433.26","28,604,568.94","84,035,282.83","92,088,553.12","30,149,324.26","32,122,909.32","80,760,425.72","84,083,631.32","92,576,154.83","78,983,120.86","89,093,838.25","91,246,030.56","74,834,084.47","84,070,193.01","91,278,034.90","57,563,982.43","111,375,252.76","94,284,926.53","94,122,758.32","49,369,992.80","77,025,331.01","73,471,151.96","125,559,600.50","103,757,249.58","125,798,573.84","160,696,303.86","184,915,405.67","138,822,606.79","165,863,099.90","161,507,634.32","182,479,762.26","181,585,925.63","518,267,900.85","809,215,409.49","922,813,595.66","1,236,718,761.03","1,403,385,700.69","1,456,615,315.38","1,710,072,868.54","2,166,993,763.51","2,304,927,787.90","2,721,606,958.93","2,542,744,663.15","2,365,589,728.11","2,977,898,962.16",,"3,061,826,135.10",
预付款项,"10,354,673.80","15,839,228.01","12,651,699.73","32,574,668.58","29,964,149.19","4,650,439.53","4,297,684.87","31,455,096.89","24,958,187.51","24,161,103.85","27,059,810.66","16,001,516.35","17,337,395.05","14,786,639.45","20,598,987.31","13,769,529.90","21,344,883.31","21,237,633.26","38,207,833.27","14,584,474.91","20,254,676.93","16,640,332.17","20,072,662.85","30,060,894.68","45,751,169.00","29,211,298.30","36,535,954.43","9,137,173.65","10,947,653.76","13,911,145.95","16,496,492.98","11,821,315.28","16,044,451.51","42,723,554.66","71,401,496.93","64,319,944.15","156,418,057.77","153,498,293.42","148,095,806.80","107,053,256.84","249,784,314.65","259,315,727.99","261,509,628.83","105,300,893.35","196,517,887.27","310,590,394.62","227,454,795.40","178,661,775.30","173,712,450.34"
预收款项,"5,622,937.70","1,038,383.00","2,646,047.32","18,126,247.52","12,687,376.90","11,123,912.92","17,398,188.52","18,031,138.13","4,266,760.00","10,718,801.19","17,340,719.71","11,471,482.53","15,285,226.36","18,761,392.37","17,243,007.40","17,232,743.04","18,976,825.64","21,299,234.09","19,600,699.73","36,435,782.33","46,967,272.82","19,610,735.36","33,545,994.00","11,438,130.74","39,853,093.12","8,942,857.85","9,366,725.09","15,421,328.25","16,421,380.78","19,894,070.93","43,983,575.62","12,828,229.87","33,802,926.11","253,717,399.01","250,085,502.93","290,120,385.16","99,425,852.38","28,125,613.96","21,473,844.69","38,728,597.64","67,724,575.12","74,635,170.81","50,161,338.02","52,483,268.45","76,547,118.00","52,250,994.55","32,597,860.64","65,053,766.39","95,178,284.64"
