科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"320,388,876.80","772,378,338.42","1,257,535,530.62","2,363,100,599.34","556,667,840.82","944,794,262.84","1,305,655,974.06","1,997,826,738.06","705,482,254.59","1,226,387,268.84","1,769,782,382.83","1,712,612,807.88","654,852,236.43","1,360,243,125.84","2,757,048,602.40","4,292,697,202.09","1,818,380,623.48","6,329,426,346.71","9,523,717,953.34","12,192,376,430.95","1,982,033,788.99","6,768,190,727.04","7,170,534,663.61","10,217,400,174.21","1,242,785,544.73","4,383,702,667.99","7,301,031,037.25","8,432,930,709.85","1,101,288,650.37","2,463,761,149.93","3,950,060,483.53","5,010,165,051.21","2,002,275,254.01","4,691,224,909.61","5,951,021,358.02","7,283,178,136.86","843,643,718.77","1,953,516,728.75","3,466,217,682.36","4,190,752,366.25","1,325,302,412.44","2,926,405,665.99","5,271,366,335.97","7,814,482,539.28"
取得子公司及其他营业单位支付的现金净额,,,,"59,288,970.00",,,,"24,306,434.44",,"39,028,312.32","39,464,924.26","26,769,653.88",,,"69,340,000.00","14,073,683.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"3,451,503.25","6,084,976.32","17,415,811.34","22,657,999.56","6,670,590.00","6,719,754.90","11,934,213.77","3,639,441.88","1,825,603.00","2,920,001.09","5,065,967.06","5,592,084.87","3,264,537.12","1,419,784.51","4,634,488.29","4,332,037.90","1,295,517.40","7,834,792.45","8,724,587.90","5,059,133.24","2,655,161.64","3,027,267.68","6,947,401.12","8,807,185.15","831,836.33","18,464,049.55","18,871,236.16","20,608,552.49","1,681,408.99","7,430,470.95","7,661,847.52","16,205,707.03","8,007,059.46","10,565,375.98","15,247,137.62","47,127,857.03","5,367,933.76","11,061,400.11","16,896,884.70","64,367,362.80","11,189,562.09","41,442,570.15","52,633,121.91","170,851,745.29"
支付其他与投资活动有关的现金,,,,,"61,280.00","188,078.80","188,078.80","1,343,469.93","8,600.00","157,199.00",,,"150,000.00","150,000.00","260,164.00","127,748.57",,,,,,,,,"5,107,426.38",,"5,230,203.78","10,277,424.20","10,234.94",,"4,809,791.68",,,,,,,,,,,,,
收到其他与经营活动有关的现金,"4,837,509.74","18,318,525.93","26,703,817.08","115,476,668.86","16,473,774.74","57,018,207.40","72,493,523.73","269,996,831.28","30,654,374.53","49,730,590.70","278,040,826.70","488,820,039.85","31,369,433.70","55,577,172.48","95,844,821.07","195,661,027.89","66,949,846.55","71,486,030.12","86,883,645.49","188,601,655.93","72,017,493.76","128,055,858.74","170,926,877.07","667,113,694.96","54,974,328.00","145,262,742.59","203,866,583.55","1,038,580,723.18","49,230,539.26","105,013,487.31","148,314,447.75","406,212,843.73","55,108,469.91","307,266,175.41","365,213,757.18","474,674,945.81","53,515,244.64","169,970,540.05","239,649,674.47","388,450,317.83","46,561,388.96","145,398,658.99","202,310,571.42","321,907,928.06"
投资活动现金流出小计,"19,404,705.65","52,483,866.66","138,426,448.95","285,909,774.38","44,505,280.38","292,156,260.56","452,896,345.88","542,067,213.18","30,766,571.75","129,450,156.09","182,594,882.17","195,708,792.92","35,368,608.25","267,083,870.28","201,019,516.02","605,225,359.63","42,427,959.24","489,175,077.52","636,722,775.65","295,554,925.49","136,325,717.47","348,026,848.28","502,868,517.25","471,543,894.09","41,902,519.67","99,245,188.20","130,197,233.09","202,854,457.74","61,143,079.31","63,896,285.30","145,830,900.06","169,201,391.83","27,266,188.32","54,940,506.76","79,679,501.09","288,118,503.65","44,345,678.01","65,533,499.45","87,004,691.48","152,065,688.29","60,563,207.56","103,731,805.39","168,522,003.81","240,763,658.29"
经营活动现金流入小计,"328,677,889.79","796,781,840.67","1,301,655,159.04","2,501,235,267.76","579,812,205.56","1,008,532,225.14","1,390,083,711.56","2,271,463,011.22","737,962,232.12","1,279,037,860.63","2,052,889,176.59","2,207,024,932.60","689,486,207.25","1,417,240,082.83","2,857,527,911.76","4,492,690,267.88","1,886,625,987.43","6,408,747,169.28","9,619,326,186.73","12,386,037,220.12","2,056,706,444.39","6,899,273,853.46","7,348,408,941.80","10,893,321,054.32","1,298,591,709.06","4,547,429,460.13","7,523,768,856.96","9,492,119,985.52","1,152,200,598.62","2,576,205,108.19","4,106,036,778.80","5,432,583,601.97","2,065,390,783.38","5,009,056,461.00","6,331,482,252.82","7,804,980,939.70","902,526,897.17","2,134,548,668.91","3,722,764,241.53","4,643,570,046.88","1,383,053,363.49","3,113,246,895.13","5,526,310,029.30","8,307,242,212.63"
投资活动产生的现金流量净额,"-18,204,705.65","-50,121,608.73","-128,715,676.38","-277,946,675.69","-42,086,463.57","-285,432,394.15","-440,761,168.88","-528,137,759.45","-29,415,771.75","-125,174,025.18","-175,644,053.19","-187,962,264.75","-35,291,515.96","-267,050,566.87","-197,936,642.36","-586,163,099.98","-42,427,959.24","-486,409,941.34","-632,342,439.82","-290,013,500.98","-130,937,164.61","-347,474,603.64","-493,532,252.13","-462,327,274.50","-34,965,322.99","-94,800,303.88","-122,549,001.70","-194,702,053.00","-61,094,724.31","-63,768,473.30","-145,099,088.06","-164,742,760.63","-27,266,188.32","-47,955,903.16","-71,784,420.04","-275,300,391.13","-44,345,678.01","-65,060,203.73","-86,445,270.75","-139,732,229.36","-58,429,522.56","-101,265,787.07","-165,767,935.17","-217,984,023.19"
购买商品、接受劳务支付的现金,"181,877,376.11","394,063,848.31","621,167,228.89","1,491,298,726.53","388,778,063.44","685,566,874.00","867,403,402.04","1,546,893,750.61","370,537,272.72","656,842,424.95","1,635,230,201.39","1,587,750,040.52","374,092,815.79","520,878,145.15","1,448,258,857.56","2,026,512,566.56","676,914,874.48","3,621,317,314.87","4,312,660,555.87","6,548,662,926.20","1,125,409,828.19","2,573,972,154.77","3,237,387,491.02","6,875,789,816.08","1,019,383,448.50","2,480,313,037.75","3,886,297,781.12","5,949,111,387.13","605,422,265.79","1,508,615,161.73","2,270,515,332.40","3,059,721,258.98","813,829,869.68","1,697,557,340.81","2,579,932,594.05","3,317,795,843.55","458,934,958.84","787,568,315.93","1,400,517,804.54","2,862,988,479.06","993,504,940.64","2,172,603,439.07","3,643,364,148.28","8,421,297,324.83"
吸收投资收到的现金,"10,000,000.00","10,000,000.00","10,200,000.00","52,635,100.00",,"6,822,500.00","12,226,500.00","71,000,000.00",,"179,604,000.00","181,208,000.00","178,000,000.00",,,"3,325,126.31",,,,,"21,600,000.00",,"87,900,000.00","87,900,000.00","87,900,000.00",,,,,,,,,,,,,,,,"33,000,000.00",,,,
