科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"369,249,032.60","418,854,654.07","238,605,669.35","374,179,214.22","512,854,330.10","109,397,210.24","273,892,177.16","446,068,151.93","609,526,619.84","168,118,587.11","405,699,591.37","639,961,679.06","862,131,195.42","202,460,294.53","513,996,779.40","699,037,148.75","944,045,898.95","133,043,172.30","405,684,040.07","627,406,733.98","905,195,459.03","169,132,673.68","382,908,655.84","581,548,716.36","809,408,929.77","111,269,410.11","258,786,733.20","492,285,965.33","872,705,875.47","319,169,092.01","674,622,580.58","1,109,388,042.41","1,671,111,700.03","345,181,093.15","771,962,750.23","1,237,056,406.78","2,025,570,083.97","447,586,908.78","995,744,293.97","1,547,800,663.28","2,455,958,521.31","537,115,690.01"
二、营业利润,"34,123,919.09","32,281,927.95","17,871,600.02","29,592,379.27","42,066,218.19","5,366,724.31","23,948,460.01","34,448,991.20","45,523,737.64","7,424,270.48","35,473,078.32","60,772,531.87","81,681,386.21","15,593,236.21","55,679,162.30","75,742,511.37","106,004,077.28","1,750,099.18","35,814,516.83","40,192,710.14","53,311,418.13","1,994,065.22","2,540,089.91","8,429,735.41","9,180,675.66","853,480.60","2,857,813.82","13,108,754.18","74,842,734.92","36,026,062.54","82,258,599.10","118,141,873.63","176,794,752.16","29,213,145.05","104,234,509.46","150,430,832.53","223,625,099.31","46,379,207.38","108,027,273.00","148,903,900.54","222,776,761.61","18,248,710.92"
减:营业成本,"243,238,004.43","277,804,332.57","160,807,642.54","250,842,454.52","342,652,217.05","78,130,015.98","187,306,807.42","302,979,562.55","405,229,569.10","118,866,802.41","271,569,631.90","416,785,496.76","548,452,389.23","130,317,296.94","323,759,887.13","427,004,005.41","561,606,212.97","77,532,431.49","237,223,961.87","368,567,628.26","534,160,881.94","108,953,172.55","241,530,144.62","363,476,064.01","489,819,787.87","66,715,746.57","156,077,132.33","310,224,636.00","517,690,164.05","195,124,790.45","415,317,263.05","725,580,421.94","1,120,756,113.22","241,210,578.80","521,139,664.80","860,764,770.02","1,446,961,484.54","319,921,535.40","704,878,457.74","1,096,352,258.22","1,713,831,630.34","403,917,157.11"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,371,011.24","1,818,961.88","881,156.18","1,996,826.42","2,599,617.84","342,089.75","916,335.01","1,476,939.56","2,022,205.44","704,059.73","2,324,761.94","3,615,312.02","5,265,936.23","1,769,268.81","5,163,090.13","6,440,656.31","8,516,423.23","507,442.42","1,957,333.77","3,056,005.67","5,007,665.43","941,270.90","2,193,689.95","3,760,902.39","5,596,884.88","622,396.32","1,761,151.63","4,732,767.55","14,362,326.07","4,125,940.60","7,459,340.18","8,744,086.49","21,410,388.35","5,230,967.24","12,047,435.08","18,350,124.16","27,347,142.09","5,625,577.99","11,636,264.97","16,131,410.33","22,448,765.09","5,031,618.84"
营业外收入,"967,885.35","818,644.44","1,315,195.21","1,578,641.62","2,093,712.00","4,982.91","529,350.21","752,400.21","4,901,680.09","471,344.57","821,344.57","1,761,844.57","5,086,981.24","31,318.95","387,499.57","4,929,886.57","5,072,966.78","33,211,030.95","37,186,546.20","46,219,650.20","46,453,903.88","104,193.92","6,519,244.77","6,795,824.55","11,320,467.66","885,481.08","9,849,249.47","13,854,640.06","16,605,998.31","6,004,967.26","19,892,997.50","24,010,584.49","31,504,996.09","1,806,614.47","5,715,442.64","5,789,175.33","5,320,539.60","83,832.25","109,937.65","845,474.97","635,080.84","66,621.01"
销售费用,"45,926,875.96","50,604,417.17","26,046,951.38","40,638,057.09","60,350,883.95","11,868,802.66","25,199,066.67","46,968,743.83","73,248,642.36","16,578,734.47","36,567,837.45","58,686,639.50","77,843,237.12","13,589,401.80","45,514,066.48","66,676,031.63","87,075,213.54","16,735,767.58","47,917,697.22","82,182,384.01","120,667,818.70","19,429,381.25","45,400,729.37","73,509,943.58","103,199,089.98","15,216,952.66","34,896,354.64","54,974,328.85","77,657,735.68","22,281,141.99","46,892,132.83","69,237,093.58","91,574,125.75","22,160,001.57","41,042,664.14","66,285,115.09","106,229,201.29","26,975,863.73","80,659,471.38","137,196,331.42","208,921,082.00","53,943,048.19"
减:营业外支出,"141,471.62","405,966.73","100,000.00","100,077.28","100,077.28",,"303,246.43","303,246.43","320,931.58",,,"10,176.96","159,351.91","12,035.54","82,518.79","86,917.55","204,068.63",,"12,872.30","14,973.78","30,132.16",,"119,093.59","129,456.95","150,086.59","8,384.47","118,634.66","334,570.99","1,511,746.59","1,730,353.35","2,182,747.80","2,566,379.30","2,793,051.70","149,769.85","166,426.67","1,339,864.39","2,193,616.49",407.48,"1,323,216.64","2,535,201.87","4,199,717.01","41,501.04"
管理费用,"30,450,507.67","37,863,959.81","24,436,989.56","38,759,655.02","48,902,219.87","11,831,250.93","28,891,954.26","47,440,516.86","67,028,638.03","18,405,055.35","41,813,701.40","72,279,249.50","109,878,054.87","29,174,994.58","54,476,858.12","84,736,919.96","113,696,107.73","31,479,617.30","61,463,286.38","105,636,068.28","139,959,631.02","29,972,654.80","68,803,801.65","103,035,498.65","147,636,252.97","23,533,148.87","46,202,121.49","77,720,377.83","139,966,862.85","47,596,973.06","94,369,720.81","140,316,571.97","182,361,668.08","44,859,051.83","93,686,270.74","137,358,266.84","205,455,650.39","44,719,730.73","93,956,192.12","98,271,462.95","133,453,529.27","34,861,992.29"
其中:非流动资产处置净损失,,"49,158.02",,,,,"3,246.43","3,246.43",,,,,"1,470.75","9,856.50","31,485.41","31,485.41","51,960.39",,"4,872.30",,"16,530.68",,"118,993.59","119,592.80","119,756.99",,"110,077.31","311,226.86","597,083.67","2,604.90","432,308.54","992,221.83","1,713,130.55","149,188.85","150,482.23","1,323,919.95",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"14,029,204.18","18,561,650.98","8,197,668.74","11,986,180.97","14,852,999.42","1,858,326.61","4,737,661.72","8,536,789.42","12,531,276.59","4,569,840.85","14,574,607.73","22,150,975.81","30,802,209.03","9,146,181.75","19,198,945.11","25,757,433.88","45,075,257.20","6,188,190.79","16,648,630.02","18,810,500.04","26,696,095.08","8,518,662.01","18,126,995.47","24,478,906.24","35,440,701.32","8,641,113.44","13,468,168.51","20,826,159.27","28,922,365.66","9,281,882.33","19,508,608.12","27,701,241.70","27,929,157.00","-2,712,540.67","-2,547,386.15","-3,414,276.61","-1,354,556.36","7,099,296.83","9,876,707.49","9,054,961.21","13,035,209.22","5,858,867.00"
三、利润总额,"34,950,332.82","32,694,605.66","19,086,795.23","31,070,943.61","44,059,852.91","5,371,707.22","24,174,563.79","34,898,144.98","50,104,486.15","7,895,615.05","36,294,422.89","62,524,199.48","86,609,015.54","15,612,519.62","55,984,143.08","80,585,480.39","110,872,975.43","34,961,130.13","72,988,190.73","86,397,386.56","99,735,189.85","2,098,259.14","8,940,241.09","15,096,103.01","20,351,056.73","1,730,577.21","12,588,428.63","26,628,823.25","89,936,986.64","40,300,676.45","99,968,848.80","139,586,078.82","205,506,696.55","30,869,989.67","109,783,525.43","154,880,143.47","226,752,022.42","46,462,632.15","106,813,994.01","147,214,173.64","219,212,125.44","18,273,830.89"
资产减值损失,"272,521.14","-2,266.49","463,660.93","463,660.93","1,530,173.78",,"2,926,168.07","4,346,884.51","4,072,826.68","1,569,823.82","3,419,772.63","5,715,273.60","8,106,341.30","2,130,493.90","8,830,716.63","10,045,420.46","16,238,655.88","-2,250,630.63","2,243,141.16","5,066,708.75","18,431,446.72","-2,160,029.82","1,939,923.82","883,913.19","11,790,030.19","-5,455,251.25","1,014,081.50","6,907,890.79","15,777,984.18","3,934,342.00","7,557,722.87","17,766,538.68","48,124,504.91","4,996,798.47","12,497,857.46","20,535,270.80","33,906,061.05","499,190.85","8,020,717.69","6,044,744.10","43,662,567.71","-9,816,637.64"
减:所得税,"10,804,499.88","4,884,375.20","2,723,180.30","4,770,144.61","5,378,360.68","974,000.39","3,494,858.01","6,218,526.58","7,030,511.10","1,306,119.78","5,507,631.05","10,168,350.47","12,771,601.15","2,651,134.18","9,008,093.53","12,750,495.42","16,466,484.24","6,156,935.16","10,774,124.55","13,189,379.50","12,175,683.33","568,804.71","1,693,328.72","3,545,098.39","3,696,564.88","325,363.63","2,953,010.46","5,924,781.14","12,161,417.91","7,036,662.14","20,280,588.77","26,634,161.00","31,609,156.10","5,224,712.15","17,849,447.10","25,302,874.75","33,421,934.74","7,234,549.71","16,551,427.61","22,115,759.31","30,846,588.82","-366,006.01"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,"4,350.00","30,780.00",,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"163,011.11","78,329.80","100,000.00","100,000.00","100,000.00",,"34,276.00","130,276.00","130,276.00",,"43,800.00","43,800.00","-101,641.43","-739,420.54","-1,374,053.50","-2,634,169.73","-5,833,951.12","-1,100,254.17","-2,415,472.82","-3,894,728.83","-6,960,502.01","-1,483,496.77","-2,373,281.05","-3,978,102.89","-6,776,286.90","-1,141,822.90","-2,509,909.28","-3,791,050.86","-3,485,702.06","-797,959.04","-1,259,193.62","-1,900,214.42","-2,160,990.56","-223,090.86","-790,294.39","-1,247,131.55","-2,716,534.44","-491,496.43","2,254,468.95","2,087,892.23","3,193,968.56","-318,287.84"
