科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"284,811,316.95","511,787,195.12","811,453,435.98","1,182,195,014.32","292,001,514.86","536,863,203.04","819,985,996.50","1,109,247,907.20","227,340,438.54","521,512,528.17","803,227,686.84","1,111,281,532.69","316,774,878.04","677,210,150.83","1,056,483,505.86","1,396,628,112.37","434,935,669.38","916,872,323.82","1,371,129,461.50","1,904,830,553.89","481,760,063.85","976,974,422.73","1,510,599,696.47","2,095,220,702.86","609,791,731.25","1,213,807,704.03","1,866,232,866.58","2,500,233,391.18","708,468,248.17","1,401,573,411.16","2,118,752,799.25","2,911,856,579.96","754,750,618.89","1,519,176,150.06","2,334,065,896.90","3,192,272,411.35","840,034,741.92","1,742,077,887.58","2,689,252,034.97","3,701,024,693.51","1,087,732,067.31","2,028,886,861.25","3,088,500,966.63","4,152,659,371.71","1,165,162,492.60","2,312,819,703.64"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"592,713.83","981,982.90","1,634,585.96","1,375,028.01","122,313.31","490,634.04","782,794.89","953,343.21","34,796.26","54,400.47","90,964.75","92,706.60","12,701.94","20,378.55","192,048.76","242,626.53",,"115,262.50","115,262.50","115,262.50",,,,,,,,,,,,,,,"2,814,406.36",,,,,,,,,,,
支付其他与投资活动有关的现金,"1,713,657.15",,"21,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"12,842,858.86","91,213,338.73","133,681,983.08","22,771,413.71","7,865,780.03","14,968,268.73","22,537,082.66","16,301,716.63","4,776,499.24","13,305,159.54","25,166,647.00","21,857,414.66","24,878,083.95","27,150,474.01","30,861,224.45","71,832,226.87","8,629,748.79","16,047,703.41","19,937,406.14","13,580,083.40","4,763,624.50","20,726,836.58","47,208,265.35","23,331,944.77","4,177,839.53","13,743,208.09","14,218,327.80","17,118,510.62","3,092,466.07","9,341,776.98","67,450,189.54","65,980,619.64","1,618,434.67","10,384,190.06","13,335,956.65","48,144,482.78","10,613,310.42","13,214,937.33","22,687,037.42","53,267,237.99","12,698,864.45","35,347,751.15","60,792,282.64","60,832,316.59","10,294,843.07","29,010,865.15"
投资活动现金流出小计,"12,291,344.23","38,214,104.96","72,679,311.74","180,895,050.59","351,622,085.27","1,489,161,603.70","1,844,864,216.83","752,332,094.35","168,079,392.87","1,223,448,349.76","2,348,310,296.45","2,661,340,378.69","47,152,661.55","147,972,248.56","353,654,313.59","591,672,184.57","315,970,353.62","520,449,813.71","1,002,313,688.91","1,247,989,756.98","227,980,002.31","443,385,797.27","563,545,798.84","2,198,681,885.08","696,524,268.75","1,022,991,213.32","1,510,418,551.54","3,106,334,895.62","700,971,198.23","1,161,520,148.84","1,927,361,211.16","2,792,348,639.18","1,045,297,972.12","2,243,926,246.34","3,354,886,593.33","4,581,172,640.46","1,416,084,089.87","2,430,783,915.70","3,490,976,672.67","5,213,411,946.12","1,679,037,193.23","3,371,604,165.15","5,466,292,953.61","7,878,883,466.63","1,441,524,572.53","3,172,033,829.15"
经营活动现金流入小计,"298,246,889.64","603,982,516.75","946,770,005.02","1,206,341,456.04","299,989,608.20","552,322,105.81","843,305,874.05","1,126,502,967.04","232,151,734.04","534,872,088.18","828,485,298.59","1,133,231,653.95","341,665,663.93","704,381,003.39","1,087,536,779.07","1,468,702,965.77","443,565,418.17","933,035,289.73","1,391,182,130.14","1,918,525,899.79","486,523,688.35","997,701,259.31","1,557,807,961.82","2,118,552,647.63","613,969,570.78","1,227,550,912.12","1,880,451,194.38","2,517,351,901.80","711,560,714.24","1,410,915,188.14","2,186,202,988.79","2,977,837,199.60","756,369,053.56","1,529,560,340.12","2,350,216,259.91","3,240,416,894.13","850,648,052.34","1,755,292,824.91","2,711,939,072.39","3,754,291,931.50","1,100,430,931.76","2,064,234,612.40","3,149,293,249.27","4,213,491,688.30","1,175,457,335.67","2,341,830,568.79"
投资活动产生的现金流量净额,"23,939,199.08","24,487,987.66","4,050,215.14","173,480,750.75","41,455,338.13","-98,124,786.36","-228,863,456.83","-218,678,586.23","149,032,693.15","-23,281,532.45","-39,282,428.09","-208,789,355.87","-41,842,489.54","-60,685,042.47","-115,923,836.64","-20,221,260.17","16,823,487.10","69,750,563.46","44,769,918.92","-68,139,104.27","-95,869,981.62","-189,584,392.43","-225,400,000.65","-219,273,740.48","-91,715,644.45","-124,498,393.84","-330,558,261.96","-136,142,734.46","-142,133,597.78","-144,378,370.69","-512,514,423.65","-376,524,361.78","-481,516,126.72","-335,190,777.35","-514,028,895.75","-484,797,753.92","-193,268,140.82","-314,796,194.95","-450,201,240.93","-403,964,989.94","-275,497,169.62","-411,943,845.67","-423,938,762.32","-570,983,562.56","140,104,096.48","-215,945,814.23"
购买商品、接受劳务支付的现金,"138,393,787.86","337,687,931.00","484,101,544.87","774,202,034.63","199,834,526.28","389,483,193.46","572,698,551.27","743,364,932.32","152,573,378.92","346,294,177.14","559,637,159.01","767,627,628.89","181,307,550.92","406,150,682.55","626,548,462.40","972,294,714.63","326,388,258.34","627,472,539.07","907,172,497.48","1,318,042,741.36","351,828,648.54","612,660,515.33","980,319,472.54","1,334,394,552.61","480,225,106.01","861,163,315.52","1,286,775,465.91","1,711,890,268.09","467,244,759.56","878,651,613.03","1,406,523,317.50","1,738,537,758.37","508,043,011.41","928,590,846.37","1,395,281,159.82","2,024,238,167.43","508,905,250.90","1,002,549,784.91","1,529,020,784.10","2,140,106,960.39","613,249,308.23","1,153,705,105.14","1,766,584,843.51","2,407,339,858.38","678,626,782.27","1,307,619,886.62"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"22,387,671.71","56,724,973.31","71,096,020.13","86,113,667.50","33,797,928.73","62,927,825.09","85,857,676.07","111,261,343.85","25,150,173.67","61,140,172.67","82,946,294.39","99,656,614.91","30,377,220.99","57,978,893.85","85,498,673.17","121,655,921.46","41,157,845.89","76,612,860.49","110,630,050.29","152,577,067.77","47,327,400.67","92,778,199.53","135,500,680.63","188,273,178.48","59,635,215.65","117,823,239.95","176,127,755.49","245,880,760.54","81,095,462.38","160,138,755.02","236,592,958.18","330,465,232.56","97,028,988.93","190,611,803.06","274,330,574.06","367,039,292.90","109,488,240.24","209,047,947.14","299,636,810.38","405,335,706.50","121,709,575.93","236,268,252.08","336,263,267.67","450,382,483.33","136,588,949.18","261,285,214.54"
取得借款收到的现金,"135,900,000.00","197,470,000.00","243,168,000.00","329,070,000.00","168,900,000.00","217,790,000.00","330,090,000.00","415,090,000.00","257,790,000.00","297,790,000.00","456,890,000.00","521,890,000.00","86,600,000.00","124,400,000.00","156,600,000.00","279,400,000.00","75,000,000.00","105,000,000.00","158,606,523.33","483,606,523.33",,"80,000,000.00","90,000,000.00","540,000,000.00",,"50,000,000.00","175,690,000.00","585,690,000.00","40,000,000.00","60,000,000.00","575,000,000.00","120,000,000.00",,,,"20,000,000.00",,,,"20,000,000.00",,"19,825,364.41","34,825,364.41","49,825,364.41",,
支付的各项税费,"16,066,434.63","60,884,042.09","69,269,625.80","115,649,039.07","27,454,440.07","51,803,943.53","65,717,579.49","75,925,102.09","17,593,804.67","37,449,833.57","60,408,827.82","73,975,690.30","13,171,587.17","36,273,053.30","49,518,293.65","67,069,949.88","23,283,757.14","52,217,248.95","91,210,622.52","122,498,991.95","35,079,363.86","78,730,802.56","127,402,810.25","151,268,994.54","30,437,565.35","70,527,547.18","112,992,231.48","151,065,616.69","56,681,556.49","132,601,320.88","196,102,589.66","270,485,865.64","48,142,412.88","126,772,793.99","183,300,461.58","239,264,909.52","74,012,248.34","168,214,599.96","249,515,709.98","331,259,199.29","94,356,922.40","183,854,955.51","274,878,290.86","387,333,674.70","100,627,348.42","207,054,564.86"
收到其他与筹资活动有关的现金,"5,667.62",,"48,547.30",,,,,"3,360,000.00",,,,"1,200,000.00",,,,"52,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"59,935,362.35","53,937,264.52","161,334,487.38","123,434,134.42","27,308,774.77","45,401,790.96","70,984,697.18","88,999,396.48","31,488,825.72","34,825,127.85","96,833,627.21","146,950,154.31","35,974,356.16","41,909,459.24","113,985,649.34","153,702,689.97","48,300,812.91","74,089,192.82","145,606,863.60","194,647,185.08","44,658,570.45","92,392,719.89","160,049,892.50","202,531,303.52","64,603,179.67","111,473,922.22","144,530,852.33","273,448,075.46","71,804,449.62","132,408,290.61","117,316,685.54","303,384,722.95","84,371,020.72","143,525,114.24","207,307,138.42","215,925,458.19","55,487,923.81","110,975,712.10","160,349,132.70","200,920,820.26","100,128,175.95","173,920,669.51","264,420,282.90","317,820,012.34","76,932,635.59","154,341,510.93"
筹资活动现金流入小计,"135,905,667.62","197,470,000.00","243,216,547.30","329,070,000.00","168,900,000.00","217,790,000.00","330,090,000.00","418,450,000.00","257,790,000.00","297,790,000.00","456,890,000.00","523,090,000.00","86,600,000.00","124,400,000.00","156,600,000.00","279,452,000.00","75,000,000.00","105,000,000.00","158,606,523.33","483,606,523.33",,"100,000,000.00","110,000,000.00","560,000,000.00",,"50,000,000.00","175,690,000.00","585,690,000.00","40,000,000.00","60,000,000.00","575,000,000.00","615,000,000.00","396,000,000.00","396,000,000.00","396,000,000.00","416,000,000.00",,,,"20,000,000.00",,"19,825,364.41","34,825,364.41","49,825,364.41",,
经营活动现金流出小计,"236,783,256.55","509,234,210.92","785,801,678.18","1,099,398,875.62","288,395,669.85","549,616,753.04","795,258,504.01","1,019,550,774.74","226,806,182.98","479,709,311.23","799,825,908.43","1,088,210,088.41","260,830,715.24","542,312,088.94","875,551,078.56","1,314,723,275.94","439,130,674.28","830,391,841.33","1,254,620,033.89","1,787,765,986.16","478,893,983.52","876,562,237.31","1,403,272,855.92","1,876,468,029.15","634,901,066.68","1,160,988,024.87","1,720,426,305.21","2,382,284,720.78","676,826,228.05","1,303,799,979.54","1,956,535,550.88","2,642,873,579.52","737,585,433.94","1,389,500,557.66","2,060,219,333.88","2,846,467,828.04","747,893,663.29","1,490,788,044.11","2,238,522,437.16","3,077,622,686.44","929,443,982.51","1,747,748,982.24","2,642,146,684.94","3,562,876,028.75","992,775,715.46","1,930,301,176.95"
偿还债务支付的现金,"171,400,000.00","263,170,000.00","354,363,600.00","416,770,000.00","107,530,600.00","168,870,000.00","215,770,000.00","350,470,000.00","192,790,000.00","254,790,000.00","313,890,000.00","388,890,000.00","106,990,000.00","144,790,000.00","223,890,000.00","341,690,000.00","121,600,000.00","201,600,000.00","261,600,000.00","350,800,000.00","153,260,652.33","153,260,652.33","215,521,304.67","629,406,523.33","50,000,000.00","50,000,000.00","60,000,000.00","510,000,000.00","75,000,000.00","76,000,000.00","212,120,000.00","561,120,000.00","40,000,000.00","45,000,000.00","70,000,000.00","111,000,000.00",,"10,000,000.00","20,000,000.00","40,000,000.00",,"15,000,000.00","53,750,000.00","123,570,000.00","19,825,364.41","21,325,364.41"
