科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应付款,"248,114.92","276,334.16","219,177.79","224,497.79","774,293.09","360,563.30","458,615.52","355,384.88","5,249,376.74","515,779.58","550,029.85","539,644.45","13,889,841.32","3,022,971,810.93","294,427,133.76","115,444,370.13","97,162,590.62","94,218,446.34","101,197,853.90","100,364,088.41","90,605,228.57","123,521,785.81","159,181,728.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,"6,404,802.59","4,380,309.21","7,481,919.18","9,215,873.25","11,450,231.89","13,925,716.17","403,641,166.25","1,629,879,523.51","1,592,340,654.64","1,371,681,599.17","1,185,995,760.17","1,219,395,025.37","1,067,093,065.79","921,620,951.09","525,257,371.72"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"98,700,274.47","107,181,109.21","98,114,302.82","121,877,387.33","128,435,304.14","422,868,268.59","387,563,962.72","392,567,687.43","296,082,849.60","326,710,663.44","314,856,975.80","295,654,666.99","375,117,121.03","622,075,396.57","2,566,402,924.97","2,615,125,270.52","2,737,393,729.08","2,777,057,801.91","2,737,760,923.35","2,985,397,366.86","2,921,660,255.61","3,038,601,008.32","3,230,279,179.59"
流动负债合计,"26,083,208.52","28,430,104.65","55,156,248.30","94,294,816.13","139,880,136.95","116,438,238.89","91,411,703.26","81,971,103.97","161,436,893.48","173,933,301.69","170,001,367.26","199,720,603.24","316,908,427.30","3,511,255,871.56","765,284,766.67","807,380,271.09","1,027,310,165.47","1,038,527,594.15","1,105,152,380.94","1,274,053,035.12","1,352,366,499.59","1,416,863,699.09","1,627,676,333.49"
可供出售金融资产,,,,,,,,"15,290,000.00","15,290,000.00","15,290,000.00","15,290,000.00","15,290,000.00","15,290,000.00","19,290,000.00","35,290,000.00","45,290,000.00","45,290,000.00","55,290,000.00","55,290,000.00","55,290,000.00","55,290,000.00","55,290,000.00","56,015,389.00"
长期借款,,,,,,,,,,,,,,"1,262,500,000.00","1,367,886,682.14","1,356,761,137.09","1,386,189,912.80","1,430,772,079.79","1,475,939,947.89","1,581,921,876.88","1,544,924,128.91","1,509,925,656.42","1,474,927,183.93"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,"94,936,148.27","103,216,542.11","134,292,452.42","48,776,023.89","43,654,239.55","39,384,259.85","34,548,762.84","29,581,059.75","24,589,443.23","867,672,820.79","853,598,136.64","750,087,263.24"
长期股权投资,,,"15,290,000.00","15,290,000.00","15,290,000.00","15,290,000.00","15,290,000.00",,,,,"35,850,000.00","1,383,142.39","1,262,669.23","11,152,670.32","10,846,020.64","10,432,420.19","9,951,433.40","9,625,956.19","9,323,264.75","8,760,282.55","298,510.84","183,062.70"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"81,510,310.12","110,046,377.77","145,061,215.10","169,550,081.98","244,563,716.06","238,271,142.24","233,841,158.55","229,851,315.05","362,391,308.37","356,955,054.74","349,459,352.24","348,793,308.79","509,172,709.03","2,184,889,607.13","2,177,103,769.41","2,444,430,798.65","2,724,524,691.52","2,702,059,190.55","2,865,610,186.90","2,882,677,075.22","3,854,190,075.31","3,817,454,306.73","4,040,022,636.67"
递延所得税负债,"2,202,662.50","2,147,595.94","2,092,529.38","2,064,996.10","2,037,462.82","2,023,696.18","2,009,929.54","1,996,162.90","1,982,396.25","1,968,629.62","1,954,862.97","1,941,096.34","1,927,329.69","19,014,642.32","18,863,067.37","18,712,709.15","20,158,377.51","20,008,019.28","20,259,703.36","20,109,345.13","20,528,938.30","20,378,580.07","20,952,611.06"
在建工程,"1,230,181.50","7,184,946.50","30,719,124.83","40,864,605.82","24,057,718.20","40,870,979.20","51,306,830.35","72,259,241.07","14,321,931.77","23,944,035.02","31,479,614.46","45,769,112.62","286,355,131.90","392,858,720.00","519,359,497.18","459,782,383.04","425,571,828.57","532,164,831.45","526,111,431.72","649,170,932.00","748,411,116.06","848,533,846.53","644,924,354.48"
其他非流动负债,"1,920,000.00","1,824,000.00","1,632,000.00","1,536,000.00","1,440,000.00","1,392,000.00","1,344,000.00","1,296,000.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"4,122,662.50","3,971,595.94","3,724,529.38","3,600,996.10","3,477,462.82","3,415,696.18","3,353,929.54","3,292,162.90","3,230,396.25","3,168,629.62","3,106,862.97","98,181,244.61","106,299,871.80","1,416,915,094.74","1,436,572,773.40","1,420,040,085.79","1,446,596,550.16","1,486,144,861.91","1,526,548,711.00","1,627,340,665.24","2,433,797,888.00","2,384,526,373.13","2,246,543,058.23"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"30,205,871.02","32,401,700.59","58,880,777.68","97,895,812.23","143,357,599.77","119,853,935.07","94,765,632.80","85,263,266.87","164,667,289.73","177,101,931.31","173,108,230.23","297,901,847.85","423,208,299.10","4,928,170,966.30","2,201,857,540.07","2,227,420,356.88","2,473,906,715.63","2,524,672,456.06","2,631,701,091.94","2,901,393,700.36","3,786,164,387.59","3,801,390,072.22","3,874,219,391.72"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"45,800,000.00","45,800,000.00","45,800,000.00","45,800,000.00","45,800,000.00","54,580,000.00","109,160,000.00","109,160,000.00","109,160,000.00","109,160,000.00","272,900,000.00","272,900,000.00","545,800,000.00","545,800,000.00","723,175,694.00","723,175,694.00","723,175,694.00","723,175,694.00","1,446,351,388.00","1,446,351,388.00","1,446,351,388.00","1,446,351,488.00","1,446,351,488.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"63,714,913.83","63,714,913.83","63,714,913.83","63,714,913.83","63,714,913.83","365,743,183.83","311,163,183.83","311,163,183.83","311,163,183.83","311,163,183.83","147,423,183.83","147,423,183.83","10,973,183.83","10,973,183.83","4,789,326,826.53","4,789,326,826.53","4,803,086,026.53","4,803,086,026.53","4,079,910,332.53","4,079,910,332.53","4,091,614,701.68","4,091,616,407.68","4,091,616,407.68"
无形资产,"189,427.50","318,268.14","428,969.20","565,595.22","1,056,955.48","986,740.42","988,068.84","914,112.93","37,737,014.03","37,462,907.99","37,753,127.79","162,292,138.66","245,682,825.51","374,505,017.13","372,242,093.46","370,213,763.25","410,158,744.69","412,161,948.71","409,605,308.04","407,028,992.13","405,031,994.36","402,457,415.38","402,579,446.33"
盈余公积,"4,164,476.34","8,394,748.03","14,072,963.23","17,053,547.61","20,203,181.53","20,203,181.53","20,203,181.53","20,203,181.53","29,948,561.02","29,948,561.02","29,948,561.02","29,948,561.02","39,582,838.34","39,582,838.34","43,153,546.22","43,153,546.22","51,437,323.68","51,437,323.68","51,437,323.68","51,437,323.68","61,155,420.96","61,155,420.96","61,155,420.96"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,"1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","1,693,240.00","2,405,295,824.13","2,397,904,262.39","2,397,904,262.39","2,397,904,262.39","2,397,904,262.39","2,397,904,262.39","2,397,904,262.39","2,397,904,262.39","2,397,904,262.39","2,397,904,262.39"
未分配利润,"47,431,782.73","85,271,668.44","127,372,653.18","146,164,857.74","178,247,845.01","196,774,439.27","200,651,228.90","229,728,227.00","247,312,830.19","269,389,878.06","261,195,181.57","289,130,151.20","165,694,962.49","225,781,121.66","283,558,077.27","363,384,914.27","478,084,255.82","563,908,542.92","615,384,390.29","730,921,024.32","831,929,868.93","969,937,701.37","1,094,800,564.36"
长期待摊费用,"7,532,752.82","8,550,721.12","17,725,646.60","20,130,121.15","35,791,736.13","36,739,920.49","44,929,496.60","42,612,237.59","56,377,091.81","54,109,791.80","53,714,531.94","51,893,311.57","61,147,736.69","60,143,046.30","72,073,772.40","73,049,017.72","86,253,685.04","84,930,744.45","129,788,126.72","131,258,281.63","134,940,155.24","127,424,322.33","133,063,893.25"
少数股东权益,,,,,"488,732.71","489,154.08","489,479.42","489,924.26","490,352.12","490,564.38","490,741.14","490,734.59","390,380,544.75","390,560,242.66","390,994,061.04","393,462,294.44","387,934,190.42","385,627,517.16","387,504,649.40","387,950,781.01","396,350,438.03","405,766,708.63","426,193,103.22"
递延所得税资产,"460,857.51","608,368.15","808,809.37","658,099.91","923,602.84","923,602.84","819,949.42","819,949.42","1,090,465.54","1,090,465.54","1,081,451.19","1,081,451.19","581,028.99","1,848,003.03","2,577,650.76","2,860,328.83","2,945,159.19","3,754,463.97","4,476,898.90","4,315,095.18","12,295,585.82","13,688,450.38","15,315,277.47"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"77,758,315.77","79,997,960.07","79,737,604.37","79,477,248.67","79,216,892.97","78,700,069.27","277,959,104.24","120,421,787.30","77,149,685.41","76,632,883.52","76,116,081.63","75,599,279.74","75,082,477.85","74,565,675.96","74,048,874.06"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"92,616,769.45","128,401,921.68","211,727,005.10","248,751,744.08","323,376,968.71","334,775,625.19","348,868,743.76","363,440,096.06","566,659,367.29","570,543,455.16","570,208,921.99","742,139,811.50","1,200,522,707.48","5,518,792,956.22","5,865,662,820.16","5,924,798,361.82","6,180,230,477.00","6,274,849,758.44","6,474,528,252.49","6,612,567,183.04","7,691,905,949.58","7,737,616,790.54","7,764,057,196.35"
所有者权益(或股东权益)合计,"161,111,172.90","203,181,330.30","250,960,530.24","272,733,319.18","308,454,673.08","637,789,958.71","641,667,073.68","670,744,516.62","698,074,927.16","720,152,187.29","711,957,667.56","739,892,630.64","1,152,431,529.41","1,212,697,386.49","6,230,208,205.06","6,312,503,275.46","6,443,717,490.45","6,527,235,104.29","6,580,588,083.90","6,696,570,849.54","6,827,401,817.60","6,974,827,726.64","7,120,116,984.22"
资产总计,"191,317,043.92","235,583,030.89","309,841,307.92","370,629,131.41","451,812,272.85","757,643,893.78","736,432,706.48","756,007,783.49","862,742,216.89","897,254,118.60","885,065,897.79","1,037,794,478.49","1,575,639,828.51","6,140,868,352.79","8,432,065,745.13","8,539,923,632.34","8,917,624,206.08","9,051,907,560.35","9,212,289,175.84","9,597,964,549.90","10,613,566,205.19","10,776,217,798.86","10,994,336,375.94"
负债和所有者(或股东权益)合计,"191,317,043.92","235,583,030.89","309,841,307.92","370,629,131.41","451,812,272.85","757,643,893.78","736,432,706.48","756,007,783.49","862,742,216.89","897,254,118.60","885,065,897.79","1,037,794,478.49","1,575,639,828.51","6,140,868,352.79","8,432,065,745.13","8,539,923,632.34","8,917,624,206.08","9,051,907,560.35","9,212,289,175.84","9,597,964,549.90","10,613,566,205.19","10,776,217,798.86","10,994,336,375.94"
