科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"45,384,725.35","68,436,596.64","92,936,333.01","121,105,049.01","91,022,684.56","723,451,327.81","677,181,079.69","658,626,815.19","638,343,317.35","687,866,711.54","617,867,868.17","565,822,704.10","552,016,632.68","495,171,643.61","235,490,763.65","309,749,627.90","155,092,047.88","250,434,004.82","294,572,402.84","200,010,035.05","796,105,740.42","543,760,684.81","527,225,715.13","530,548,801.54","367,558,609.88","622,503,251.90","926,850,463.00","783,981,354.71","628,763,525.79","704,031,595.05","277,366,818.88"
短期借款,"41,481,000.00","39,280,000.00","41,812,000.00","32,569,000.00","25,000,000.00","26,384,020.00","19,000,000.00","75,000,000.00","75,000,000.00","63,160,000.00","140,000,000.00","250,611,000.00","250,611,000.00","238,000,000.00","262,207,950.00","424,181,121.00","314,816,030.67","429,510,148.44","407,369,112.80","470,461,824.03","290,461,824.03","185,261,824.03","232,566,204.22","189,283,691.79","180,025,292.71","190,000,000.00","127,070,288.00","105,000,000.00","118,748,000.00","240,000,000.00","267,836,222.22"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,000,000.00","1,181,520.00","8,618,372.00","3,664,000.00","4,134,520.00","18,470,520.00","3,337,480.00","3,003,920.00","2,329,000.00","2,272,780.00","2,448,200.00","3,190,500.00","2,508,550.00","3,013,264.00","2,108,224.00","402,488.00","350,000.00","8,943,808.00","9,257,028.00","5,407,132.00","6,880,528.00","2,546,100.00","4,704,288.00","1,320.00","36,800.00","1,452,590.20","1,575,790.20","914,350.00","431,817.00","8,363,105.80","3,276,760.30"
应付票据,"10,427,313.16","21,491,600.52","18,699,063.38","16,011,368.27","13,850,815.94","17,595,475.94","24,579,290.67","26,082,404.45","26,077,172.75","19,150,960.60","16,220,260.81","19,757,914.73","27,567,668.73","26,016,683.85","20,947,476.05","22,410,730.75","25,646,172.51","33,167,506.17","34,133,112.91","19,369,969.43","29,495,554.61","35,547,641.94","38,884,589.39","38,336,900.31","34,209,925.26","23,883,574.20","20,653,344.63","25,878,291.81","34,898,612.80","34,778,176.41","30,810,841.45"
应收账款,"58,030,916.03","74,245,775.47","83,865,650.98","109,503,172.18","166,626,162.22","141,858,212.42","206,932,276.66","286,186,481.65","336,527,283.30","287,355,959.37","366,678,123.89","415,235,542.18","485,041,798.89","448,263,864.10","491,837,562.00","505,533,082.60","565,269,943.04","484,718,011.37","571,426,770.73","664,210,659.44","667,549,831.29","594,108,191.54","675,639,565.73","731,387,148.49","752,633,594.69","704,697,962.98","775,129,508.48","790,461,657.15","905,894,305.90","950,255,095.97","1,004,216,316.33"
应付账款,"22,252,963.61","17,055,687.97","13,011,119.89","34,928,758.56","44,763,806.88","42,274,197.58","51,296,044.62","61,853,627.29","69,309,433.14","55,446,508.12","44,061,603.14","52,870,988.88","106,022,735.12","70,643,926.02","89,140,268.89","102,121,960.05","149,478,916.49","134,419,202.31","150,150,448.53","153,034,673.53","134,853,680.89","84,286,624.02","92,202,105.01","114,400,812.93","135,072,436.29","114,162,949.55","103,985,139.32","96,875,186.97","95,519,613.83","99,509,311.60","85,378,124.62"
预付款项,"14,553,972.09","14,380,177.27","11,177,349.14","9,213,265.44","16,077,123.30","5,786,575.84","23,783,829.35","18,625,354.37","25,205,025.75","30,073,064.25","38,214,733.06","44,961,812.88","46,505,738.83","69,401,061.84","70,975,201.39","97,952,743.06","68,056,062.04","35,492,086.75","70,442,771.59","57,401,497.16","67,775,122.26","59,833,673.03","72,527,387.89","73,761,812.42","67,355,029.80","98,497,412.04","108,268,327.85","125,425,065.80","145,901,505.47","98,002,471.43","125,282,867.14"
预收款项,"19,324,012.28","13,916,132.38","17,678,251.99","36,560,397.83","51,434,947.69","34,982,990.38","38,502,682.68","37,550,325.68","30,623,258.46","20,635,659.31","12,335,145.00","13,053,517.60","12,382,376.02","13,938,389.28","16,292,597.91","5,860,154.63","7,042,636.49","5,426,481.35","8,226,395.55","8,643,212.69","9,331,483.94","8,869,328.14","10,451,710.76","11,212,624.81","11,403,787.35","11,025,126.10","11,642,717.86","12,809,990.84","10,417,120.74","11,720,665.00","15,664,754.41"
