科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"108,001,961.60","163,370,237.63","159,052,346.13","59,861,421.90","46,306,849.78","258,120,534.14","184,536,046.02","132,966,554.85","115,879,368.46","298,857,378.81","180,092,109.93","156,174,307.27","124,999,795.91","236,236,866.12","156,344,389.65"
短期借款,"40,000,000.00","40,000,000.00","21,000,000.00","30,500,000.00","40,500,000.00","55,000,000.00","55,000,000.00","30,000,000.00","30,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","30,000,000.00","20,000,000.00","20,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,"10,000.00",,"40,000.00",,,
应付票据,"4,941,000.00","6,270,000.00","6,830,000.00","5,236,000.00","2,220,000.00","2,385,000.00","2,324,000.00","1,459,180.00",,"1,736,000.00","2,432,000.00","704,000.00",,"25,057,061.00",
应收账款,"61,274,508.04","67,011,014.48","111,468,465.74","158,061,168.53","167,111,758.22","140,073,940.94","116,338,070.06","145,622,805.58","168,042,538.85","154,942,126.57","145,833,503.48","146,717,535.68","183,943,833.07","169,803,454.02","193,543,723.16"
应付账款,"90,548,457.83","75,732,100.01","103,995,020.88","67,471,506.95","65,005,241.89","64,572,482.34","49,318,903.21","51,369,471.28","41,137,008.78","53,398,928.79","48,392,538.58","55,947,728.00",,"111,663,127.92",
预付款项,"3,326,706.49","9,174,221.95","10,129,090.43","16,114,620.57","16,504,080.31","12,913,358.29","12,925,758.29","17,537,783.78","15,465,919.31","6,808,535.80","10,858,535.88","8,577,144.36","10,582,068.63","16,965,242.46","10,684,618.33"
预收款项,"7,803,092.36","6,342,828.01","5,606,354.65","2,732,519.96","4,830,734.61","2,812,828.76","2,879,658.76","2,256,745.78","2,202,914.03","2,429,405.42","4,330,022.61","2,944,020.09","3,864,469.75","3,231,245.09","5,822,590.18"
其他应收款,"2,625,464.36","4,476,604.21","5,881,170.92","7,768,974.41","8,695,700.38","5,356,230.54","8,712,659.99","7,972,442.25","9,082,428.27","3,989,158.61","9,405,732.20","5,451,269.10","9,637,994.78","8,564,972.35","13,667,507.14"
应付职工薪酬,"5,025,889.89","6,128,029.99","6,351,523.76","5,046,267.38","6,759,167.69","6,912,567.46","6,453,343.17","6,528,659.31","6,698,169.69","6,406,297.46","4,410,731.95","4,754,333.48","5,297,876.72","7,503,628.48","5,354,220.96"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"12,530,885.52","13,268,313.49","18,792,591.94","5,034,570.84","4,770,034.29","13,982,074.17","190,296.74","3,372,698.96","3,985,815.99","12,540,775.16","2,223,544.84","329,958.18","2,427,276.54","14,464,232.73","5,912,304.40"
应收利息,,,,,,,,,,,,,,"234,200.00","185,303.28"
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"117,477,953.78","106,790,271.33","124,546,800.22","135,710,228.59","147,717,326.47","125,226,857.58","142,891,024.78","135,180,075.40","118,251,662.76","116,513,802.91","134,113,325.38","154,719,531.17","174,896,049.04","146,841,107.40","167,329,956.96"
其他应付款,"4,349,113.89","4,281,923.50","5,253,504.76","5,099,751.99","5,072,699.97","9,477,330.78","9,953,913.80","7,119,057.41","5,321,667.84","8,429,984.82","7,064,461.53","4,985,304.10","2,998,426.03","9,979,137.32","6,679,683.86"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"937,029.82",,"3,885,921.62","2,293,638.20","3,663,165.32","85,000,000.00","85,000,000.00","81,608,960.01","80,030,475.06","264,267.37","73,838,111.61","78,302,331.16","62,620,231.40","55,372,233.89","58,569,690.54"
其他流动负债,,"5,315,000.00","1,000,000.00","1,000,000.00","1,000,000.00","220,000.00","220,000.00","70,000.00","70,000.00",,,,,,
流动资产合计,"293,643,624.09","350,822,349.60","414,963,795.06","379,810,052.20","389,998,880.48","626,690,921.49","550,403,559.14","520,888,621.87","506,752,392.71","581,385,270.07","554,141,318.48","549,982,118.74","566,679,972.83","633,783,876.24","600,139,885.78"
流动负债合计,"165,198,439.49","157,338,195.00","168,828,995.99","122,120,617.12","130,157,878.45","155,362,283.51","126,340,115.68","102,175,812.74","89,415,576.33","124,941,391.65","108,853,299.51","109,665,343.85","115,083,963.81","191,898,432.54","162,436,161.80"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,"9,786,893.98","17,049,186.50","20,096,549.00","20,154,131.00","20,371,397.00","21,210,993.00","21,185,670.78","21,399,636.50","21,457,426.50","25,010,190.00","25,089,145.25","28,492,865.25","26,517,490.97","34,250,820.00","34,250,820.00"
固定资产,"45,063,428.49","45,850,273.85","47,664,352.62","49,111,366.83","48,419,435.08","47,582,598.51","79,138,324.83","49,348,879.06","50,580,721.23","87,809,576.39","85,726,147.65","83,733,917.86","81,943,092.66","87,815,018.23","85,488,792.80"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,,,,,"39,805.83",,,"48,260,626.56","53,554,845.72",,"288,063.08","288,063.08",,"26,235,805.86","24,414,124.16"
其他非流动负债,,,,,,,"13,601,187.94",,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"15,015,808.65","27,474,376.67","31,282,421.19","32,191,110.47","32,342,361.24","34,630,406.44","34,786,858.72","35,540,560.26","35,994,125.43","37,415,988.22","37,754,639.95","40,810,982.78","38,582,674.32","46,443,514.00","47,288,638.07"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"180,214,248.14","184,812,571.67","200,111,417.18","154,311,727.59","162,500,239.69","189,992,689.95","161,126,974.40","137,716,373.00","125,409,701.76","162,357,379.87","146,607,939.46","150,476,326.63","153,666,638.13","238,341,946.54","209,724,799.87"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"55,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","73,360,000.00","73,360,000.00","73,360,000.00","73,360,000.00","73,360,000.00","73,360,000.00","110,040,000.00","110,040,000.00","110,040,000.00","110,040,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"44,484,209.42","44,484,209.42","44,484,209.42","44,484,209.42","44,484,209.42","229,423,027.21","229,423,027.21","229,423,027.21","229,423,027.21","229,423,027.21","229,423,027.21","192,743,027.21","192,743,027.21","192,743,027.21","192,743,027.21"
无形资产,"5,821,734.79","5,873,142.54","5,975,419.19","6,981,080.29","6,790,962.38","6,643,779.72","6,482,059.50","6,507,792.54","6,339,069.39","6,575,676.19","6,372,292.51","8,398,240.74","8,122,942.57","10,558,645.31","10,300,962.79"
盈余公积,"8,177,466.55","12,871,672.00","16,882,408.34","16,882,408.34","16,882,408.34","19,750,080.76","19,750,080.76","19,750,080.76","19,750,080.76","20,999,819.94","20,999,819.94","20,999,819.94","20,999,819.94","22,658,770.43","22,658,770.43"
开发支出,,,,,,,"586,694.82","1,151,991.37","2,116,354.00","2,124,350.74","2,370,330.74","305,721.00","504,258.50",,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"58,436,037.08","109,633,368.35","156,325,589.84","170,918,363.15","171,762,717.46","191,472,834.48","176,031,888.60","180,246,239.78","184,194,450.31","200,736,208.97","187,436,077.56","176,866,006.55","188,040,413.03","207,329,994.90","198,013,613.28"
长期待摊费用,,,,,,,,"752,519.72","1,282,430.68","923,649.85","694,846.21","541,958.93","1,082,158.75","2,003,422.95","2,741,433.00"
少数股东权益,,,"-5,784.45","-8,807.25","-8,807.25","-12,071.97","-12,071.97","-15,009.24","-13,861.45","-13,862.70","-13,862.70","-13,862.70","-13,862.70","-18,005.24","-18,005.23"
递延所得税资产,"1,783,173.82","2,213,555.45","3,994,273.46","5,154,361.93","5,231,254.84","5,641,044.47","5,641,044.47","5,878,230.39","6,038,268.28","7,527,246.24","7,512,138.99","6,613,313.47","6,584,323.07","9,034,014.15","9,194,983.93"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,"2,042,500.00","200,000.00","531,040.00","140,429.05","17,428,216.24","17,428,216.24","7,692,050.00","5,459,316.58","517,016.58","708,076.58","1,248,196.58","559,500.00","1,665,228.00","882,300.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"52,668,337.10","55,979,471.84","57,834,045.27","61,777,849.05","60,621,887.18","77,295,638.94","109,276,339.86","119,592,089.64","125,371,005.88","105,477,515.99","103,671,895.76","101,129,411.66","98,796,275.55","137,312,134.50","133,022,596.68"
所有者权益(或股东权益)合计,"166,097,713.05","221,989,249.77","272,686,423.15","287,276,173.66","288,120,527.97","513,993,870.48","498,552,924.60","502,764,338.51","506,713,696.83","524,505,406.19","511,205,274.78","500,635,203.77","511,809,610.25","532,754,064.20","523,437,682.59"
资产总计,"346,311,961.19","406,801,821.44","472,797,840.33","441,587,901.25","450,620,767.66","703,986,560.43","659,679,899.00","640,480,711.51","632,123,398.59","686,862,786.06","657,813,214.24","651,111,530.40","665,476,248.38","771,096,010.74","733,162,482.46"
负债和所有者(或股东权益)合计,"346,311,961.19","406,801,821.44","472,797,840.33","441,587,901.25","450,620,767.66","703,986,560.43","659,679,899.00","640,480,711.51","632,123,398.59","686,862,786.06","657,813,214.24","651,111,530.40","665,476,248.38","771,096,010.74","733,162,482.46"
