科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,,"811,494.00","1,217,241.00","1,570,464.00",,,,"160,280,842.28","37,940,522.72","106,072,366.12","200,134,364.00","231,655,434.66","80,547,238.04","143,995,935.71","251,821,769.55","383,427,607.88","107,962,394.51","270,843,866.82","425,590,415.61","561,224,438.47","132,587,932.96","343,114,716.51","580,953,986.82","928,078,954.11","253,898,553.61","568,440,300.59","752,984,491.38","960,640,495.61","119,247,393.37","253,490,510.36","344,730,233.68","481,536,818.27","181,834,007.71","492,469,679.83","920,071,797.42","1,636,494,091.23","567,571,382.01","1,536,854,286.37","2,944,852,426.61","4,703,673,307.42","1,692,412,384.47","4,313,646,673.22","6,313,681,086.95","10,972,780,324.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,"48,413,150.73","48,413,150.73","48,413,150.73"
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,"866,451.63","866,451.63","866,451.63",,,,,"50,000.00","50,000.00","50,000.00","50,000.00",,,,,,205.48,205.48,205.48,,"73,584.00",,
支付其他与投资活动有关的现金,,,,,,,,,,"1,349,709.75","1,349,709.75",,,"5,912,276.33","5,912,276.33","5,912,276.33",,,,,,,,"647,792.63",,,,"248,005,890.00","18,160.00","18,160.00","18,160.00","18,160.00",,,,,,,,,,,,
收到其他与经营活动有关的现金,"405,747.00",,,"421,320.00","2,515,454.01","2,534,178.61","5,577,660.42","43,948,280.44","-5,476,015.93","15,231,293.04","97,029,612.64","51,761,526.07","7,136,127.41","47,460,683.07","64,705,885.63","142,526,394.99","11,836,290.63","27,200,760.39","46,708,982.94","83,183,278.23","21,306,579.81","44,862,898.37","233,503,298.33","319,393,134.02","1,162,488,473.28","1,182,888,914.34","1,206,397,452.02","1,476,980,933.22","188,100,785.68","703,082,367.57","724,277,255.53","772,098,646.18","71,000,503.05","30,461,701.56","146,264,379.47","330,300,793.09","36,433,212.16","74,522,793.89","356,419,394.55","174,376,112.03","328,731,628.43","534,016,684.46","766,477,469.99","1,304,209,747.63"
投资活动现金流出小计,,,,,,,,"1,895,382.49","66,760.65","3,657,190.40","3,757,002.90","2,465,100.62","1,631,141.51","8,598,342.84","9,883,104.84","13,174,359.15","503,660.00","1,292,625.07","2,659,394.83","3,055,270.41","45,819.17","1,035,067.88","1,472,885.97","3,317,344.60","37,340.00","1,587,213.00","1,811,990.59","251,670,467.70","941,515.00","4,482,986.00","5,481,826.11","6,162,526.11","241,041.00","682,095.00","3,181,147.15","6,523,594.58","2,133,114.63","6,996,514.31","543,429,620.89","14,513,628.38","1,821,361,233.98","1,786,196,248.38","1,841,637,452.26","2,398,747,862.00"
经营活动现金流入小计,"405,747.00","811,494.00","1,217,241.00","1,991,784.00","2,515,454.01","2,534,178.61","5,577,660.42","204,229,122.72","32,464,506.79","121,303,659.16","297,163,976.64","283,416,960.73","87,683,365.45","191,456,618.78","316,527,655.18","525,954,002.87","119,798,685.14","298,044,627.21","472,299,398.55","644,407,716.70","153,894,512.77","388,844,066.51","815,323,736.78","1,248,338,539.76","1,416,387,026.89","1,751,329,214.93","1,959,381,943.40","2,437,621,428.83","307,398,179.05","956,622,877.93","1,069,057,489.21","1,253,685,464.45","252,834,510.76","522,931,381.39","1,066,336,176.89","1,966,794,884.32","604,004,594.17","1,611,377,285.74","3,301,272,026.64","4,878,049,624.93","2,021,144,012.90","4,847,736,941.68","7,080,158,556.94","12,276,990,071.63"
投资活动产生的现金流量净额,,,"10,650.00",,,,"50,200,000.00","-1,793,622.49","-66,760.65","34,518,629.27","38,369,759.77","106,835,108.32","27,834,986.03","51,901,657.16","50,710,561.37","47,561,218.31","-503,660.00","-1,058,640.57","23,343,370.81","225,148,136.94","50,554,180.83","49,564,932.12","52,421,216.68","50,689,117.94","-37,340.00","64,939.95","1,584,019.82","-171,487,457.29","163,205,496.88","159,664,025.88","158,695,785.77","159,317,472.77","-232,588.92","-673,642.92","-3,152,895.07","-6,480,242.50","-2,128,114.63","-6,991,514.31","-543,424,620.89","-13,754,202.38","-1,821,171,233.98","-1,786,006,248.38","-1,841,402,452.26","-1,548,980,613.59"
购买商品、接受劳务支付的现金,,,,,,,,"198,592,214.66","33,637,029.87","113,517,703.20","270,184,477.61","248,338,261.98","183,440,095.38","208,769,254.76","320,745,541.09","534,633,325.36","180,439,617.50","290,786,663.55","423,489,765.31","533,302,101.32","104,980,838.65","209,510,838.11","296,739,418.73","453,204,534.43","82,322,045.60","599,192,074.73","702,402,118.40","2,336,343,577.47","180,394,424.30","346,170,586.74","1,105,244,287.46","1,491,742,620.52","245,243,345.35","398,767,315.80","637,141,226.63","1,110,468,420.41","260,620,115.41","2,184,221,432.09","2,491,762,545.90","5,680,031,878.19","814,565,580.47","3,608,226,557.35","8,124,576,913.57","12,603,501,838.44"
吸收投资收到的现金,,,,,,,,"5,320,215.18",,,,,,"144,512,275.00","144,512,275.00","144,512,275.00",,,,,,,,,,"300,000,000.00","300,000,000.00","1,239,120,000.00","10,000,000.00","59,000,000.00","86,000,002.94","86,000,000.00",,,,,0.02,0.02,"30,000,000.02","30,000,000.02","3,000,000.00","103,400,000.00","129,400,000.00","972,980,000.00"
