科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"61,967,595.83","57,164,739.58","82,039,052.96","59,743,370.23","91,804,107.41","144,541,341.15","41,627,579.07","74,656,945.48","109,662,200.76","169,029,470.64","45,955,424.10","80,928,091.84","120,754,294.19","188,038,844.43","50,911,026.49","87,086,253.81","128,613,183.97","209,530,674.26","57,275,289.62","108,924,806.89","165,962,481.62","302,493,403.18","59,049,377.81","162,898,403.29","276,703,592.47","458,392,878.60","104,858,704.03","227,990,666.15","351,153,722.91","584,602,969.14","132,302,205.14"
取得借款收到的现金,"256,770,517.60","256,870,000.00","220,530,859.00","138,755,646.87","199,930,237.41","333,935,853.41",,,,"88,437,836.00","50,196,000.00","61,464,900.00","66,464,900.00","84,989,480.00","12,420,000.00","28,420,000.00","34,420,000.00","41,820,000.00",,,,,"714,938,800.00","778,075,600.00","886,671,322.96","888,968,300.00",,,,,
支付的各项税费,"55,432,131.82","12,496,354.50","23,763,393.54","20,753,002.91","37,601,387.18","47,853,822.74","4,124,985.49","18,476,310.32","32,582,231.02","40,026,520.50","4,613,813.79","19,037,747.91","31,906,362.84","44,434,533.43","13,745,777.83","27,305,298.31","39,148,629.58","53,625,030.11","18,523,570.04","38,067,910.94","56,215,018.90","77,361,364.34","23,520,014.04","74,392,187.49","114,129,384.90","120,155,701.97","31,931,269.45","81,870,526.63","122,813,706.14","158,526,599.24","42,187,860.99"
收到其他与筹资活动有关的现金,,,,,"320,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"23,182,867.42","14,702,918.24","45,571,710.57","36,392,192.82","46,086,209.08","44,766,399.65","12,524,428.23","26,686,914.73","37,436,401.71","42,935,047.46","12,733,678.11","30,333,339.05","39,007,316.39","46,235,131.01","13,376,711.57","26,351,099.64","51,133,327.84","62,509,719.89","20,175,175.90","40,492,751.62","70,215,895.14","103,191,774.17","15,645,385.01","56,482,302.86","102,854,154.76","132,348,838.82","38,630,973.99","71,308,163.96","128,998,080.12","162,826,606.14","54,752,075.98"
筹资活动现金流入小计,"256,770,517.60","256,870,000.00","220,530,859.00","138,755,646.87","200,251,037.41","1,149,105,853.41",,,,"88,437,836.00","50,196,000.00","63,832,500.00","68,832,500.00","87,357,080.00","12,420,000.00","28,420,000.00","34,420,000.00","41,820,000.00","1,010,229,100.00","1,010,229,100.00","1,010,229,100.00","1,010,229,100.00","714,938,800.00","778,075,600.00","1,891,671,302.12","1,893,968,279.16",,,,,
经营活动现金流出小计,"484,474,647.54","281,671,774.52","588,544,642.71","328,146,631.12","484,394,603.62","679,720,665.62","146,077,247.11","325,703,795.78","480,836,751.10","731,186,797.14","222,985,762.50","456,652,252.36","640,271,781.00","836,573,640.40","200,475,634.73","395,500,550.08","623,061,298.73","942,154,241.69","280,026,906.96","576,955,018.12","913,384,579.60","1,352,030,131.93","371,812,002.28","864,965,397.48","1,321,018,784.47","1,791,296,148.05","415,496,338.36","882,981,619.25","1,374,093,474.32","1,952,715,268.93","536,423,933.29"
偿还债务支付的现金,"186,700,517.60","210,000,000.00","227,411,447.61","132,196,434.70","249,964,604.79","316,354,604.79","217,038,464.00","253,388,464.00","253,388,464.00","253,388,464.00","38,018,328.00","137,928,726.23","144,078,426.23","154,078,426.23","6,000,000.00","25,076,160.00","31,076,160.00","36,983,544.00","16,000,000.00","22,400,000.00","22,400,000.00","22,400,000.00",,"701,674.00","423,927,036.30","891,343,215.74","570,558.60","1,184,532.03","1,788,802.08","1,153,135.10","391,254.89"
经营活动产生的现金流量净额,"64,957,959.64","94,704,915.73","156,068,852.72","144,211,016.88","216,560,178.52","189,079,188.53","59,383.69","31,337,114.91","63,801,535.79","66,414,783.80","28,403,041.72","65,391,736.07","128,871,538.00","198,143,305.23","25,001,014.36","56,104,951.13","129,319,731.53","143,375,664.33","133,686,240.64","176,387,130.99","301,398,516.12","366,599,551.27","102,339,094.16","86,112,662.51","145,353,901.49","152,654,463.17","257,293,820.98","388,747,462.32","524,013,685.56","612,280,415.13","95,638,135.14"
分配股利、利润或偿还利息支付的现金,"59,097,105.92","49,426,205.95","68,961,299.26","44,452,481.97","48,425,377.54","51,964,353.67","2,529,330.36","71,819,594.11","71,819,594.11","71,819,594.11","371,366.31","42,679,373.49","42,885,879.80","43,043,014.24","176,825.59","50,169,309.31","50,527,513.04","51,001,114.41","234,333.32","61,500,538.76","61,500,538.76","61,500,538.76","10,933,428.57","120,608,760.58","129,627,148.70","131,009,363.17","211,993.45","128,182,234.73","127,278,650.10","128,860,877.98","152,990.75"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"500,113,300.00","113,300.00",,"3,211,382.40","3,238,347.51",,,,,,
支付其他与筹资活动有关的现金,,,"12,658,033.37","337,763.91","407,170.92","8,926,854.53","2,319,887.91","2,319,887.91","2,319,887.91","2,319,887.91",,,,,,,,,"600,000.00","800,000.00","800,000.00","800,000.00",,,"1,507,782.04","1,507,782.04",,,,,
取得投资收益收到的现金,,"1,560,755.28","963,169.19","373,611.15","373,611.15","1,082,643.80",,"965,977.34","965,977.34","965,977.34",,"856,247.79","856,247.79","856,247.79",,"1,034,528.12","1,034,528.12","1,034,528.12",,"1,364,093.58","7,713,408.65","7,713,408.65","9,125,000.00","14,349,281.04","18,224,281.04","21,519,281.04","2,796,666.67","8,165,712.85","11,175,712.85","14,938,212.85","2,777,250.00"
筹资活动现金流出小计,"245,797,623.52","259,426,205.95","309,030,780.24","176,986,680.58","298,797,153.25","377,245,812.99","221,887,682.27","327,527,946.02","327,527,946.02","327,527,946.02","38,389,694.31","180,608,099.72","186,964,306.03","197,121,440.47","6,176,825.59","75,245,469.31","81,603,673.04","87,984,658.41","16,834,333.32","84,700,538.76","84,700,538.76","84,700,538.76","10,933,428.57","121,310,434.58","555,061,967.04","1,023,860,360.95","782,552.05","129,366,766.76","129,067,452.18","130,014,013.08","544,245.64"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,452,357.00",,"204,761.65","208,457.01","409,720.02","948,399.81","40,311.00","161,853.80","188,909.40","240,565.67","26,896.00","146,367.40","187,875.19","294,821.30","35,145.73","130,191.10","267,127.72","673,654.08","55,815.90","118,967.90","232,587.08","1,327,190.75","39,875.42","275,103.32","336,576.14","509,414.36","14,831.30","186,055.39","256,335.39","500,821.88","25,253.00"
筹资活动产生的现金流量净额,"10,972,894.08","-2,556,205.95","-88,499,921.24","-38,231,033.71","-98,546,115.84","771,860,040.42","-221,887,682.27","-327,527,946.02","-327,527,946.02","-239,090,110.02","11,806,305.69","-116,775,599.72","-118,131,806.03","-109,764,360.47","6,243,174.41","-46,825,469.31","-47,183,673.04","-46,164,658.41","993,394,766.68","925,528,561.24","925,528,561.24","925,528,561.24","704,005,371.43","656,765,165.42","1,336,609,335.08","870,107,918.21","-782,552.05","-129,366,766.76","-129,067,452.18","-130,014,013.08","-544,245.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,856,558.51","-439,945.58","-2,926,983.43","-1,358,869.98","-2,169,278.58","-2,228,635.19",,"959,164.15","959,164.15","-2,609,212.09","-50,800.20","-3,295,471.39","-4,495,833.12","-6,513,064.46",218.23,"1,346,849.31","1,445,815.77","3,193,390.51","201,634.71","6,159,463.76","6,220,041.76","22,149,777.36","495,921.11","-4,529,793.42","-11,474,080.95","-29,336,375.05","-672,242.67","-3,696,491.62","-7,399,732.85","-10,597,132.62","-11,567,890.37"
收到其他与投资活动有关的现金,,,"295,909.30",,,,,,,,,,,,,,,,,,,"500,000,000.00","500,000,000.00","895,261,600.00","1,395,261,600.00","1,825,261,600.00","380,000,000.00","660,000,000.00","940,000,000.00","1,290,000,000.00","350,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,452,357.00","1,560,755.28","1,463,840.14","582,068.16","783,331.17","2,031,043.61","40,311.00","1,127,831.14","1,154,886.74","1,206,543.01","26,896.00","1,002,615.19","1,044,122.98","1,151,069.09","35,145.73","1,164,719.22","1,301,655.84","1,708,182.20","55,815.90","1,483,061.48","508,059,295.73","509,153,899.40","509,164,875.42","913,097,366.76","1,417,060,804.69","1,847,290,295.40","382,811,497.97","668,351,768.24","951,432,048.24","1,305,439,034.73","352,802,503.00"
五、现金及现金等价物净增加额,"38,442,048.44","54,253,970.33","-49,943,691.11","-5,553,357.00","-20,070,331.79","797,871,416.81","-247,965,642.97","-384,720,613.88","-433,735,103.77","-418,268,250.83","-9,958,592.20","-133,705,147.99","-122,343,765.16","-107,447,038.78","-11,621,998.99","-73,194,978.38","-45,166,254.36","-87,350,027.55","1,020,864,723.77","406,941,518.69","456,270,575.60","434,591,555.27","-20,314,845.56","-280,316,592.81","372,804,136.68","-175,438,889.31","254,753,879.54","147,052,867.92","153,244,528.22","133,625,697.38","332,331,359.99"
购建固定资产、无形资产和其他长期资产支付的现金,"37,084,603.77","39,015,549.15","82,339,064.92","75,148,807.06","101,090,715.77","127,262,489.27","26,177,655.39","90,616,778.06","172,122,744.43","244,190,255.53","50,144,035.41","80,028,428.14","129,631,786.99","190,463,988.17","42,901,551.72","84,986,028.73","130,049,784.46","189,462,606.18","106,473,734.16","202,616,698.78","277,935,839.25","356,578,634.00","59,555,754.28","164,773,450.24","322,844,853.11","444,285,488.91","103,896,644.69","216,983,104.26","275,734,020.55","383,482,606.78","103,997,142.14"
期初现金及现金等价物余额,"6,942,777.11","45,384,825.55","99,638,795.88","49,695,104.77","49,695,104.77","49,695,104.77","847,566,521.58","847,566,521.58","847,566,521.58","847,566,521.58","429,298,270.75","429,298,270.75","429,298,270.75","429,298,270.75","321,851,231.97","321,851,231.97","321,851,231.97","321,851,231.97","234,501,204.42","234,501,204.42","234,501,204.42","234,501,204.42","696,067,859.69","669,092,759.69","669,092,759.69","669,092,759.69","493,653,870.38","493,653,870.38","493,653,870.38","493,653,870.38","627,279,567.76"
投资支付的现金,,,,,,,,,,,,,,,,,,,,"500,000,000.00","1,007,000,000.00","7,000,000.00",,,,,,,,,
期末现金及现金等价物余额,"45,384,825.55","99,638,795.88","49,695,104.77","44,141,747.77","29,624,772.98","847,566,521.58","599,600,878.61","462,845,907.70","413,831,417.81","429,298,270.75","419,339,678.55","295,593,122.76","306,954,505.59","321,851,231.97","310,229,232.98","248,656,253.59","276,684,977.61","234,501,204.42","1,255,365,928.19","641,442,723.11","690,771,780.02","669,092,759.69","675,753,014.13","388,776,166.88","1,041,896,896.37","493,653,870.38","748,407,749.92","640,706,738.30","646,898,398.60","627,279,567.76","959,610,927.75"
