科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"122,470,563.05","88,713,050.85","108,148,291.78","587,417,189.26","280,089,499.30","284,647,024.47","428,134,398.97","289,635,038.50","299,905,254.42","323,753,138.22","263,372,636.46","170,566,396.47","266,055,042.30","326,212,593.85","255,584,518.78","305,716,827.20","179,020,327.25","252,872,584.35","329,969,231.87","286,160,281.73","503,560,239.22","358,204,940.47","475,356,222.05","256,894,106.99","339,375,686.80","283,621,285.68","354,034,403.57","245,582,208.79","236,964,813.50","287,313,127.52","298,989,030.23","164,537,297.47","238,466,108.12","1,051,909,028.69","1,060,484,446.12","972,472,846.58"
短期借款,"140,000,000.00","118,000,000.00","147,900,000.00","164,900,000.00","10,000,000.00","20,000,000.00","20,000,000.00","170,000,000.00","268,250,000.00","313,250,000.00","219,513,500.00","331,100,000.00","361,100,000.00","40,000,000.00","90,000,000.00","390,000,000.00","270,000,000.00","343,958,840.00","233,958,840.00","379,294,200.00","449,294,200.00","475,000,035.41","401,000,000.00","411,380,000.00","381,380,000.00","321,180,000.00","175,100,000.00","205,100,000.00","305,100,000.00","234,300,000.00","146,000,000.00","146,000,000.00","210,000,000.00","538,600,000.00","491,500,000.00",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,"10,000,000.00","10,000,000.00","1,393,897.00","1,393,897.00","43,700,000.00","6,450,000.00","1,200,000.00","31,005,619.00","46,888,822.92","20,879,093.80","20,620,288.80","4,350,000.00","63,479,000.00","48,503,730.66","2,164,711.70","1,010,000.00","144,724,348.41","9,150,000.00","10,407,276.62","2,500,000.00","71,011,791.38","67,500,245.04","38,768,799.84","42,693,778.44","107,887,194.08","100,859,305.81","66,155,039.71","36,344,547.78","39,679,462.96","20,397,869.99"
应付票据,"7,750,009.20",,,,"13,915,000.00","13,915,000.00",,,"8,500,000.00","8,500,000.00",,"4,900,000.00","229,291,737.00","320,642,469.90","207,160,916.90","135,315,946.80","62,057,984.00","116,523,876.00","53,369,892.00","48,520,000.00","158,421,998.00","319,355,447.00","274,843,413.22","124,400,128.00","227,126,785.60","295,000,877.60","209,390,000.00","130,711,812.70","20,780,000.00","55,773,771.64","33,500,000.00","10,670,880.00","208,975,380.00","438,769,000.00","241,951,560.00","11,600,000.00"
应收账款,"106,799,543.46","155,635,175.48","205,476,386.43","153,871,660.11","157,972,031.07","211,798,490.18","349,752,880.69","368,093,399.04","420,627,499.09","414,870,838.29","436,283,495.58","402,397,542.99","448,050,929.72","463,449,150.88","420,917,607.16","344,791,365.36","328,880,951.08","467,192,317.61","447,429,419.17","351,908,007.91","528,403,764.85","687,154,975.84","697,566,755.66","570,716,418.96","555,233,627.90","699,420,949.69","529,704,721.20","398,899,843.37","461,339,282.74","487,809,495.54","322,180,844.39","294,388,350.94","341,832,359.20","474,274,852.32","514,852,543.58","437,121,350.01"
应付账款,"72,034,087.28","78,793,186.18","147,428,294.33","119,451,847.93","144,962,472.46","176,497,186.56","393,166,998.46","219,907,918.15","266,855,459.55","215,094,338.83","247,954,317.89","286,596,887.21","260,025,257.04","304,028,435.16","206,354,706.64","342,417,164.29","303,615,932.79","481,221,553.19","311,316,525.57","191,503,382.59","307,605,691.83","455,002,076.42","346,837,551.77","306,669,917.12","181,539,895.44","152,542,193.97","157,680,371.82","98,206,848.31","129,198,577.55","137,419,590.67","87,851,527.15","103,237,957.30","162,462,063.14","364,186,473.74","291,741,371.39","293,920,072.12"
预付款项,"15,292,742.61","9,419,738.78","32,307,938.54","28,047,887.17","23,275,853.20","37,691,840.96","41,759,223.00","32,834,503.59","32,017,751.97","95,844,422.75","96,004,069.19","215,394,310.97","172,752,364.38","177,810,718.57","292,973,340.88","471,671,084.07","267,322,577.24","434,849,447.10","101,189,821.34","253,592,196.98","146,036,445.56","307,355,542.28","83,071,533.12","197,894,741.88","148,344,581.66","151,507,672.96","41,730,443.29","126,131,546.87","111,872,909.96","118,213,615.35","42,694,988.90","95,436,301.99","299,350,338.58","587,645,529.49","247,306,724.18","87,070,540.32"
预收款项,"30,468,882.84","16,290,074.87","18,231,750.17","54,944,355.35","17,388,641.77","66,670,352.45","39,994,517.50","52,700,884.02","41,843,551.03","126,385,958.33","49,844,483.56","65,508,747.22","60,097,867.70","88,404,183.42","30,365,888.33","21,251,053.89","36,798,415.56","56,529,271.04","16,724,562.04","31,786,194.72","56,894,032.83","83,845,964.21","42,018,553.38","63,992,676.25","40,146,556.76","34,909,208.74","15,661,569.32","83,597,989.14","27,651,281.16","14,283,902.04","9,309,270.61","19,260,295.59","25,395,541.03","188,293,556.98","168,626,129.45","140,511,661.04"
其他应收款,"30,653,349.34","33,678,138.12","23,147,145.13","25,588,619.30","54,955,344.69","54,634,209.03","47,385,428.43","67,465,594.59","76,828,182.87","62,940,905.57","54,608,070.30","64,125,703.61","69,646,101.50","72,721,211.58","29,980,791.93","53,074,546.65","36,372,871.90","63,701,652.03","57,351,874.27","51,373,806.63","52,738,236.81","68,206,807.36","73,501,700.73","88,438,175.25","66,167,059.70","67,114,421.68","49,312,064.15","46,606,118.16","40,563,404.39","33,566,207.44","24,316,939.31","44,647,604.34","55,153,944.51","107,925,664.39","199,727,876.19","285,854,385.11"
