科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付股利,"1,800,000.00",,,,,,,,,,,"3,038,175.00",,,"13,367,970.00",,,,,,,,,"81,147,272.50",,,,
存货,"2,812,878.39","11,650,968.43","20,465,571.01","54,413,667.97","17,651,802.97","26,763,778.28","40,195,566.80","59,917,917.16","43,417,993.78","56,768,384.52","70,779,196.64","88,278,375.37","149,530,352.79","175,683,766.71","193,106,407.19","208,645,250.63","193,653,971.35","91,201,350.93","110,978,740.51","145,116,284.50","130,817,674.88","141,974,497.17","156,036,492.34","149,434,156.94","143,616,926.05","149,172,968.08","170,533,565.45","181,985,609.66"
其他应付款,"1,055,292.39","95,816.18","158,760.15","272,745.33","7,340,548.45","375,675.31","740,754.55","349,351.77","867,451.47","4,794,205.16","423,058.58","494,182.10","21,849,705.90","33,838,572.21","24,505,209.32","35,805,521.87","27,024,954.89","629,702.80","1,489,371.87","1,989,901.00","5,869,131.13","14,174,445.02","41,664,525.99","589,895,721.30","388,012,147.76","225,092,623.70","35,949,868.73","23,610,858.83"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,"176,174.21","66,666.63",,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"89,816,256.70","88,145,706.63","75,383,481.60",,,,,,,,
其他流动资产,,,,,,,,"60,000,000.00","60,001,249.99","225,001,845.02","124,500,000.00","129,556,932.65","123,118,358.02","24,870,912.62","2,912,680.51","3,223,680.32","3,296,502.88","917,512.39","1,963,221.10","41,845,004.65","47,617,554.52","1,709,515,199.32","2,089,686,719.18","1,890,405,266.32","1,903,990,781.07","1,744,020,839.38","1,375,096,790.43","818,029,817.51"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,"38,000,000.00","12,000,000.00",
流动资产合计,"57,439,406.31","94,987,106.37","92,927,381.82","144,405,639.29","563,984,148.56","522,299,479.15","423,384,880.06","408,667,548.68","453,133,808.43","459,406,772.31","456,672,848.72","472,149,321.26","566,650,493.20","552,387,005.20","456,668,003.53","859,457,256.84","899,771,251.50","757,135,092.89","751,096,325.04","643,957,310.30","2,803,840,580.58","2,831,867,036.41","2,723,147,536.06","2,644,361,466.20","2,940,035,150.61","2,702,350,598.07","2,575,442,635.52","2,297,724,077.29"
流动负债合计,"44,171,964.21","54,769,553.00","34,629,227.23","91,761,059.47","44,153,499.96","24,314,662.51","20,070,350.50","55,497,120.04","58,463,645.90","45,391,221.97","41,318,095.38","102,875,364.33","122,642,505.67","111,329,405.35","82,537,430.80","110,374,671.69","105,391,879.57","182,789,443.53","176,437,552.14","178,087,494.04","154,557,080.16","135,976,933.51","158,714,815.58","1,176,082,449.86","1,091,689,362.94","916,858,685.86","785,801,805.97","852,482,364.04"
可供出售金融资产,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00","55,687,300.00","157,582,000.00","251,873,134.22","201,669,598.64","152,575,205.43","187,814,485.41","176,814,485.41","237,814,485.41"
长期借款,"1,700,000.00",,,,,,,,,"69,309,559.20","69,932,398.85","69,945,399.86","69,941,630.78","69,560,792.00","69,824,529.60","69,500,286.10","72,314,121.60",,,,,,,,"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,"15,916,836.13","16,970,576.74","52,195,444.06","52,319,979.64","16,175,399.21","14,977,422.97","15,344,191.04","15,767,961.86",,,,,,,,,,,
长期股权投资,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","33,200,000.00","19,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","40,300,000.00",,"2,551,466.12","34,306,478.48","34,153,357.44","58,911,576.94","111,787,684.82","135,428,632.10","219,470,115.91","198,900,576.14","112,210,094.34","186,835,935.58","300,211,336.91","296,192,820.41","214,076,471.59","276,920,135.32","213,572,649.12"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,"34,486,457.32","34,203,398.14","33,920,338.96","33,637,279.78","33,354,220.60","33,165,514.48","32,882,455.30","32,599,396.12","95,086,613.62","94,717,362.05","93,955,324.83"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"49,822,304.28","50,109,533.87","48,731,494.08","49,007,743.07","113,259,215.09","126,590,596.30","125,502,548.62","208,686,258.62","209,388,372.99","201,325,085.02","199,336,847.66","197,694,262.61","198,419,564.22","233,586,573.23","235,761,393.66","243,352,887.65","242,065,237.05","294,647,245.32","295,250,983.87","295,440,972.00","292,409,031.19","294,044,710.60","291,249,366.03","290,129,714.15","287,089,608.54","261,740,364.17","255,811,263.49","250,947,613.62"
递延所得税负债,,"22,450.00",,,,,"116,893.05","114,642.86","267,721.32","638,337.50",,,,"8,029,400.32","8,029,400.32","8,292,114.82","14,279,400.32","6,133,652.40","6,133,652.40","6,133,652.40","6,133,652.40","7,313,519.91","10,732,325.69","10,732,325.69","10,732,325.69","7,313,519.91","7,313,519.91","7,313,519.91"
在建工程,,"9,541,320.39","47,792,561.28","62,367,757.50",,"7,000,000.00","78,271,203.67","1,993,519.47","7,214,519.44","52,671,772.97","58,165,999.37","60,619,754.50","70,073,697.34","53,901,144.63","69,535,115.31","62,417,968.31","62,417,968.31","32,265,637.60","32,639,445.63","32,639,445.63","37,966,733.96","33,724,198.65","35,483,975.71","35,681,273.01","36,896,554.25","12,033,584.50","14,100,342.92","16,549,544.16"
其他非流动负债,,"5,000,000.00","7,000,000.00","7,000,000.00","7,000,000.00","6,983,333.33","6,966,666.66","6,949,999.99","6,933,333.31","14,424,321.90","14,407,655.22","14,194,838.00","14,533,310.33","16,321,402.76",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,700,000.00","5,022,450.00","7,000,000.00","7,000,000.00","7,000,000.00","6,983,333.33","7,083,559.71","7,064,642.85","7,201,054.63","100,289,054.73","101,310,630.81","136,335,681.92","136,794,920.75","110,086,994.29","108,385,835.06","106,059,626.99","115,166,670.35","29,483,065.47","29,190,447.90","28,722,844.09","28,872,357.71","29,759,089.18","33,022,359.00","32,891,948.04","152,818,731.94","150,540,099.36","150,384,022.14","150,147,363.28"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"45,871,964.21","59,792,003.00","41,629,227.23","98,761,059.47","51,153,499.96","31,297,995.84","27,153,910.21","62,561,762.89","65,664,700.53","145,680,276.70","142,628,726.19","239,211,046.25","259,437,426.42","221,416,399.64","190,923,265.86","216,434,298.68","220,558,549.92","212,272,509.00","205,628,000.04","206,810,338.13","183,429,437.87","165,736,022.69","191,737,174.58","1,208,974,397.90","1,244,508,094.88","1,067,398,785.22","936,185,828.11","1,002,629,727.32"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"18,666,667.00","70,000,000.00","70,000,000.00","70,000,000.00","93,500,000.00","93,500,000.00","93,500,000.00","93,500,000.00","93,500,000.00","93,500,000.00","93,500,000.00","205,700,000.00","205,700,000.00","205,700,000.00","411,400,000.00","446,000,000.00","446,000,000.00","446,000,000.00","446,000,000.00","446,000,000.00","505,318,181.00","505,318,181.00","505,318,181.00","909,572,725.00","909,572,725.00","909,572,725.00","909,572,725.00","909,572,725.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"28,739,344.24","4,925,644.89","9,228,287.92","9,228,287.92","412,009,560.82","412,009,560.82","412,009,560.82","412,009,560.82","412,009,560.82","412,009,560.82","412,009,560.82","299,809,560.82","252,125,762.60","266,189,872.50","60,489,872.50","384,783,788.30","384,783,788.30","384,783,788.30","384,783,788.30","384,783,788.30","2,402,288,147.97","2,405,057,028.88","2,407,915,232.93","2,003,660,688.93","2,003,660,688.93","2,006,580,399.85","2,006,580,399.85","2,006,317,560.34"
无形资产,"13,503,041.97","21,550,583.40","21,086,610.34","20,841,190.40","20,718,480.43","20,595,770.46","20,473,060.49","20,350,350.52","25,025,040.24","24,420,538.73","24,104,377.65","23,687,032.12","24,419,569.84","23,959,188.68","23,894,756.15","23,461,228.64","23,600,199.83","24,095,271.92","24,236,183.27","26,187,337.13","25,788,743.82","33,730,475.02","30,820,336.61","32,924,295.45","32,281,149.58","56,879,958.51","55,479,813.34","54,481,398.98"
盈余公积,"3,351,963.37","4,734,042.36","9,716,443.15","9,716,443.15","9,716,443.15","14,781,743.66","14,781,743.66","14,781,743.66","14,781,743.66","19,296,833.50","19,296,833.50","19,296,833.50","19,296,833.50","28,991,065.07","28,991,065.07","28,991,065.07","28,991,065.07","38,660,143.75","38,660,143.75","38,660,143.75","38,660,143.75","49,876,173.78","49,876,173.78","49,876,173.78","49,876,173.78","64,026,557.90","64,026,557.90","64,026,557.90"
开发支出,,,,,,,,,,,,,,,,,,"921,423.56","1,439,898.77","1,291,645.19","2,271,871.39","4,641,124.10","7,942,285.17","1,913,083.59","2,263,491.90","5,164,717.41","778,634.19","6,376,640.14"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"4,621,360.96","64,246,500.90","64,720,942.35","111,650,090.79","97,416,839.01","91,276,780.88","91,276,780.88","91,276,780.88","91,276,780.88","62,893,767.88","129,148,349.62","133,649,817.69","133,795,568.59","136,835,933.82","136,835,933.82","1,102,481,585.19","1,102,481,585.19","1,042,941,876.43","1,042,941,876.43","1,042,941,876.43"
未分配利润,"24,381,211.65","42,266,754.20","85,580,788.31","94,818,300.26","137,641,008.01","129,531,327.29","132,434,416.31","95,641,199.16","124,817,133.18","119,996,464.63","123,984,028.35","132,494,320.77","177,701,743.21","202,752,591.54","190,657,946.85","208,616,311.35","272,244,127.41","298,921,852.98","312,735,047.10","344,295,766.80","448,936,351.48","477,664,376.64","508,824,402.68","445,945,960.99","653,113,008.07","527,969,718.81","576,987,948.11","641,718,724.16"
长期待摊费用,,,,,,,,,,"451,206.61","371,925.94","292,645.27","213,364.60","1,347,501.33","1,185,968.75","2,845,563.51","3,884,360.22","5,725,941.47","11,597,794.30","12,351,610.31","11,107,568.27","7,787,055.36","7,007,668.73","6,730,550.83","6,860,845.29","6,960,408.50","6,578,732.32","5,818,080.90"
少数股东权益,,,,,,"1,250,000.00","1,286,257.57","1,176,654.65","15,237,786.52","16,962,304.64","17,250,499.06","11,300,634.14","51,397,171.78","44,520,373.91","43,904,236.71","44,707,855.84","44,605,842.63","12,999,967.22","57,472,822.72","55,871,466.93","54,877,445.37","54,039,341.08","49,387,054.70","41,121,596.37","39,391,602.50","35,641,810.16","32,931,691.09","35,633,002.32"
递延所得税资产,"246,397.91","529,900.42","616,699.09","901,760.54","1,058,667.86","884,781.70","334,195.73","973,243.89","1,069,230.17","447,133.86","800,492.10","1,853,335.12","1,022,715.53","1,548,510.62","638,414.24","929,468.92","1,604,646.48","950,656.26","1,006,650.06","1,116,669.07","1,094,101.67","1,948,677.91","1,885,259.46","2,981,856.26","3,947,334.92","2,842,653.77","2,888,949.28","3,336,514.15"
外币报表折算价差,,,,,,,,,"-28,105.20","523,570.11","503,785.87","434,046.19","-2,442,693.77",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"20,000,000.00","20,530,487.28",,,,,,,,,"38,000,000.00",,"16,578,000.00","26,729,648.09","900,000.00","900,000.00","900,000.00","900,000.00",,,"412,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"63,571,744.16","86,731,338.08","123,227,364.79","138,118,451.51","140,036,363.38","160,071,148.46","257,781,008.51","271,003,372.50","272,849,011.08","348,562,238.09","352,500,585.07","436,097,120.41","396,565,750.54","413,171,165.49","461,598,907.47","463,437,255.35","488,760,769.71","625,774,086.15","684,951,335.76","822,645,951.89","819,388,422.90","816,758,490.40","983,999,409.81","2,008,505,749.33","1,954,087,991.63","1,885,541,133.91","1,927,031,594.75","2,337,794,127.74"
所有者权益(或股东权益)合计,"75,139,186.26","121,926,441.45","174,525,519.38","183,763,031.33","652,867,011.98","651,072,631.77","654,011,978.36","617,109,158.29","660,318,118.98","662,288,733.70","666,544,707.60","669,035,395.42","703,778,817.32","744,141,771.05","727,343,645.14","1,106,460,213.51","1,167,973,471.29","1,170,636,670.04","1,230,419,660.76","1,259,792,924.06","3,439,799,565.61","3,482,889,504.12","3,515,409,771.29","3,443,892,817.63","3,649,615,047.36","3,520,492,946.76","3,566,288,402.16","3,632,888,477.71"
资产总计,"121,011,150.47","181,718,444.45","216,154,746.61","282,524,090.80","704,020,511.94","682,370,627.61","681,165,888.57","679,670,921.18","725,982,819.51","807,969,010.40","809,173,433.79","908,246,441.67","963,216,243.74","965,558,170.69","918,266,911.00","1,322,894,512.19","1,388,532,021.21","1,382,909,179.04","1,436,047,660.80","1,466,603,262.19","3,623,229,003.48","3,648,625,526.81","3,707,146,945.87","4,652,867,215.53","4,894,123,142.24","4,587,891,731.98","4,502,474,230.27","4,635,518,205.03"
负债和所有者(或股东权益)合计,"121,011,150.47","181,718,444.45","216,154,746.61","282,524,090.80","704,020,511.94","682,370,627.61","681,165,888.57","679,670,921.18","725,982,819.51","807,969,010.40","809,173,433.79","908,246,441.67","963,216,243.74","965,558,170.69","918,266,911.00","1,322,894,512.19","1,388,532,021.21","1,382,909,179.04","1,436,047,660.80","1,466,603,262.19","3,623,229,003.48","3,648,625,526.81","3,707,146,945.87","4,652,867,215.53","4,894,123,142.24","4,587,891,731.98","4,502,474,230.27","4,635,518,205.03"
