科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"25,182,161.68","45,448,365.28","91,375,815.47","44,865,835.00","101,730,335.93","82,681,519.81","891,245,792.61","346,009,973.36","263,830,361.29","432,783,964.18","340,928,451.78","446,829,602.80"
短期借款,"45,670,900.00","155,433,289.65","283,267,608.29","204,862,400.00","192,955,600.00","120,000,000.00","206,286,333.00","360,000,000.00","489,553,500.00","683,013,000.00","788,643,000.00","924,322,200.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"300,000.00",,,,,,"536,285.65","536,285.65","639,664.65","5,538,516.98","2,560,819.31","2,782,995.34"
应付票据,,,"23,536,887.27","30,801,743.49","68,521,405.16","135,164,006.85","89,721,168.71","58,229,347.71","77,798,506.08","69,810,421.18","52,960,623.98","37,081,448.62"
应收账款,"120,040,549.34","224,886,070.43","630,722,128.88","443,767,529.32","461,523,483.35","566,989,254.66","502,972,663.95","639,063,602.27","1,019,577,193.87","1,171,242,946.65","985,155,952.54","743,010,027.22"
应付账款,"80,601,265.89","140,208,000.68","329,101,582.64","220,677,578.69","233,243,201.08","337,240,333.96","187,564,753.20","402,880,758.49","555,799,716.09","629,685,972.34","442,428,058.61","507,445,409.65"
预付款项,"3,478,190.38","3,883,952.54","10,663,047.46","5,732,308.04","11,795,846.15","5,842,884.05","2,154,794.86","18,073,533.73","20,279,510.83","11,495,731.60","15,483,786.31","19,627,931.40"
预收款项,"336,916.19","682,383.96","107,707.02","371,404.86","374,000.47","232,020.38",,"603,455.23",,"1,051,660.72","1,193,130.84","1,823,555.08"
其他应收款,"9,378,087.46","4,886,334.42","16,449,202.45","17,458,385.37","20,329,025.31","17,483,199.26","19,561,951.44","33,290,454.17","33,487,136.11","66,128,284.87","25,418,061.54","19,070,495.07"
应付职工薪酬,"8,125,150.27","14,939,166.93","36,269,101.06","25,894,261.36","41,109,690.54","32,919,168.01","27,098,989.60","25,729,143.53","42,808,931.05","44,704,830.10","30,585,988.85","33,766,864.84"
应收关联公司款,,,,,,,,,,,,
应交税费,"5,790,490.04","7,413,523.21","43,291,636.46","27,204,024.24","8,765,216.18","24,436,472.95","9,242,135.94","9,515,515.92","14,134,779.43","31,165,761.59","15,007,982.57","9,702,404.27"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,"3,500,000.00",,,,,,,,,,,
存货,"18,416,499.71","33,549,547.81","58,500,913.72","61,013,118.35","79,093,307.05","86,124,453.58","107,962,316.32","142,183,592.87","181,148,408.84","169,234,981.93","201,924,870.41","218,146,040.63"
其他应付款,"2,727,783.11","2,842,901.01","6,116,824.02","4,166,579.63","4,752,459.15","11,340,905.36","5,604,611.78","8,940,862.03","24,161,802.03","15,929,964.11","29,787,565.04","18,695,303.61"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"13,729,086.17","20,235,453.95","57,297,616.76","36,736,903.52","40,771,743.20","38,665,522.46","35,957,406.18","82,470,129.38","73,767,484.93","50,917,858.19","49,457,847.70",
其他流动资产,,,"1,763,506.97","5,581.61","201,265.77","1,920,438.82",,"145,596,841.26","58,269,072.66","33,555,427.25","24,961,484.72","77,715,158.10"
其他流动负债,,,,,,,,,,,,
流动资产合计,"176,795,488.57","312,654,270.48","809,474,614.95","572,842,757.69","674,673,263.56","761,041,750.18","1,524,433,804.83","1,324,754,283.31","1,577,231,348.25","1,889,979,853.46","1,596,433,426.61","1,527,182,250.56"
流动负债合计,"160,481,591.67","341,754,719.39","778,988,963.52","550,714,895.79","590,493,315.78","699,998,429.97","561,475,398.41","948,369,212.29","1,278,024,719.61","1,526,279,468.23","1,410,064,197.59","1,532,837,186.07"
