科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
可供出售金融资产,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00"
长期借款,,,"69,000,000.00",,"65,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","202,141,364.41"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,"20,900,619.31","20,168,455.67","53,788,235.88","86,982,230.60","72,082,869.03","64,456,520.04","57,291,484.35","785,829.56",,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"122,003,804.50","228,987,608.93","453,424,203.23","474,279,500.08","471,988,995.44","594,463,394.06","590,112,488.21","845,037,900.64","946,855,037.32","1,186,785,756.29","1,284,823,564.70","1,410,078,686.15"
递延所得税负债,,,,,,"2,489,404.07","2,489,404.07","7,929,323.42","7,929,323.44","5,762,260.67","5,762,260.67","8,595,999.18"
在建工程,"71,934.62","471,476.92","8,999,978.02","26,740,504.24","87,764,937.88","40,746,025.23","96,552,702.04","261,252,580.87","354,382,388.63","251,162,804.39","242,275,103.03","543,850,478.80"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"23,263,385.45","20,344,287.32","138,190,953.97","104,971,836.36","164,293,068.40","184,138,383.76","194,825,775.02","143,652,799.87","148,749,730.62","156,362,094.81","181,874,855.11","293,897,901.97"
固定资产清理,,,,,,,,,,,,
负债合计,"183,744,977.12","362,099,006.71","917,179,917.49","655,686,732.15","754,786,384.18","884,136,813.73","756,301,173.43","1,092,022,012.16","1,426,774,450.23","1,682,641,563.04","1,591,939,052.70","1,826,735,088.04"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"65,000,000.00","79,000,000.00","79,000,000.00","158,000,000.00","158,000,000.00","158,000,000.00","210,666,700.00","210,666,700.00","294,933,380.00","296,876,800.00","296,876,800.00","415,627,520.00"
油气资产,,,,,,,,,,,,
资本公积,"10,797,900.25","65,944,903.68","65,944,903.68","5,227,369.41","5,227,369.41","5,227,369.41","872,776,307.53","872,776,307.53","788,509,627.53","829,367,280.35","829,367,280.35","710,614,488.51"
无形资产,"10,044,584.54","32,930,811.65","51,502,966.47","54,011,167.10","53,638,959.90","78,772,063.79","78,215,407.07","77,940,177.34","77,502,649.57","77,459,623.07","111,190,840.10","128,053,593.15"
盈余公积,"5,952,209.30","5,879,362.60","25,769,064.11","25,580,435.78","25,580,435.78","42,542,496.92","42,542,496.92","42,542,496.92","42,542,496.92","54,851,074.74","54,851,074.74","54,851,074.74"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"49,686,020.48","68,334,897.91","246,682,497.51","301,059,652.63","353,690,872.02","400,522,471.47","420,763,285.15","424,180,351.13","485,197,828.77","576,911,019.00","628,755,749.77","577,482,736.74"
长期待摊费用,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,"86,821,704.04"
递延所得税资产,"1,806,584.73","2,787,809.60","5,747,476.80","10,107,580.86","6,218,904.61","9,704,535.88","10,735,560.88","12,956,886.18","10,735,560.88","20,093,050.75","20,093,050.75","13,519,240.96"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,458,710.19","426,193.32","2,427,143.32","4,572,680.00",,"2,701,382.39",,"117,246,039.40","68,250,798.80","12,141,458.12","143,914,783.41","46,411,347.40"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"138,385,618.58","268,603,900.42","525,101,767.84","572,711,432.28","622,611,797.83","729,387,401.35","778,616,158.20","1,317,433,584.43","1,460,726,435.20","1,550,642,692.62","1,805,297,341.99","2,144,913,346.46"
所有者权益(或股东权益)合计,"131,436,130.03","219,159,164.19","417,396,465.30","489,867,457.82","542,498,677.21","606,292,337.80","1,546,748,789.60","1,550,165,855.58","1,611,183,333.22","1,757,980,983.04","1,809,791,715.90","1,845,360,508.98"
资产总计,"315,181,107.15","581,258,170.90","1,334,576,382.79","1,145,554,189.97","1,297,285,061.39","1,490,429,151.53","2,303,049,963.03","2,642,187,867.74","3,037,957,783.45","3,440,622,546.08","3,401,730,768.60","3,672,095,597.02"
负债和所有者(或股东权益)合计,"315,181,107.15","581,258,170.90","1,334,576,382.79","1,145,554,189.97","1,297,285,061.39","1,490,429,151.53","2,303,049,963.03","2,642,187,867.74","3,037,957,783.45","3,440,622,546.08","3,401,730,768.60","3,672,095,597.02"
