科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"13,700,479.89","18,756,656.60","24,376,328.99","19,804,481.36","30,697,731.80","39,673,051.08","9,676,856.49","17,513,924.25","25,038,725.91","36,970,256.28","11,648,956.22","23,947,054.13","38,884,917.72","54,139,942.44","15,577,697.35","27,866,604.62","36,574,915.30","50,621,791.32","15,042,379.36","28,428,046.54","43,342,571.35","60,666,245.63","18,295,929.60","33,771,136.76","51,042,108.85","66,265,912.56","22,726,644.33","40,642,507.53","72,851,392.00"
取得借款收到的现金,"182,300,000.00","186,300,000.00","295,900,000.00","161,800,000.00","219,600,000.00","323,500,000.00","43,700,000.00","93,700,000.00","128,700,000.00","186,200,000.00","43,000,000.00","155,000,000.00","200,000,000.00","302,500,000.00",,"137,450,000.00","360,389,000.00","402,150,000.00","40,000,000.00","186,150,000.00","279,150,000.00","385,750,000.00","50,000,000.00","161,850,000.00","274,850,000.00","384,950,000.00","45,000,000.00","64,850,000.00","86,570,000.00"
支付的各项税费,"18,426,143.83","26,381,060.40","43,786,304.11","18,512,516.18","27,792,102.34","33,588,493.33","11,081,157.55","21,739,723.39","29,128,362.41","34,043,761.36","13,599,853.44","35,879,155.63","51,864,807.23","61,298,672.12","6,708,658.69","19,114,387.95","38,486,377.89","36,145,968.75","9,589,602.64","18,458,092.51","34,668,566.65","37,697,216.02","17,072,553.57","29,773,216.66","36,344,591.69","46,595,564.53","18,323,480.98","27,896,703.51","41,678,961.83"
收到其他与筹资活动有关的现金,"13,417,882.79",,,,,,,,,,,,,"200,000.00",,"2,774,572.64","2,774,572.64","845,000.00",,,"583,762,000.00","29,955,277.00",,"12,000,000.00","13,935,000.00","29,399,414.68",,,"1,212,169,262.10"
支付其他与经营活动有关的现金,"20,298,420.40","40,499,746.41","64,764,058.01","23,365,950.45","43,107,646.20","48,530,122.63","21,044,107.90","43,534,382.45","70,531,343.35","75,831,505.45","32,903,687.04","76,506,025.31","93,944,126.68","116,705,203.24","22,027,796.80","56,342,991.02","76,531,548.96","85,352,590.32","26,221,420.94","22,779,156.67","62,945,502.15","69,556,301.10","26,869,180.47","45,271,564.29","88,594,156.90","89,501,340.63","28,286,249.98","46,077,572.78","87,519,082.11"
筹资活动现金流入小计,"195,717,882.79","230,940,000.00","295,900,000.00","161,800,000.00","572,214,925.00","664,101,425.00","43,700,000.00","93,700,000.00","128,700,000.00","186,200,000.00","55,000,000.00","167,000,000.00","212,000,000.00","314,700,000.00",,"140,224,572.64","363,163,572.64","402,995,000.00","623,762,000.00","769,912,000.00","862,912,000.00","992,706,244.81","50,000,000.00","173,850,000.00","288,785,000.00","414,349,414.68","45,000,000.00","64,850,000.00","1,298,789,262.10"
经营活动现金流出小计,"177,395,609.79","222,632,553.67","359,249,973.01","189,628,542.59","297,787,730.06","379,620,219.27","117,273,414.75","212,790,973.10","298,918,924.62","379,073,049.93","141,674,066.50","293,993,031.99","432,302,597.85","587,533,069.60","118,514,486.13","221,228,226.25","333,467,307.67","384,363,918.80","133,747,803.10","195,851,870.27","345,193,837.64","352,267,210.30","111,898,384.79","200,080,732.67","313,072,333.89","319,112,708.34","136,020,519.46","234,413,957.52","388,889,500.77"
偿还债务支付的现金,"142,800,000.00","219,300,000.00","252,400,000.00","125,800,000.00","139,600,000.00","377,300,000.00","90,250,000.00","120,850,000.00","138,850,000.00","175,000,000.00","62,700,000.00","130,700,000.00","188,700,000.00","271,200,000.00",,"100,000,000.00","240,039,000.00","303,500,000.00","14,000,000.00","148,850,000.00","238,850,000.00","345,450,000.00","50,000,000.00","161,850,000.00","289,850,000.00","436,450,000.00","10,000,000.00","84,473,612.50","148,350,000.00"
经营活动产生的现金流量净额,"34,289,303.06","72,100,439.90","37,838,429.99","-31,001,533.52","-67,621,493.87","-31,010,291.53","-36,121,213.97","-70,424,160.75","-82,901,154.99","-45,271,129.67","13,750,558.26","-16,317,529.62","-9,800,210.76","11,871,908.85","-20,937,996.46","-15,732,448.05","-1,140,397.64","48,462,101.90","33,616,156.30","21,309,229.23","71,083,993.90","127,061,356.33","65,197,363.79","63,441,921.49","111,756,918.03","243,385,228.57","80,786,827.19","147,173,868.07","208,600,365.02"
分配股利、利润或偿还利息支付的现金,"20,182,357.60","14,711,733.24","11,489,089.30","6,802,346.66","9,382,231.56","13,802,865.59","1,552,674.46","25,759,655.38","27,803,224.40","31,832,813.01","1,847,345.20","15,395,108.78","18,466,328.76","22,074,852.14","3,262,499.97","6,992,915.40","83,662,961.39","92,796,646.38","5,523,813.61","10,927,674.18","16,269,438.42","22,331,201.85","4,851,762.39","10,114,594.38","14,671,037.42","18,939,106.25","4,044,483.94","7,985,542.87","10,974,801.39"
收回投资收到的现金,"7,260,528.00","14,301,468.93",,,,,,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,,,,,"17,000,000.00","8,000,000.00","11,000,000.00","154,990,000.00","50,000,000.00","275,000,000.00","275,000,000.00","405,000,000.00",,"1,000,000.00","1,000,000.00"
支付其他与筹资活动有关的现金,"49,286,786.88","10,131,302.94",,,"1,277,200.00",,"150,000.00","212,992.50","212,992.50",,,,,,,"4,800,000.00","6,110,000.00","7,677,426.30","198,458.43","7,138,458.43","7,138,458.43","26,845,000.00",,"1,686,419.02","7,336,419.02","20,605,581.29",,,"31,655,000.00"
取得投资收益收到的现金,"82,298.50",,,,,,,,,,,,,,,,,,"2,008,731.50","2,024,709.58","2,063,693.14","597,038.71",,"451,273.96","451,273.96","801,426.02",,,
筹资活动现金流出小计,"212,269,144.48","244,143,036.18","263,889,089.30","132,602,346.66","150,259,431.56","391,102,865.59","91,952,674.46","146,822,647.88","166,866,216.90","206,832,813.01","64,547,345.20","146,095,108.78","207,166,328.76","293,274,852.14","3,262,499.97","111,792,915.40","329,811,961.39","403,974,072.68","19,722,272.04","166,916,132.61","262,257,896.85","394,626,201.85","54,851,762.39","173,651,013.40","311,857,456.44","475,994,687.54","14,044,483.94","92,459,155.37","190,979,801.39"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,407,693.38","2,137,878.56","148,589.73","85,000.00","85,000.00","83,269.23",,,,"864,383.00",,,,"6,450,253.71",,,"2,304.00","2,304.00",,,,360.00,,"20,000.00","20,000.00","513,051.21",585.00,"50,000,585.00","135,000,585.00"
筹资活动产生的现金流量净额,"-16,551,261.69","-13,203,036.18","32,010,910.70","29,197,653.34","421,955,493.44","272,998,559.41","-48,252,674.46","-53,122,647.88","-38,166,216.90","-20,632,813.01","-9,547,345.20","20,904,891.22","4,833,671.24","21,425,147.86","-3,262,499.97","28,431,657.24","33,351,611.25","-979,072.68","604,039,727.96","602,995,867.39","600,654,103.15","598,080,042.96","-4,851,762.39","198,986.60","-23,072,456.44","-61,645,272.86","30,955,516.06","-27,609,155.37","1,107,809,460.71"
处置子公司及其他营业单位收到的现金净额,"27,141,942.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,"-44,087.49","-20,681.29","-7,168.65","3,628,427.22","-80,447.42","-43,514.07","-103,768.78","9,590,345.38","-1,038,829.03","-5,218,921.53","-8,604,756.79"
收到其他与投资活动有关的现金,"10,810,410.00","1,300,000.00",,,,,,,,,,,,"10,092,000.00",,"5,250,000.00","6,525,000.00","7,710,000.00","56,946.48",,,"50,000,000.00",,,,"1,382,467.16",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"55,702,872.57","17,739,347.49","148,589.73","85,000.00","85,000.00","83,269.23",,"12,000,000.00","12,000,000.00","12,864,383.00",,,,"16,542,253.71",,"5,250,000.00","6,527,304.00","7,712,304.00","19,065,677.98","10,024,709.58","13,063,693.14","205,587,398.71","50,000,000.00","275,471,273.96","275,471,273.96","407,696,944.39",585.00,"51,000,585.00","136,000,585.00"
五、现金及现金等价物净增加额,"-2,860,589.34","31,768,174.53","-688,859.84","-28,299,544.69","321,896,070.41","169,477,915.48","-95,155,161.46","-128,236,660.03","-135,803,705.58","-120,253,152.88","-30,287,745.31","-42,940,209.62","-59,242,720.86","-36,237,837.87","-36,277,190.95","-24,657,380.43","-15,273,983.90","-29,039,261.93","188,564,298.98","167,642,747.55","211,839,668.45","221,133,662.46","44,728,563.62","39,277,719.70","51,208,966.90","133,756,802.68","93,992,134.89","133,731,417.55","1,357,349,786.94"
购建固定资产、无形资产和其他长期资产支付的现金,"59,849,555.28","42,268,576.68","70,686,790.26","26,580,664.51","32,522,929.16","72,593,621.63","10,781,273.03","16,689,851.40","26,736,333.69","67,213,593.20","34,490,958.37","47,527,571.22","54,276,181.34","86,077,148.29","12,076,694.52","42,606,589.62","44,012,501.51","69,203,971.09","5,470,500.25","9,984,752.16","13,273,327.89","20,904,825.44","2,336,590.36","3,090,948.28","6,242,999.87","12,754,842.38","2,399,464.33","3,850,303.62","7,098,356.00"
期初现金及现金等价物余额,"9,982,445.10","7,121,855.76","38,890,030.29","38,201,170.45","38,201,170.45","38,201,170.45","207,679,085.93","207,679,085.93","207,679,085.93","207,679,085.93","87,425,933.05","87,425,933.05","87,425,933.05","87,425,933.05","51,188,095.18","51,188,095.18","51,188,095.18","51,188,095.18","22,148,833.25","22,148,833.25","22,148,833.25","22,148,833.25","243,282,495.71","243,282,495.71","243,282,495.71","243,282,495.71","377,039,298.39","377,039,298.39","377,039,298.39"
投资支付的现金,"15,651,948.00","600,000.00",,,,,,,,,,,,,,,"10,000,000.00","15,030,624.06","3,000,000.00","9,000,000.00","12,000,000.00","210,330,000.00","63,200,000.00","296,700,000.00","306,600,000.00","450,381,170.00","14,312,500.00","27,764,655.00","79,357,511.00"
期末现金及现金等价物余额,"7,121,855.76","38,890,030.29","38,201,170.45","9,901,625.76","360,097,240.86","207,679,085.93","112,523,924.47","79,442,425.90","71,875,380.35","87,425,933.05","57,138,187.74","44,485,723.43","28,183,212.19","51,188,095.18","14,910,904.23","26,530,714.75","35,914,111.28","22,148,833.25","210,713,132.23","189,791,580.80","233,988,501.70","243,282,495.71","288,011,059.33","282,560,215.41","294,491,462.61","377,039,298.39","471,031,433.28","510,770,715.94","1,734,389,085.33"
