科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
处置固定资产、无形资产和其他长期资产收回的现金净额,,"133,090.00","4,800.00","36,570,651.72","36,570,651.72","36,570,651.72",,"7,000.00","22,000.00","309,625.00",
筹资活动产生的现金流量净额,"47,962,283.11","-22,497,832.97","47,291,732.25","-5,784,102.27","-2,923,825.27","5,637,868.40","93,865,251.55","151,087,431.33","254,541,021.07","278,768,473.22","12,652,807.86"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,"-205,415.46",,"-60,042.75","-250,728.99"
收到其他与投资活动有关的现金,"1,050,000.00",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"1,050,000.00","133,090.00","2,004,800.00","36,570,651.72","36,570,651.72","36,570,651.72",,"7,000.00","22,000.00","309,625.00",
五、现金及现金等价物净增加额,"17,336,627.57","-22,492,376.79","630,912.08","2,656,136.54","-10,183,557.88","9,254,030.05","46,304,636.07","74,342,971.95","50,133,020.80","43,420,473.07","-30,145,051.93"
购建固定资产、无形资产和其他长期资产支付的现金,"35,803,720.39","44,342,628.27","48,763,606.80","7,880,026.04","11,469,326.90","13,136,030.73","6,466,145.38","9,261,868.77","3,076,954.88","31,028,209.06","6,552,962.80"
期初现金及现金等价物余额,"35,508,294.91","52,844,922.48","30,352,545.69","30,983,457.77","30,983,457.77","30,983,457.77","40,237,487.82","40,237,487.82","40,237,487.82","40,237,487.82","83,657,960.89"
投资支付的现金,,"1,000,000.00","2,000,000.00","1,400,000.00","1,400,000.00","1,400,000.00",,,"118,211,000.00","120,116,667.00",
期末现金及现金等价物余额,"52,844,922.48","30,352,545.69","30,983,457.77","33,639,594.31","20,799,899.89","40,237,487.82","86,542,123.89","114,580,459.77","90,370,508.62","83,657,960.89","53,512,908.96"
