科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
偿还债务支付的现金,"170,000,000.00","80,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,"70,000,000.00",,,,,,,,,,,,,,,,,,"6,000,000.00","22,000,000.00","30,000,000.00",
经营活动产生的现金流量净额,"394,153,292.43","1,038,121,459.96","814,148,966.42","-296,111,623.00","-168,263,075.18","247,613,908.53","378,325,435.24","-17,419,461.48","-111,406,274.36","355,554,442.72","1,034,400,355.22","348,771,379.73","477,593,385.07","835,627,037.51","1,392,422,625.16","158,372,627.86","121,165,370.20","480,041,303.54","761,991,509.70","416,795,398.90","278,777,632.00","180,048,787.33","871,582,141.94","143,990,757.41","-112,070,129.05","-252,290,680.94","857,311,192.48","-42,077,279.68","317,669,595.40","628,636,951.68","2,190,731,138.10","377,381,657.22"
分配股利、利润或偿还利息支付的现金,"49,627,942.00","129,607,204.19","21,520,000.13","216,039.00","216,039.00","216,039.00","216,039.00",,"670,000,000.00","670,000,000.00","670,126,846.04",,"670,000,000.00","670,000,000.00","670,000,000.00",,"670,000,000.00","670,000,000.00","670,000,000.00",,"670,000,000.00","670,000,000.00","670,000,000.00",,"670,004,567.50","670,123,866.25","670,381,168.75","1,697,025.00","1,009,089,511.19","1,009,326,247.85","1,009,503,648.13","255,079.15"
收回投资收到的现金,"450,000.00",,,,,,,,,,,,,,"1,014,491,484.92",,,,"2,100,566,307.74",,"683,768,630.14",,"2,335,571,187.26",,"2,006,191,079.50","70,000,000.00","7,725,399,739.78","3,821,275.00","7,481,784,869.31","7,520,057.00","15,214,230,684.66","1,912,600.00"
支付其他与筹资活动有关的现金,,,,,"5,057,000.00","5,407,000.00",,,"1,000,000.00","1,000,000.00","37,194,388.73",,,,,,,,,,,,,,,,"4,211,251.20","740,947.20","24,996,489.60","25,740,278.40","25,901,184.00","403,862.40"
取得投资收益收到的现金,"50,000.00","374,260.28",,,,,,,,,,,,,,,,"596,035.38","596,035.38",,,"548,244.58","548,244.58",,,"567,246.00","567,246.00",,"347,826.10","524,069.00","703,710.10",
筹资活动现金流出小计,"219,627,942.00","209,607,204.19","21,520,000.13","50,216,039.00","55,273,039.00","55,623,039.00","50,216,039.00",,"671,000,000.00","671,000,000.00","777,321,234.77",,"670,000,000.00","670,000,000.00","670,000,000.00",,"670,000,000.00","670,000,000.00","670,000,000.00",,"670,000,000.00","670,000,000.00","670,000,000.00",,"670,004,567.50","670,123,866.25","674,592,419.95","2,437,972.20","1,040,086,000.79","1,057,066,526.25","1,065,404,832.13","658,941.55"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,324,200.00","218,403.74","864,678.19",400.00,"7,620.00","203,800.00","467,862.94","4,500.00","29,062.50","85,484.50","1,296,138.79","1,287.05","12,249.55","15,799.55","141,345.80","111,892.50","160,942.55","165,975.55","1,656,394.15","107,709.14","390,701.33","234,101.05","1,306,426.19","24,340.00","37,166.00","112,527.19","960,487.20","884,673.29","914,351.43","1,088,971.40","13,740,366.40","13,000.00"
筹资活动产生的现金流量净额,"270,412,058.00","-159,107,204.19","-20,952,400.13","4,537,086,961.00","4,534,646,961.00","4,534,296,961.00","4,533,096,961.00",,"-671,000,000.00","-671,000,000.00","-777,321,234.77",,"-670,000,000.00","-670,000,000.00","-649,425,780.30","1,515,000.00","-668,485,000.00","-664,859,795.44","-664,859,795.44",,"-652,307,111.97","-566,227,943.97","-555,175,943.97","-950,752.00","-664,004,567.50","-645,023,866.25","-639,542,419.95","-2,437,972.20","-1,035,586,000.79","-1,041,786,526.25","-1,042,824,832.13","4,051,058.45"
处置子公司及其他营业单位收到的现金净额,,"-19,681,857.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"7,704,600.00","526,000.00","526,000.00","526,000.00","4,226,000.00",,,,,,"456,099,057.51","516,499,057.51",,"802,583,328.77","988,217,876.71","1,657,118,264.84",,"276,839,726.02",,"1,560,242,816.44",,"534,652,631.01",,"4,427,475,717.87","800,000.00","2,798,115,972.67",,"10,340,362,050.80",,"4,538,268,205.50"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,824,200.00","-19,089,193.03","8,569,278.19","526,400.00","533,620.00","729,800.00","4,693,862.94","4,500.00","29,062.50","85,484.50","1,296,138.79","1,287.05","456,111,307.06","516,514,857.06","1,014,632,830.72","802,695,221.27","988,378,819.26","1,657,880,275.77","2,102,818,737.27","276,947,435.16","684,159,331.47","1,561,025,162.07","2,337,425,858.03","534,676,971.01","2,006,228,245.50","4,498,155,491.06","7,727,727,472.98","2,802,821,920.96","7,483,047,046.84","10,349,495,148.20","15,228,674,761.16","4,540,193,805.50"
五、现金及现金等价物净增加额,"96,002,188.65","536,737,161.77","294,129,239.26","4,090,995,230.72","3,825,942,022.67","3,902,751,441.17","3,986,093,131.15","-165,288,688.98","-1,099,451,496.57","-679,940,385.85","-159,355,361.65","279,997,688.73","-591,432,732.24","-660,542,211.36","90,728,388.27","-846,770,612.40","-1,663,137,842.44","-1,315,882,559.45","-1,034,540,937.78","303,162,737.55","-1,036,420,296.63","-1,128,791,368.28","-1,740,741,575.54","-68,992,097.11","-672,871,766.40","-396,066,609.50","-119,748,852.28","168,799,243.57","-157,554,735.75","-284,965,897.66","-711,579,532.66","-50,134,771.09"
购建固定资产、无形资产和其他长期资产支付的现金,"250,063,673.13","316,039,446.37","507,110,605.22","150,506,507.28","540,975,483.15","879,889,228.36","930,023,128.03","147,873,727.50","277,051,388.82","324,557,417.18","377,707,725.00","58,774,978.05","235,137,424.37","268,684,105.93","298,101,287.31","9,353,461.53","20,197,031.90","53,944,343.32","104,461,533.75","46,580,096.51","215,748,795.62","118,997,212.13","509,434,119.96","177,713,771.53","333,900,013.35","384,182,251.37","492,392,963.90","107,806,925.51","332,984,877.20","526,318,851.29","816,020,599.79","180,901,292.26"
期初现金及现金等价物余额,"76,866,775.71","172,868,964.36","709,606,126.13","1,003,735,365.39","1,003,735,365.39","1,003,735,365.39","1,003,735,365.39","4,989,828,496.54","4,989,828,496.54","4,989,828,496.54","4,989,828,496.54","4,830,473,134.89","4,830,473,134.89","4,830,473,134.89","4,830,473,134.89","4,921,201,523.16","4,921,201,523.16","4,921,201,523.16","4,921,201,523.16","3,886,660,585.38","3,886,660,585.38","3,886,660,585.38","3,886,660,585.38","2,145,919,009.84","2,145,919,009.84","2,145,919,009.84","2,145,919,009.84","2,026,170,157.56","2,026,170,157.56","2,026,170,157.56","2,026,170,157.56","1,314,590,624.90"
投资支付的现金,"55,858,832.56",,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","1,368,800,000.00",,,,"3,130,029,855.56",,"1,131,301,352.51","235,139,511.58","3,885,139,511.58",,"1,569,125,302.00","42,730,000.00","7,572,852,133.89","10,000,000.00","6,589,700,500.00","54,000,000.00","16,272,140,000.00",
期末现金及现金等价物余额,"172,868,964.36","709,606,126.13","1,003,735,365.39","5,094,730,596.11","4,829,677,388.06","4,906,486,806.56","4,989,828,496.54","4,824,539,807.56","3,890,376,999.97","4,309,888,110.69","4,830,473,134.89","5,110,470,823.62","4,239,040,402.65","4,169,930,923.53","4,921,201,523.16","4,074,430,910.76","3,258,063,680.72","3,605,318,963.71","3,886,660,585.38","4,189,823,322.93","2,850,240,288.75","2,757,869,217.10","2,145,919,009.84","2,076,926,912.73","1,473,047,243.44","1,749,852,400.34","2,026,170,157.56","2,194,969,401.13","1,868,615,421.81","1,741,204,259.90","1,314,590,624.90","1,264,455,853.81"
