科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"246,035,777.74","383,269,029.71","143,756,383.54","279,119,953.32","448,408,987.12","100,650,394.90","217,562,462.89","354,608,132.32","501,511,607.28","116,021,897.42","304,527,469.65","529,689,775.98","647,360,395.53","197,013,219.13","368,222,530.79","697,164,693.22","776,467,927.41","172,205,116.75","381,765,452.61","611,939,771.35","667,340,393.58","183,885,905.99","532,035,721.12","749,407,057.37","887,262,745.65","268,683,658.82","406,917,975.91","586,559,472.74","728,363,004.12","176,691,816.79","326,435,188.68","469,169,125.03","60,171,836,524.16","16,197,539,530.55","33,970,406,295.28","52,358,035,408.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,974,622.23",,"5,742,993.43"
收到的税费返还,"811,740.64","1,142,515.74","502,812.25","502,812.25","502,812.25",,,,,"231,604.69","5,632,639.70","5,632,639.70","1,082,639.70",,,"1,167,933.59","1,878,756.24",,,,"431,884.70","1,706,318.25","2,773,856.36","3,863,146.10","4,311,425.13","2,528.39","284,385.75","662,539.32","662,539.32",,,,"59,725,939.81","4,271,680.63","12,309,769.92","18,680,347.99"
支付其他与投资活动有关的现金,"107,904.00",,,,,,,,,,,,,,,,,,,,,,,,"55,500,000.00",,,,"47,500,000.00",,,,"91,887,000,000.00","14,050,548,642.02","19,225,198,260.25","34,884,394,795.84"
收到其他与经营活动有关的现金,"24,072,891.10","610,512.92","1,152,767.09","11,713,988.38","14,854,816.32","2,283,258.86","8,751,501.99","6,655,552.01","20,945,561.64","2,796,862.26","37,057,682.06","38,468,249.27","47,503,785.04","6,654,094.81","7,820,280.39","8,732,348.63","8,227,536.99","1,091,382.57","6,312,064.61","1,462,809.07","4,913,124.83","1,707,950.59","2,957,586.60","3,359,612.90","4,437,596.99","845,046.34","1,779,954.54","4,132,887.03","5,144,673.58","191,364.00","1,251,180.27","1,415,931.50","41,718,960,264.06","14,730,132,205.64","22,249,608,280.36","33,447,886,614.16"
投资活动现金流出小计,"17,325,388.00","17,194,560.93","20,223,759.69","29,658,574.40","46,317,133.44","94,489,503.94","94,807,690.15","120,356,603.96","158,500,429.47","43,394,360.34","54,512,334.32","76,758,759.10","74,765,072.85","10,291,364.18","17,356,396.36","19,805,260.11","35,593,610.60","8,102,575.16","13,667,006.50","16,270,525.87","49,553,525.30","3,316,479.48","9,102,824.67","11,039,687.75","140,437,734.83","994,369.38","41,851,653.25","53,239,862.79","52,588,212.86","690,669.37","2,334,463.11","5,476,322.26","98,592,868,746.70","16,008,040,582.40","22,321,924,886.06","39,387,540,097.34"
经营活动现金流入小计,"270,920,409.48","385,022,058.37","145,411,962.88","291,336,753.95","463,766,615.69","102,933,653.76","226,313,964.88","361,263,684.33","522,457,168.92","119,050,364.37","347,217,791.41","573,790,664.95","695,946,820.27","203,667,313.94","376,042,811.18","707,064,975.44","786,574,220.64","173,296,499.32","388,077,517.22","613,402,580.42","672,685,403.11","187,300,174.83","537,767,164.08","756,629,816.37","896,011,767.77","269,531,233.55","408,982,316.20","591,354,899.09","734,170,217.02","176,883,180.79","327,686,368.95","470,585,056.53","101,950,522,728.03","30,931,943,416.82","56,232,324,345.56","85,824,602,370.55"
投资活动产生的现金流量净额,"-17,325,388.00","-17,194,560.93","-20,223,759.69","-29,658,574.40","-46,317,133.44","-94,489,503.94","-94,807,690.15","-120,356,603.96","-158,480,429.47","-43,394,360.34","-53,991,684.32","-76,238,109.10","-74,008,525.41","-10,240,364.18","-17,305,396.36","-19,754,260.11","-25,567,610.60","-4,102,575.16","-4,618,233.96","-7,221,753.33","-22,858,169.76","-3,316,479.48","-9,102,824.67","-11,039,687.75","-79,656,494.53","54,505,630.62","442,687.85","-10,933,521.69","3,133,787.14","46,809,330.63","45,484,536.89","42,342,677.74","-3,714,732,220.46","1,872,220,562.29","2,321,240,529.77","-2,472,788,389.41"
购买商品、接受劳务支付的现金,"198,174,375.59","303,105,452.12","117,174,143.39","270,898,422.92","388,066,171.11","196,303,161.07","334,668,276.54","459,529,425.63","534,682,085.91","84,094,633.23","266,448,590.65","444,467,895.40","597,525,712.55","166,579,119.62","280,206,528.45","614,965,342.23","662,574,087.52","163,873,149.93","376,802,718.29","656,667,894.60","681,656,821.60","175,824,439.88","440,922,993.86","633,117,748.77","645,624,357.78","222,649,352.05","319,149,724.94","399,415,197.70","526,168,140.53","146,448,258.20","262,303,512.19","400,077,828.33","30,733,102,010.37","9,665,475,877.33","19,333,107,396.95","29,665,857,828.41"
吸收投资收到的现金,"21,243,500.00",,,,,"593,600,000.00","593,600,000.00","593,600,000.00","593,600,000.00",,,,,,,,,,,,,,,,,,,,,,,,"3,925,708,705.00","4,666,700.00","7,967,106.00","7,839,967,485.09"
