科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"44,589,684.48","81,041,051.47","83,574,854.62","808,154,916.37","808,945,683.44","780,560,033.25","793,125,338.26","737,219,403.46","676,015,638.05","624,803,892.26","617,095,643.23","479,506,264.65","421,297,283.67","410,298,256.06","447,486,482.34","421,195,743.34","636,616,335.68","614,169,167.88","700,056,019.59","262,162,466.43","229,070,519.09","207,464,544.26","186,903,067.28","175,969,783.25","334,423,340.88","901,711,860.50","880,541,323.49","816,207,729.76","825,150,557.62","989,086,575.47","1,268,464,413.59","1,801,050,886.56"
短期借款,,"29,000,000.00",,,,,,,,,,,,,,,,,,,,"40,000,000.00","100,000,000.00","210,000,000.00","280,000,000.00","230,000,000.00",,,,"150,000,000.00","319,800,000.00","469,800,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,609,405.00","3,648,202.60","1,078,513.50","749,836.00","1,079,897.26","1,555,144.54","1,844,818.37","1,236,521.28","1,318,656.78","1,880,707.98","7,056,045.89","4,039,936.19","6,274,902.36","8,668,811.77","26,011,506.60","16,817,608.46","21,374,938.36","19,550,481.50","50,721,076.34","39,741,669.44","10,896,785.31","12,313,473.46","43,261,985.48","29,622,703.81","11,501,711.67","7,696,437.90","58,978,583.17","50,556,032.89","23,052,672.47","4,101,103.00","46,086,528.86","24,303,804.88"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"9,007,732.48","9,012,799.89","22,253,432.22","31,551,921.95","38,470,535.32","48,647,266.41","59,288,049.95","72,568,474.70","80,012,746.25","100,048,044.39","101,627,926.08","120,200,323.65","139,428,763.30","149,646,364.29","147,919,902.55","167,986,143.25","178,204,583.09","220,728,396.71","185,776,414.71","242,263,411.94","328,827,414.61","456,195,013.46","617,536,716.53","693,913,432.50","678,318,894.41","831,846,150.19","732,246,307.43","802,689,099.20","923,721,278.56","946,540,844.67","1,083,616,549.58","1,085,463,359.60"
应付账款,"2,788,309.38","3,314,065.15","813,448.11","1,961,958.59","2,245,199.46","3,974,239.01","2,758,200.63","4,700,103.51","3,644,080.85","3,610,317.70","5,707,603.09","3,116,801.75","4,696,076.85","5,999,790.03","4,781,402.33","6,284,059.10","6,919,103.58","3,915,565.67","3,732,155.51","5,257,393.20","16,539,706.22","17,222,305.11","26,450,501.27","30,816,032.38","20,213,805.64","13,740,862.75","53,055,308.73","48,317,812.41","55,873,181.40","33,854,301.15","49,110,029.87","50,952,437.58"
预付款项,"156,712.33","382,399.02","8,840,595.64","10,553,047.18","10,474,470.63","47,434,206.32","50,848,838.46","98,705,297.07","113,875,570.70","118,158,429.85","38,438,857.61","126,711,387.68","135,706,605.27","74,166,849.41","15,081,985.93","57,905,024.59","18,741,718.32","66,034,408.19","2,466,086.21","20,035,128.10","34,232,337.41","61,372,201.20","4,928,868.50","9,008,388.68","7,899,302.68","9,241,369.42","8,964,758.06","12,711,706.98","8,146,341.25","29,238,845.07","4,958,912.27","14,817,278.75"
预收款项,"15,157,988.43","5,161,538.07","2,700,610.33","2,556,478.97","3,494,062.59","4,201,048.62","3,855,627.62","4,399,323.52","4,265,338.57","4,540,696.70","6,956,268.22","6,771,720.44","7,985,488.79","12,796,331.82","23,239,128.77","22,800,241.30","33,597,744.16","23,792,208.96","56,859,370.67","42,658,486.81","41,851,134.00","36,716,150.21","145,714,643.67","105,783,584.20","96,764,196.30","100,894,221.54","165,608,726.94","157,868,498.71","135,429,737.06","129,632,712.32","221,915,110.66","202,082,693.11"
