科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"4,063,539,784.00","4,501,445,673.00","3,815,737,706.00","1,115,309,667.50","2,457,708,618.52","3,751,356,632.94","5,349,596,557.40","1,301,518,038.68","2,993,931,251.73","4,320,571,684.93","5,702,087,757.64","1,739,153,551.38","3,608,710,897.92","5,203,000,000.34","6,080,529,955.26","1,080,584,750.81","2,474,689,007.49","3,909,760,663.28","5,179,537,085.85","985,498,125.23","2,085,151,701.85","3,329,621,533.80","4,525,698,316.03","604,640,336.36","1,666,702,318.30","2,547,045,542.16","3,499,237,766.64","674,200,339.27","1,358,641,042.01","2,092,796,040.82","3,047,619,641.65","689,319,922.96","1,553,426,381.68","2,564,325,265.07"
取得子公司及其他营业单位支付的现金净额,,"18,559,542.00",,,,,,,,,,,,,,,,,,,,,,,,"267,078,377.93","269,761,306.24",,,,,,,
收到的税费返还,"1,636,539.00","2,085,665.00","9,075,384.00",,,,,,,,,,,,"30,594,800.00",,,,"59,677,100.00",,,,"73,980,600.00",,,,"35,034,200.00","143,953.59","143,953.59","143,953.59","26,315,179.32","1,727,516.86","1,742,694.31","1,743,254.08"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"94,097.01",,"576,050.00",,"110,383.00",,"1,015,043.94",,
收到其他与经营活动有关的现金,"9,241,104.00","26,032,546.00","118,872,285.00","7,268,253.34","151,603,901.50","136,266,513.10","186,215,387.31","4,115,158.47","42,205,215.00","47,424,051.05","41,992,624.93","6,598,938.69","20,909,879.50","34,411,998.85","32,132,317.57","16,083,697.41","15,061,527.85","64,156,831.43","62,087,799.80","15,026,817.63","13,673,766.51","30,398,943.09","71,261,353.25","18,449,273.97","19,530,101.69","25,247,897.04","39,196,816.36","12,353,163.35","21,909,088.97","19,455,882.10","39,188,229.83","-25,219,506.84","83,346,164.49","72,463,305.55"
投资活动现金流出小计,"1,100,522,477.00","5,289,547,543.00","350,467,573.00","39,704,453.80","169,865,423.93","594,424,115.88","873,409,123.57","802,983,313.99","3,313,585,649.67","4,020,393,145.87","5,161,388,309.10","516,613,453.56","1,434,429,277.58","2,988,330,417.82","3,583,862,015.49","656,597,679.90","1,798,730,452.70","3,670,969,613.40","5,761,876,489.26","1,976,078,856.13","4,138,148,792.56","7,088,260,280.48","10,543,385,260.10","2,130,581,521.10","5,632,265,778.68","8,619,835,026.42","11,381,097,129.54","1,924,601,804.22","4,415,049,604.23","6,687,043,376.87","10,268,840,797.56","1,819,120,781.70","3,300,829,721.89","7,158,788,710.70"
经营活动现金流入小计,"4,074,417,427.00","4,529,563,884.00","3,943,685,374.00","1,122,577,920.84","2,609,312,520.02","3,887,623,146.04","5,535,811,944.71","1,305,633,197.15","3,036,136,466.73","4,367,995,735.98","5,744,080,382.57","1,745,752,490.07","3,629,620,777.42","5,237,411,999.19","6,143,257,072.83","1,096,668,448.22","2,489,750,535.34","3,973,917,494.71","5,301,301,985.65","1,000,524,942.86","2,098,825,468.36","3,360,020,476.89","4,670,940,269.28","623,089,610.33","1,686,232,419.99","2,572,293,439.20","3,573,468,783.00","686,697,456.21","1,380,694,084.57","2,112,395,876.51","3,113,123,050.80","665,827,932.98","1,638,515,240.48","2,638,531,824.70"
投资活动产生的现金流量净额,"-564,229,189.00","-417,820,894.00","379,893,967.00","492,627.11","-64,839,482.47","-412,570,920.45","-593,940,600.58","-784,460,194.51","-1,677,598,236.72","-2,056,553,059.08","-2,540,789,387.96","-252,607,006.17","1,389,079,720.55","357,447,763.38","-28,122,018.79","-261,787,183.40","78,870,998.10","315,291,231.47","-462,998,661.04","-43,728,025.88","308,139,446.74","-363,879,637.99","-1,267,465,969.60","200,009,689.54","-29,124,991.71","-271,557,584.21","65,242,512.82","15,040,927.20","213,762,433.80","39,485,641.47","141,767,265.72","-114,535,839.77","179,184,889.49","-369,385,184.08"
购买商品、接受劳务支付的现金,"2,520,783,237.00","2,829,297,490.00","2,560,239,638.00","699,743,695.12","1,530,214,664.71","2,051,687,489.66","2,971,525,780.63","1,144,763,302.17","2,194,274,870.84","2,859,043,572.58","3,357,587,684.27","1,409,734,661.66","2,934,333,567.55","3,983,951,254.94","4,560,091,757.82","1,148,450,773.90","2,001,562,328.16","2,826,657,005.21","3,679,838,840.37","847,453,711.74","1,525,492,627.80","2,214,617,631.82","3,032,150,086.98","718,854,594.34","1,287,858,151.61","1,928,923,724.12","2,692,231,632.63","547,927,522.01","998,877,382.72","1,388,869,802.00","1,770,550,743.01","680,361,210.28","1,208,687,967.29","1,859,159,956.83"
吸收投资收到的现金,"1,316,643,425.00",,,,"1,637,513,844.49","1,637,513,844.49","1,637,513,844.49",,,,,,,,"100,000,000.00","25,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"525,688,818.00","330,716,301.00","269,602,603.00","87,602,954.70","166,910,156.09","256,571,074.39","346,293,325.17","125,934,205.38","290,754,239.70","390,765,994.37","534,401,447.74","144,742,391.41","289,619,584.86","422,195,586.81","552,344,936.34","194,002,264.32","351,467,702.45","511,754,244.85","646,641,813.27","175,039,134.11","332,143,354.29","461,919,791.38","578,209,436.86","146,488,713.96","264,923,178.00","386,448,956.74","524,835,455.62","149,798,717.85","261,026,379.79","380,320,886.79","521,678,809.07","140,105,720.38","260,172,598.70","365,379,138.62"
取得借款收到的现金,,"137,000,000.00","197,200,000.00","86,981,800.50","86,981,800.50","143,091,800.50","143,091,800.50",,,,,,"15,030,000.00","25,030,000.00","58,530,000.00",,"10,000,000.00","39,500,000.00","39,500,000.00",,,,"150,000,000.00","76,585,012.74","580,028,660.14","686,610,647.14","688,274,574.29","69,899,533.51","703,216,416.18","716,883,466.18","715,606,416.18",,"52,070,000.00","639,229,240.00"
