科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"175,792,610.30","358,458,718.48","571,605,536.39","717,864,500.55","271,897,663.10","507,063,337.90","772,027,026.30","895,290,739.64","287,680,991.25","517,592,809.15","791,101,078.66","1,034,043,753.47","344,000,846.10","635,541,158.89","955,004,142.02","1,268,165,329.51","432,922,794.50","992,715,260.55","1,434,575,759.27","1,940,708,187.07","586,900,853.78","1,095,537,556.68","1,624,266,133.01","2,178,270,738.57","629,592,825.72","1,192,105,771.94","1,760,222,300.63","2,521,674,713.62","709,898,588.20","1,328,924,855.33","1,931,866,822.81","2,600,602,176.69","662,862,444.20","1,177,070,948.11","1,882,044,016.83","2,546,267,219.86","673,048,847.09","1,290,833,198.67","1,889,585,205.81","2,746,342,970.88","723,076,643.13","1,492,814,269.36","2,132,805,007.90","2,901,434,979.84","663,463,899.10","1,487,562,900.87"
取得子公司及其他营业单位支付的现金净额,,,,"9,538,752.72",,,,"64,249,038.06",,,,,,"31,358,674.61","31,358,674.61",,,,,"37,784,677.29",,"41,213,086.68","41,213,086.68","38,501,253.89",,"19,370,000.00","19,370,000.00","30,091,550.85",,"-598,196.45","9,828,803.54","9,975,803.54","134,626,640.81","262,142,820.51","282,134,436.89","247,213,997.92","2,572,360.34","-2,572,360.34","14,898,271.43","14,898,271.43","133,248,421.95","194,128,421.95","194,137,221.95","194,137,221.95",,"256,837,200.00"
收到的税费返还,"2,183,157.98","1,167,136.70",,"1,223,949.80",,"487,613.03","1,117,613.03","1,251,021.23",,"515,466.78","808,173.93","1,056,500.00","309,882.69","699,236.77","699,236.77","904,664.77","818,640.00","1,246,833.91","1,885,633.91","2,688,698.03","956,682.00","888,149.07","1,840,064.07","1,390,530.51","16,431.00","1,550,342.83","1,943,452.30","4,791,510.00","3,892,420.24","5,577,908.48","6,482,851.09","7,329,272.90","2,020,162.00","3,452,753.43","6,502,760.03","10,400,843.71","3,060,410.00","4,266,708.90","4,266,708.90","12,584,684.90","1,290,777.16","5,674,035.33","9,874,359.33","11,421,998.45","886,584.43","3,065,940.22"
支付其他与投资活动有关的现金,,,,,,,,,,,,"8,491,928.16",,,,"139,960,524.34","28,080,100.00",,,"26,389,000.00","38,832,700.00","14,800,000.00","38,900,000.00","134,973,734.03","27,590,091.42","26,110,733.32","14,112,928.32","13,416,671.58",,"12,142,440.00","12,142,440.00","9,000,000.00","72,800,000.00","15,000,000.00","35,000,000.00","2,100,574.97",,,,,,,,,,
收到其他与经营活动有关的现金,"105,897,825.96","22,521,947.59","34,906,099.13","47,359,733.63","105,836,221.47","34,582,720.55","41,486,660.79","76,127,615.58","146,043,588.15","39,467,135.12","53,083,754.35","231,775,885.33","149,466,255.54","41,448,329.66","67,280,876.28","277,763,538.62","162,457,611.94","104,880,854.18","86,415,105.96","225,770,715.14","90,957,215.32","116,638,417.31","70,618,107.48","244,214,915.48","113,666,778.87","134,390,313.41","89,447,094.02","189,672,333.62","84,418,582.86","97,358,887.89","223,244,293.33","160,969,437.79","185,905,315.36","102,648,700.97","514,024,777.37","258,373,134.38","157,515,474.38","95,433,416.09","288,776,629.90","302,478,572.57","233,067,794.61","277,878,864.27","556,417,561.17","413,482,523.82","263,599,242.26","326,037,156.02"
投资活动现金流出小计,"57,673,027.72","134,378,873.45","218,982,179.94","363,580,589.43","67,317,959.70","117,322,713.29","168,444,272.70","364,744,553.07","5,470,066.65","59,959,463.32","93,552,291.13","164,514,979.15","65,313,135.35","122,893,134.51","152,620,821.00","446,109,863.28","103,154,723.71","122,144,961.16","338,398,581.89","548,607,234.64","149,885,337.08","283,412,678.12","403,969,104.61","756,171,304.66","102,669,935.54","265,693,143.05","974,455,162.89","463,164,814.41","120,638,711.97","274,630,252.50","348,776,654.59","448,468,414.64","557,947,314.03","719,333,779.78","930,030,461.68","1,231,708,568.11","58,511,653.84","141,743,306.08","200,109,878.29","464,468,452.62","475,162,081.05","696,579,877.71","742,572,623.44","645,472,101.39","308,688,989.29","469,756,039.16"
经营活动现金流入小计,"283,873,594.24","382,147,802.77","606,511,635.52","766,448,183.98","377,733,884.57","542,133,671.48","814,631,300.12","972,669,376.45","433,724,579.40","557,575,411.05","844,993,006.94","1,266,876,138.80","493,776,984.33","677,688,725.32","1,022,984,255.07","1,546,833,532.90","596,199,046.44","1,098,842,948.64","1,522,876,499.14","2,169,167,600.24","678,814,751.10","1,213,064,123.06","1,696,724,304.56","2,423,876,184.56","743,276,035.59","1,328,046,428.18","1,851,612,846.95","2,716,138,557.24","798,209,591.30","1,431,861,651.70","2,161,593,967.23","2,768,900,887.38","850,787,921.56","1,283,172,402.51","2,402,571,554.23","2,815,041,197.95","833,624,731.47","1,390,533,323.66","2,182,628,544.61","3,061,406,228.35","957,435,214.90","1,776,367,168.96","2,699,096,928.40","3,326,339,502.11","927,949,725.79","1,816,665,997.11"
投资活动产生的现金流量净额,"-56,662,267.72","-71,123,613.71","-138,226,497.20","-284,734,809.79","-64,541,738.84","-114,250,352.43","-164,310,983.44","-339,607,996.50","-1,992,561.81","-56,091,912.68","-88,003,726.77","-159,765,886.31","-57,716,641.89","-114,097,586.55","-123,383,178.04","-399,632,571.34","-55,883,025.01","-73,334,322.08","-157,287,011.79","-325,404,384.10","-132,747,554.65","-261,247,877.66","-374,704,093.35","-680,415,102.56","-96,281,766.33","-250,288,842.23","-491,107,138.93","-374,218,705.63","-103,945,475.11","-254,946,134.19","-328,597,922.21","-391,569,942.46","-548,528,654.03","-709,171,574.22","-888,482,239.32","-1,134,518,473.90","-32,608,963.84","-73,718,121.08","-102,452,634.34","-221,205,726.68","-446,670,439.03","-620,396,616.53","-652,566,817.46","-415,897,160.24","-300,519,060.14","-404,692,581.16"
购买商品、接受劳务支付的现金,"85,654,684.56","167,777,816.21","305,117,129.56","399,203,191.03","148,063,412.37","287,781,736.84","455,263,307.09","479,941,320.76","168,571,346.40","261,079,887.77","400,837,477.12","534,511,060.45","191,638,923.92","345,527,412.52","588,180,063.87","820,870,718.76","238,783,539.39","543,262,901.12","802,112,611.18","1,198,271,210.16","338,811,669.74","622,805,808.76","933,347,876.64","1,343,021,640.75","357,829,147.98","677,046,159.62","987,743,752.71","1,480,356,918.63","428,879,289.49","827,766,776.81","1,087,092,523.41","1,559,120,416.97","303,064,322.35","634,507,192.47","1,149,580,703.70","1,480,650,092.39","348,636,706.24","598,513,017.80","891,695,143.70","1,711,181,944.12","413,035,009.05","774,275,777.46","1,180,170,074.46","1,786,523,743.55","447,757,345.57","758,400,160.66"
吸收投资收到的现金,,"370,000.00","470,000.00","11,212,000.00",,,,"2,704,000.00",,"600,000.00","780,000.00","880,000.00","610,000.00","610,000.00","610,000.00","6,910,000.00",,"4,645,005.00","4,645,005.00","4,564,000.00",,"575,000.00","575,000.00","62,405,000.00",,"453,167,200.00","462,117,350.00","465,886,600.00",,,,"4,230,750.00","100,000.00","1,470,000.00","13,470,000.00","13,470,000.00",,,"2,500,000.00","7,750,000.00","1,000,000.00","13,240,000.00","17,740,000.00","17,740,000.00",,"350,000.00"
支付给职工以及为职工支付的现金,"23,312,925.43","46,801,659.08","68,900,929.46","104,053,675.00","37,383,442.08","68,507,718.73","102,980,667.73","152,937,165.16","47,391,734.92","82,253,966.12","138,962,717.92","187,615,500.79","48,362,736.13","113,127,620.40","143,849,892.38","210,578,543.39","60,193,261.00","162,127,832.97","236,286,543.71","308,538,889.25","99,810,445.67","186,446,024.31","274,482,496.70","364,146,554.12","113,049,539.63","206,373,822.95","305,845,191.79","422,656,768.32","121,773,666.80","227,270,756.84","351,622,484.95","482,058,695.46","142,435,810.22","265,422,816.65","365,190,646.64","566,222,875.12","165,061,411.31","305,393,807.17","450,558,404.80","622,304,246.47","199,977,400.28","363,132,828.58","521,583,999.47","697,919,871.23","195,002,595.35","358,260,955.39"
取得借款收到的现金,"100,000,000.00","135,000,000.00","228,870,000.00","407,000,000.00","84,455,000.00","317,455,000.00","327,455,000.00","408,000,000.00","240,000,000.00","300,000,000.00","380,000,000.00","433,600,000.00","190,000,000.00","190,000,000.00","230,000,000.00","360,000,000.00","180,000,000.00","276,256,000.00","372,556,000.00","724,586,000.00","327,500,000.00","647,173,956.48","747,173,956.48","833,190,000.00","230,930,000.00","480,930,000.00","762,070,830.15","410,000,000.00","466,899,113.93","606,333,328.93","905,709,626.48","1,195,132,249.63","887,948,002.29","1,317,948,002.29","1,567,948,002.29","3,118,058,997.65","390,000,000.00","540,000,000.00","690,000,000.00","1,200,000,000.00","350,000,000.00","450,000,000.00","650,000,000.00","1,030,000,000.00","300,000,000.00","940,000,000.00"
支付的各项税费,"15,383,639.20","32,382,207.92","50,287,863.53","57,257,722.04","28,329,032.55","57,643,400.33","77,087,014.70","72,417,525.34","20,987,831.43","48,717,419.06","66,566,923.39","92,885,179.85","20,477,800.87","46,928,283.73","73,571,445.13","97,546,519.58","30,329,438.50","87,028,704.55","117,908,879.51","138,087,971.38","43,478,812.92","92,899,201.07","120,471,620.03","144,319,895.35","38,919,249.86","97,316,210.33","131,492,889.89","165,867,561.43","51,397,271.70","118,185,489.13","153,222,235.50","190,905,505.45","39,513,160.36","109,383,423.94","144,828,697.04","182,023,244.95","53,517,906.88","158,311,579.01","207,608,552.19","191,133,826.38","54,009,198.95","137,661,661.64","183,767,542.77","250,069,962.14","62,807,795.31","212,204,002.61"
收到其他与筹资活动有关的现金,,"980,024.71","4,904,367.71","51,559,188.68",,,,"96,668,945.39",,,,"7,308,667.50",,"100,000,000.00","100,000,000.00","100,000,000.00",,,,,,,,"150,000,000.00",,,,,,,,,,,,,,,,,,,,"300,000,000.00",,
支付其他与经营活动有关的现金,"105,073,421.80","27,697,932.21","56,778,568.49","57,928,326.46","119,480,625.79","49,536,761.69","81,006,783.96","67,384,085.07","139,343,698.14","35,825,064.09","60,228,965.26","167,463,855.16","150,939,214.17","41,211,427.48","68,994,616.89","63,282,547.24","154,003,598.10","91,399,119.98","137,411,093.05","170,525,162.03","99,229,292.98","114,923,399.65","160,082,318.14","282,645,338.26","88,659,774.35","134,976,521.71","158,923,476.77","272,743,847.64","65,399,469.94","51,700,392.60","232,650,465.92","145,246,863.99","68,977,345.04","58,748,161.32","426,982,551.85","209,548,429.27","102,421,280.69","153,167,423.24","340,125,100.77","125,650,948.31","130,555,743.59","230,531,029.41","415,478,664.92","166,641,577.88","54,767,587.45","232,799,359.90"
