科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"37,555,952.24","41,733,250.38","89,962,174.95","66,421,361.06","72,598,335.24","682,181,020.47","649,119,292.38","594,712,038.15","561,958,093.82","563,981,846.75","570,392,300.58","534,356,840.61","492,110,703.17","472,586,244.64","479,059,302.70","433,990,775.58","424,021,416.02","486,027,948.73","378,144,342.04","308,255,724.92","256,952,932.67","413,919,912.64","365,108,002.38","328,272,469.29","277,831,542.51","423,422,669.16","298,906,914.78","259,323,674.49","210,395,102.51","445,172,999.18","280,278,981.23","126,578,397.02","152,349,854.26","570,186,613.69","414,688,114.17","197,476,130.34","200,045,156.14","572,708,285.99","590,389,049.89"
短期借款,"8,000,000.00","20,000,000.00","30,000,000.00","30,000,000.00","49,300,000.00",,,,,,"40,000,000.00","40,000,000.00","40,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,,,,"134,000,000.00","134,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,"150,000.00",,"250,000.00","500,000.00","150,000.00",,"400,000.00",,,,,"200,000.00","250,000.00","1,832,651.72","765,777.87","917,300.00","2,162,198.12"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,587,800.00","2,587,800.00","121,860.00","499,860.00","1,299,860.00","11,300,376.80","21,132,623.80","36,657,890.79","13,099,798.99","18,942,303.00",,"24,186,941.00",
应收账款,"11,674,900.75","24,710,345.25","44,743,339.84","65,776,320.31","85,394,641.64","90,194,054.32","93,822,007.60","134,297,472.91","161,744,373.05","166,264,090.42","171,036,042.90","191,022,341.11","197,584,270.14","167,426,061.75","171,510,270.20","195,751,391.30","218,254,338.47","184,714,309.69","201,278,689.72","234,715,437.77","259,930,601.54","207,763,569.81","286,125,895.61","318,480,688.50","317,036,752.23","244,474,430.23","306,782,286.64","366,784,477.82","376,027,301.18","277,192,359.80","363,701,720.47","403,961,271.28","415,406,082.40","290,837,482.22","323,615,940.86","487,984,148.33","552,624,741.53","599,886,629.33","578,172,456.90"
应付账款,"15,221,098.52","18,113,329.84","26,318,297.26","16,543,730.40","18,579,013.51","21,799,369.75","19,701,183.05","16,774,020.88","16,792,454.10","15,146,641.97","18,762,357.59","22,558,476.37","38,254,077.76","30,218,996.92","20,427,206.62","8,393,656.55","10,554,285.88","46,646,377.59","44,048,397.91","44,574,234.07","46,705,020.77","61,389,060.59","80,878,818.35","106,414,997.72","107,048,679.00","69,553,951.24","79,255,650.22","131,772,306.27","144,410,068.23","84,783,421.06","119,097,608.79","85,812,118.51","85,885,440.05","142,533,004.63","182,001,290.08","180,877,773.35",,"171,137,912.69",
预付款项,"19,530,093.03","17,145,882.11","18,491,081.99","27,612,918.72","19,205,647.72","18,255,195.94","23,363,920.11","24,174,838.60","23,920,825.97","23,871,590.66","31,469,028.25","48,161,224.47","70,834,570.30","81,141,336.82","84,817,177.89","99,118,811.60","99,649,087.46","86,524,917.70","111,819,829.62","100,997,930.10","119,340,488.67","68,279,003.36","132,908,764.81","145,767,591.47","157,741,468.54","91,643,413.78","107,563,576.14","106,518,009.83","136,832,635.50","98,501,738.97","164,505,221.27","125,397,216.69","121,193,142.74","108,571,568.94","95,043,821.24","131,387,500.35","84,120,204.50","103,052,392.47","89,749,458.90"
预收款项,"29,994,523.87","17,786,483.03","15,095,386.83","5,672,563.57","7,789,680.72","3,668,326.62","3,924,792.22","4,526,714.30","3,322,486.21","11,334,532.72","7,248,929.22","15,631,287.22","16,042,703.22","12,914,042.22","15,517,771.87","11,142,764.86","10,631,375.56","37,686,300.03","43,583,782.14","41,926,917.84","28,619,639.54","38,116,226.04","140,073,242.41","88,413,706.13","94,372,368.99","67,509,852.33","47,511,707.21","48,962,064.71","61,127,327.95","105,948,202.73","83,354,306.48","81,275,038.63","80,454,203.25","156,327,700.35","162,165,147.05","102,238,718.02","147,117,035.83","131,253,789.10","120,292,099.20"
其他应收款,"6,499,834.73","8,620,142.13","6,162,456.96","7,824,400.95","8,134,555.12","6,854,886.54","8,080,842.41","8,777,024.39","5,818,933.13","9,275,211.36","11,860,148.19","15,176,342.08","18,783,913.09","22,393,916.78","26,750,914.71","20,797,693.44","30,515,570.92","23,938,178.38","30,347,424.34","33,511,834.04","39,330,863.95","33,364,536.08","49,610,269.84","55,894,407.49","73,672,842.44","69,252,241.74","74,126,914.36","64,586,704.46","81,023,091.87","67,048,771.37","76,093,307.87","73,003,754.90","108,894,305.57","97,403,408.00","112,512,041.52","135,384,880.62","169,843,020.93","98,802,386.60","125,690,165.69"
应付职工薪酬,"2,303,593.41","3,048,788.55","4,944,891.99","2,002,614.34","1,379,036.60","4,165,381.44","247,841.61","924,371.94","3,904,338.56","2,889,709.01","1,468,178.46","1,195,522.49","1,943,433.05","3,383,638.37","3,390,995.63","3,439,907.27","3,410,547.71","4,549,340.05","2,833,961.34","3,843,580.98","1,715,816.04","9,683,943.82","5,189,926.24","7,858,946.66","6,092,062.80","8,545,066.59","7,370,831.91","7,572,746.72","8,419,255.00","9,921,983.16","9,186,621.96","8,765,723.58","8,027,145.34","7,976,167.39","10,584,612.10","11,185,306.08","7,398,080.70","13,053,569.63","13,806,414.89"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,732,578.91","7,682,492.31","4,066,292.91","6,951,431.49","2,686,624.33","10,845,200.42","4,265,432.05","6,088,680.35","7,682,971.41","9,384,823.80","7,072,706.74","6,713,267.03","3,574,731.87","7,990,763.29","4,008,212.30","2,332,030.58","7,524,577.97","22,414,668.79","5,107,950.32","-2,998,598.79","6,038,075.38","22,804,447.19","15,979,298.62","18,870,918.07","17,386,421.84","42,608,122.33","26,258,460.54","16,305,732.67","16,694,523.76","59,894,861.80","28,550,212.68","31,935,252.66","26,392,511.74","89,150,070.64","46,231,866.15","36,566,186.39","44,463,651.22","96,267,029.83","76,859,591.57"
应收利息,,,,,,"371,225.17","371,225.17","5,197,236.88","7,954,075.34","933,757.50","2,111,152.23","3,463,703.43","345,671.23","1,912,221.88","3,808,440.88","5,767,581.85",,"278,107.64","278,107.64","563,876.69","520,027.37","1,215,840.91","876,534.98","2,585,982.17","2,940,146.57","2,156,470.00","2,382,397.68","2,105,048.01","2,177,729.50","856,176.00","806,198.60","557,589.02","127,287.67",,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500,000.00","3,000,000.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"7,800,000.00","4,071,820.20","1,596,768.55","1,596,768.55",,,,,,,,,,,,,"3,602,000.00","3,602,000.00",,,"4,267,820.43","4,267,820.43",,,,,,
存货,"44,617,522.17","48,718,446.42","58,983,422.12","50,747,925.98","48,368,586.22","42,276,443.39","47,967,223.10","42,396,147.95","39,262,907.97","41,025,925.31","44,803,152.93","49,669,526.15","71,953,362.63","76,296,955.65","80,084,500.12","91,558,940.00","102,895,552.08","116,067,035.22","136,217,645.65","181,020,089.47","188,595,256.83","188,944,221.78","249,013,309.17","244,968,610.89","270,454,627.44","251,782,917.51","272,239,356.94","289,131,322.28","327,874,293.48","274,601,465.60","272,275,005.53","312,226,230.86","385,556,888.98","415,526,571.16","454,738,049.31","499,116,362.04","587,037,269.02","473,444,069.39","470,041,457.79"
其他应付款,"3,974,341.00","1,109,921.58","3,808,244.89","3,906,560.97","3,141,743.04","985,587.99","559,044.02","3,853,315.58","1,252,507.92","2,364,822.74","6,288,338.42","944,314.99","3,120,690.07","15,899,538.73","4,056,729.96","6,409,248.18","4,957,508.68","6,333,851.33","5,881,564.98","17,795,342.50","15,623,568.32","5,962,424.47","7,544,162.19","12,324,706.51","14,974,558.18","18,490,860.85","7,982,721.91","4,926,588.92","3,915,746.15","11,129,558.87","7,064,279.51","8,693,115.84","8,916,484.78","19,081,069.48","18,212,729.16","18,633,731.77","25,009,464.29","23,675,151.69","17,315,982.41"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,"7,657,325.00","7,657,325.00","7,657,325.00","7,657,325.00","6,979,166.40","6,979,166.40","6,979,166.40","6,979,166.40","7,336,732.80","7,336,732.80","7,336,732.80","7,336,732.80","7,694,299.20","7,694,299.20","7,694,299.20","7,694,299.20","8,051,865.60","8,051,865.60","8,051,865.60","8,051,865.60","8,409,432.00","8,409,432.00","8,409,432.00","8,409,432.00","8,766,998.40","8,409,432.00","8,766,998.40","8,766,998.40","9,124,564.80","9,124,564.80"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"884,171.53",,,,,,"4,917,637.96","31,851,553.90","30,000,000.00","125,000,000.00","40,000,000.00","43,033,723.63","130,542,272.39","64,896,456.09","8,145,665.89","2,917,860.11","1,540,924.71"
其他流动负债,,,,,,,,,,,,,,,,,,,,"348,085.77","651,765.25",,,,,,,,,,,,,,,,,,
