科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"73,628,162.73","101,871,824.91","135,039,369.17","122,241,849.41","126,753,977.07","711,915,539.31","452,365,770.06","373,299,540.32","355,853,610.01","308,186,397.98","185,379,260.55","212,335,312.47","264,663,575.84","263,173,359.85","310,112,268.94","272,501,101.50"
短期借款,"194,965,000.00","248,360,000.00","304,960,000.00","330,460,000.00","305,440,000.00","403,440,000.00","291,950,000.00","297,950,000.00","325,450,000.00","492,000,000.00","720,500,000.00","702,500,000.00","595,480,000.00","415,480,000.00","638,980,000.00","707,980,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"36,654,010.50","92,121,248.03","115,375,589.96","107,279,286.42","122,760,792.22","90,527,306.31","96,397,891.18","37,653,179.15","108,759,245.19","1,866,567.29","83,068,322.12","70,925,889.62","113,627,639.90","51,233,964.18","120,965,672.72","137,677,242.89"
应付票据,"35,000,000.00","52,000,000.00","76,000,000.00","74,750,000.00","95,000,000.00","271,500,000.00","281,000,000.00","262,288,000.00","253,900,000.00","114,200,000.00","155,781,998.34","198,463,368.77","209,513,317.93","393,153,173.40","301,374,800.40","378,835,100.40"
应收账款,"168,482,249.81","242,532,648.12","467,011,542.92","561,526,500.13","562,799,425.36","658,906,355.16","845,632,626.29","955,122,008.70","864,969,855.75","922,201,588.44","1,060,394,659.96","1,052,338,187.58","960,359,245.75","926,203,189.93","1,117,340,645.01","1,108,883,726.22"
应付账款,"68,332,186.52","64,699,285.23","225,125,959.33","278,085,442.63","286,921,300.04","221,616,177.79","256,312,946.63","276,184,013.97","262,299,012.04","191,791,179.91","308,662,824.03","313,730,152.38","366,374,403.04","348,575,329.77","449,962,017.32","395,012,549.98"
预付款项,"26,966,283.91","18,151,925.06","11,111,527.56","46,709,716.78","55,790,837.32","100,902,331.99","50,917,589.48","72,234,717.51","15,472,225.87","40,794,926.99","8,421,540.66","8,690,229.18","51,683,766.45","37,388,961.34","29,679,227.48","18,276,762.76"
预收款项,"1,781,361.05","317,008.90","1,228,296.70","2,616,089.29","1,682,364.56","2,047,887.38","684,001.84","1,087,463.49","345,496.81","476,031.79","10,352,228.45","13,580,327.04","12,375,292.43","2,833,713.71","43,984,181.44","17,285,131.25"
其他应收款,"26,708,268.05","2,711,907.14","6,483,661.51","7,128,222.40","4,003,672.05","5,087,972.78","7,647,960.17","10,154,749.78","7,751,136.08","12,897,282.11","11,337,820.01","28,284,748.28","17,658,444.59","13,923,748.93","26,442,352.85","30,308,077.09"
