科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"157,280,474.29","266,541,274.14","205,227,106.21","100,871,326.02","87,617,471.80","151,679,858.58","130,832,901.17","68,426,949.90","173,216,221.09","336,835,845.96","500,258,273.38","342,157,294.91","244,892,022.04","97,506,112.02","194,530,976.47","117,049,363.63","343,543,557.00","284,785,108.38","77,256,534.55","94,704,455.57","137,278,674.16","107,015,574.68","161,534,379.01","81,857,039.78","140,429,111.87","315,028,856.12","261,128,319.20","127,957,775.37","134,658,887.00","83,075,086.61","97,662,295.50","86,621,685.71","146,109,987.33","129,833,305.77","85,776,788.08","635,455,151.32","586,573,789.04","480,576,084.92","473,638,218.42","540,807,082.72","354,223,842.98","376,923,760.55","274,057,363.09","385,411,734.53","549,711,796.09"
短期借款,"304,800,000.00","290,000,000.00","290,000,000.00","150,000,000.00","130,000,000.00","130,000,000.00",,,,,,,,,,,"135,000,000.00","135,000,000.00","135,000,000.00","135,000,000.00","135,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","115,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","225,930,398.00","46,930,398.00",,,,"24,000,000.00","40,000,000.00","40,000,000.00","370,000,000.00","266,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"300,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,"31,000,000.00",,,,,,,,,,,,,,,,,,,,,,
应收账款,"6,532,487.48","8,536,696.32","4,376,530.00","7,552,318.90","7,177,227.78","7,032,227.78","6,202,907.28","6,645,522.59","6,013,327.59","5,005,089.95","10,196,428.80","5,784,952.45","5,664,952.45","5,544,952.45","4,424.85","649,269.65","649,269.65","649,269.65","649,269.65","475,148.80","475,148.80","475,148.80","475,148.80","486,385.75","726,208.80","536,664.12","663,549.60","889,473.60","1,311,845.12","1,534,873.79","848,059.72",,,"362,355.84","533,817.54","199,121,248.97","262,553,831.04","266,913,171.37","188,757,365.63","144,788,267.37","130,914,941.29","98,937,729.60","77,367,696.85","173,611,409.10","160,651,721.84"
应付账款,"62,386,980.33","39,060,102.84","29,016,576.04","25,973,338.07","27,411,179.58","27,251,565.02","29,502,231.51","21,337,781.63","22,164,917.11","16,303,384.89","17,281,338.56","15,433,254.01","15,134,993.01","14,760,460.01","14,390,855.01","55,898,630.97","40,784,441.01","55,498,630.97","27,462,874.13","19,561,269.54","16,879,605.93","16,603,628.21","18,066,061.33","17,634,086.17","16,067,746.50","16,067,746.50","20,733,029.55","51,558,528.19","17,500,904.43","32,297,937.80","30,528,072.94","17,948,628.64","53,168,287.31","24,099,516.31","230,217,424.87","182,283,066.50","62,362,699.65","53,204,177.78","38,534,599.32","152,115,138.10","59,382,653.49","38,374,536.06","38,432,517.53","59,410,496.65","34,824,198.37"
预付款项,"30,897,362.55","32,352,359.45","40,375,021.09","121,825,024.34","130,408,780.13","109,237,078.80","65,497,743.62","44,797,825.55","54,300,419.78","60,058,660.84","104,431,349.11","113,409,121.02","197,527,150.59","122,888,985.77","133,465,482.18","141,740,858.59","277,106,721.11","110,813,640.95","71,270,466.96","136,420,836.33","92,058,943.71","71,929,935.91","130,654,076.35","81,730,448.98","130,525,380.22","142,322,409.72","64,472,383.73","60,444,429.76","24,824,791.55","1,731,138.91","1,903,738.91","3,316,796.07",,,,"1,006,802.50","1,006,802.50","4,564,789.62","2,111,010.72","2,694,595.22","2,965,924.90","2,449,057.66","224,499.27","564,035.85","1,010,647.85"
预收款项,"41,270,147.47","40,190,736.65","113,243,117.47","131,673,858.50","35,855,522.50","38,790,260.50","88,402,511.50","137,967,732.50","258,889,148.50","444,179,296.74","516,899,764.73","167,584,803.67","102,336,623.93","283,096,315.49","333,096,011.89","425,445,894.18","430,974,879.23","500,978,765.14","482,713,627.59","292,931,500.92","404,507,031.69","544,646,821.39","636,377,300.89","453,755,569.82","514,822,877.58","736,720,301.89","717,645,901.26","597,302,906.15","736,249,160.56","845,276,359.02","732,578,408.76","504,634,523.22","605,341,298.18","703,225,314.18","710,025,151.18","303,008,961.00","312,127,072.28","189,907,768.81","303,520,197.23","102,281,907.92","145,019,942.33","168,126,029.70","144,274,300.95","132,230,045.56","1,047,843,554.44"
