科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"136,495,760.06","202,574,704.79","253,780,616.53","277,409,760.86","1,519,280,654.02","1,483,896,069.82","1,516,058,129.84","1,530,647,250.08","1,644,166,266.44","1,646,917,130.49","1,618,614,374.50","1,640,651,463.49","1,720,234,585.09","1,587,587,304.10","1,483,082,734.05","1,401,431,754.35","1,538,738,374.02","1,466,288,302.09","1,436,957,251.28","1,181,901,555.07","1,286,915,935.88","942,692,627.53","1,086,833,800.86","783,056,633.26","831,048,611.15","853,925,003.91","925,115,014.34","689,678,128.44","924,432,304.02","833,697,495.46","1,291,740,269.00","1,001,002,118.66","955,657,082.90","584,430,639.91","608,933,665.03","328,993,906.39","662,866,897.77","350,955,030.85","398,298,124.26"
短期借款,,,,,,,,,,,,,,,,,,"45,000.00","45,000.00","45,000.00","263,999.06",,,"184,574.84",,"583,491.88",,,,,,,,,"2,458,417.02","5,447,405.30","33,679,879.36","38,555,194.88","31,550,926.88"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,"20,035,003.96","25,197,500.00",,,,,,,,,,,"11,738.61","72,143.30",,,,,"19,728.77"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"125,168.64","2,682,617.16","1,706,628.45","1,471,798.73","156,896.72","2,976,227.58","1,758,064.19","1,700,940.47","91,232.65","2,307,311.37","1,240,527.95","1,111,373.49","72,240.48","1,433,343.95","734,958.84","932,449.34","48,110.19","1,107,681.99","713,640.60","1,396,855.64","41,563.85","1,143,501.30","1,119,417.21","1,032,393.78","27,030.30","2,473,159.84","1,928,063.81","4,056,554.24","34,563,355.04","34,782,623.15","1,731,439.03"
应付票据,,,,,,,,,"92,824.99","476,039.60","269,449.82","149,508.09","66,216.77","513,390.21","311,720.78","164,522.95","4,285.26","459,971.23","2,508,071.02","168,281.70","11,019.93","455,654.41","1,466,323.58","158,665.94",,"437,408.55","406,445.81","243,358.40","237,357.79","774,989.81","625,759.71","449,792.77",,,"462,238.44",,"504,010.81","564,918.13",
应收账款,,,,,,,,,,,,,"784,262.99","2,917,648.86","3,680,296.46","4,223,043.55","4,105,507.34","8,200,294.22","8,269,058.50","10,028,650.33","8,256,086.48","10,357,920.98","11,868,420.44","16,123,245.55","6,457,331.77","10,719,032.27","15,911,731.02","24,156,746.30","36,325,489.98","33,829,874.02","30,932,195.70","39,546,978.72","66,681,542.16","73,861,443.09","107,942,033.57","108,666,840.72","60,494,569.65","37,898,986.17","77,876,169.39"
应付账款,"204,355.00","11,101.00","984,207.21","11,101.00","816,470.83","961,081.65","1,059,660.33","1,432,160.09","5,239,295.91","1,253,592.35","2,230,427.85","3,642,399.97","11,409,178.68","13,747,951.50","15,994,098.01","14,360,317.34","9,382,677.44","15,920,979.94","18,785,933.20","20,296,913.61","18,166,709.55","21,012,346.19","25,667,599.35","28,891,036.27","7,707,122.29","8,673,733.59","16,391,935.26","21,375,162.78","23,600,417.29","24,235,560.07","34,355,968.59","41,260,942.80","76,766,775.87","71,222,831.62","87,332,107.69","80,094,973.91","66,167,821.21","43,236,756.04","45,603,373.71"
预付款项,"35,951,591.20","6,901,662.71","3,614,925.78","2,479,494.46","2,134,048.63","3,096,505.66","3,513,055.06","14,371,020.66","2,283,987.86","4,223,152.47","4,262,990.11","6,510,634.00","3,758,787.18","5,860,329.35","21,675,984.41","44,356,550.42","7,489,410.99","10,790,290.55","13,385,265.92","10,984,005.13","4,182,931.72","12,536,444.37","14,968,448.87","12,340,123.26","3,789,589.24","7,848,250.01","7,688,411.50","9,503,076.68","7,683,947.57","13,452,535.30","14,610,082.20","21,187,350.20","8,485,335.33","18,179,665.60","21,627,958.01","20,642,804.50","8,295,612.96","18,212,035.00","19,838,496.08"
预收款项,"1,784,864.19","3,789,247.40","5,685,383.47","4,578,693.61","3,325,435.41","4,307,457.16","3,504,387.61","4,814,972.66","17,260,751.69","17,282,749.03","15,969,800.13","12,742,497.78","67,374,128.44","41,445,236.37","28,770,515.33","27,463,639.22","57,911,621.86","40,270,825.48","49,485,242.39","48,648,014.95","81,069,288.58","43,697,035.22","59,763,754.64","47,015,872.52","109,141,904.42","84,682,614.07","108,444,455.67","89,848,172.87","149,481,118.57","101,840,693.78","113,510,195.88","90,806,348.20","166,619,229.31","112,939,115.97","152,526,707.86","114,652,879.05","199,452,867.71","129,164,937.83","139,712,140.48"
其他应收款,"2,028,278.23","2,447,020.14","2,940,497.91","3,295,887.98","1,486,870.54","1,521,222.51","1,633,675.90","2,162,145.26","2,136,165.30","4,981,388.33","3,483,898.35","5,063,484.49","4,245,777.34","26,910,794.52","24,855,832.75","27,668,782.96","23,241,044.59","24,090,513.70","24,476,872.62","26,290,336.44","15,676,795.02","12,648,664.98","6,476,637.00","7,005,142.72","9,350,029.22","9,061,194.04","11,210,072.23","20,252,564.95","8,941,249.63","8,291,212.78","9,749,114.94","12,323,485.06","67,983,000.37","70,189,698.54","22,987,354.60","28,814,879.34","25,691,822.81","20,306,647.42","16,179,798.99"
应付职工薪酬,"1,239,772.09","4,416,880.37","4,651,270.71","4,979,756.52","6,464,471.63","7,080,096.37","6,570,206.13","7,432,156.24","13,261,158.46","10,427,065.27","12,221,262.90","9,565,442.59","15,446,687.94","12,886,641.06","13,832,871.37","12,653,801.16","18,523,701.12","14,598,905.27","14,967,092.83","13,285,037.38","22,920,407.53","14,626,456.09","15,982,802.16","14,531,095.56","19,896,765.21","15,468,398.55","18,213,937.39","13,861,816.07","24,578,590.96","19,345,277.80","21,651,579.42","18,895,412.37","27,338,928.49","21,788,188.02","25,903,981.37","20,140,144.39","29,487,684.20","22,307,449.76","24,342,886.85"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,191,529.87","-2,092,540.25","3,463,295.53","1,593,275.65","1,636,155.58","10,389,937.47","7,398,232.70","3,582,612.11","8,919,331.49","6,652,743.09","6,434,524.86","6,485,712.37","8,639,246.55","6,571,169.81","15,258,037.48","4,656,732.07","8,367,956.25","5,729,541.42","5,055,210.50","4,038,104.94","4,108,764.37","3,717,491.16","2,056,398.54","3,185,300.22","7,750,139.40","2,562,864.40","1,046,733.83","7,571,792.29","12,392,642.07","6,360,802.77","8,923,460.41","1,080,273.08","15,493,613.39","3,503,847.83","5,689,282.13","6,768,960.81","13,824,633.07","7,467,390.00","8,160,915.43"
