科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"94,195,626.98","142,162,249.10","247,439,414.38","259,607,413.20","284,594,144.68","399,799,884.35","404,830,819.27","387,850,421.07","324,720,876.38","415,121,669.25","311,736,487.24","292,376,381.38","280,621,927.30","356,374,950.33","232,347,518.21","278,317,038.36","254,752,048.45","231,467,735.19","167,631,690.26","112,008,319.93","137,663,902.83","263,263,673.90","192,887,798.79","199,985,731.22","251,622,538.18","250,833,648.33","293,535,130.76","360,275,967.27","684,138,372.31","612,621,361.55","645,235,050.74","783,118,305.42","773,372,795.18","831,561,860.05","810,993,948.05","883,239,796.32","970,670,421.67","918,603,418.82","1,063,240,382.61","1,251,025,685.95","1,232,614,299.49","1,064,055,521.77","1,173,057,697.65","1,402,473,753.08"
短期借款,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","7,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","55,000,000.00","57,000,000.00","7,000,000.00","7,000,000.00","57,000,000.00","157,000,000.00","198,433,255.00","100,000,000.00","100,000,000.00","60,000,000.00","116,444,494.73","50,000,000.00","50,000,000.00","70,000,000.00",,,,,,,,,,,,,,,,,
交易性金融资产,"1,460,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"100,000,000.00","40,000,000.00","24,000,000.00","112,550,000.00","193,400,000.00","75,000,000.00","3,680,000.00","125,220,000.00","148,020,000.00","61,100,000.00","83,480,000.00","217,330,000.00","186,500,000.00","32,209,875.10","59,480,000.00","173,260,000.00","46,758,343.54","81,658,220.00","55,838,400.00","204,459,995.69","193,488,083.66","77,132,716.96","79,001,800.00","252,853,853.97","221,079,359.24","86,182,814.55","118,318,900.00","190,450,000.00","181,050,000.00","106,400,000.00","55,000,000.00","191,500,000.00","187,310,756.00","98,529,271.00","107,438,515.00","252,350,231.38","220,768,981.79","61,401,290.34","91,820,480.30","186,123,979.00","174,226,718.96","69,134,236.72","82,972,739.06","182,619,289.02"
应付票据,,,"2,488,000.00","5,134,740.00","8,074,540.00","930,000.00",,,,,,,,,,,,"9,300,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"50,700,611.65","77,680,467.39","44,540,213.81","19,503,194.17","30,987,787.39","55,144,029.34","51,567,725.57","13,587,889.75","6,380,975.04","80,035,416.44","99,268,076.92","20,576,379.43","38,909,750.79","33,439,445.12","38,334,706.27","18,837,623.42","42,688,342.57","48,214,145.80","55,340,580.57","30,429,510.62","53,553,901.73","42,267,770.66","58,132,215.47","17,966,459.12","32,498,300.60","19,673,326.59","29,512,719.14","12,704,064.19","9,420,200.25","19,842,351.79","33,242,194.31","9,931,187.01","19,703,721.76","20,707,867.55","17,338,431.35","14,679,671.57","31,723,393.26","66,951,625.15","15,985,002.06","46,488,005.82","10,166,846.83","14,929,839.49","16,515,400.30","9,468,724.50"
应付账款,"88,774,623.86","84,600,177.13","112,854,619.31","106,319,938.32","123,720,527.57","89,191,964.56","91,507,182.00","92,311,517.15","95,107,159.50","105,813,396.88","142,360,216.55","98,352,091.25","89,437,034.54","119,514,973.62","116,461,931.50","103,351,272.76","98,043,507.09","98,277,250.57","105,262,344.32","146,473,620.87","225,742,852.14","193,989,717.67","344,543,508.79","247,125,283.94","295,940,616.30","237,091,697.99","358,293,598.86","129,498,307.85","167,471,044.17","132,232,693.32","122,407,029.04","126,100,205.23","117,926,211.68","133,840,776.94","147,236,155.42","147,476,044.98","145,665,475.06","112,189,745.50","135,545,425.51","129,025,882.46","123,915,140.19","109,962,941.07","151,268,005.34","153,871,194.80"
预付款项,"10,396,127.68","6,734,547.99","14,779,749.99","93,547,702.91","86,714,444.99","22,005,013.73","16,481,470.46","12,687,452.54","18,824,154.76","22,375,351.78","43,729,586.69","17,158,462.49","31,932,972.17","50,810,003.29","67,649,733.07","21,134,362.59","70,856,067.77","23,017,008.11","19,881,486.68","20,383,677.74","25,341,229.39","16,861,838.61","79,614,450.46","27,919,378.19","23,389,210.60","51,885,541.55","46,639,826.36","21,185,217.25","18,165,154.53","19,929,792.42","10,422,646.61","21,826,675.81","18,123,945.40","13,793,808.68","18,071,928.93","21,681,566.72","18,166,570.28","21,223,377.63","15,296,823.36","10,353,516.06","22,912,977.29","65,824,839.88","87,210,113.10","48,017,131.04"
预收款项,"6,907,101.26","12,551,026.39","9,382,682.33","101,758,338.44","125,462,306.54","28,249,287.04","13,627,434.99","150,749,399.81","11,442,991.96","34,805,499.68","36,502,283.49","202,765,816.80","32,209,078.08","18,333,227.64","33,747,869.34","250,350,969.17","90,004,289.24","28,739,182.93","97,092,992.28","329,685,107.49","250,912,529.27","261,203,135.52","238,338,372.00","521,518,005.87","375,893,130.42","81,350,518.58","119,017,097.39","373,707,906.87","188,298,392.67","131,940,478.81","33,914,107.68","261,000,071.27","53,858,124.48","72,077,917.70","35,363,402.35","139,746,831.38","59,629,451.32","65,002,874.42","84,054,211.46","340,591,652.35","155,519,008.29","111,602,714.65","125,314,325.89","277,939,505.56"
其他应收款,"86,944,379.46","69,456,112.64","42,325,129.90","73,023,327.72","24,496,680.79","15,940,546.90","25,191,476.12","12,673,965.78","11,944,177.11","11,764,476.86","17,056,369.39","30,180,957.52","27,143,873.09","33,659,357.49","33,414,298.35","27,720,323.70","23,996,181.73","22,372,454.13","28,049,793.31","30,024,577.18","27,549,558.85","25,835,079.90","23,912,033.58","32,643,421.90","72,323,337.01","80,934,715.20","83,511,406.29","519,069,047.12","339,430,293.26","343,152,202.06","341,953,020.81","50,238,255.65","91,630,196.18","97,037,926.48","107,302,472.44","59,956,748.06","79,476,234.53","61,288,684.31","66,638,810.13","15,300,830.75","33,500,196.68","35,453,222.20","35,109,462.67","15,047,374.32"
应付职工薪酬,"30,023,364.80","30,666,000.74","24,401,174.41","17,826,235.46","17,617,224.47","23,835,841.84","21,206,154.88","22,369,286.86","22,853,927.07","28,642,259.39","31,719,432.10","46,163,808.79","45,970,739.52","37,583,789.79","38,476,149.40","91,383,984.30","89,364,560.02","81,856,663.24","86,718,685.42","108,805,072.73","137,968,936.00","128,699,229.08","129,920,898.48","122,590,111.16","139,209,591.69","131,034,772.35","138,161,379.09","116,202,831.10","105,081,212.12","98,234,115.99","100,170,469.54","131,232,686.69","133,498,246.82","110,310,936.63","114,952,519.72","148,256,389.66","143,532,595.22","121,475,172.38","125,582,032.53","132,427,906.70","111,627,176.18","113,559,668.29","121,116,180.99","147,395,889.67"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,057,183.74","10,086,827.76","20,995,152.25","25,420,695.45","25,938,852.22","18,316,201.26","23,687,379.93","39,096,232.93","44,131,237.08","46,767,001.54","33,645,002.47","21,107,603.56","54,716,227.18","27,077,442.08","32,178,725.01","72,070,711.52","84,796,565.67","52,464,407.67","44,290,995.98","62,462,973.86","73,409,802.04","67,751,140.86","60,196,324.41","36,660,991.48","70,132,256.56","64,093,955.05","90,745,861.97","122,859,078.54","102,917,587.70","78,118,396.47","87,259,368.97","81,980,430.31","108,186,894.51","73,195,465.54","80,420,566.75","108,458,033.30","117,303,951.48","79,167,573.27","84,506,586.42","132,809,369.37","90,512,275.78","58,704,586.80","79,264,428.86","158,173,438.29"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,"584,832.80",,"366,179.50",,"248,302.00",,"189,992.98",,"165,812.18",,,,"12,780,375.07",,,,"10,015,725.15",,"17,433.38","17,433.38","13,255,864.58"
应付利息,,,,,,,,,,,,"135,000.00",,,,"141,164.38",,,,"200,444.44",,,,"91,666.67",,,,,,,,,,,,,,,,,,,,
应收股利,"10,960,964.67","10,960,964.67","7,960,964.67","16,452,357.65","12,857,667.03","12,857,667.03","12,320,504.59","10,291,620.03","10,291,620.03","10,291,620.03","10,291,620.03","6,245,963.79","1,456,462.15","1,456,462.15","1,456,462.15","5,435,560.88","3,979,098.66","3,979,098.73","3,979,098.73","7,117,497.79","7,117,497.79","7,117,497.79","7,117,497.79","7,117,497.79","7,117,497.79","7,117,497.79","7,117,497.79",,,,,,,,,,,,,,,,,
应付股利,"3,563,610.51","71,044,413.24","42,923,610.51","6,790,241.44","6,790,241.44","72,325,100.79","20,967,671.74","5,301,675.32","74,681,675.32","35,929,716.70","34,937,057.57","10,435,321.54","5,271,687.99","45,362,884.05","49,623,710.15","5,550,511.23","5,550,511.23","93,209,480.35","26,306,745.37","1,760,971.97","1,760,971.97","89,960,971.97","46,306,745.37","2,862,197.86","2,862,197.86","2,862,197.86","54,478,783.12","4,462,013.59","4,462,013.59","105,844,495.18","55,142,134.59","4,154,181.97","4,154,181.97","105,584,181.97","55,381,821.38","4,770,166.23","4,936,044.60","1,627,920.42","1,627,920.42","2,207,020.91","2,207,020.91","2,207,020.91","2,207,020.91","4,315,920.42"
