科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"853,635,620.45","1,103,004,707.30","1,492,282,092.84","322,591,163.25","757,036,124.71","1,191,477,478.32","1,693,992,454.37","447,423,282.23","960,834,308.94","1,556,531,184.31","2,345,274,332.46","814,163,276.57","1,859,250,518.71","3,006,997,813.01","4,452,425,895.96","1,340,184,762.08","2,947,529,993.94","4,706,471,920.92","6,315,393,881.00","1,647,825,590.94"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"369,780,394.78","151,906,608.99","269,306,608.99","325,627,195.59","937,700,567.93","-2,361,568.22",,,"236,198,000.00",
收到的税费返还,"5,128.20","52,001.79","236,177.70",,"142,929.25","142,929.25","142,929.25",,,"318,993.29","561,909.92","16,851.15","152,294.83","1,444,512.05","789,845.71","153,185.44","1,554,895.51","4,082,833.29","3,108,984.73","345,531.24"
支付其他与投资活动有关的现金,,,,,,,,,,"2,000,000.00","5,168,018.96","1,067,200.00","1,134,000.00","1,166,000.00","94,713,317.45","72,160.00","194,600.00","1,713,600.00","1,113,851.34","335,120.00"
收到其他与经营活动有关的现金,"10,220,267.20","21,969,924.71","11,928,644.47","7,660,505.23","3,212,422.49","9,765,066.10","18,626,333.67","1,515,731.89","6,239,918.18","7,870,465.18","29,143,327.08","69,636,306.29","80,794,368.67","86,790,767.04","85,731,917.92","15,607,029.65","38,952,891.07","60,936,945.58","49,758,486.34","13,120,029.33"
投资活动现金流出小计,"53,047,461.09","85,876,760.05","127,101,313.44","30,327,402.90","89,857,774.82","169,843,263.84","286,464,493.75","69,365,168.25","166,357,989.24","368,188,504.84","894,977,129.38","424,979,325.43","760,314,996.56","1,571,788,936.83","1,997,302,318.15","320,857,305.77","596,181,110.90","979,011,208.77","1,282,296,033.26","266,017,043.15"
经营活动现金流入小计,"863,861,015.85","1,125,026,633.80","1,504,446,915.01","330,251,668.48","760,391,476.45","1,201,385,473.67","1,712,761,717.29","448,939,014.12","967,074,227.12","1,564,720,642.78","2,374,979,569.46","883,816,434.01","1,940,197,182.21","3,095,233,092.10","4,538,947,659.59","1,355,944,977.17","2,988,037,780.52","4,771,491,699.79","6,368,261,352.07","1,661,291,151.51"
投资活动产生的现金流量净额,"-50,354,715.40","-79,497,139.92","-125,197,095.34","-27,439,024.96","-87,930,039.47","-167,914,678.49","-281,797,247.96","-59,056,273.32","-154,776,360.30","-355,145,544.71","-828,976,681.40","-400,261,285.25","-660,218,528.28","-1,393,814,597.06","-1,750,143,709.38","-77,341,461.85","-5,847,469.14","-177,417,383.95","-300,849,312.27","-35,113,132.06"
购买商品、接受劳务支付的现金,"609,326,986.29","856,756,386.22","1,189,697,416.50","313,534,204.41","663,921,942.92","1,181,192,968.54","1,633,517,223.40","382,252,080.73","784,671,025.36","1,312,978,782.18","1,982,226,813.43","698,421,375.29","1,522,613,481.47","2,506,464,313.16","3,731,091,000.73","1,028,071,234.16","2,139,846,002.83","3,526,063,735.38","4,602,416,431.74","1,225,361,757.76"
吸收投资收到的现金,,,"245,000.00","980,000.00","370,930,000.00","370,930,000.00","372,380,000.00","1,330,000.00","7,080,000.00","7,380,000.00","1,112,992,285.54","12,990,000.00","13,260,000.00","36,760,000.00","46,260,000.00",,"8,898,000.00","9,850,000.00","9,850,000.00",
