科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"242,164,245.61","427,747,224.96","596,923,795.50","438,919,222.84","647,401,742.45","841,727,732.15","441,771,240.95","634,704,609.79","931,399,260.59","1,196,792,230.91","578,847,699.52","825,144,473.88","1,147,330,542.73","1,437,727,158.23","532,378,511.64","718,392,477.80","1,065,860,706.09","1,355,142,078.23","542,679,322.89","722,810,685.74","1,021,976,949.70","1,363,735,022.17","512,565,751.39","725,464,992.62","1,029,753,419.20","1,437,204,844.84","452,548,826.80","669,323,841.29","935,354,188.30","1,318,361,958.47","475,362,515.80","698,552,422.46","951,691,096.44","1,348,607,494.85","365,807,194.86"
二、营业利润,"59,352,394.45","132,269,314.71","192,082,549.48","149,862,096.65","217,983,598.16","269,883,397.34","161,189,841.80","212,830,263.86","311,016,756.53","380,074,045.51","213,636,753.11","275,571,317.46","389,717,270.19","442,581,101.66","198,480,236.79","217,122,059.55","337,416,937.77","379,199,252.62","205,574,215.43","235,770,831.58","302,754,778.98","299,431,762.55","191,599,042.73","201,206,398.94","262,044,658.93","294,843,925.73","128,559,322.26","135,093,505.86","146,854,961.25","-67,886,829.67","119,480,176.47","126,011,362.62","126,072,924.92","165,256,725.34","58,994,621.12"
减:营业成本,"86,766,620.06","136,388,914.23","179,646,844.50","139,088,357.95","198,827,499.92","253,580,994.75","150,688,734.15","206,453,353.82","295,355,652.72","378,999,990.45","203,481,674.85","274,147,992.85","364,182,736.16","475,780,361.53","163,154,368.71","212,013,317.84","316,325,723.70","417,937,318.42","185,184,625.95","241,147,793.77","342,554,841.17","499,712,330.46","167,974,621.16","248,685,837.82","350,468,306.21","515,104,027.91","153,474,567.25","229,031,960.08","309,760,496.57","452,601,418.57","153,968,163.50","235,143,370.76","324,345,773.80","450,416,154.78","128,336,404.91"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"41,086,492.95","81,934,153.75","125,094,404.58","76,342,825.50","125,537,969.08","167,556,499.88","75,524,937.12","111,774,107.87","179,529,073.41","254,900,073.64","72,553,738.90","110,558,984.10","154,765,654.17","227,678,981.22","68,054,095.12","112,937,461.23","150,777,691.93","205,183,989.66","76,336,805.41","114,684,955.32","138,833,143.81","181,931,277.95","79,254,026.44","111,042,155.32","150,486,409.82","197,838,737.30","73,218,357.97","104,977,341.27","141,846,995.19","203,067,116.51","81,194,135.73","116,814,244.41","157,598,861.48","226,819,181.62","58,066,585.42"
营业外收入,"561,557.91","4,417,902.77","2,474,952.49","121,031.88","285,507.04","13,858,488.49","100,000.00","1,521,508.82","9,395,046.73","23,617,893.99","956,642.91","11,562,980.82","17,397,181.70","42,774,364.61","701,237.91","6,913,089.61","12,473,697.98","27,094,603.68","784,085.84","1,520,121.30","2,680,684.21","9,193,137.97","1,103,947.28","1,871,825.12","3,272,708.10","5,727,177.14","1,702,444.80","2,968,171.92","3,205,754.64","17,415,372.53","13,722.21","693,589.21","891,103.75","3,047,280.53","8,454,702.03"
销售费用,"25,461,199.26","41,763,611.62","59,333,729.15","48,441,835.27","68,139,429.25","94,806,295.79","42,375,903.18","77,161,761.28","113,171,825.03","141,088,363.33","77,394,985.59","137,985,517.42","197,574,992.16","229,286,778.48","82,678,931.05","139,018,849.04","203,693,801.37","277,014,587.87","53,784,165.89","91,665,958.06","174,926,865.26","291,649,179.10","49,106,917.79","109,172,865.73","182,692,081.59","305,118,308.90","73,265,011.48","141,443,889.09","228,596,459.69","394,663,803.42","75,296,765.25","156,439,381.32","252,317,341.01","365,880,623.05","80,966,614.89"
减:营业外支出,"649,339.12","85,997.47","11,723,341.25",897.53,"336,594.52","425,266.74",213.07,213.07,"3,007,122.77","3,389,907.12",,"42,567.30","42,567.30","2,463,996.25","5,000.00","5,000.00","105,000.00","387,420.02",,"1,663,285.16","1,692,127.32","3,459,406.00",230.63,"26,994.51","50,869.91","1,743,349.96","571,694.65","694,264.91","1,329,978.31","4,673,706.05","248,594.23","2,131,128.76","2,181,151.09","5,701,641.71",578.55
管理费用,"28,295,100.79","34,407,411.80","38,115,574.67","23,665,029.63","34,435,410.08","53,206,402.15","13,773,763.03","28,810,813.97","42,913,688.49","66,654,478.67","16,397,329.15","34,114,252.48","55,285,275.85","84,825,715.23","23,241,892.45","47,516,759.25","71,254,509.76","103,558,061.13","19,851,642.12","49,120,553.27","80,867,006.91","127,369,233.21","27,358,587.80","59,753,600.92","92,166,372.72","143,380,084.38","32,645,785.59","69,823,032.94","116,168,144.80","169,380,426.57","37,536,269.52","70,474,655.61","93,539,610.10","143,398,620.68","32,219,449.52"
其中:非流动资产处置净损失,"18,865.70","72,997.47","1,550,236.25",897.53,897.53,"424,766.74",,213.07,"7,122.77","368,999.02",,,,843.04,,,,"278,887.40",,"3,397.16","4,504.32","238,740.58",,"1,107.36","4,982.76","111,402.28",,,,,,,,,
