科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"86,970,463.20","89,212,349.26","153,472,539.23","20,991,159.61","60,319,188.67","104,591,666.70","259,503,634.76","24,497,221.04","67,679,642.27","162,875,797.90","456,798,049.59","89,916,919.75","182,809,815.76","397,449,900.27","828,261,867.61","85,826,661.80","209,979,225.61","385,109,272.32","1,066,475,622.36","163,538,789.62","247,377,533.34","388,342,043.45","1,043,529,460.01","98,397,957.56","182,131,877.69","281,358,138.19","796,122,673.79","70,277,469.73","196,283,035.20","328,864,903.78","989,542,076.95","120,975,631.38","249,505,318.73"
取得子公司及其他营业单位支付的现金净额,,,,,,,"4,742,905.31",,,,,,,,,,,,545.30,,,,,,,,,,,,,,
收到的税费返还,"4,700,771.55","4,671,206.55","12,971,532.82","374,575.48","3,890,916.39","8,543,630.97","13,286,439.51","6,731,706.06","8,584,392.15","14,632,505.36","22,354,356.30","15,478,607.42","17,154,470.75","28,937,586.41","47,637,682.86","13,009,309.42","33,458,510.41","37,411,755.89","69,487,505.39","13,075,765.58","35,027,108.20","37,788,367.54","81,085,732.44","6,466,959.09","12,274,011.60","16,702,848.49","42,595,603.57","24,853,746.53","30,561,554.21","62,865,262.99","70,348,577.01","10,439,787.92","14,213,153.15"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,,"18,681,925.31",,"36,000,000.00"
收到其他与经营活动有关的现金,"93,901,421.66","31,250,955.70","12,943,955.71","2,163,328.11","8,902,923.83","17,679,971.04","21,232,880.16","6,284,219.58","8,318,735.70","13,830,751.90","28,781,312.85","5,633,206.79","8,968,179.99","11,264,358.91","15,519,890.06","4,827,341.37","10,007,631.41","12,863,450.22","23,299,822.15","13,072,088.02","40,176,108.48","56,318,160.63","52,207,858.61","7,569,702.18","24,674,997.01","15,787,519.62","42,434,884.16","16,139,947.35","22,274,907.47","23,708,138.37","23,011,206.42","6,676,244.09","12,684,341.13"
投资活动现金流出小计,"17,242,216.08","4,046,647.25","17,912,309.65","3,328,035.36","12,745,944.54","23,313,204.40","28,898,275.49","4,752,167.17","59,565,868.87","74,975,393.01","111,545,624.64","17,081,594.84","35,739,587.19","41,588,839.23","62,310,290.58","4,658,358.15","15,362,615.77","29,135,812.31","71,041,971.16","57,722,408.78","96,671,297.45","133,775,075.09","147,966,667.30","131,492,658.82","132,473,862.95","149,983,120.67","199,790,170.01","12,476,882.21","50,961,531.57","67,372,051.56","139,936,622.05","5,373,348.49","49,182,722.83"
经营活动现金流入小计,"185,572,656.41","125,134,511.51","179,388,027.76","23,529,063.20","73,113,028.89","130,815,268.71","294,022,954.43","37,513,146.68","84,582,770.12","191,339,055.16","507,933,718.74","111,028,733.96","208,932,466.50","437,651,845.59","891,419,440.53","103,663,312.59","253,445,367.43","435,384,478.43","1,159,262,949.90","189,686,643.22","322,580,750.02","482,448,571.62","1,176,823,051.06","112,434,618.83","219,080,886.30","313,848,506.30","881,153,161.52","111,271,163.61","249,119,496.88","415,438,305.14","1,082,901,860.38","138,091,663.39","276,402,813.01"
投资活动产生的现金流量净额,"-17,226,216.08","-4,046,647.25","-17,872,695.02","-3,328,035.36","-12,671,742.54","-23,239,002.40","-28,827,490.49","-4,752,167.17","-59,565,868.87","-74,975,393.01","-111,545,624.64","-17,081,594.84","-35,739,587.19","-41,588,839.23","-54,410,290.58","-4,658,358.15","-15,362,615.77","-29,135,812.31","-70,999,129.64","-57,682,408.78","-96,631,297.45","-133,735,075.09","-147,926,667.30","-131,492,658.82","-132,473,862.95","-149,983,120.67","-196,240,170.01","-12,399,882.21","-50,884,531.57","-67,295,051.56","-139,832,437.59","-5,373,348.49","-47,574,469.29"
购买商品、接受劳务支付的现金,"43,468,597.55","73,280,148.95","70,391,811.38","27,186,136.39","66,772,131.57","109,645,394.39","155,443,815.15","44,962,745.36","88,263,455.75","176,763,336.74","279,587,592.13","127,446,892.63","214,101,570.68","389,483,628.40","541,558,182.35","130,935,595.40","232,346,411.05","358,131,247.47","509,060,256.46","174,740,151.72","311,612,348.70","406,501,342.65","554,714,083.74","109,623,209.25","189,120,704.09","249,463,174.45","404,245,549.73","115,480,948.05","255,485,357.51","332,457,758.05","561,511,395.70","100,028,191.43","176,812,329.92"
吸收投资收到的现金,,"22,800,000.00",,,"442,371,800.00","442,371,800.00","442,371,800.00",,,,,,,,,,,"2,700,000.00","3,000,000.00",,,,,"1,750,000.00","1,750,000.00","13,250,000.00","20,750,000.00","5,200,000.00","5,200,000.00","5,200,000.00","16,800,000.00","290,000.00","290,000.00"
支付给职工以及为职工支付的现金,"3,767,063.80","6,705,720.22","12,021,810.73","3,888,045.98","8,705,341.86","14,705,649.72","24,830,646.53","8,911,073.73","17,700,811.47","27,714,723.77","40,921,025.80","15,282,670.00","31,555,972.92","49,510,933.20","70,166,929.96","21,165,060.23","42,067,156.52","69,170,248.28","86,091,024.89","29,982,696.43","46,995,008.94","87,656,191.51","126,862,880.60","35,863,293.03","69,214,070.30","105,188,465.80","145,069,351.99","34,376,538.70","71,859,527.99","104,578,860.72","141,532,873.35","36,175,590.90","72,094,369.39"
取得借款收到的现金,"74,050,000.00","65,600,000.00","30,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","20,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,"35,000,000.00","75,000,000.00","85,000,000.00",,,"63,643,782.95","76,732,005.55",,,"20,000,000.00","51,531,602.00",,"500,000,000.00","500,000,000.00","500,000,000.00",,,,,,
