科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"125,193,009.54","349,045,929.79","598,875,307.26","856,667,529.25","315,692,093.34","450,374,223.42","732,540,725.85","1,074,317,760.37","182,741,108.86","424,508,004.39","723,128,771.55","660,467,717.59","178,564,651.91","572,601,399.80","686,961,218.83","1,027,437,487.20","195,863,514.47","528,237,098.69","906,998,578.13","1,484,713,702.46","366,135,338.62","848,649,466.23","1,158,087,898.34","1,194,923,806.31","210,091,771.91","552,768,840.76","902,502,174.62","1,232,978,986.99","435,186,806.69","808,241,147.08","1,275,404,435.18","1,706,797,709.06","434,984,301.20","973,979,852.44","1,881,962,928.03","1,798,575,249.20","390,794,000.03","1,006,885,264.67","1,779,520,893.11","2,356,418,611.42","605,729,539.68","1,118,839,820.47","1,893,994,919.98","2,562,836,263.94"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"1,872,266.06",,,,"51,597,659.68",,"44,610,835.84","44,610,835.84","5,524,362.21",,,,,,,,"6,257,204.62",,,,"2,935,327.16",,"350,000,668.18","349,918,874.32","254,850,274.94",,,,
收到的税费返还,"5,704,494.00","10,619,649.28","14,257,800.65","31,834,432.35","7,143,657.81","16,443,210.43","16,443,210.43","34,828,611.11","5,668,039.02","9,158,898.26","13,403,958.11","19,266,039.08","5,291,389.40","9,898,501.14","15,894,759.96","30,340,965.48","5,565,668.06","15,890,449.65","38,523,008.96","62,876,700.26","10,609,130.32","27,456,764.49","33,769,600.63","47,570,709.28","11,883,628.17","17,297,906.03","32,991,121.23","43,570,676.84","13,399,029.83","61,618,639.00","75,209,777.68","80,818,917.80","18,466,932.78","33,480,265.74","44,247,516.70","49,289,936.41","17,873,907.42","28,837,223.55","35,139,149.43","55,527,052.62","10,342,696.94","30,467,588.22","47,784,990.85","63,246,306.48"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"1,570,000.00","3,651,793.60",,"59,000,000.00","81,387,427.78","69,100,000.00",,,,"12,728,509.84","23,427,928.75","30,000,000.00","30,000,000.00","2,000,000.00","31,620,000.00",,,,,,,
收到其他与经营活动有关的现金,"848,380.69","1,059,020.41","3,210,396.56","5,721,896.40","4,740,242.94","2,189,798.58","4,513,201.10","12,937,780.76","2,789,418.45","3,542,973.14","4,943,686.60","17,634,077.36","412,973.31","1,947,817.60","1,097,983.70","34,879,712.06","13,591,152.43","19,691,238.89","33,021,399.43","47,900,343.38","14,215,816.67","25,985,951.90","45,282,974.38","34,783,513.17","9,379,539.80","14,665,017.56","27,614,223.86","75,569,054.51","18,106,168.32","16,153,558.66","20,916,374.49","26,223,003.14","2,525,250.97","18,253,253.81","26,295,240.95","33,088,933.02","16,338,438.48","16,340,271.09","20,103,013.35","23,515,373.55","9,080,008.28","15,969,213.02","21,850,761.03","33,399,652.81"
投资活动现金流出小计,"15,981,326.88","20,491,516.17","35,854,155.52","61,393,844.69","27,802,522.88","39,089,182.15","79,125,542.24","105,881,581.77","18,424,371.66","36,961,003.89","76,284,386.12","87,628,693.77","24,656,165.63","30,945,265.92","92,306,306.60","237,591,123.78","53,158,255.67","115,388,667.35","193,905,348.34","331,692,240.44","36,872,383.34","133,107,461.10","188,542,536.21","225,157,044.53","66,700,413.36","182,205,446.14","255,596,872.25","345,927,052.00","124,500,236.33","178,194,442.24","308,557,289.32","388,381,503.11","131,256,157.93","209,645,958.67","331,090,540.38","483,173,106.32","145,704,166.68","565,107,475.28","628,795,478.95","730,071,989.82","142,796,763.00","212,369,192.21","795,863,161.30","1,173,671,024.93"
经营活动现金流入小计,"131,745,884.23","360,724,599.48","616,343,504.47","894,223,858.00","327,575,994.09","469,007,232.43","753,497,137.38","1,122,084,152.24","191,198,566.33","437,209,875.79","741,476,416.26","697,367,834.03","184,269,014.62","584,447,718.54","703,953,962.49","1,092,658,164.74","215,020,334.96","563,818,787.23","978,542,986.52","1,595,490,746.10","390,960,285.61","902,092,182.62","1,237,140,473.35","1,277,278,028.76","231,354,939.88","584,731,764.35","963,107,519.71","1,352,118,718.34","466,692,004.84","886,013,344.74","1,371,530,587.35","1,813,839,630.00","455,976,484.95","1,025,713,371.99","1,952,505,685.68","1,880,954,118.63","425,006,345.93","1,052,062,759.31","1,834,763,055.89","2,435,461,037.59","625,152,244.90","1,165,276,621.71","1,963,630,671.86","2,659,482,223.23"
投资活动产生的现金流量净额,"-15,981,326.88","-19,975,111.62","-35,316,750.97","-61,054,787.69","-26,511,465.88","-38,624,493.88","-78,789,357.46","-100,653,623.41","-18,438,598.89","-29,425,913.32","-70,488,583.95","-80,324,109.58","-24,645,119.05","-30,788,432.00","-92,104,537.32","-206,331,696.84","-26,330,451.55","-58,863,768.50","-133,815,368.43","-219,944,837.00","-35,599,723.52","-79,426,367.84","-130,717,484.50","-191,742,896.17","-66,514,733.73","-175,496,524.10","-245,574,484.33","-299,986,213.91","-120,810,464.96","-175,019,224.21","-293,263,831.08","-341,268,602.04","-125,449,040.77","-162,103,585.74","-281,169,865.50","-414,441,386.12","-34,599,968.81","-462,177,772.82","-513,568,965.58","-497,075,664.17","-119,980,627.89","-126,385,756.59","-700,972,415.85","-1,052,736,315.63"
购买商品、接受劳务支付的现金,"116,217,555.55","309,266,230.78","533,146,764.81","745,492,357.43","273,000,463.65","357,121,824.89","572,008,753.08","825,444,985.14","118,066,455.36","351,849,841.98","538,701,706.14","378,119,371.87","69,385,538.07","391,675,359.79","376,372,695.65","591,855,566.47","84,546,169.32","328,494,099.07","587,949,846.35","1,115,532,417.17","295,071,588.42","569,450,458.35","790,013,813.56","652,406,483.07","97,065,494.98","318,907,303.44","522,186,623.86","719,445,406.40","239,086,817.70","442,906,913.98","763,537,867.08","1,016,441,767.38","240,877,741.70","594,639,291.91","1,299,646,211.72","989,996,922.15","186,039,210.23","493,066,780.13","910,066,862.17","1,150,382,951.58","346,327,885.97","518,987,683.20","1,063,406,626.58","1,332,562,213.57"
吸收投资收到的现金,,"230,917,800.00","239,342,276.54","236,138,627.60",,,,,,,,,,"-1,682,810.00","25,317,190.00","11,079,250.00",,"15,000,000.00","15,000,000.00","469,670,000.00",,"1,456,214.96","11,253,571.55","12,160,716.12","25,166,396.33","35,272,691.53","39,281,318.80","22,591,700.00","6,153,500.00","8,603,500.00","8,603,500.00","8,653,500.00","14,000,000.00","340,900,754.72","331,900,754.72","340,900,754.72","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","2,000,000.00","708,782,285.22","725,645,635.22","725,645,635.22"
