科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"56,893,122.40","71,093,464.16","104,720,670.93","456,054,172.48","368,207,777.74","318,911,240.06","389,043,349.26","333,015,939.06","299,699,102.99","325,042,169.79","354,484,758.93","277,887,866.55"
短期借款,"35,000,000.00","25,000,000.00","37,350,000.00","19,400,000.00",,,,,,,,
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"4,842,728.00","20,725,700.00","108,607,150.00","65,165,900.00","66,847,580.00","89,137,780.00","99,647,510.00","103,371,080.00","101,286,410.00","62,786,564.00","145,869,059.00","133,412,075.00"
应付票据,,"1,700,000.00","4,620,000.00","3,760,000.00","4,470,000.00","5,060,000.00","4,440,000.00","3,180,000.00","2,399,000.00","5,283,000.00","5,561,383.31","2,196,065.93"
应收账款,"67,621,525.41","108,837,725.65","108,019,443.25","151,719,140.40","161,582,925.46","216,941,808.04","165,066,748.59","183,635,063.56","258,798,113.36","291,088,846.51","194,276,723.21","234,897,895.43"
应付账款,"5,191,868.03","11,443,047.11","10,087,411.74","22,786,436.25","17,837,619.42","18,819,079.40","15,717,694.83","26,639,502.41","40,932,076.73","18,815,613.43","48,332,676.84","52,149,771.08"
预付款项,"1,717,820.35","2,996,582.69","3,699,191.75","12,145,033.38","10,364,096.65","15,844,986.38","10,341,754.47","13,636,792.24","12,176,389.25","12,659,837.93","10,358,364.16","15,925,975.66"
预收款项,"534,437.50","2,425,330.72","2,199,835.35","3,087,269.50","2,952,519.05","1,404,315.88","2,423,459.33","1,530,175.21","359,375.21","602,375.21","1,400,000.00","2,573,498.10"
其他应收款,"36,587,664.79","57,056,189.90","14,417,780.86","18,005,263.48","25,253,005.64","32,567,940.29","17,100,821.14","18,965,045.25","32,821,040.49","24,428,067.54","26,957,969.89","22,623,833.76"
应付职工薪酬,"4,804,106.19","9,127,282.43","11,146,907.19","3,377,378.39","7,730,639.53","7,861,220.59","18,128,930.17","5,539,039.95","11,677,530.26","11,902,974.54","19,195,107.07","6,409,114.21"
应收关联公司款,,,,,,,,,,,,
应交税费,"6,598,353.40","15,512,638.19","12,571,694.42","10,744,227.13","7,693,652.50","27,602,588.37","11,661,289.82","9,654,133.02","22,655,180.72","7,709,413.18","1,245,520.36","1,709,893.38"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"2,864,283.56"
存货,"54,279,521.65","64,228,104.88","63,025,432.56","69,183,039.12","71,685,956.36","72,857,607.41","71,366,804.12","89,888,672.84","79,435,482.45","88,773,198.25","87,552,890.52","101,458,520.22"
其他应付款,"895,065.37","817,700.32","4,877,133.79","5,515,048.53","1,180,799.50","4,385,299.58","1,686,104.15","2,343,407.79","2,371,061.40","3,198,882.88","60,220,668.02","60,834,144.20"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,,"70,789.77",,"44,011,215.09","30,071,118.70","841,974.13","1,860,104.26","3,049,782.38","4,144,986.00","3,861,700.78","3,913,393.26"
其他流动负债,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00"
流动资产合计,"221,942,382.60","324,937,767.28","402,560,459.12","772,272,548.86","747,952,556.94","776,332,480.88","753,408,961.71","744,372,697.21","787,266,320.92","808,923,670.02","823,361,466.49","790,119,559.88"
流动负债合计,"55,023,830.49","68,025,998.77","84,852,982.49","70,670,359.80","43,865,230.00","67,132,503.82","56,057,478.30","50,886,258.38","82,394,224.32","49,512,259.24","137,955,355.60","130,736,770.46"
可供出售金融资产,,,,,,,,,,,,
长期借款,"30,000,000.00","30,000,000.00","50,000,000.00","20,000,000.00",,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,"7,540,000.00",,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,"400,000.00","7,940,000.00","7,540,000.00","7,540,000.00","7,540,000.00",,"7,540,000.00","8,770,000.00","8,770,000.00","7,540,000.00","7,540,000.00","9,713,800.00"
投资性房地产,,,,,,,,,,,,
预计负债,"6,558,269.25","9,574,236.72","11,501,513.68","11,501,513.68","12,930,314.25","14,678,025.14","13,473,029.65","14,694,547.05","16,572,048.62","17,330,645.97","17,013,834.91","17,394,581.23"
固定资产,"9,704,454.39","10,963,073.03","8,743,815.98","8,290,388.15","8,202,407.92","9,358,250.11","9,335,090.00","9,592,958.15","9,571,781.19","12,162,248.07","19,669,804.77","162,639,390.32"
递延所得税负债,,,,,,,,,,,,
在建工程,"1,560,000.00","9,088,566.37","55,092,584.43","58,747,298.29","61,545,055.64","70,563,857.89","93,836,760.61","117,076,470.89","144,421,427.88","188,040,368.63","224,130,478.86","90,466,630.41"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"36,958,269.25","47,514,236.72","69,041,513.68","39,041,513.68","20,470,314.25","22,218,025.14","21,013,029.65","23,464,547.05","25,342,048.62","24,870,645.97","24,553,834.91","27,108,381.23"
固定资产清理,,,,,,,,,,,,
负债合计,"91,982,099.74","115,540,235.49","153,894,496.17","109,711,873.48","64,335,544.25","89,350,528.96","77,070,507.95","74,350,805.43","107,736,272.94","74,382,905.21","162,509,190.51","157,845,151.69"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","100,000,000.00","133,500,000.00","133,500,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","270,396,000.00","270,396,000.00","270,396,000.00"
油气资产,,,,,,,,,,,,
资本公积,"3,507,768.26","3,507,768.26","3,507,768.26","364,248,060.73","364,248,060.73","230,748,060.73","230,748,060.73","230,748,060.73","230,748,060.73","285,812,681.33","295,517,520.00","298,266,695.00"
无形资产,"74,957,356.29","67,009,201.07","65,630,455.34","65,211,099.70","64,901,404.33","64,660,947.43","64,210,757.20","64,685,915.93","64,231,040.55","63,957,370.48","64,818,370.41","64,306,870.38"
盈余公积,"19,788,512.20","32,000,811.85","45,233,227.46","45,233,227.46","54,220,628.02","45,233,227.46","62,232,606.18","62,232,606.18","62,232,606.18","62,232,606.18","73,936,289.34","79,335,473.76"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"58,614,960.00","58,614,960.00"
商誉,,,,,,,,,,,,
未分配利润,"99,503,555.39","169,476,155.66","245,198,528.82","268,639,222.58","289,794,321.76","312,499,549.05","309,455,657.61","329,199,287.13","365,160,905.72","410,003,015.32","416,581,327.20","390,081,681.34"
长期待摊费用,"3,567,359.84","4,084,089.06","3,476,826.45","3,328,028.28","3,179,230.11","3,030,431.94","3,789,354.82","4,381,483.32","4,520,115.72","5,092,921.74","5,275,336.57","5,440,624.14"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"2,596,568.82","3,551,400.10","3,621,375.54","4,415,175.23","6,077,984.31","6,293,660.44","6,666,177.37","7,128,461.37","6,091,260.71","7,525,325.98","5,459,704.09","5,842,866.73"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"453,813.65","890,874.35","8,708,503.85","9,067,845.74","14,239,915.51","14,591,737.51","15,259,730.76","16,292,772.60","16,775,898.60","17,125,303.12","17,610,205.86","18,494,099.93"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"92,839,552.99","95,587,203.98","145,273,561.59","149,059,835.39","158,145,997.82","168,498,885.32","193,097,870.76","219,158,062.26","245,611,524.65","293,903,538.02","336,963,900.56","347,190,481.91"
所有者权益(或股东权益)合计,"222,799,835.85","304,984,735.77","393,939,524.54","811,620,510.77","841,763,010.51","855,480,837.24","869,436,324.52","889,179,954.04","925,141,572.63","1,028,444,302.83","997,816,176.54","979,464,890.10"
资产总计,"314,781,935.59","420,524,971.26","547,834,020.71","921,332,384.25","906,098,554.76","944,831,366.20","946,506,832.47","963,530,759.47","1,032,877,845.57","1,102,827,208.04","1,160,325,367.05","1,137,310,041.79"
负债和所有者(或股东权益)合计,"314,781,935.59","420,524,971.26","547,834,020.71","921,332,384.25","906,098,554.76","944,831,366.20","946,506,832.47","963,530,759.47","1,032,877,845.57","1,102,827,208.04","1,160,325,367.05","1,137,310,041.79"
