科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"2,911,488.82","1,875,334.24","1,659,297.79","2,827,251.66","1,991,025.49","3,525,073.73","2,590,198.49","3,592,347.11","2,206,402.41","3,926,351.80","3,271,037.28","3,229,899.35","3,807,860.94","3,982,681.54","4,392,271.51","5,834,560.11","2,652,539.22","5,236,344.42"
应付职工薪酬,"19,231,857.53","20,294,049.19","25,572,380.75","27,638,281.81","29,736,410.70","16,833,882.30","23,176,753.02","30,238,011.10","32,389,752.06","19,498,724.97","28,254,881.54","32,737,774.04","42,151,030.63","28,785,924.92","42,282,265.62","48,788,337.56","53,146,626.02","32,939,633.82"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"17,778,725.25","11,428,746.39","7,481,454.67","10,533,818.61","9,119,276.53","8,509,384.48","9,267,960.24","10,811,543.17","6,451,905.20","9,418,630.44","13,308,673.01","12,779,832.66","7,904,280.76","14,578,364.13","16,980,907.05","18,263,512.22","18,195,568.03","20,034,709.12"
应收利息,,,,,,,,,,,"300,300.00","313,444.44",,,,,,
应付利息,"657,164.56","656,261.53","669,351.12","509,141.06","462,085.04","462,817.23","41,383.33",,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"13,281,600.00",,,,,,,,,,,
存货,"9,485,770.79","9,212,090.09","9,453,749.38","7,970,711.43","6,947,816.65","6,608,083.58","6,440,797.56","6,830,842.93","7,034,697.87","6,998,702.43","6,625,248.80","6,839,013.15","6,182,077.87","5,612,249.61","6,078,296.07","6,332,204.75","6,399,922.48","6,160,718.38"
其他应付款,"17,478,201.68","9,556,515.06","8,055,749.73","9,003,896.30","7,679,197.75","16,679,315.64","12,437,861.17","10,375,407.41","11,434,990.92","10,546,596.40","10,387,767.33","11,291,813.36","11,514,969.49","10,098,705.59","12,894,359.62","16,046,549.42","14,861,637.68","15,244,569.42"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"70,000,000.00","68,000,000.00","19,000,000.00","65,800,000.00","38,400,000.00","40,000,000.00",,,,,,,,,,,,
其他流动资产,"1,444,861.89","1,860,716.03","1,385,882.01","2,006,792.85","1,393,956.41","1,945,231.86","46,925,521.08","47,794,180.95","6,095,433.20","5,108,214.03","61,007,379.54","92,032,860.84","183,580,543.02","202,992,361.03","231,951,994.82","203,681,291.21","243,860,393.05","195,310,575.58"
其他流动负债,"2,375,399.33","527,290.81","527,290.81","602,290.81","527,290.81","552,289.81","577,288.81","602,287.81","527,290.81","552,289.81","577,290.81","602,289.81","527,290.81","552,289.81","577,290.81","602,289.81","703,577.84","864,643.41"
流动资产合计,"146,384,423.43","72,123,701.84","60,918,800.36","75,023,020.74","54,457,255.18","369,116,851.37","169,097,761.50","154,168,684.94","172,483,784.68","173,902,701.10","207,165,376.13","236,492,110.28","265,591,198.59","284,832,814.79","323,009,461.55","279,505,864.31","300,431,007.74","290,370,217.00"
流动负债合计,"298,175,182.50","190,695,129.11","155,834,100.21","157,552,876.95","130,900,720.51","145,494,308.67","122,307,661.79","98,301,932.76","116,559,627.40","80,138,581.03","94,787,394.52","100,117,183.00","110,226,333.97","96,734,726.20","124,586,872.66","137,192,543.71","150,851,283.54","113,775,784.53"
可供出售金融资产,,,,,,,,,,,,,,,,,,
长期借款,"183,000,000.00","238,900,000.00","268,800,000.00","232,625,000.00","229,750,000.00","201,500,000.00","2,000,000.00",,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,"76,235,100.00","75,503,401.54","74,624,840.93"
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"614,966,082.56","606,839,824.84","714,643,462.06","713,144,275.41","706,622,067.87","695,036,227.38","682,518,661.53","681,499,748.30","722,282,414.31","713,032,030.03","700,580,370.62","686,856,583.40","672,302,527.19","669,660,055.12","670,396,910.02","669,376,571.14","651,951,694.20","638,035,359.58"
递延所得税负债,,,,,,,,,,,,,,,,,,
在建工程,"9,248,815.30","89,575,918.96","5,802,653.69","5,882,438.14","9,625,453.39","13,893,895.11","20,069,021.64","29,814,661.02","2,992,544.08","6,340,778.18","8,855,005.67","14,811,074.79","18,480,028.89","26,966,509.97","14,001,758.56","12,865,587.18","30,151,204.45","44,352,571.13"
其他非流动负债,"14,645,000.00","15,332,323.10","16,051,929.95","17,794,829.34","2,948,280.84","3,436,078.29","3,932,497.14","4,219,380.09","4,515,521.49","4,249,949.94","4,620,852.53","4,848,783.62","5,088,867.96","5,789,617.29","6,184,211.81","6,400,885.14","6,733,939.74","7,398,581.65"
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"197,645,000.00","254,232,323.10","284,851,929.95","250,419,829.34","247,058,815.26","219,118,781.13","19,937,368.41","18,046,419.79","18,164,729.56","17,721,326.44","17,914,397.46","17,964,496.98","18,026,749.75","18,549,667.51","18,766,430.46","18,936,395.15","18,960,495.25","19,447,305.59"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"495,820,182.50","444,927,452.21","440,686,030.16","407,972,706.29","377,959,535.77","364,613,089.80","142,245,030.20","116,348,352.55","134,724,356.96","97,859,907.47","112,701,791.98","118,081,679.98","128,253,083.72","115,284,393.71","143,353,303.12","156,128,938.86","169,811,778.79","133,223,090.12"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"83,000,000.00","83,000,000.00","83,000,000.00","83,000,000.00","83,000,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00","110,680,000.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"56,070,596.61","56,070,596.61","56,070,596.61","56,070,596.61","56,070,596.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61","333,293,772.61"
无形资产,"82,643,388.05","85,888,630.74","119,504,078.13","116,999,127.95","116,171,502.89","115,394,283.08","114,505,663.27","113,728,443.46","112,838,927.65","112,061,707.84","111,173,090.03","110,395,870.22","109,506,352.41","108,728,932.59","107,840,114.77","107,062,694.95","106,173,777.13","105,396,357.31"
盈余公积,"30,525,705.50","35,780,531.19","41,147,787.94","41,147,787.94","46,615,957.57","46,615,957.57","46,615,957.57","46,615,957.57","52,364,699.16","52,364,699.16","52,364,699.16","52,364,699.16","58,661,602.61","58,661,602.61","58,661,602.61","58,661,602.61","65,654,429.68","65,654,429.68"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"202,372,114.31","249,266,730.52","296,782,209.03","339,603,238.60","347,340,807.39","361,892,310.97","374,523,226.93","394,435,133.67","398,978,657.84","425,876,664.87","435,357,781.51","450,492,262.24","452,337,681.78","489,557,549.52","496,383,931.87","513,775,705.85","512,737,642.26","543,105,025.76"
长期待摊费用,"5,372,385.33","5,666,208.33","6,733,078.22","6,434,774.22","5,895,739.22","5,353,822.22","4,811,905.22","4,269,988.22","3,728,071.22","3,225,000.00","5,077,453.33","4,910,786.09","4,663,260.76","4,380,313.81","13,198,822.39","12,445,110.48","13,213,768.49","12,301,565.69"
少数股东权益,,,,,,,,,,,,,,,,,,
递延所得税资产,"7,973,504.25","8,127,282.89","9,021,774.35","9,698,443.05","9,720,104.36","9,720,104.36","7,868,637.72","9,594,867.86","3,498,848.26","3,600,617.36","3,591,290.74","3,594,927.52","3,348,255.82","3,453,140.64","3,444,963.22","3,476,450.63","3,997,324.38","4,105,347.17"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,"1,200,000.00","1,200,000.00","1,400,000.00","1,350,000.00","9,062,848.50","9,062,848.50","9,062,848.50","9,062,848.50","13,018,113.27","8,862,848.50","8,862,848.50","8,862,848.50","10,549,821.50","10,849,821.50","12,049,821.50","13,294,446.00","12,527,712.47","18,767,986.47"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"721,404,175.49","797,297,865.76","857,105,046.45","853,509,058.77","857,097,716.23","848,461,180.65","838,836,737.88","847,970,557.36","858,358,918.79","847,122,981.91","838,140,058.89","829,432,090.52","818,850,246.57","824,038,773.63","820,932,390.46","894,755,960.38","893,518,882.66","897,584,028.28"
所有者权益(或股东权益)合计,"371,968,416.42","424,494,115.39","477,337,816.65","520,559,373.22","533,595,435.64","852,964,942.22","865,689,469.18","885,790,889.75","896,118,346.51","923,165,775.54","932,603,643.04","947,842,520.82","956,188,361.44","993,587,194.71","1,000,588,548.89","1,018,132,885.83","1,024,138,111.61","1,054,731,155.16"
资产总计,"867,788,598.92","869,421,567.60","918,023,846.81","928,532,079.51","911,554,971.41","1,217,578,032.02","1,007,934,499.38","1,002,139,242.30","1,030,842,703.47","1,021,025,683.01","1,045,305,435.02","1,065,924,200.80","1,084,441,445.16","1,108,871,588.42","1,143,941,852.01","1,174,261,824.69","1,193,949,890.40","1,187,954,245.28"
负债和所有者(或股东权益)合计,"867,788,598.92","869,421,567.60","918,023,846.81","928,532,079.51","911,554,971.41","1,217,578,032.02","1,007,934,499.38","1,002,139,242.30","1,030,842,703.47","1,021,025,683.01","1,045,305,435.02","1,065,924,200.80","1,084,441,445.16","1,108,871,588.42","1,143,941,852.01","1,174,261,824.69","1,193,949,890.40","1,187,954,245.28"
