科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-52,625.39","-840,741.12","488,347.24","212,431.98","-408,765.02","-1,599,522.97","-2,461,330.34","-718,253.95","-1,374,902.08","-1,930,307.35","-2,311,936.49","-34,967.61","-279,304.35","-446,971.75","-1,074,531.27","188,403.41","954,515.87","2,662,013.49","4,591,900.63","1,480,973.43","1,405,020.59","962,381.24","597,987.98","437,409.59","1,454,709.79","1,979,348.41","7,847,449.88","4,403,284.44","11,824,666.13","24,843,211.58","47,474,673.31","15,345,947.28","31,526,463.47","49,783,566.00"
三、利润总额,"19,226,148.08","28,200,451.01","34,426,430.20","8,622,724.22","19,167,305.38","25,684,750.69","38,829,472.72","9,765,115.67","21,634,355.68","29,226,015.17","51,538,375.59","11,252,112.16","19,412,317.96","38,831,114.12","61,276,772.09","17,907,929.79","43,281,165.93","62,434,822.14","99,968,708.93","6,632,033.76","21,825,613.16","56,185,596.07","93,576,134.37","24,657,238.75","68,852,123.57","104,554,387.11","190,386,882.95","27,439,860.23","77,563,464.16","154,921,053.58","173,675,484.16","28,983,790.42","51,849,656.97","173,570,465.04"
资产减值损失,"1,389,146.97","-1,035,994.54","134,532.22",,"-286,526.20","-228,815.57","290,161.68","-417,653.78","-353,877.91","-347,539.46","339,177.00","77,296.05","199,630.75","1,511,088.21","1,396,786.85","90,177.63","1,308,864.43","2,706,986.56","2,508,107.36","-1,846,740.04","-525,995.86","576,013.70","12,910,837.60","-160,126.94","4,175,761.61","9,908,223.19","41,515,128.29","2,903,397.51","7,176,777.71","2,228,439.31","27,096,932.91","-4,432,818.08","7,894,808.50","13,332,568.83"
减:所得税,"-939,413.78","7,122,480.33","8,848,627.42","1,577,508.96","3,073,589.77","4,436,191.55","5,565,312.39","1,688,946.85","3,708,494.37","5,286,294.00","9,724,213.51","1,856,599.76","3,357,608.42","8,178,733.00","14,584,718.04","4,455,012.38","11,522,378.84","15,758,391.79","25,662,913.68","2,193,289.56","4,625,746.89","12,577,212.30","23,814,475.27","6,194,863.69","16,519,269.67","24,758,058.81","64,982,642.06","6,683,416.62","13,060,098.75","28,862,126.75","41,498,397.76","7,159,808.20","15,442,068.84","38,822,007.63"
加:公允价值变动净收益,,,,,,,,,,,,,,,"1,178,320.20",,,,"1,215,686.61",,,,"6,949,035.79",,,,"517,142.06",,,,"10,626,337.89",,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,"-47,925.53",,,,,,,"-363,740.08","-390,407.95","-25,477.34","-104,329.89","-325,959.73","-210,706.07","4,277.26","-114,551.22","-95,000.60","-1,815,149.42","-1,794.85","-5,866.94","-5,506.93","134,862.77",,"-232,531.93","-300,403.39","-679,138.82","-191,333.38","5,231,986.47","4,813,635.58","7,888,418.30","-526,341.42","2,682,217.09","4,785,688.99"
四、净利润,"20,165,561.86","21,077,970.68","25,577,802.78","7,045,215.26","16,093,715.61","21,248,559.14","33,264,160.33","8,076,168.82","17,925,861.31","23,939,721.17","41,814,162.08","9,395,512.40","16,054,709.54","30,652,381.12","46,692,054.05","13,452,917.41","31,758,787.09","46,676,430.35","74,305,795.25","4,438,744.20","17,199,866.27","43,608,383.77","69,761,659.10","18,462,375.06","52,332,853.90","79,796,328.30","125,404,240.89","20,756,443.61","64,503,365.41","126,058,926.83","132,177,086.40","21,823,982.22","36,407,588.13","134,748,457.41"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,"-390,407.95",,,,"-210,706.07",,"-114,551.22",,"-116,023.46","-1,794.85","-5,866.94","-5,506.93","134,862.77",,"-232,531.93","-300,403.39","-186,862.28","-191,333.38","-231,183.84","-649,534.73","2,425,247.99","-526,341.42","1,719,550.42","3,823,022.32"
归属于母公司所有者的净利润,"20,054,100.18","21,077,970.68","25,610,238.84","7,107,060.87","16,259,806.67","21,482,245.38","33,417,929.65","8,151,305.57","17,856,856.74","23,792,735.64","37,507,057.29","8,622,038.72","15,050,510.13","23,208,444.03","38,147,187.72","10,808,221.17","23,435,266.54","35,822,494.13","63,482,822.16","5,122,624.65","18,325,338.19","44,198,796.66","70,503,883.09","18,558,818.69","52,717,468.21","80,785,442.02","127,662,468.33","20,813,178.32","64,621,443.38","125,689,169.31","131,236,364.15","22,005,419.90","36,727,285.21","135,129,045.56"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"111,461.68",,"-32,436.06","-61,845.61","-166,091.06","-233,686.24","-153,769.32","-75,136.75","69,004.57","146,985.53","4,307,104.79","773,473.68","1,004,199.41","7,443,937.09","8,544,866.33","2,644,696.24","8,323,520.55","10,853,936.22","10,822,973.09","-683,880.45","-1,125,471.92","-590,412.89","-742,223.99","-96,443.63","-384,614.31","-989,113.72","-2,258,227.44","-56,734.71","-118,077.97","369,757.52","940,722.25","-181,437.68","-319,697.08","-380,588.15"
