科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"568,833,751.25","503,071,711.14","854,567,446.70","2,768,803,648.31","1,238,306,113.67","1,620,489,642.82","1,319,604,311.02","1,001,461,100.86","796,261,127.23","1,255,113,000.17","714,504,909.70","520,804,179.94","980,107,695.42","796,178,228.05","539,850,634.43","453,571,377.12","503,030,787.63","533,652,634.78","557,778,207.74","310,477,600.30","460,466,254.78","420,998,885.08","260,565,619.21","443,623,349.67","573,757,504.17","624,689,057.85","531,396,993.29","528,204,290.64","675,860,412.66","708,215,175.12","523,063,620.57"
短期借款,"5,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","8,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","103,000,000.00","100,000,000.00",,"300,000,000.00","250,000,000.00","233,650,000.00","324,427,200.00","324,427,200.00","324,427,200.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00",,,"50,000,000.00",,
交易性金融资产,,,"50,002,164.39","37,090,827.40","534,649,917.81",,,,"160,024,575.35",,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"166,091.32","50,000.00",,,,"200,000.00",,,"150,000.00","850,000.00","100,000.00","600,000.00",,"400,000.00","450,000.00",,,,,,,,,,,,,,,,
应付票据,"230,600,000.00","270,014,650.00","286,063,292.15","268,456,536.13","266,214,079.60","237,377,543.47","188,250,000.00","153,500,000.00","224,530,000.00","275,780,000.00","287,971,260.00","209,613,485.00","319,185,985.00","336,752,600.00","226,300,000.00","269,708,000.00","332,514,300.00","250,136,300.00","225,850,000.00","174,480,000.00","176,850,000.00","169,670,000.00","264,000,000.00","265,559,500.00","202,390,000.00","192,240,000.00","190,160,000.00","178,592,500.00","196,222,500.00","214,280,000.00","150,931,200.00"
应收账款,"36,285,271.39","17,038,217.51","17,919,208.90","32,669,501.01","35,907,901.52","18,773,450.83","20,398,511.82","21,794,722.78","26,083,773.71","18,005,822.77","13,173,740.27","15,971,662.55","20,675,172.97","28,096,219.89","24,329,130.85","28,200,186.83","37,912,436.95","23,311,908.30","50,572,365.69","29,123,732.13","38,461,978.05","16,901,031.32","25,893,885.23","26,688,379.45","26,909,132.95","17,052,660.32","17,831,178.75","22,194,347.87","22,369,414.84","14,053,781.17","23,152,007.69"
应付账款,"390,504,615.89","457,174,655.47","511,549,381.81","453,142,068.44","521,389,147.50","560,855,140.92","403,071,171.36","328,627,938.70","469,608,781.47","517,934,514.99","486,638,623.25","436,926,538.57","513,385,846.41","676,232,781.14","510,963,689.53","594,012,150.46","619,096,816.67","565,497,939.85","526,035,922.63","399,449,118.79","446,489,225.13","477,146,853.43","400,745,737.14","362,315,407.71","443,657,065.54","478,298,961.51","410,190,340.99","367,609,959.51","402,016,646.88","468,737,584.78","452,047,169.49"
预付款项,"173,996,059.52","148,081,791.75","79,988,386.85","107,607,203.75","438,096,923.82","443,965,756.04","533,325,570.89","443,638,633.26","446,640,430.37","410,977,006.29","475,791,140.01","437,782,515.90","580,155,519.55","494,364,886.20","625,626,061.53","624,416,570.13","416,553,883.00","159,930,270.43","150,177,999.05","132,315,502.94","171,125,521.91","140,027,740.66","106,697,488.65","94,461,287.58","113,995,852.45","107,940,472.20","103,667,035.23","91,116,680.01","89,887,116.87","93,285,749.64","102,193,197.81"
预收款项,"281,405,553.25","456,454,581.71","603,527,117.39","541,270,971.53","691,464,820.73","742,920,254.05","760,005,245.74","683,903,291.28","904,246,037.36","1,120,665,789.06","1,259,688,287.04","1,258,800,570.56","1,573,910,444.17","1,587,215,185.68","1,520,045,017.19","1,307,233,232.46","1,312,490,829.96","1,125,129,383.31","1,098,811,489.20","918,413,203.43","875,595,855.63","886,914,123.80","944,744,986.28","904,857,054.69","1,034,704,395.67","806,690,606.52","845,944,555.42","770,288,260.45","879,447,616.45","765,754,569.40","817,744,271.23"
